candidate_id,candidate_family,validation_event_count,validation_complete_event_share,validation_hold20_net_mean,validation_hold20_net_median,validation_hold20_net_p10,validation_loss_le_5_rate,preflight_gate_status,blocking_reason
low_vol_uptrend_preflight,low_vol_uptrend,574,0.9686411149825784,-0.007154134896609775,-0.013605366247037062,-0.09456931445873573,0.26258992805755393,preflight_fail_no_absolute_floor,validation_absolute_floor_failed
base_breakout_vcp_preflight,base_breakout_vcp,73,0.958904109589041,0.010002722091479767,-0.014663267890137218,-0.0760572869843004,0.2,preflight_fail_insufficient_sample,validation_event_count_below_min
cross_sectional_low_beta_low_vol_preflight,cross_sectional_low_beta_low_vol,810,0.9604938271604938,-0.015184565740774786,-0.018300758948377013,-0.09244230825872765,0.2763496143958869,preflight_fail_no_absolute_floor,validation_absolute_floor_failed
