candidate_id,candidate_family,instrument_id,raw_trigger_count,kept_event_count,suppressed_by_collapse_count,collapse_window_trading_days,first_raw_trigger_date,last_raw_trigger_date,collapse_audit_status,blocking_reason
base_breakout_vcp_preflight,base_breakout_vcp,SH600000,6,2,4,20,2019-06-13,2019-09-12,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600009,2,1,1,20,2024-04-29,2024-04-30,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600010,2,2,0,20,2018-07-25,2023-08-01,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600015,1,1,0,20,2019-02-12,2019-02-12,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600016,3,2,1,20,2024-02-20,2025-05-13,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600019,4,3,1,20,2019-01-21,2023-01-16,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600025,1,1,0,20,2024-02-06,2024-02-06,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600027,1,1,0,20,2023-11-13,2023-11-13,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600028,15,8,7,20,2018-07-31,2025-06-13,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600029,1,1,0,20,2019-02-13,2019-02-13,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600030,4,4,0,20,2018-04-10,2025-07-11,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600036,7,3,4,20,2023-01-04,2025-06-17,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600050,2,1,1,20,2021-09-07,2021-09-09,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600066,2,1,1,20,2017-11-10,2017-11-13,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600085,1,1,0,20,2022-10-14,2022-10-14,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600089,3,2,1,20,2022-02-23,2024-01-16,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600096,1,1,0,20,2025-05-07,2025-05-07,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600104,4,3,1,20,2018-09-19,2019-06-26,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600115,1,1,0,20,2019-02-13,2019-02-13,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600176,1,1,0,20,2022-04-08,2022-04-08,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600196,1,1,0,20,2022-06-22,2022-06-22,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600219,1,1,0,20,2024-11-07,2024-11-07,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600276,2,2,0,20,2022-06-08,2025-08-25,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600309,2,2,0,20,2020-05-08,2022-06-09,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600340,4,3,1,20,2018-08-31,2019-10-14,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600346,1,1,0,20,2019-12-17,2019-12-17,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600352,1,1,0,20,2020-10-15,2020-10-15,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600362,6,5,1,20,2018-05-11,2025-03-14,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600406,3,3,0,20,2018-05-07,2025-10-10,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600426,1,1,0,20,2022-06-15,2022-06-15,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600436,1,1,0,20,2019-06-27,2019-06-27,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600489,2,2,0,20,2023-01-10,2025-06-13,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600516,1,1,0,20,2019-12-10,2019-12-10,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600519,2,2,0,20,2017-07-24,2020-07-01,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600547,2,2,0,20,2018-10-09,2025-03-17,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600584,3,1,2,20,2025-07-24,2025-07-28,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600585,2,2,0,20,2024-02-08,2024-07-08,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600660,1,1,0,20,2023-06-28,2023-06-28,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600690,2,2,0,20,2024-01-26,2025-08-26,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600703,1,1,0,20,2025-02-12,2025-02-12,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600733,1,1,0,20,2025-11-03,2025-11-03,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600760,1,1,0,20,2020-01-06,2020-01-06,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600795,2,2,0,20,2023-11-13,2025-09-05,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600809,1,1,0,20,2024-05-06,2024-05-06,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600837,1,1,0,20,2019-12-09,2019-12-09,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600886,2,1,1,20,2024-05-24,2024-05-27,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600887,2,2,0,20,2017-09-05,2024-04-30,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600893,1,1,0,20,2023-03-03,2023-03-03,passed,
base_breakout_vcp_preflight,base_breakout_vcp,SH600900,2,2,0,20,2022-03-03,2022-06-01,passed,
