offset,event_count,pct_close_above_ma20,pct_ma20_slope_up,median_close_ma20_ratio,pct_close_above_ema20,pct_ema20_slope_up,median_close_ema20_ratio,pct_close_above_ma30,pct_ma30_slope_up,median_close_ma30_ratio,pct_close_above_ema30,pct_ema30_slope_up,median_close_ema30_ratio,pct_close_above_ma60,pct_ma60_slope_up,median_close_ma60_ratio,pct_close_above_ema60,pct_ema60_slope_up,median_close_ema60_ratio,pct_ma_bull_stack_20_30_60,pct_ema_bull_stack_20_30_60,median_rsi14,pct_rsi14_gt_50,pct_rsi14_gt_70,median_volume_ratio_ma20,pct_volume_ratio_gt_1_5,median_money_ratio_ma20,median_rps120_pct,pct_rps120_gt_90,median_rps60_pct,median_boll_pct_b20,pct_close_above_boll_mid20,pct_close_above_boll_upper20,pct_close_below_boll_lower20,median_ret_from_entry
11,845,0.5668639053254438,0.514792899408284,0.009815770298364557,0.5585798816568047,0.5585798816568047,0.007431036555500481,0.5301775147928994,0.4970414201183432,0.00526238766597098,0.5420118343195266,0.5420118343195266,0.006652945237106911,0.5076923076923077,0.5289940828402366,0.002509900078051963,0.5396449704142012,0.5396449704142012,0.008370498008189675,0.34911242603550297,0.4378698224852071,51.348189132565324,0.5408284023668639,0.10532544378698225,0.9088165959510021,0.1076923076923077,0.9198786965438804,0.6287878787878788,0.17159763313609466,0.5626065162907268,0.5725932921973504,0.5668639053254438,0.08047337278106509,0.027218934911242602,0.03250613535202784
12,845,0.6,0.5325443786982249,0.014120662556401431,0.5893491124260355,0.5893491124260355,0.010583879215124714,0.5526627218934911,0.5124260355029586,0.009275558573628606,0.5597633136094674,0.5597633136094674,0.010863578687727249,0.5242603550295858,0.5313609467455621,0.006802090763117441,0.5360946745562131,0.5360946745562131,0.011097654231498444,0.3609467455621302,0.44023668639053254,52.73994739134174,0.5680473372781065,0.1076923076923077,0.9175588668248409,0.12071005917159763,0.930886264069377,0.623574144486692,0.17633136094674556,0.5699353245361183,0.596914102031426,0.6,0.07455621301775148,0.023668639053254437,0.033177226432374085
13,845,0.5976331360946746,0.5349112426035503,0.01623033069640112,0.5857988165680473,0.5857988165680473,0.012325529907598387,0.565680473372781,0.5254437869822485,0.015346255386943897,0.5751479289940828,0.5751479289940828,0.014653294363691227,0.5360946745562131,0.5491124260355029,0.011143081584652714,0.5550295857988166,0.5550295857988166,0.011717178257722782,0.3609467455621302,0.44970414201183434,52.90492730710354,0.5857988165680473,0.10177514792899409,0.8968917679893875,0.10650887573964497,0.9039750388422565,0.6320939334637965,0.1739644970414201,0.5860113421550095,0.6132360438963892,0.5976331360946746,0.07337278106508875,0.022485207100591716,0.03644674257137681
14,845,0.6106508875739645,0.5502958579881657,0.018049514125143995,0.6047337278106509,0.6047337278106509,0.01173549205355462,0.5810650887573965,0.5171597633136095,0.01612278634065456,0.578698224852071,0.578698224852071,0.01318785560850233,0.5396449704142012,0.5502958579881657,0.011632038634205255,0.565680473372781,0.565680473372781,0.013838862831871523,0.3668639053254438,0.45207100591715976,53.21705767342037,0.5834319526627219,0.10295857988165681,0.8955869540998043,0.1289940828402367,0.899321509292454,0.6374036209741156,0.17988165680473372,0.5909090909090909,0.6200087558122748,0.6106508875739645,0.08402366863905325,0.02485207100591716,0.04262873290225455
15,845,0.6248520710059171,0.5621301775147929,0.017812939075983913,0.591715976331361,0.591715976331361,0.011519717150823117,0.5822485207100592,0.5159763313609468,0.014641065957652688,0.5834319526627219,0.5834319526627219,0.013722127678296281,0.5384615384615384,0.5502958579881657,0.013991543410155072,0.570414201183432,0.570414201183432,0.014673479314671,0.3668639053254438,0.4532544378698225,53.20967529432533,0.5846153846153846,0.10177514792899409,0.9074077470091044,0.12189349112426036,0.925892017210944,0.6297092547092547,0.16923076923076924,0.5998444317966231,0.6164771159382793,0.6248520710059171,0.08994082840236686,0.023668639053254437,0.04346527638735187
16,845,0.6272189349112426,0.5633136094674556,0.019207228257999254,0.5952662721893491,0.5952662721893491,0.012282819358689023,0.5857988165680473,0.5100591715976331,0.015307179077675093,0.5798816568047337,0.5798816568047337,0.010778155538919254,0.5396449704142012,0.557396449704142,0.01274046543330909,0.5680473372781065,0.5680473372781065,0.016800656807909764,0.3715976331360947,0.45798816568047335,52.63032812873135,0.578698224852071,0.10532544378698225,0.8998491614550865,0.1349112426035503,0.9154868087872919,0.6346407382992749,0.1727810650887574,0.6053130929791272,0.6303593940042846,0.6272189349112426,0.07928994082840236,0.02485207100591716,0.04706260567104725
17,845,0.6532544378698225,0.5857988165680473,0.02087801896892605,0.6224852071005917,0.6224852071005917,0.013634720205898399,0.6023668639053255,0.5100591715976331,0.020708465588164304,0.6130177514792899,0.6130177514792899,0.013738014403962273,0.5491124260355029,0.557396449704142,0.013077750351009887,0.5775147928994083,0.5775147928994083,0.01885343884223456,0.3763313609467456,0.463905325443787,53.1287097266609,0.6130177514792899,0.10295857988165681,0.9225114344633448,0.1349112426035503,0.9458960717958955,0.637739391816486,0.18579881656804734,0.6055776892430279,0.6462801313904858,0.6532544378698225,0.08047337278106509,0.027218934911242602,0.05061930799706005
18,845,0.6579881656804734,0.6094674556213018,0.0211083041342518,0.6343195266272189,0.6343195266272189,0.014356427148650708,0.6260355029585799,0.5313609467455621,0.023854946650833986,0.6295857988165681,0.6295857988165681,0.019513409159568118,0.5633136094674556,0.5609467455621302,0.01898411596733529,0.5928994082840237,0.5928994082840237,0.021233373717159942,0.3810650887573965,0.46982248520710057,53.66262688130206,0.6331360946745562,0.10650887573964497,0.9121253488770783,0.12189349112426036,0.9279432676165095,0.6393289586751034,0.18461538461538463,0.59765625,0.6587767425025071,0.6579881656804734,0.09585798816568047,0.015384615384615385,0.05937293908686736
19,845,0.659171597633136,0.6461538461538462,0.023028339094141037,0.642603550295858,0.642603550295858,0.014952041563400797,0.6449704142011834,0.5455621301775148,0.024191579666226315,0.6319526627218935,0.6319526627218935,0.01702908502291489,0.5715976331360947,0.557396449704142,0.01667136051414031,0.6059171597633136,0.6059171597633136,0.02146564141887941,0.3881656804733728,0.47928994082840237,54.034172225257905,0.6343195266272189,0.0863905325443787,0.9213748272962484,0.1136094674556213,0.9368936398152465,0.6355537026743252,0.19053254437869824,0.5919811320754716,0.6632556747029911,0.659171597633136,0.09349112426035502,0.029585798816568046,0.05987283945828503
20,845,0.6698224852071006,0.6970414201183432,0.022384126489597422,0.650887573964497,0.650887573964497,0.015420754001468362,0.6520710059171597,0.5621301775147929,0.02594066794402039,0.6461538461538462,0.6461538461538462,0.020382016045069284,0.5846153846153846,0.5562130177514792,0.02158039296632519,0.6118343195266273,0.6118343195266273,0.02471400771811072,0.3905325443786982,0.4863905325443787,53.975250166014526,0.6473372781065089,0.09112426035502959,0.9057141255729998,0.11124260355029586,0.921841107999964,0.6459143968871596,0.19053254437869824,0.595805025292619,0.6648224205398772,0.6698224852071006,0.09230769230769231,0.02485207100591716,0.060823447520513274
21,845,0.6757396449704142,0.693491124260355,0.023362454355545736,0.6544378698224852,0.6544378698224852,0.01541610377530711,0.6603550295857988,0.5751479289940828,0.027440349375506656,0.6473372781065089,0.6473372781065089,0.019796067426385733,0.5810650887573965,0.5467455621301776,0.022409891658138115,0.6059171597633136,0.6059171597633136,0.024362586583529633,0.39644970414201186,0.5005917159763313,54.03718081612074,0.6497041420118344,0.0970414201183432,0.896276219568586,0.10887573964497041,0.9045814870620428,0.6496212121212122,0.18461538461538463,0.5922755306670703,0.6589367825880078,0.6757396449704142,0.08875739644970414,0.023668639053254437,0.06253093681517441
22,845,0.6579881656804734,0.6887573964497041,0.022286256262743498,0.642603550295858,0.642603550295858,0.015420766147512754,0.6473372781065089,0.5834319526627219,0.027129333469146033,0.6331360946745562,0.6331360946745562,0.019701825290501795,0.5893491124260355,0.565680473372781,0.02543939326258937,0.6165680473372781,0.6165680473372781,0.027601706642802593,0.3952662721893491,0.5100591715976331,54.23532307140966,0.6331360946745562,0.10059171597633136,0.899812470809156,0.11005917159763313,0.9144834458420088,0.6512784353103611,0.18579881656804734,0.5967000370782352,0.6680139415370046,0.6579881656804734,0.10414201183431952,0.01893491124260355,0.06741336933232134
23,845,0.6710059171597633,0.6946745562130178,0.023587606568093555,0.6674556213017752,0.6674556213017752,0.01887469856013002,0.6698224852071006,0.6,0.03146169707147295,0.6568047337278107,0.6568047337278107,0.023425151643541198,0.5988165680473373,0.5585798816568047,0.0303374184978098,0.6307692307692307,0.6307692307692307,0.03152411010931755,0.39644970414201186,0.5159763313609468,54.869640847487275,0.6603550295857988,0.1076923076923077,0.9230423298233282,0.13136094674556212,0.9344508471277626,0.6653696498054474,0.19053254437869824,0.6024646682869745,0.6832780807636063,0.6710059171597633,0.12544378698224853,0.022485207100591716,0.07090064024766152
24,845,0.6544378698224852,0.6946745562130178,0.021524282277183948,0.6579881656804734,0.6579881656804734,0.01887310834562972,0.6686390532544378,0.6047337278106509,0.031870078177810734,0.6568047337278107,0.6568047337278107,0.022469707053171195,0.6189349112426036,0.5763313609467455,0.03148140666821653,0.6378698224852071,0.6378698224852071,0.03254720435481251,0.4,0.5207100591715976,54.96885005823037,0.663905325443787,0.10887573964497041,0.928102320473721,0.1242603550295858,0.9416135160399164,0.6567332837681384,0.19053254437869824,0.6071428571428571,0.65719948831896,0.6544378698224852,0.12662721893491125,0.02485207100591716,0.07236470159393482
25,845,0.6520710059171597,0.6946745562130178,0.021066993618958696,0.6579881656804734,0.6579881656804734,0.018201518680507345,0.6994082840236686,0.6260355029585799,0.033279038777968895,0.6710059171597633,0.6710059171597633,0.02503470568259214,0.6224852071005917,0.5881656804733728,0.03660531654862842,0.6473372781065089,0.6473372781065089,0.03484608587841076,0.4,0.5289940828402366,54.8329222534841,0.676923076923077,0.10059171597633136,0.9303242625542415,0.1289940828402367,0.9356847453476672,0.6511126635768811,0.1952662721893491,0.621978021978022,0.6633161391848079,0.6520710059171597,0.11834319526627218,0.033136094674556214,0.07438019977367727
26,845,0.663905325443787,0.6911242603550296,0.02256590002450798,0.6615384615384615,0.6615384615384615,0.02052313497728342,0.6875739644970414,0.6307692307692307,0.034607073089743645,0.685207100591716,0.685207100591716,0.028991540623356737,0.6343195266272189,0.5881656804733728,0.04045249637928905,0.6532544378698225,0.6532544378698225,0.03924757119625011,0.4035502958579882,0.5372781065088758,55.32730228072131,0.6781065088757396,0.09230769230769231,0.9341035280353382,0.1289940828402367,0.9623681926769508,0.6395348837209303,0.1940828402366864,0.6126451330614286,0.67229068431782,0.663905325443787,0.11715976331360947,0.04260355029585799,0.08104027858349072
27,845,0.6556213017751479,0.693491124260355,0.023787619273132554,0.6887573964497041,0.6887573964497041,0.021527173852045944,0.7017751479289941,0.663905325443787,0.04075101051223018,0.6994082840236686,0.6994082840236686,0.029595466755686806,0.6579881656804734,0.5928994082840237,0.04479946335211071,0.6816568047337278,0.6816568047337278,0.040563939428615026,0.41301775147928993,0.5562130177514792,55.764047322194415,0.6958579881656805,0.09230769230769231,0.9404616899203977,0.13846153846153847,0.9714419529957415,0.6511376163368573,0.19289940828402366,0.6299810246679317,0.6777964601713878,0.6556213017751479,0.12544378698224853,0.03076923076923077,0.0865619397995494
28,845,0.642603550295858,0.6923076923076923,0.023732003275227287,0.6686390532544378,0.6686390532544378,0.020552011949285465,0.6958579881656805,0.6745562130177515,0.03785384438759243,0.6840236686390533,0.6840236686390533,0.02751984253408213,0.663905325443787,0.5857988165680473,0.04075165556641702,0.6733727810650888,0.6733727810650888,0.03812658657680301,0.40828402366863903,0.5597633136094674,55.51466085163285,0.6863905325443787,0.09585798816568047,0.9250977224514096,0.10887573964497041,0.9503820890090942,0.645748987854251,0.19644970414201182,0.6175298804780877,0.6635273572105297,0.642603550295858,0.11124260355029586,0.020118343195266272,0.08695654427396815
29,845,0.6402366863905326,0.6875739644970414,0.020719299582649064,0.650887573964497,0.650887573964497,0.018839241375598004,0.6970414201183432,0.6958579881656805,0.037326717325714354,0.6698224852071006,0.6698224852071006,0.027526618962074867,0.6698224852071006,0.5976331360946746,0.04786559275248292,0.685207100591716,0.685207100591716,0.04270859684761019,0.41183431952662725,0.5633136094674556,55.16402491456313,0.6686390532544378,0.10177514792899409,0.9282051587997346,0.11952662721893491,0.9393754820628437,0.6544225721784777,0.19289940828402366,0.6309523809523809,0.6459083634789833,0.6402366863905326,0.11242603550295859,0.03195266272189349,0.09375001995691301
30,845,0.6497041420118344,0.6816568047337278,0.020155458402901782,0.6390532544378699,0.6390532544378699,0.017803935586260256,0.6733727810650888,0.727810650887574,0.03312985340475394,0.6627218934911243,0.6627218934911243,0.02435479477817326,0.6733727810650888,0.6130177514792899,0.047280838808485104,0.6923076923076923,0.6923076923076923,0.04032282617531302,0.4236686390532544,0.5680473372781065,54.81701281684037,0.6544378698224852,0.08402366863905325,0.9087085273748534,0.11715976331360947,0.9137448232513753,0.6565464895635673,0.19763313609467456,0.6412825651302605,0.6510531717608736,0.6497041420118344,0.10295857988165681,0.033136094674556214,0.09280298326653846
