offset,event_count,pct_close_above_ma20,pct_ma20_slope_up,median_close_ma20_ratio,pct_close_above_ema20,pct_ema20_slope_up,median_close_ema20_ratio,pct_close_above_ma30,pct_ma30_slope_up,median_close_ma30_ratio,pct_close_above_ema30,pct_ema30_slope_up,median_close_ema30_ratio,pct_close_above_ma60,pct_ma60_slope_up,median_close_ma60_ratio,pct_close_above_ema60,pct_ema60_slope_up,median_close_ema60_ratio,pct_ma_bull_stack_20_30_60,pct_ema_bull_stack_20_30_60,median_rsi14,pct_rsi14_gt_50,pct_rsi14_gt_70,median_volume_ratio_ma20,pct_volume_ratio_gt_1_5,median_money_ratio_ma20,median_rps120_pct,pct_rps120_gt_90,median_rps60_pct,median_boll_pct_b20,pct_close_above_boll_mid20,pct_close_above_boll_upper20,pct_close_below_boll_lower20,median_ret_from_entry
1,845,0.3905325443786982,0.40828402366863903,-0.022515923350589162,0.3857988165680473,0.3857988165680473,-0.016833484526225684,0.3905325443786982,0.4307692307692308,-0.02440715531475801,0.39171597633136096,0.39171597633136096,-0.01881755380685035,0.4272189349112426,0.5088757396449705,-0.02777218279320004,0.42958579881656805,0.42958579881656805,-0.022735850905377886,0.4011834319526627,0.4461538461538462,45.2503250909417,0.3952662721893491,0.15502958579881657,1.04234066746116,0.2153846153846154,1.0088823936272717,0.6149154839438317,0.16568047337278108,0.5188866799204771,0.2894261311030783,0.3905325443786982,0.13136094674556212,0.17751479289940827,0.004201710135761649
2,845,0.4,0.4236686390532544,-0.019102948012528764,0.4,0.4,-0.015851836216211,0.3988165680473373,0.44023668639053254,-0.020935111285160235,0.40828402366863903,0.40828402366863903,-0.01699083915553623,0.4378698224852071,0.506508875739645,-0.022509736503589006,0.44260355029585796,0.44260355029585796,-0.022066910689477415,0.39644970414201186,0.4366863905325444,45.83777220657205,0.4035502958579882,0.15857988165680473,1.001933661530353,0.16568047337278108,0.9754864770966893,0.6184955643768776,0.16923076923076924,0.5152091254752852,0.35379386852164924,0.4,0.11242603550295859,0.1349112426035503,0.005859416109161408
3,845,0.4260355029585799,0.42011834319526625,-0.01479082441016033,0.42958579881656805,0.42958579881656805,-0.011017465349856481,0.4153846153846154,0.44260355029585796,-0.021146751856301105,0.4284023668639053,0.4284023668639053,-0.01474092846595243,0.44023668639053254,0.5112426035502958,-0.01764142458197082,0.450887573964497,0.450887573964497,-0.01714638690302961,0.38698224852071006,0.41775147928994083,46.48725322043215,0.4272189349112426,0.13254437869822486,0.9649807244173325,0.13254437869822486,0.9401906415752043,0.6212369700561975,0.1621301775147929,0.5313092979127134,0.3791642378096773,0.4260355029585799,0.08402366863905325,0.08520710059171598,0.008275854176488462
4,845,0.44497041420118344,0.42958579881656805,-0.0127452745599268,0.44970414201183434,0.44970414201183434,-0.008617533482943474,0.4260355029585799,0.44497041420118344,-0.016359706950347608,0.4378698224852071,0.4378698224852071,-0.012156156173604993,0.4485207100591716,0.5159763313609468,-0.017181320572847825,0.4591715976331361,0.4591715976331361,-0.014144530384918474,0.3810650887573965,0.4165680473372781,47.46619124350112,0.4366863905325444,0.12781065088757396,0.9543164615948808,0.1289940828402367,0.9414332394872529,0.6266456211812628,0.16568047337278108,0.5313092979127134,0.3963018852330485,0.44497041420118344,0.0757396449704142,0.05088757396449704,0.012743161368347966
5,845,0.4650887573964497,0.4319526627218935,-0.007880881925738936,0.463905325443787,0.463905325443787,-0.0066310108499427756,0.450887573964497,0.4603550295857988,-0.017137407199660226,0.4603550295857988,0.4603550295857988,-0.009470900469453147,0.4556213017751479,0.5230769230769231,-0.014635349084585969,0.47218934911242605,0.47218934911242605,-0.006755186383793965,0.36923076923076925,0.41420118343195267,47.79441278213431,0.46272189349112425,0.11597633136094675,0.9580360656174008,0.13372781065088757,0.9494158671236343,0.6118350100603622,0.1727810650887574,0.5412808743745988,0.4375424886908439,0.4650887573964497,0.0757396449704142,0.04260355029585799,0.01493156983728261
6,845,0.4911242603550296,0.450887573964497,-0.002620778957606318,0.4863905325443787,0.4863905325443787,-0.0016660297579371708,0.4662721893491124,0.45680473372781066,-0.008294260765952022,0.4816568047337278,0.4816568047337278,-0.004349253999654579,0.4544378698224852,0.5242603550295858,-0.013037610640290853,0.47455621301775147,0.47455621301775147,-0.00640861459441977,0.3585798816568047,0.41893491124260357,49.145376438013194,0.47928994082840237,0.11479289940828402,0.9498947809884035,0.13136094674556212,0.9408796158866017,0.6217526812383727,0.178698224852071,0.5590200445434298,0.4760347628385318,0.4911242603550296,0.07218934911242604,0.02485207100591716,0.020100563921860326
7,845,0.5041420118343195,0.44970414201183434,0.0007811222036858689,0.4982248520710059,0.4982248520710059,-0.0005779936381407058,0.47218934911242605,0.45798816568047335,-0.003888359052238388,0.49467455621301776,0.49467455621301776,-0.0010654159255539808,0.4650887573964497,0.527810650887574,-0.010910859123643701,0.47810650887573963,0.47810650887573963,-0.007017893334418712,0.3562130177514793,0.41893491124260357,49.8187874234613,0.493491124260355,0.12307692307692308,0.9216484408391215,0.14792899408284024,0.928572606335341,0.6235530303030303,0.17633136094674556,0.5722433460076045,0.5047812345043758,0.5041420118343195,0.08402366863905325,0.03195266272189349,0.024084307564742113
8,845,0.5218934911242603,0.46153846153846156,0.004309344730438758,0.5183431952662721,0.5183431952662721,0.004062947626318647,0.4840236686390533,0.4686390532544379,-0.0018281213172065547,0.506508875739645,0.506508875739645,0.0006301958569542299,0.47692307692307695,0.5349112426035503,-0.00620543186625877,0.4970414201183432,0.4970414201183432,-0.000980469170488052,0.35384615384615387,0.4272189349112426,50.17591274759148,0.5053254437869823,0.12781065088757396,0.9148081926289967,0.1455621301775148,0.9146720194421671,0.6282446439381635,0.18698224852071005,0.5706855519729771,0.531261176901594,0.5218934911242603,0.0757396449704142,0.01893491124260355,0.026526097607592614
9,845,0.5325443786982249,0.4757396449704142,0.006786156435219626,0.5360946745562131,0.5360946745562131,0.0036515320977670296,0.5088757396449705,0.47692307692307695,0.0014776667367328855,0.5136094674556213,0.5136094674556213,0.0023702299122614345,0.4982248520710059,0.5242603550295858,-0.0011128411360337154,0.5088757396449705,0.5088757396449705,0.0027410463556090114,0.3479289940828402,0.4260355029585799,50.71751796504152,0.5183431952662721,0.11952662721893491,0.931267947421638,0.1408284023668639,0.9286465336506704,0.6197183098591549,0.1834319526627219,0.5629960317460317,0.544584199722312,0.5325443786982249,0.08284023668639054,0.022485207100591716,0.025097872328246895
10,845,0.565680473372781,0.5029585798816568,0.009699115150583415,0.5633136094674556,0.5633136094674556,0.0080183959542941,0.5289940828402366,0.47692307692307695,0.004220039480970383,0.5420118343195266,0.5420118343195266,0.004864496063746171,0.493491124260355,0.5325443786982249,-0.0013799580603531814,0.5171597633136095,0.5171597633136095,0.004265512184671971,0.3502958579881657,0.43550295857988164,51.31415450825492,0.5455621301775148,0.11834319526627218,0.9236760543598069,0.1349112426035503,0.9345880992925136,0.6278625954198473,0.18224852071005918,0.5610399083046785,0.5737003613336092,0.565680473372781,0.07100591715976332,0.027218934911242602,0.030405062016800488
