reference_event_id,instrument,split,reference_date,obs_day_count,max_ret_from_entry_first30,min_ret_from_entry_first30,day30_ret_from_entry,all_30_close_above_ma20,all_30_close_above_ma60,any_close_below_ma20,any_close_below_ma60,pct_days_close_above_ma20,pct_days_close_above_ma60,pct_days_ma_bull_stack,median_rsi14_first30,max_rsi14_first30,pct_days_rsi14_gt_70,max_volume_ratio_ma20_first30,median_volume_ratio_ma20_first30,pct_days_volume_ratio_gt_1_5,median_rps120_pct_first30,pct_days_rps120_gt_90,pct_days_above_boll_mid,pct_days_above_boll_upper,pct_days_below_boll_lower
big_winner_50h120_close_confirmed_SH600111_20210527_000057,SH600111,train,2021-05-27,30,0.44705287966764495,-0.06943063262808435,0.44705287966764495,False,False,True,True,0.5333333333333333,0.7,0.6333333333333333,52.141008282776426,83.59078066066067,0.1,2.955601485170409,0.947259315811813,0.26666666666666666,0.9094470570388349,0.7333333333333333,0.5333333333333333,0.16666666666666666,0.0
big_winner_50h120_close_confirmed_SH600111_20220426_000058,SH600111,validation,2022-04-26,30,0.5025983199614792,0.07832214777930169,0.5025983199614792,False,False,True,True,0.7666666666666667,0.2,0.0,49.97089364755898,70.69788450869889,0.03333333333333333,2.042939712590192,1.1058107966555886,0.26666666666666666,0.20229007633587787,0.0,0.7666666666666667,0.2,0.0
big_winner_50h120_close_confirmed_SH600111_20240619_000059,SH600111,robustness,2024-06-19,30,0.014656157397765712,-0.04960536483203881,-0.016347182182654074,False,False,True,True,0.23333333333333334,0.0,0.0,42.36666034619821,52.30464294251354,0.0,2.7741438038507944,0.7766496668606853,0.06666666666666667,0.4285744973363121,0.0,0.23333333333333334,0.0,0.03333333333333333
big_winner_50h120_close_confirmed_SH600111_20250116_000060,SH600111,robustness,2025-01-16,30,0.07195232432549603,-0.03666357691335387,0.0600366399754404,False,False,True,True,0.7333333333333333,0.7333333333333333,0.23333333333333334,55.1697887206938,65.8492450157425,0.0,2.897035052373502,0.930598422450281,0.1,0.7545030475533322,0.0,0.7333333333333333,0.1,0.0
big_winner_50h120_close_confirmed_SH600111_20250721_000061,SH600111,robustness,2025-07-21,30,0.6457126483181794,-0.004345351213492554,0.6381807209490418,True,True,False,False,1.0,1.0,1.0,76.76680862847005,87.96239385882785,0.7333333333333333,2.0011422299784476,1.182688976085487,0.26666666666666666,0.9810066305437912,1.0,1.0,0.26666666666666666,0.0
big_winner_50h120_close_confirmed_SH600115_20181009_000062,SH600115,train,2018-10-09,30,0.06822610074555757,-0.11890840543984738,0.01754379605126788,False,False,True,True,0.5,0.36666666666666664,0.0,46.07402349581627,63.608269473558956,0.0,3.5335052558222166,0.8825976557807289,0.06666666666666667,0.3576461988304094,0.0,0.5,0.06666666666666667,0.03333333333333333
big_winner_50h120_close_confirmed_SH600115_20250704_000063,SH600115,robustness,2025-07-04,30,0.05249351420104942,-0.005249338904693812,0.05249351420104942,False,False,True,True,0.26666666666666666,0.16666666666666666,0.0,43.382690523975725,67.56990639600727,0.0,2.6911848524641666,0.8839044483513081,0.1,0.36013670106826,0.0,0.26666666666666666,0.03333333333333333,0.03333333333333333
big_winner_50h120_close_confirmed_SH600118_20251029_000064,SH600118,robustness,2025-10-29,30,0.19404765537806923,-0.05119051252092632,0.19404765537806923,False,True,True,False,0.6666666666666666,1.0,0.9,59.569011245173705,72.83940528937485,0.06666666666666667,2.3994650382987786,1.0126672736104911,0.2,0.8510016420361248,0.13333333333333333,0.6666666666666666,0.2,0.0
big_winner_50h120_close_confirmed_SH600132_20200925_000065,SH600132,train,2020-09-25,30,0.038764636107543105,-0.054632638971775394,-0.0191693612620627,False,True,True,False,0.7333333333333333,1.0,1.0,60.146667807159744,76.3247582664527,0.3,1.513259247238444,0.9026317728057949,0.03333333333333333,0.9623762376237623,1.0,0.7333333333333333,0.0,0.0
big_winner_50h120_close_confirmed_SH600132_20210331_000066,SH600132,train,2021-03-31,30,0.6542664210796805,0.024666589809170247,0.6542664210796805,True,False,False,True,1.0,0.7333333333333333,0.26666666666666666,66.72433321823631,78.83596864576833,0.36666666666666664,2.3337243123402467,1.0018728859479578,0.06666666666666667,0.7468276181157607,0.13333333333333333,1.0,0.26666666666666666,0.0
big_winner_50h120_close_confirmed_SH600150_20210309_000067,SH600150,train,2021-03-09,30,0.13535354728946491,-0.030303080900992985,0.11111108256867075,False,False,True,True,0.5333333333333333,0.36666666666666664,0.0,48.36865890593326,73.4929417286733,0.03333333333333333,6.689123488883484,0.9364458695112283,0.26666666666666666,0.1749671294031311,0.0,0.5333333333333333,0.06666666666666667,0.0
big_winner_50h120_close_confirmed_SH600150_20220315_000068,SH600150,validation,2022-03-15,30,0.029328847782817524,-0.186689201996724,-0.15228425713340876,False,False,True,True,0.0,0.0,0.0,32.91331321200814,42.76680108553568,0.0,1.6056195519812884,0.899574038256461,0.03333333333333333,0.23209281450235722,0.0,0.0,0.0,0.13333333333333333
big_winner_50h120_close_confirmed_SH600150_20221222_000069,SH600150,validation,2022-12-22,30,0.141769718236884,0.00903894493678803,0.12844903885782677,False,False,True,True,0.6333333333333333,0.1,0.0,50.36049543955826,62.506124525165475,0.0,2.1003700785345187,0.9289060296249511,0.1,0.6214546763885138,0.3,0.6333333333333333,0.03333333333333333,0.0
big_winner_50h120_close_confirmed_SH600150_20231018_000070,SH600150,validation,2023-10-18,30,0.0229482759081161,-0.03656159705103568,0.014780283222364465,False,False,True,True,0.3333333333333333,0.0,0.0,42.430280656866586,55.697672478519905,0.0,1.8210390980379052,0.9010657300594961,0.03333333333333333,0.5203070401558114,0.0,0.3333333333333333,0.03333333333333333,0.1
