offset_bucket,row_count,event_count,pct_above_ma20,pct_above_ma60,pct_ma_bull_stack,pct_above_ema20,pct_above_ema60,pct_ema_bull_stack,median_rsi14,pct_rsi14_gt_70,median_volume_ratio,pct_volume_gt_1_5,median_rps120,pct_rps120_gt_90,median_boll_pct_b,pct_above_boll_upper,pct_below_boll_lower,median_ret_from_entry
D1-D5,4225,845,0.4253254437869822,0.44189349112426035,0.38698224852071006,0.42579881656804736,0.450887573964497,0.42627218934911243,46.593312482515195,0.13798816568047337,0.9776981389507691,0.1552662721893491,0.6181976516634051,0.16710059171597633,0.37703306373117906,0.09585798816568047,0.09822485207100591,0.007843129921766057
D6-D10,4225,845,0.5230769230769231,0.47763313609467456,0.35337278106508874,0.5204733727810651,0.49514792899408283,0.4253254437869822,50.38373404736944,0.12071005917159763,0.927142723439281,0.14011834319526628,0.6236853245359861,0.18153846153846154,0.5326906063445553,0.07715976331360946,0.025088757396449703,0.02520155642115285
D11-D20,8450,845,0.6267455621301775,0.5454437869822485,0.37124260355029587,0.6075739644970414,0.5723076923076923,0.4590532544378698,53.19189491267454,0.10118343195266272,0.9076070603111194,0.12023668639053255,0.6343777056277056,0.17952662721893492,0.6293217414130233,0.08437869822485207,0.02437869822485207,0.04621100544193535
D21-D30,8450,845,0.6563313609467456,0.6310059171597633,0.40485207100591714,0.6589349112426035,0.6524260355029586,0.5360946745562131,54.9050607797336,0.09810650887573964,0.9226711946481053,0.12165680473372781,0.6520912547528517,0.19207100591715975,0.6641544686635428,0.11325443786982249,0.02816568047337278,0.0773052402358636
