split,event_count,median_day30_ret,median_max_ret_first30,pct_all30_above_ma20,pct_any_below_ma20,median_pct_days_above_ma20,median_pct_days_above_ma60,median_rsi14,median_max_volume_ratio,median_rps120,median_pct_days_rps120_gt_90,median_pct_days_above_boll_upper
robustness,241,0.08100174799860871,0.14615384615384608,0.07053941908713693,0.9294605809128631,0.6666666666666666,0.7,55.078657795019296,2.3810409561047066,0.5916824196597353,0.0,0.1
train,446,0.09269326381295184,0.15321984542765987,0.05605381165919283,0.9439461883408071,0.5666666666666667,0.6,52.01563944635653,2.0004030378107664,0.6857142857142857,0.0,0.06666666666666667
validation,158,0.11635994400842287,0.15948675792595224,0.012658227848101266,0.9873417721518988,0.6333333333333333,0.3,50.64869833900342,2.1559373537182607,0.5256838602048406,0.0,0.1
