split_scope,return_semantics,metric_id,selected_model_family_id,baseline_scored_model_id,full_scored_model_id,A1_scored_model_id,A2_scored_model_id,baseline_value,full_value,A1_value,A2_value,full_minus_baseline,A1_minus_baseline,A2_minus_baseline,A1_minus_full,A2_minus_full,favorable_direction,status
robustness_early,project_known_only_primary,mean_security_rank_ic,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,-0.0694445190293,0.0929770912716,-0.0239659255203,0.12488232933,0.162421610301,0.045478593509,0.194326848359,-0.116943016792,0.0319052380579,higher_is_better,pass
robustness_early,project_known_only_primary,D10_minus_D1,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,-0.0228691413383,0.00895457417587,-0.0112860467711,0.0226988042726,0.0318237155141,0.0115830945672,0.0455679456109,-0.020240620947,0.0137442300967,higher_is_better,pass
robustness_early,project_all_resolved_strict_sensitivity,aggregate_bucket_mean_spearman,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,-0.0181818181818,-0.115151515152,-0.224242424242,0.030303030303,-0.0969696969697,-0.206060606061,0.0484848484848,-0.109090909091,0.145454545455,higher_is_better,pass
robustness_early,project_all_resolved_strict_sensitivity,adjacent_order_rate,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,0.555555555556,0.444444444444,0.444444444444,0.555555555556,-0.111111111111,-0.111111111111,0,0,0.111111111111,higher_is_better,pass
robustness_early,project_all_resolved_strict_sensitivity,mean_security_rank_ic,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,-0.0394288698252,0.0503869286856,-0.0236039069557,0.0765382426849,0.0898157985109,0.0158249628695,0.11596711251,-0.0739908356414,0.0261513139992,higher_is_better,pass
robustness_early,project_all_resolved_strict_sensitivity,D10_minus_D1,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,-0.00802205313128,-0.00914124849249,-0.0028604542896,0.00413053672692,-0.0011191953612,0.00516159884169,0.0121525898582,0.00628079420289,0.0132717852194,higher_is_better,pass
robustness_late,project_known_only_primary,aggregate_bucket_mean_spearman,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,0.793939393939,-0.624242424242,0.793939393939,-0.866666666667,-1.41818181818,0,-1.66060606061,1.41818181818,-0.242424242424,higher_is_better,pass
robustness_late,project_known_only_primary,adjacent_order_rate,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,0.666666666667,0.333333333333,0.555555555556,0.444444444444,-0.333333333333,-0.111111111111,-0.222222222222,0.222222222222,0.111111111111,higher_is_better,pass
robustness_late,project_known_only_primary,mean_security_rank_ic,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,0.0491879579079,-0.000569258629814,0.0473564585783,-0.0312112827678,-0.0497572165377,-0.0018314993296,-0.0803992406757,0.0479257172081,-0.030642024138,higher_is_better,pass
robustness_late,project_known_only_primary,D10_minus_D1,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,0.0325038321128,-0.0376343550112,0.0167408343081,-0.0462608559581,-0.070138187124,-0.0157629978047,-0.0787646880709,0.0543751893192,-0.00862650094694,higher_is_better,pass
robustness_late,project_all_resolved_strict_sensitivity,aggregate_bucket_mean_spearman,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,0.793939393939,-0.587878787879,0.806060606061,-0.878787878788,-1.38181818182,0.0121212121212,-1.67272727273,1.39393939394,-0.290909090909,higher_is_better,pass
robustness_late,project_all_resolved_strict_sensitivity,adjacent_order_rate,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,0.666666666667,0.444444444444,0.555555555556,0.333333333333,-0.222222222222,-0.111111111111,-0.333333333333,0.111111111111,-0.111111111111,higher_is_better,pass
robustness_late,project_all_resolved_strict_sensitivity,mean_security_rank_ic,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,0.0458690365812,-0.0290058681161,0.0622596894967,-0.0791731424154,-0.0748749046973,0.0163906529155,-0.125042178997,0.0912655576129,-0.0501672742993,higher_is_better,pass
robustness_late,project_all_resolved_strict_sensitivity,D10_minus_D1,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,0.0236347168242,-0.0576333185862,0.0174554342088,-0.0652056353833,-0.0812680354104,-0.00617928261543,-0.0888403522075,0.075088752795,-0.00757231679708,higher_is_better,pass
