split_scope,return_semantics,metric_id,selected_model_family_id,baseline_scored_model_id,full_scored_model_id,A1_scored_model_id,A2_scored_model_id,baseline_value,full_value,A1_value,A2_value,full_minus_baseline,A1_minus_baseline,A2_minus_baseline,A1_minus_full,A2_minus_full,favorable_direction,status
robustness_full,project_known_only_primary,aggregate_bucket_mean_spearman,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,0.50303030303,-0.733333333333,0.781818181818,-0.733333333333,-1.23636363636,0.278787878788,-1.23636363636,1.51515151515,0,higher_is_better,pass
robustness_full,project_known_only_primary,adjacent_order_rate,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,0.444444444444,0.333333333333,0.555555555556,0.444444444444,-0.111111111111,0.111111111111,0,0.222222222222,0.111111111111,higher_is_better,pass
robustness_full,project_known_only_primary,mean_security_rank_ic,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,-0.00730369777648,0.0439766222756,0.0133934185314,0.0431190087071,0.0512803200521,0.0206971163078,0.0504227064836,-0.0305832037443,-0.000857613568533,higher_is_better,pass
robustness_full,project_known_only_primary,D10_minus_D1,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,0.00613574951706,-0.0154491506364,0.00339470046086,-0.0134229225149,-0.0215849001534,-0.0027410490562,-0.019558672032,0.0188438510972,0.00202622812148,higher_is_better,pass
robustness_full,project_all_resolved_strict_sensitivity,aggregate_bucket_mean_spearman,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,0.672727272727,-0.515151515152,0.539393939394,-0.939393939394,-1.18787878788,-0.133333333333,-1.61212121212,1.05454545455,-0.424242424242,higher_is_better,pass
robustness_full,project_all_resolved_strict_sensitivity,adjacent_order_rate,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,0.666666666667,0.333333333333,0.666666666667,0.333333333333,-0.333333333333,0,-0.333333333333,0.333333333333,0,higher_is_better,pass
robustness_full,project_all_resolved_strict_sensitivity,mean_security_rank_ic,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,0.00795885595612,0.00627981935131,0.0240980910734,-0.00996808237085,-0.0016790366048,0.0161392351173,-0.017926938327,0.0178182717221,-0.0162479017222,higher_is_better,pass
robustness_full,project_all_resolved_strict_sensitivity,D10_minus_D1,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,0.00956504128842,-0.0360812874334,0.00842615043171,-0.0343895588899,-0.0456463287219,-0.00113889085671,-0.0439546001783,0.0445074378652,0.00169172854358,higher_is_better,pass
robustness_early,project_known_only_primary,aggregate_bucket_mean_spearman,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,-0.721212121212,0.345454545455,-0.854545454545,0.648484848485,1.06666666667,-0.133333333333,1.3696969697,-1.2,0.30303030303,higher_is_better,pass
robustness_early,project_known_only_primary,adjacent_order_rate,M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,S0_SELECTED_FULL,A1_P4_PATH_ONLY,A2_CROSS_SIGNALS_WITHOUT_P4,0.444444444444,0.444444444444,0.333333333333,0.777777777778,0,-0.111111111111,0.333333333333,-0.111111111111,0.333333333333,higher_is_better,pass
