challenger_scored_model_id,baseline_scored_model_id,split_scope,common_month_n,common_instrument_month_n,metric_id,challenger_value,baseline_value,paired_delta,delta_direction_favorable
S0_SELECTED_FULL,B0_P4_RAW_RANK,robustness_early,10,9283,mean_security_rank_ic,0.0929770912716,-0.0694445190293,0.162421610301,True
S0_SELECTED_FULL,B0_P4_RAW_RANK,robustness_early,10,9283,D10_minus_D1,0.00895457417587,-0.0228691413383,0.0318237155141,True
A1_P4_PATH_ONLY,B0_P4_RAW_RANK,robustness_full,21,9283,aggregate_bucket_mean_spearman,0.781818181818,0.50303030303,0.278787878788,True
A1_P4_PATH_ONLY,B0_P4_RAW_RANK,robustness_full,21,9283,adjacent_order_rate,0.555555555556,0.444444444444,0.111111111111,True
A1_P4_PATH_ONLY,B0_P4_RAW_RANK,robustness_full,21,9283,mean_security_rank_ic,0.0133934185314,-0.00730369777648,0.0206971163078,True
A1_P4_PATH_ONLY,B0_P4_RAW_RANK,robustness_full,21,9283,D10_minus_D1,0.00339470046086,0.00613574951706,-0.0027410490562,False
A2_CROSS_SIGNALS_WITHOUT_P4,B0_P4_RAW_RANK,robustness_full,21,9283,aggregate_bucket_mean_spearman,-0.733333333333,0.50303030303,-1.23636363636,False
A2_CROSS_SIGNALS_WITHOUT_P4,B0_P4_RAW_RANK,robustness_full,21,9283,adjacent_order_rate,0.444444444444,0.444444444444,0,False
A2_CROSS_SIGNALS_WITHOUT_P4,B0_P4_RAW_RANK,robustness_full,21,9283,mean_security_rank_ic,0.0431190087071,-0.00730369777648,0.0504227064836,True
A2_CROSS_SIGNALS_WITHOUT_P4,B0_P4_RAW_RANK,robustness_full,21,9283,D10_minus_D1,-0.0134229225149,0.00613574951706,-0.019558672032,False
N0_HASH_NULL,B0_P4_RAW_RANK,robustness_full,21,9283,aggregate_bucket_mean_spearman,-0.624242424242,0.50303030303,-1.12727272727,False
N0_HASH_NULL,B0_P4_RAW_RANK,robustness_full,21,9283,adjacent_order_rate,0.111111111111,0.444444444444,-0.333333333333,False
N0_HASH_NULL,B0_P4_RAW_RANK,robustness_full,21,9283,mean_security_rank_ic,-0.0125564704245,-0.00730369777648,-0.00525277264802,False
N0_HASH_NULL,B0_P4_RAW_RANK,robustness_full,21,9283,D10_minus_D1,-0.00713762016609,0.00613574951706,-0.0132733696832,False
S0_SELECTED_FULL,B0_P4_RAW_RANK,robustness_full,21,9283,aggregate_bucket_mean_spearman,-0.733333333333,0.50303030303,-1.23636363636,False
S0_SELECTED_FULL,B0_P4_RAW_RANK,robustness_full,21,9283,adjacent_order_rate,0.333333333333,0.444444444444,-0.111111111111,False
S0_SELECTED_FULL,B0_P4_RAW_RANK,robustness_full,21,9283,mean_security_rank_ic,0.0439766222756,-0.00730369777648,0.0512803200521,True
S0_SELECTED_FULL,B0_P4_RAW_RANK,robustness_full,21,9283,D10_minus_D1,-0.0154491506364,0.00613574951706,-0.0215849001534,False
A1_P4_PATH_ONLY,B0_P4_RAW_RANK,robustness_late,11,9283,aggregate_bucket_mean_spearman,0.793939393939,0.793939393939,0,False
A1_P4_PATH_ONLY,B0_P4_RAW_RANK,robustness_late,11,9283,adjacent_order_rate,0.555555555556,0.666666666667,-0.111111111111,False
A1_P4_PATH_ONLY,B0_P4_RAW_RANK,robustness_late,11,9283,mean_security_rank_ic,0.0473564585783,0.0491879579079,-0.0018314993296,False
A1_P4_PATH_ONLY,B0_P4_RAW_RANK,robustness_late,11,9283,D10_minus_D1,0.0167408343081,0.0325038321128,-0.0157629978047,False
A2_CROSS_SIGNALS_WITHOUT_P4,B0_P4_RAW_RANK,robustness_late,11,9283,aggregate_bucket_mean_spearman,-0.866666666667,0.793939393939,-1.66060606061,False
A2_CROSS_SIGNALS_WITHOUT_P4,B0_P4_RAW_RANK,robustness_late,11,9283,adjacent_order_rate,0.444444444444,0.666666666667,-0.222222222222,False
A2_CROSS_SIGNALS_WITHOUT_P4,B0_P4_RAW_RANK,robustness_late,11,9283,mean_security_rank_ic,-0.0312112827678,0.0491879579079,-0.0803992406757,False
A2_CROSS_SIGNALS_WITHOUT_P4,B0_P4_RAW_RANK,robustness_late,11,9283,D10_minus_D1,-0.0462608559581,0.0325038321128,-0.0787646880709,False
N0_HASH_NULL,B0_P4_RAW_RANK,robustness_late,11,9283,aggregate_bucket_mean_spearman,-0.430303030303,0.793939393939,-1.22424242424,False
N0_HASH_NULL,B0_P4_RAW_RANK,robustness_late,11,9283,adjacent_order_rate,0.333333333333,0.666666666667,-0.333333333333,False
N0_HASH_NULL,B0_P4_RAW_RANK,robustness_late,11,9283,mean_security_rank_ic,-0.0146604644052,0.0491879579079,-0.0638484223131,False
N0_HASH_NULL,B0_P4_RAW_RANK,robustness_late,11,9283,D10_minus_D1,-0.00872496098333,0.0325038321128,-0.0412287930961,False
S0_SELECTED_FULL,B0_P4_RAW_RANK,robustness_late,11,9283,aggregate_bucket_mean_spearman,-0.624242424242,0.793939393939,-1.41818181818,False
S0_SELECTED_FULL,B0_P4_RAW_RANK,robustness_late,11,9283,adjacent_order_rate,0.333333333333,0.666666666667,-0.333333333333,False
S0_SELECTED_FULL,B0_P4_RAW_RANK,robustness_late,11,9283,mean_security_rank_ic,-0.000569258629814,0.0491879579079,-0.0497572165377,False
S0_SELECTED_FULL,B0_P4_RAW_RANK,robustness_late,11,9283,D10_minus_D1,-0.0376343550112,0.0325038321128,-0.070138187124,False
M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,validation,12,5106,aggregate_bucket_mean_spearman,0.793939393939,0.769696969697,0.024242424242,True
M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,validation,12,5106,adjacent_order_rate,0.666666666667,0.666666666667,0,False
M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,validation,12,5106,mean_security_rank_ic,0.113467414056,0.0603774822538,0.0530899318022,True
M1_RIDGE_RANK_REGRESSION,B0_P4_RAW_RANK,validation,12,5106,D10_minus_D1,0.0254436353557,0.0247237557255,0.0007198796302,True
M2_LIGHTGBM_LAMBDARANK,B0_P4_RAW_RANK,validation,12,5106,aggregate_bucket_mean_spearman,-0.624242424242,0.769696969697,-1.39393939394,False
M2_LIGHTGBM_LAMBDARANK,B0_P4_RAW_RANK,validation,12,5106,adjacent_order_rate,0.555555555556,0.666666666667,-0.111111111111,False
M2_LIGHTGBM_LAMBDARANK,B0_P4_RAW_RANK,validation,12,5106,mean_security_rank_ic,,0.0603774822538,,False
M2_LIGHTGBM_LAMBDARANK,B0_P4_RAW_RANK,validation,12,5106,D10_minus_D1,-0.0165169668739,0.0247237557255,-0.0412407225994,False
