scored_model_id,model_family_id,fit_id,split,decision_date,label_month,return_semantics,paired_known_n,security_rank_ic,rank_ic_finite,exclusion_reason
A1_P4_PATH_ONLY,M1_RIDGE_RANK_REGRESSION,A1_p4_path_only_refit,robustness,2024-07-31,2024-08,project_known_only_primary,435,0.159648122191,True,
A1_P4_PATH_ONLY,M1_RIDGE_RANK_REGRESSION,A1_p4_path_only_refit,robustness,2024-08-30,2024-09,project_known_only_primary,437,-0.352237527281,True,
A1_P4_PATH_ONLY,M1_RIDGE_RANK_REGRESSION,A1_p4_path_only_refit,robustness,2024-09-30,2024-10,project_known_only_primary,439,-0.178238179628,True,
A1_P4_PATH_ONLY,M1_RIDGE_RANK_REGRESSION,A1_p4_path_only_refit,robustness,2024-10-31,2024-11,project_known_only_primary,442,-0.1083728436,True,
A1_P4_PATH_ONLY,M1_RIDGE_RANK_REGRESSION,A1_p4_path_only_refit,robustness,2024-11-29,2024-12,project_known_only_primary,445,0.423228455224,True,
A1_P4_PATH_ONLY,M1_RIDGE_RANK_REGRESSION,A1_p4_path_only_refit,robustness,2024-12-31,2025-01,project_known_only_primary,445,0.108586497517,True,
A1_P4_PATH_ONLY,M1_RIDGE_RANK_REGRESSION,A1_p4_path_only_refit,robustness,2025-01-27,2025-02,project_known_only_primary,439,-0.0940976229861,True,
A1_P4_PATH_ONLY,M1_RIDGE_RANK_REGRESSION,A1_p4_path_only_refit,robustness,2025-02-28,2025-03,project_known_only_primary,442,-0.100920246582,True,
A1_P4_PATH_ONLY,M1_RIDGE_RANK_REGRESSION,A1_p4_path_only_refit,robustness,2025-03-31,2025-04,project_known_only_primary,445,-0.00798425577181,True,
A1_P4_PATH_ONLY,M1_RIDGE_RANK_REGRESSION,A1_p4_path_only_refit,robustness,2025-04-30,2025-05,project_known_only_primary,444,-0.0892716542855,True,
A1_P4_PATH_ONLY,M1_RIDGE_RANK_REGRESSION,A1_p4_path_only_refit,robustness,2025-05-30,2025-06,project_known_only_primary,446,0.304689465011,True,
A1_P4_PATH_ONLY,M1_RIDGE_RANK_REGRESSION,A1_p4_path_only_refit,robustness,2025-06-30,2025-07,project_known_only_primary,447,-0.0626932477281,True,
A1_P4_PATH_ONLY,M1_RIDGE_RANK_REGRESSION,A1_p4_path_only_refit,robustness,2025-07-31,2025-08,project_known_only_primary,440,0.112988461502,True,
A1_P4_PATH_ONLY,M1_RIDGE_RANK_REGRESSION,A1_p4_path_only_refit,robustness,2025-08-29,2025-09,project_known_only_primary,442,-0.124662975058,True,
A1_P4_PATH_ONLY,M1_RIDGE_RANK_REGRESSION,A1_p4_path_only_refit,robustness,2025-09-30,2025-10,project_known_only_primary,444,-0.152140451831,True,
A1_P4_PATH_ONLY,M1_RIDGE_RANK_REGRESSION,A1_p4_path_only_refit,robustness,2025-10-31,2025-11,project_known_only_primary,441,-0.195783768053,True,
A1_P4_PATH_ONLY,M1_RIDGE_RANK_REGRESSION,A1_p4_path_only_refit,robustness,2025-11-28,2025-12,project_known_only_primary,444,0.281751769778,True,
A1_P4_PATH_ONLY,M1_RIDGE_RANK_REGRESSION,A1_p4_path_only_refit,robustness,2025-12-31,2026-01,project_known_only_primary,444,0.10845422053,True,
A1_P4_PATH_ONLY,M1_RIDGE_RANK_REGRESSION,A1_p4_path_only_refit,robustness,2026-01-30,2026-02,project_known_only_primary,439,0.113048732402,True,
A1_P4_PATH_ONLY,M1_RIDGE_RANK_REGRESSION,A1_p4_path_only_refit,robustness,2026-02-27,2026-03,project_known_only_primary,443,-0.14466774148,True,
A1_P4_PATH_ONLY,M1_RIDGE_RANK_REGRESSION,A1_p4_path_only_refit,robustness,2026-03-31,2026-04,project_known_only_primary,440,0.279936579289,True,
A2_CROSS_SIGNALS_WITHOUT_P4,M1_RIDGE_RANK_REGRESSION,A2_cross_signals_without_p4_refit,robustness,2024-07-31,2024-08,project_known_only_primary,435,0.247062567228,True,
A2_CROSS_SIGNALS_WITHOUT_P4,M1_RIDGE_RANK_REGRESSION,A2_cross_signals_without_p4_refit,robustness,2024-08-30,2024-09,project_known_only_primary,437,0.0251402777342,True,
A2_CROSS_SIGNALS_WITHOUT_P4,M1_RIDGE_RANK_REGRESSION,A2_cross_signals_without_p4_refit,robustness,2024-09-30,2024-10,project_known_only_primary,439,-0.216391666868,True,
A2_CROSS_SIGNALS_WITHOUT_P4,M1_RIDGE_RANK_REGRESSION,A2_cross_signals_without_p4_refit,robustness,2024-10-31,2024-11,project_known_only_primary,442,0.247028509129,True,
A2_CROSS_SIGNALS_WITHOUT_P4,M1_RIDGE_RANK_REGRESSION,A2_cross_signals_without_p4_refit,robustness,2024-11-29,2024-12,project_known_only_primary,445,0.324276264922,True,
A2_CROSS_SIGNALS_WITHOUT_P4,M1_RIDGE_RANK_REGRESSION,A2_cross_signals_without_p4_refit,robustness,2024-12-31,2025-01,project_known_only_primary,445,0.0175067645869,True,
A2_CROSS_SIGNALS_WITHOUT_P4,M1_RIDGE_RANK_REGRESSION,A2_cross_signals_without_p4_refit,robustness,2025-01-27,2025-02,project_known_only_primary,439,-0.307820157546,True,
A2_CROSS_SIGNALS_WITHOUT_P4,M1_RIDGE_RANK_REGRESSION,A2_cross_signals_without_p4_refit,robustness,2025-02-28,2025-03,project_known_only_primary,442,0.350851378956,True,
A2_CROSS_SIGNALS_WITHOUT_P4,M1_RIDGE_RANK_REGRESSION,A2_cross_signals_without_p4_refit,robustness,2025-03-31,2025-04,project_known_only_primary,445,0.245614984742,True,
A2_CROSS_SIGNALS_WITHOUT_P4,M1_RIDGE_RANK_REGRESSION,A2_cross_signals_without_p4_refit,robustness,2025-04-30,2025-05,project_known_only_primary,444,0.31555437041,True,
A2_CROSS_SIGNALS_WITHOUT_P4,M1_RIDGE_RANK_REGRESSION,A2_cross_signals_without_p4_refit,robustness,2025-05-30,2025-06,project_known_only_primary,446,-0.199680238387,True,
A2_CROSS_SIGNALS_WITHOUT_P4,M1_RIDGE_RANK_REGRESSION,A2_cross_signals_without_p4_refit,robustness,2025-06-30,2025-07,project_known_only_primary,447,-0.114952982348,True,
A2_CROSS_SIGNALS_WITHOUT_P4,M1_RIDGE_RANK_REGRESSION,A2_cross_signals_without_p4_refit,robustness,2025-07-31,2025-08,project_known_only_primary,440,-0.407101231893,True,
A2_CROSS_SIGNALS_WITHOUT_P4,M1_RIDGE_RANK_REGRESSION,A2_cross_signals_without_p4_refit,robustness,2025-08-29,2025-09,project_known_only_primary,442,-0.125796125124,True,
A2_CROSS_SIGNALS_WITHOUT_P4,M1_RIDGE_RANK_REGRESSION,A2_cross_signals_without_p4_refit,robustness,2025-09-30,2025-10,project_known_only_primary,444,0.395930256951,True,
A2_CROSS_SIGNALS_WITHOUT_P4,M1_RIDGE_RANK_REGRESSION,A2_cross_signals_without_p4_refit,robustness,2025-10-31,2025-11,project_known_only_primary,441,0.216472603027,True,
A2_CROSS_SIGNALS_WITHOUT_P4,M1_RIDGE_RANK_REGRESSION,A2_cross_signals_without_p4_refit,robustness,2025-11-28,2025-12,project_known_only_primary,444,-0.107514331995,True,
A2_CROSS_SIGNALS_WITHOUT_P4,M1_RIDGE_RANK_REGRESSION,A2_cross_signals_without_p4_refit,robustness,2025-12-31,2026-01,project_known_only_primary,444,-0.0700615163991,True,
A2_CROSS_SIGNALS_WITHOUT_P4,M1_RIDGE_RANK_REGRESSION,A2_cross_signals_without_p4_refit,robustness,2026-01-30,2026-02,project_known_only_primary,439,0.0418799660726,True,
A2_CROSS_SIGNALS_WITHOUT_P4,M1_RIDGE_RANK_REGRESSION,A2_cross_signals_without_p4_refit,robustness,2026-02-27,2026-03,project_known_only_primary,443,0.335453456809,True,
A2_CROSS_SIGNALS_WITHOUT_P4,M1_RIDGE_RANK_REGRESSION,A2_cross_signals_without_p4_refit,robustness,2026-03-31,2026-04,project_known_only_primary,440,-0.307953967158,True,
B0_P4_RAW_RANK,NONTRAINABLE_P4_BASELINE,,robustness,2024-07-31,2024-08,project_known_only_primary,435,0.110237897585,True,
B0_P4_RAW_RANK,NONTRAINABLE_P4_BASELINE,,robustness,2024-08-30,2024-09,project_known_only_primary,437,-0.462350551836,True,
B0_P4_RAW_RANK,NONTRAINABLE_P4_BASELINE,,robustness,2024-09-30,2024-10,project_known_only_primary,439,-0.0743513946174,True,
B0_P4_RAW_RANK,NONTRAINABLE_P4_BASELINE,,robustness,2024-10-31,2024-11,project_known_only_primary,442,-0.147231219388,True,
B0_P4_RAW_RANK,NONTRAINABLE_P4_BASELINE,,robustness,2024-11-29,2024-12,project_known_only_primary,445,0.208370528066,True,
B0_P4_RAW_RANK,NONTRAINABLE_P4_BASELINE,,robustness,2024-12-31,2025-01,project_known_only_primary,445,-0.051915123669,True,
B0_P4_RAW_RANK,NONTRAINABLE_P4_BASELINE,,robustness,2025-01-27,2025-02,project_known_only_primary,439,0.0316143730708,True,
B0_P4_RAW_RANK,NONTRAINABLE_P4_BASELINE,,robustness,2025-02-28,2025-03,project_known_only_primary,442,-0.0898111663423,True,
B0_P4_RAW_RANK,NONTRAINABLE_P4_BASELINE,,robustness,2025-03-31,2025-04,project_known_only_primary,445,-0.0476035623604,True,
B0_P4_RAW_RANK,NONTRAINABLE_P4_BASELINE,,robustness,2025-04-30,2025-05,project_known_only_primary,444,-0.171404970801,True,
B0_P4_RAW_RANK,NONTRAINABLE_P4_BASELINE,,robustness,2025-05-30,2025-06,project_known_only_primary,446,0.235343397122,True,
B0_P4_RAW_RANK,NONTRAINABLE_P4_BASELINE,,robustness,2025-06-30,2025-07,project_known_only_primary,447,-0.135777282955,True,
B0_P4_RAW_RANK,NONTRAINABLE_P4_BASELINE,,robustness,2025-07-31,2025-08,project_known_only_primary,440,0.20532793135,True,
B0_P4_RAW_RANK,NONTRAINABLE_P4_BASELINE,,robustness,2025-08-29,2025-09,project_known_only_primary,442,-0.13089252105,True,
B0_P4_RAW_RANK,NONTRAINABLE_P4_BASELINE,,robustness,2025-09-30,2025-10,project_known_only_primary,444,-0.228024530936,True,
B0_P4_RAW_RANK,NONTRAINABLE_P4_BASELINE,,robustness,2025-10-31,2025-11,project_known_only_primary,441,-0.145675612903,True,
B0_P4_RAW_RANK,NONTRAINABLE_P4_BASELINE,,robustness,2025-11-28,2025-12,project_known_only_primary,444,0.326012836587,True,
