split_bucket,operating_point_id,binary_denominator_row_n,learned_binary_primary_mean_incremental_return,o4_binary_primary_mean_incremental_return,o4_binary_gap_remaining,o4_binary_approximation_ratio,binary_bridge_used_as_primary_gate,binary_bridge_role,binary_bridge_status,blocking_reason
robustness,defend_bottom10_continue_rest,1872,-0.00702291651735457,0.0246811054592491,0.03170402197660367,-0.2845462707879956,False,appendix_sanity_only,appendix_sanity_only,
robustness,defend_bottom20_continue_rest,1872,-0.012136888189166369,0.0246811054592491,0.03681799364841547,-0.4917481597088732,False,appendix_sanity_only,appendix_sanity_only,
robustness,defend_bottom30_continue_rest,1872,-0.019443664959518325,0.0246811054592491,0.044124770418767424,-0.7877955463389475,False,appendix_sanity_only,appendix_sanity_only,
robustness,defend_bottom40_continue_rest,1872,-0.02568368341837442,0.0246811054592491,0.05036478887762352,-1.0406212744717078,False,appendix_sanity_only,appendix_sanity_only,
robustness,defend_bottom50_continue_rest,1872,-0.03724284616528569,0.0246811054592491,0.06192395162453479,-1.5089618342572721,False,appendix_sanity_only,appendix_sanity_only,
robustness,continue_top30_defend_rest,1872,-0.05083919794112524,0.0246811054592491,0.07552030340037434,-2.0598428228859396,False,appendix_sanity_only,appendix_sanity_only,
robustness,continue_top20_defend_rest,1872,-0.054695297466919576,0.0246811054592491,0.07937640292616868,-2.2160797277588244,False,appendix_sanity_only,appendix_sanity_only,
robustness,continue_top10_defend_rest,1872,-0.06064499400688929,0.0246811054592491,0.0853260994661384,-2.45714253387151,False,appendix_sanity_only,appendix_sanity_only,
