split_bucket,denominator_type,operating_point_id,cluster_key,metric_id,row_n,episode_cluster_n,learned_mean_incremental_return,cluster_bootstrap_utility_ci_low,cluster_bootstrap_utility_ci_high,bootstrap_resample_n,valid_bootstrap_resample_n,bootstrap_random_seed,ci_level,cluster_bootstrap_utility_status,blocking_reason
robustness,labelable_full,defend_bottom30_continue_rest,episode_cluster_id,learned_mean_incremental_return,2496,204,-0.010551683894078217,-0.014387162974063172,-0.007483574738782463,2000,2000,20260629,0.95,fail,cluster_bootstrap_utility_ci_low_not_positive
