split_bucket,denominator_type,operating_point_id,oracle_reference_id,oracle_reference_denominator_type,oracle_mean_incremental_return,learned_mean_incremental_return,oracle_gap_remaining,oracle_approximation_ratio,oracle_upper_bound_violation,direct_comparison_allowed,hard_gate_used,oracle_gap_bridge_status,blocking_reason
robustness,labelable_full,defend_bottom10_continue_rest,O5_perfect_utility_primary,labelable_full,0.0294674283651707,-0.003598523071216938,0.03306595143638764,-0.12211866697774841,False,True,False,pass,
robustness,labelable_full,defend_bottom10_continue_rest,O2_dd_10pct_primary,labelable_full,0.0185108290944368,-0.003598523071216938,0.02210935216565374,-0.1944009667453755,False,True,False,pass,
robustness,labelable_full,defend_bottom20_continue_rest,O5_perfect_utility_primary,labelable_full,0.0294674283651707,-0.006463876585538004,0.0359313049507087,-0.21935665730430834,False,True,False,pass,
robustness,labelable_full,defend_bottom20_continue_rest,O2_dd_10pct_primary,labelable_full,0.0185108290944368,-0.006463876585538004,0.024974705679974805,-0.3491943311972256,False,True,False,pass,
robustness,labelable_full,defend_bottom30_continue_rest,O5_perfect_utility_primary,labelable_full,0.0294674283651707,-0.010551683894078217,0.040019112259248917,-0.35807956375826394,False,True,True,pass,
robustness,labelable_full,defend_bottom30_continue_rest,O2_dd_10pct_primary,labelable_full,0.0185108290944368,-0.010551683894078217,0.02906251298851502,-0.5700276222230043,False,True,True,pass,
robustness,labelable_full,defend_bottom40_continue_rest,O5_perfect_utility_primary,labelable_full,0.0294674283651707,-0.014390368908493526,0.04385779727366423,-0.48834831225049674,False,True,False,pass,
robustness,labelable_full,defend_bottom40_continue_rest,O2_dd_10pct_primary,labelable_full,0.0185108290944368,-0.014390368908493526,0.03290119800293033,-0.7774027211357254,False,True,False,pass,
robustness,labelable_full,defend_bottom50_continue_rest,O5_perfect_utility_primary,labelable_full,0.0294674283651707,-0.0223748403951134,0.051842268760284096,-0.7593075350124394,False,True,False,pass,
robustness,labelable_full,defend_bottom50_continue_rest,O2_dd_10pct_primary,labelable_full,0.0185108290944368,-0.0223748403951134,0.040885669489550205,-1.2087432864818508,False,True,False,pass,
robustness,labelable_full,continue_top30_defend_rest,O5_perfect_utility_primary,labelable_full,0.0294674283651707,-0.030731844123415206,0.060199272488585906,-1.0429089278703056,False,True,False,pass,
robustness,labelable_full,continue_top30_defend_rest,O2_dd_10pct_primary,labelable_full,0.0185108290944368,-0.030731844123415206,0.04924267321785201,-1.6602089494009362,False,True,False,pass,
robustness,labelable_full,continue_top20_defend_rest,O5_perfect_utility_primary,labelable_full,0.0294674283651707,-0.03322159220729514,0.06268902057246584,-1.1274004570606408,False,True,False,pass,
robustness,labelable_full,continue_top20_defend_rest,O2_dd_10pct_primary,labelable_full,0.0185108290944368,-0.03322159220729514,0.051732421301731946,-1.794711195150058,False,True,False,pass,
robustness,labelable_full,continue_top10_defend_rest,O5_perfect_utility_primary,labelable_full,0.0294674283651707,-0.03719826216989869,0.06666569053506939,-1.262351831619807,False,True,False,pass,
robustness,labelable_full,continue_top10_defend_rest,O2_dd_10pct_primary,labelable_full,0.0185108290944368,-0.03719826216989869,0.055709091264335486,-2.0095405764984435,False,True,False,pass,
