split_bucket,denominator_type,operating_point_id,score_action_bucket,label_class,row_n,row_share,mean_y_payoff_h20,mean_continue_value,mean_defend_value,mean_defend_advantage,sum_incremental_return,mean_incremental_return_on_full_denominator,positive_opportunity_cost,negative_avoidance_gain,neutral_contribution,continued_positive_retained,continued_negative_leakage,decomposition_status,blocking_reason
robustness,labelable_full,defend_bottom10_continue_rest,continued,negative,391,0.15665064102564102,-0.09422377493602944,-0.09422377493602944,-0.004999999999999999,0.08922377493602944,0.0,0.0,0.0,0.0,0.0,0.0,0.015246353761710556,pass,
robustness,labelable_full,defend_bottom10_continue_rest,continued,neutral,505,0.20232371794871795,-0.03963484643301736,-0.03963484643301736,-0.005000000000000001,0.03463484643301736,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pass,
validation,labelable_full,defend_bottom10_continue_rest,defended,positive,22,0.03313253012048193,0.1510857524533103,0.1510857524533103,-0.005000000000000001,-0.15608575245331033,-3.433886553972827,-0.00517151589453739,0.00517151589453739,0.0,0.0,0.0,0.0,pass,
validation,labelable_full,defend_bottom10_continue_rest,defended,negative,33,0.04969879518072289,-0.1278191509432709,-0.1278191509432709,-0.005,0.12281915094327087,4.053031981127939,0.006103963826999907,0.0,0.006138022217182969,0.0,0.0,0.0,pass,
validation,labelable_full,defend_bottom10_continue_rest,defended,neutral,19,0.0286144578313253,-0.053185233095259354,-0.053185233095259354,-0.005000000000000001,0.04818523309525936,0.9155194288099278,0.001378794320496879,0.0,0.0,0.001378794320496879,0.0,0.0,pass,
validation,labelable_full,defend_bottom10_continue_rest,continued,positive,303,0.4563253012048193,0.13430228319334395,0.13430228319334395,-0.005,-0.13930228319334395,0.0,0.0,0.0,0.0,0.0,0.06356715633672172,0.0,pass,
validation,labelable_full,defend_bottom10_continue_rest,continued,negative,147,0.2213855421686747,-0.10373674352361367,-0.10373674352361367,-0.005,0.09873674352361367,0.0,0.0,0.0,0.0,0.0,0.0,0.02349821557501736,pass,
validation,labelable_full,defend_bottom10_continue_rest,continued,neutral,140,0.21084337349397592,-0.043431339678584674,-0.043431339678584674,-0.005,0.038431339678584676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pass,
train,labelable_full,defend_bottom20_continue_rest,defended,positive,1555,0.07680908866386763,0.10477725530360432,0.10477725530360432,-0.004999999999999999,-0.10977725530360433,-170.70363199710474,-0.008431890935890578,0.008431890935890578,0.0,0.0,0.0,0.0,pass,
train,labelable_full,defend_bottom20_continue_rest,defended,negative,1430,0.07063472462336379,-0.11758323588247713,-0.11758323588247713,-0.004999999999999999,0.11258323588247712,160.9940273119423,0.00795228586376598,0.0,0.008363753807688107,0.0,0.0,0.0,pass,
train,labelable_full,defend_bottom20_continue_rest,defended,neutral,1064,0.052556186712768585,-0.04212851913710395,-0.04212851913710395,-0.004999999999999999,0.03712851913710395,39.50474436187861,0.001951333384138237,0.0,0.0,0.001951333384138237,0.0,0.0,pass,
train,labelable_full,defend_bottom20_continue_rest,continued,positive,8523,0.420992837737713,0.1151347541893439,0.1151347541893439,-0.005,-0.12013475418934387,0.0,0.0,0.0,0.0,0.0,0.050575871077094485,0.0,pass,
train,labelable_full,defend_bottom20_continue_rest,continued,negative,3454,0.17061002716720178,-0.10168128883380423,-0.10168128883380423,-0.004999999999999999,0.09668128883380421,0.0,0.0,0.0,0.0,0.0,0.0,0.018029827672392917,pass,
train,labelable_full,defend_bottom20_continue_rest,continued,neutral,4219,0.2083971350950852,-0.03949013316840646,-0.03949013316840646,-0.005,0.034490133168406455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,pass,
