decision_state,next_allowed_requirement,next_allowed_requirement_scope,all_hard_gates_pass,upstream_18c_refresh_contract_gate,input_artifact_gate,score_matrix_join_gate,oracle_denominator_contract_gate,o5_identity_replay_gate,o5_upper_bound_contract_gate,operating_point_freeze_gate,learned_utility_support_gate,oracle_gap_reduction_gate,positive_sacrifice_gate,payoff_retention_gate,neutral_reconciliation_gate,cluster_bootstrap_utility_gate,topk_sensitivity_gate,validation_stress_gate,binary_boundary_gate,search_accounting_gate,primary_operating_point_id,primary_labelable_full_learned_mean_incremental_return,primary_o5_approximation_ratio,primary_o2_approximation_ratio,primary_o5_gap_remaining,primary_o5_upper_bound_violation,primary_positive_sacrifice_to_avoidance_ratio,primary_top30_payoff_retention_rate,primary_top20_payoff_retention_rate,primary_cluster_bootstrap_utility_ci_low,primary_cluster_bootstrap_utility_ci_high,primary_cluster_bootstrap_valid_resample_n,validation_stress_evaluable,validation_stress_caveat,entry_policy_authorized,exit_policy_authorized,holding_policy_authorized,portfolio_backtest_authorized,model_deployment_authorized,production_signal_authorized,live_trading_authorized,blocking_reason
18F_utility_bridge_not_supported,none,none,False,pass,pass,pass,pass,pass,pass,pass,fail,fail,fail,fail,pass,fail,fail,fail,pass,pass,defend_bottom30_continue_rest,-0.010551683894078217,-0.35807956375826394,-0.5700276222230043,0.040019112259248917,False,1.5688183499050046,0.6255868544600939,0.636518771331058,-0.014387162974063172,-0.007483574738782463,2000,True,stress_readout_only,False,False,False,False,False,False,False,18F_utility_bridge_not_supported
