split,delay_days,delay_period_return_bucket,candidate_row_count,matched_delay_ineligible_count,matched_delay_ineligible_rate,all_delay_ineligible_rate,top_quintile_ineligible_rate,matched_delay_reliability_status,audit_only_status
robustness,1,delay_return_q1,386,180,0.46632124352331605,0.2436670687575392,0.24358974358974358,passed,report_only
robustness,1,delay_return_q2,318,108,0.33962264150943394,0.2436670687575392,0.24358974358974358,passed,report_only
robustness,1,delay_return_q3,324,32,0.09876543209876543,0.2436670687575392,0.24358974358974358,passed,report_only
robustness,1,delay_return_q4,318,8,0.025157232704402517,0.2436670687575392,0.24358974358974358,passed,report_only
robustness,1,delay_return_q5,312,76,0.24358974358974358,0.2436670687575392,0.24358974358974358,passed,report_only
robustness,3,delay_return_q1,340,202,0.5941176470588235,0.33896260554885405,0.40816326530612246,passed,report_only
robustness,3,delay_return_q2,336,164,0.4880952380952381,0.33896260554885405,0.40816326530612246,passed,report_only
robustness,3,delay_return_q3,332,58,0.1746987951807229,0.33896260554885405,0.40816326530612246,passed,report_only
robustness,3,delay_return_q4,356,18,0.05056179775280899,0.33896260554885405,0.40816326530612246,passed,report_only
robustness,3,delay_return_q5,294,120,0.40816326530612246,0.33896260554885405,0.40816326530612246,passed,report_only
train,1,delay_return_missing,4,4,1.0,0.20344387755102042,0.24347826086956523,passed,report_only
train,1,delay_return_q1,574,222,0.3867595818815331,0.20344387755102042,0.24347826086956523,passed,report_only
train,1,delay_return_q2,602,202,0.33554817275747506,0.20344387755102042,0.24347826086956523,passed,report_only
train,1,delay_return_q3,632,26,0.04113924050632911,0.20344387755102042,0.24347826086956523,passed,report_only
train,1,delay_return_q4,634,16,0.025236593059936908,0.20344387755102042,0.24347826086956523,passed,report_only
train,1,delay_return_q5,690,168,0.24347826086956523,0.20344387755102042,0.24347826086956523,passed,report_only
train,3,delay_return_missing,2,2,1.0,0.2799744897959184,0.3739130434782609,passed,report_only
train,3,delay_return_q1,584,254,0.4349315068493151,0.2799744897959184,0.3739130434782609,passed,report_only
train,3,delay_return_q2,622,264,0.42443729903536975,0.2799744897959184,0.3739130434782609,passed,report_only
train,3,delay_return_q3,616,66,0.10714285714285714,0.2799744897959184,0.3739130434782609,passed,report_only
train,3,delay_return_q4,622,34,0.05466237942122187,0.2799744897959184,0.3739130434782609,passed,report_only
train,3,delay_return_q5,690,258,0.3739130434782609,0.2799744897959184,0.3739130434782609,passed,report_only
validation,1,delay_return_q1,294,132,0.4489795918367347,0.21109607577807848,0.15079365079365079,passed,report_only
validation,1,delay_return_q2,334,126,0.3772455089820359,0.21109607577807848,0.15079365079365079,passed,report_only
validation,1,delay_return_q3,296,14,0.0472972972972973,0.21109607577807848,0.15079365079365079,passed,report_only
validation,1,delay_return_q4,302,2,0.006622516556291391,0.21109607577807848,0.15079365079365079,passed,report_only
validation,1,delay_return_q5,252,38,0.15079365079365079,0.21109607577807848,0.15079365079365079,passed,report_only
validation,3,delay_return_missing,2,2,1.0,0.2557510148849797,0.2518518518518518,passed,report_only
validation,3,delay_return_q1,330,130,0.3939393939393939,0.2557510148849797,0.2518518518518518,passed,report_only
validation,3,delay_return_q2,296,132,0.44594594594594594,0.2557510148849797,0.2518518518518518,passed,report_only
validation,3,delay_return_q3,304,42,0.13815789473684212,0.2557510148849797,0.2518518518518518,passed,report_only
validation,3,delay_return_q4,276,4,0.014492753623188406,0.2557510148849797,0.2518518518518518,passed,report_only
validation,3,delay_return_q5,270,68,0.2518518518518518,0.2557510148849797,0.2518518518518518,passed,report_only
