split,error_type,seed_episode_id,instrument,episode_start_signal_date,exit_trigger_type,exit_signal_date,h20_after_cost_return,return_r,loss_r,captured_reference_event_id,price_structure_component,initial_risk_pct,audit_only_status
train,missed_failure,ep4_money_rps5_boll20_high10_seed_v0_SH600000_20191011_f4d69d36e7,SH600000,,natural_exit_h20,2019-11-11,-0.0335149295610343,-0.17577121231439755,0.17577121231439755,,,0.047668399619795236,report_only
train,missed_failure,ep4_money_rps5_boll20_high10_seed_v0_SH600000_20200702_562526aacb,SH600000,,natural_exit_h20,2020-07-31,-0.02145156447901153,-0.17511886268348775,0.17511886268348775,,,0.03062429162440283,report_only
train,missed_failure,ep4_money_rps5_boll20_high10_seed_v0_SH600009_20171030_b4a9017c4f,SH600009,,natural_exit_h20,2017-11-28,-0.018191571993913747,-0.08264694813263757,0.08264694813263757,,,0.0550279605143999,report_only
train,missed_failure,ep4_money_rps5_boll20_high10_seed_v0_SH600009_20200529_12b59f73a5,SH600009,,natural_exit_h20,2020-07-01,-0.008281395365330013,-0.04812697945016502,0.04812697945016502,,,0.043018466252932576,report_only
train,missed_failure,ep4_money_rps5_boll20_high10_seed_v0_SH600010_20190226_9f1d8cb2e3,SH600010,,natural_exit_h20,2019-03-27,-0.0053154875148547776,-0.02906905675300485,0.02906905675300485,,,0.045714310237339566,report_only
validation,missed_failure,ep4_money_rps5_boll20_high10_seed_v0_SH600010_20230120_68ad863285,SH600010,,natural_exit_h20,2023-02-27,-0.0012229413440856263,-0.007758041440848584,0.007758041440848584,,,0.03940882996726618,report_only
train,missed_failure,ep4_money_rps5_boll20_high10_seed_v0_SH600011_20190801_53d51335ff,SH600011,,natural_exit_h20,2019-08-30,-0.06825344832967806,-0.7154430642357875,0.7154430642357875,,,0.02385006289864034,report_only
train,missed_failure,ep4_money_rps5_boll20_high10_seed_v0_SH600015_20200702_cccafa713c,SH600015,,natural_exit_h20,2020-07-31,-0.00673141586910031,-0.06549113042026054,0.06549113042026054,,,0.025695906552171292,report_only
train,missed_failure,ep4_money_rps5_boll20_high10_seed_v0_SH600018_20201106_6a4723028d,SH600018,,natural_exit_h20,2020-12-07,-0.018555579034092995,-0.07255231561594173,0.07255231561594173,,,0.06393861752227735,report_only
train,missed_failure,ep4_money_rps5_boll20_high10_seed_v0_SH600019_20190904_a1cb38bb82,SH600019,,natural_exit_h20,2019-10-11,-0.0357491677002062,-0.30180630562453487,0.30180630562453487,,,0.029612674614459766,report_only
