split,baseline_id,replicate_stat,industry,liquidity_bucket,volatility_bucket,sampled_random_event_count,eligible_random_event_count,bucket_random_eligible_rate,random_replicate_count,random_excluded_candidate_seed_day_count,random_capacity_shortfall,random_sampling_replacement_policy,random_baseline_reliability_status,failed_seed_average_loss_r,p05_return_r,p50_return_r,p95_return_r,audit_only_status
robustness,matched_random_same_density_no_fail_fast_h20,p50,交通运输,money_20d_median_asof_q1,atr20_pct_asof_q1,900,51,0.056666666666666664,100,0,False,without_replacement_within_replicate,failed,0.0,-0.7398802071597435,-0.24491149109210664,0.6620272832754537,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,交通运输,money_20d_median_asof_q1,atr20_pct_asof_q2,600,109,0.18166666666666667,100,0,False,without_replacement_within_replicate,failed,0.0,-1.0061696789785262,-0.19165171951429083,0.8214696912366322,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,交通运输,money_20d_median_asof_q2,atr20_pct_asof_q1,900,71,0.07888888888888888,100,0,False,without_replacement_within_replicate,failed,0.0,-0.8112265204462465,-0.06009903221208285,1.7495514982699683,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,交通运输,money_20d_median_asof_q2,atr20_pct_asof_q2,300,45,0.15,100,0,False,without_replacement_within_replicate,failed,0.0,-0.7676981436542568,-0.07231761955084212,0.7732300543969636,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,交通运输,money_20d_median_asof_q3,atr20_pct_asof_q1,200,9,0.045,100,0,False,without_replacement_within_replicate,failed,0.0,-1.1356321608608324,0.07872010567935539,0.1524753948826529,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,交通运输,money_20d_median_asof_q3,atr20_pct_asof_q2,300,57,0.19,100,0,False,without_replacement_within_replicate,failed,0.0,-0.662579580788514,-0.02048474598773963,1.2818455102945057,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,交通运输,money_20d_median_asof_q3,atr20_pct_asof_q3,200,57,0.285,100,0,False,without_replacement_within_replicate,failed,0.0,-0.9253078802958046,-0.09115646311147271,1.7083482021414802,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,交通运输,money_20d_median_asof_q3,atr20_pct_asof_q4,100,35,0.35,100,0,False,without_replacement_within_replicate,failed,0.0,-1.0309146522980965,-0.11671230552779689,1.0898974254323708,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,交通运输,money_20d_median_asof_q4,atr20_pct_asof_q1,400,35,0.0875,100,0,False,without_replacement_within_replicate,failed,0.0,-0.9741199198421531,-0.02007008911640352,0.6941891257538945,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,交通运输,money_20d_median_asof_q4,atr20_pct_asof_q4,100,39,0.39,100,0,False,without_replacement_within_replicate,failed,0.0,-0.40397837609378917,0.12355425711482972,0.4774915249184696,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,传媒,money_20d_median_asof_q3,atr20_pct_asof_q1,100,8,0.08,100,0,False,without_replacement_within_replicate,failed,0.0,0.06798898064505472,0.5792295846371402,0.5812377390446791,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,传媒,money_20d_median_asof_q3,atr20_pct_asof_q3,100,45,0.45,100,0,False,without_replacement_within_replicate,failed,0.0,-0.5020853678468415,0.18346837216407175,0.8091277792457411,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,传媒,money_20d_median_asof_q4,atr20_pct_asof_q1,100,13,0.13,100,0,False,without_replacement_within_replicate,failed,0.0,-0.2366001108395465,0.23122250377483286,0.23122250377483286,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,传媒,money_20d_median_asof_q5,atr20_pct_asof_q4,100,36,0.36,100,0,False,without_replacement_within_replicate,failed,0.0,-1.0288440789497608,0.6277996122322573,6.925731239142354,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,公用事业,money_20d_median_asof_q1,atr20_pct_asof_q1,800,60,0.075,100,0,False,without_replacement_within_replicate,failed,0.0,-1.57983827536464,0.07520304162109316,1.0992467736622769,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,公用事业,money_20d_median_asof_q1,atr20_pct_asof_q2,500,67,0.134,100,0,False,without_replacement_within_replicate,failed,0.0,-1.141392262688268,-0.07726771440997798,1.3650773177422328,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,公用事业,money_20d_median_asof_q2,atr20_pct_asof_q1,300,25,0.08333333333333333,100,0,False,without_replacement_within_replicate,failed,0.0,-0.9821800494027982,-0.04522609348447543,0.6779779367337158,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,公用事业,money_20d_median_asof_q2,atr20_pct_asof_q2,300,45,0.15,100,0,False,without_replacement_within_replicate,failed,0.0,-1.064682947657449,-0.032921701164218165,1.2140649977876086,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,公用事业,money_20d_median_asof_q3,atr20_pct_asof_q1,600,48,0.08,100,0,False,without_replacement_within_replicate,failed,0.0,-1.452257480594075,-0.33540282195198035,0.5485060247792618,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,公用事业,money_20d_median_asof_q3,atr20_pct_asof_q2,400,52,0.13,100,0,False,without_replacement_within_replicate,failed,0.0,-0.8660692325057193,0.019450690795326325,0.799728357824601,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,公用事业,money_20d_median_asof_q4,atr20_pct_asof_q1,300,30,0.1,100,0,False,without_replacement_within_replicate,failed,0.0,-0.10366773869755701,0.5601764264112515,0.5601764264112515,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,公用事业,money_20d_median_asof_q4,atr20_pct_asof_q2,100,25,0.25,100,0,False,without_replacement_within_replicate,failed,0.0,-0.6261612891983381,-0.09995003394019113,0.9016576562367009,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,公用事业,money_20d_median_asof_q5,atr20_pct_asof_q3,100,82,0.82,100,0,False,without_replacement_within_replicate,passed,0.0,0.2259732006724327,0.5231708305002237,0.7706581374346196,report_only
robustness,matched_random_same_density_no_fail_fast_h20,p50,公用事业,money_20d_median_asof_q5,atr20_pct_asof_q4,100,40,0.4,100,0,False,without_replacement_within_replicate,failed,0.0,0.4227568913076603,1.6086645980217673,1.972506607038546,report_only
