split,baseline_id,baseline_role,metric_name,candidate_value,baseline_value,diff_value,random_replicate_stat,comparison,threshold,status
train,ep2_detector_probe_with_simple_stop_bridge,gate,mean_return_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,-0.013853229820157341,0.014896103530872305,-0.028749333351029645,not_random,,,report_only
train,ep2_detector_probe_with_simple_stop_bridge,gate,p05_return_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,-0.6277655866177888,-0.845629660868799,0.21786407425101018,not_random,,,report_only
train,ep2_detector_probe_with_simple_stop_bridge,gate,failed_seed_average_loss_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,0.23422490289637543,0.24717521714437263,-0.012950314247997197,not_random,,,report_only
train,ep2_detector_probe_with_simple_stop_bridge,gate,failed_seed_median_holding_days_diff_vs_ep2_detector_probe_with_simple_stop_bridge,11.0,12.0,-1.0,not_random,,,report_only
train,matched_random_same_density_no_fail_fast_h20,gate,mean_return_r_diff_vs_matched_random_same_density_no_fail_fast_h20,-0.013853229820157341,0.0489236900140654,-0.06277691983422275,p50,,,report_only
train,matched_random_same_density_no_fail_fast_h20,gate,p05_return_r_diff_vs_matched_random_same_density_no_fail_fast_h20,-0.6277655866177888,-1.5259581390770973,0.8981925524593085,p50,,,report_only
train,matched_random_same_density_no_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_matched_random_same_density_no_fail_fast_h20,0.23422490289637543,0.0,0.23422490289637543,p50,,,report_only
train,matched_random_same_density_no_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_matched_random_same_density_no_fail_fast_h20,11.0,0.0,11.0,p50,,,report_only
train,matched_random_same_density_same_fail_fast_h20,gate,mean_return_r_diff_vs_matched_random_same_density_same_fail_fast_h20,-0.013853229820157341,-0.04580370648314213,0.03195047666298479,p50,,,report_only
train,matched_random_same_density_same_fail_fast_h20,gate,p05_return_r_diff_vs_matched_random_same_density_same_fail_fast_h20,-0.6277655866177888,-0.5810182468465498,-0.046747339771239016,p50,,,report_only
train,matched_random_same_density_same_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_matched_random_same_density_same_fail_fast_h20,0.23422490289637543,0.0,0.23422490289637543,p50,,,report_only
train,matched_random_same_density_same_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_matched_random_same_density_same_fail_fast_h20,11.0,0.0,11.0,p50,,,report_only
train,same_seed_matched_delay_1d_no_fail_fast_h20,gate,mean_return_r_diff_vs_same_seed_matched_delay_1d_no_fail_fast_h20,-0.013853229820157341,-0.02875329494200128,0.01490006512184394,not_random,,,report_only
train,same_seed_matched_delay_1d_no_fail_fast_h20,gate,p05_return_r_diff_vs_same_seed_matched_delay_1d_no_fail_fast_h20,-0.6277655866177888,-1.0578652564997486,0.4300996698819598,not_random,,,report_only
train,same_seed_matched_delay_1d_no_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_same_seed_matched_delay_1d_no_fail_fast_h20,0.23422490289637543,0.27347672112550186,-0.039251818229126434,not_random,,,report_only
train,same_seed_matched_delay_1d_no_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_same_seed_matched_delay_1d_no_fail_fast_h20,11.0,22.0,-11.0,not_random,,,report_only
train,same_seed_matched_delay_1d_same_fail_fast_h20,gate,mean_return_r_diff_vs_same_seed_matched_delay_1d_same_fail_fast_h20,-0.013853229820157341,-0.03456958576487242,0.020716355944715083,not_random,,,report_only
train,same_seed_matched_delay_1d_same_fail_fast_h20,gate,p05_return_r_diff_vs_same_seed_matched_delay_1d_same_fail_fast_h20,-0.6277655866177888,-0.6094493212419766,-0.018316265375812213,not_random,,,report_only
train,same_seed_matched_delay_1d_same_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_same_seed_matched_delay_1d_same_fail_fast_h20,0.23422490289637543,0.22313106494444465,0.01109383795193078,not_random,,,report_only
train,same_seed_matched_delay_1d_same_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_same_seed_matched_delay_1d_same_fail_fast_h20,11.0,11.0,0.0,not_random,,,report_only
train,same_seed_matched_delay_3d_no_fail_fast_h20,gate,mean_return_r_diff_vs_same_seed_matched_delay_3d_no_fail_fast_h20,-0.013853229820157341,-0.02496125230090989,0.01110802248075255,not_random,,,report_only
train,same_seed_matched_delay_3d_no_fail_fast_h20,gate,p05_return_r_diff_vs_same_seed_matched_delay_3d_no_fail_fast_h20,-0.6277655866177888,-0.9389713178217111,0.31120573120392225,not_random,,,report_only
train,same_seed_matched_delay_3d_no_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_same_seed_matched_delay_3d_no_fail_fast_h20,0.23422490289637543,0.262488820522526,-0.028263917626150548,not_random,,,report_only
train,same_seed_matched_delay_3d_no_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_same_seed_matched_delay_3d_no_fail_fast_h20,11.0,22.0,-11.0,not_random,,,report_only
train,same_seed_matched_delay_3d_same_fail_fast_h20,gate,mean_return_r_diff_vs_same_seed_matched_delay_3d_same_fail_fast_h20,-0.013853229820157341,-0.03338795341661321,0.019534723596455868,not_random,,,report_only
train,same_seed_matched_delay_3d_same_fail_fast_h20,gate,p05_return_r_diff_vs_same_seed_matched_delay_3d_same_fail_fast_h20,-0.6277655866177888,-0.5315352840941415,-0.09623030252364728,not_random,,,report_only
train,same_seed_matched_delay_3d_same_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_same_seed_matched_delay_3d_same_fail_fast_h20,0.23422490289637543,0.20563861972887598,0.02858628316749945,not_random,,,report_only
train,same_seed_matched_delay_3d_same_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_same_seed_matched_delay_3d_same_fail_fast_h20,11.0,11.0,0.0,not_random,,,report_only
train,same_seed_no_fail_fast_hold_h20,gate,mean_return_r_diff_vs_same_seed_no_fail_fast_hold_h20,-0.013853229820157341,0.004143236171801195,-0.017996465991958536,not_random,,,report_only
train,same_seed_no_fail_fast_hold_h20,gate,p05_return_r_diff_vs_same_seed_no_fail_fast_hold_h20,-0.6277655866177888,-1.1041018601533084,0.47633627353551955,not_random,,,report_only
train,same_seed_no_fail_fast_hold_h20,gate,failed_seed_average_loss_r_diff_vs_same_seed_no_fail_fast_hold_h20,0.23422490289637543,0.2867348542469816,-0.052509951350606154,not_random,,,report_only
train,same_seed_no_fail_fast_hold_h20,gate,failed_seed_median_holding_days_diff_vs_same_seed_no_fail_fast_hold_h20,11.0,22.0,-11.0,not_random,,,report_only
validation,ep2_detector_probe_with_simple_stop_bridge,gate,mean_return_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,-0.12753469070574414,-0.06801039666451174,-0.0595242940412324,not_random,,,report_only
validation,ep2_detector_probe_with_simple_stop_bridge,gate,p05_return_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,-0.5839815949286955,-0.8700890284688184,0.2861074335401229,not_random,,,report_only
validation,ep2_detector_probe_with_simple_stop_bridge,gate,failed_seed_average_loss_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,0.2506034933274489,0.25722983343189715,-0.006626340104448236,not_random,,,report_only
validation,ep2_detector_probe_with_simple_stop_bridge,gate,failed_seed_median_holding_days_diff_vs_ep2_detector_probe_with_simple_stop_bridge,11.0,12.0,-1.0,not_random,,,report_only
validation,matched_random_same_density_no_fail_fast_h20,gate,mean_return_r_diff_vs_matched_random_same_density_no_fail_fast_h20,-0.12753469070574414,-0.1702503720339082,0.04271568132816406,p50,,,report_only
validation,matched_random_same_density_no_fail_fast_h20,gate,p05_return_r_diff_vs_matched_random_same_density_no_fail_fast_h20,-0.5839815949286955,-1.5896849858403779,1.0057033909116824,p50,,,report_only
validation,matched_random_same_density_no_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_matched_random_same_density_no_fail_fast_h20,0.2506034933274489,0.0,0.2506034933274489,p50,,,report_only
validation,matched_random_same_density_no_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_matched_random_same_density_no_fail_fast_h20,11.0,0.0,11.0,p50,,,report_only
validation,matched_random_same_density_same_fail_fast_h20,gate,mean_return_r_diff_vs_matched_random_same_density_same_fail_fast_h20,-0.12753469070574414,-0.09948456502188147,-0.02805012568386267,p50,,,report_only
validation,matched_random_same_density_same_fail_fast_h20,gate,p05_return_r_diff_vs_matched_random_same_density_same_fail_fast_h20,-0.5839815949286955,-0.5328387122567839,-0.05114288267191158,p50,,,report_only
validation,matched_random_same_density_same_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_matched_random_same_density_same_fail_fast_h20,0.2506034933274489,0.0,0.2506034933274489,p50,,,report_only
validation,matched_random_same_density_same_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_matched_random_same_density_same_fail_fast_h20,11.0,0.0,11.0,p50,,,report_only
validation,same_seed_matched_delay_1d_no_fail_fast_h20,gate,mean_return_r_diff_vs_same_seed_matched_delay_1d_no_fail_fast_h20,-0.12753469070574414,-0.1847903289613548,0.05725563825561067,not_random,,,report_only
validation,same_seed_matched_delay_1d_no_fail_fast_h20,gate,p05_return_r_diff_vs_same_seed_matched_delay_1d_no_fail_fast_h20,-0.5839815949286955,-1.1309496613801648,0.5469680664514693,not_random,,,report_only
validation,same_seed_matched_delay_1d_no_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_same_seed_matched_delay_1d_no_fail_fast_h20,0.2506034933274489,0.32270937697655266,-0.07210588364910375,not_random,,,report_only
validation,same_seed_matched_delay_1d_no_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_same_seed_matched_delay_1d_no_fail_fast_h20,11.0,22.0,-11.0,not_random,,,report_only
validation,same_seed_matched_delay_1d_same_fail_fast_h20,gate,mean_return_r_diff_vs_same_seed_matched_delay_1d_same_fail_fast_h20,-0.12753469070574414,-0.12040666940774568,-0.0071280212979984575,not_random,,,report_only
validation,same_seed_matched_delay_1d_same_fail_fast_h20,gate,p05_return_r_diff_vs_same_seed_matched_delay_1d_same_fail_fast_h20,-0.5839815949286955,-0.545839689484423,-0.03814190544427254,not_random,,,report_only
validation,same_seed_matched_delay_1d_same_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_same_seed_matched_delay_1d_same_fail_fast_h20,0.2506034933274489,0.23548836418752922,0.015115129139919692,not_random,,,report_only
validation,same_seed_matched_delay_1d_same_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_same_seed_matched_delay_1d_same_fail_fast_h20,11.0,11.0,0.0,not_random,,,report_only
validation,same_seed_matched_delay_3d_no_fail_fast_h20,gate,mean_return_r_diff_vs_same_seed_matched_delay_3d_no_fail_fast_h20,-0.12753469070574414,-0.1899582252317812,0.06242353452603708,not_random,,,report_only
validation,same_seed_matched_delay_3d_no_fail_fast_h20,gate,p05_return_r_diff_vs_same_seed_matched_delay_3d_no_fail_fast_h20,-0.5839815949286955,-1.1965524942368717,0.6125708993081762,not_random,,,report_only
validation,same_seed_matched_delay_3d_no_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_same_seed_matched_delay_3d_no_fail_fast_h20,0.2506034933274489,0.30821318841088263,-0.05760969508343372,not_random,,,report_only
validation,same_seed_matched_delay_3d_no_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_same_seed_matched_delay_3d_no_fail_fast_h20,11.0,22.0,-11.0,not_random,,,report_only
validation,same_seed_matched_delay_3d_same_fail_fast_h20,gate,mean_return_r_diff_vs_same_seed_matched_delay_3d_same_fail_fast_h20,-0.12753469070574414,-0.12421290377123155,-0.0033217869345125856,not_random,,,report_only
validation,same_seed_matched_delay_3d_same_fail_fast_h20,gate,p05_return_r_diff_vs_same_seed_matched_delay_3d_same_fail_fast_h20,-0.5839815949286955,-0.5624657020506908,-0.021515892878004705,not_random,,,report_only
validation,same_seed_matched_delay_3d_same_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_same_seed_matched_delay_3d_same_fail_fast_h20,0.2506034933274489,0.22054791123760217,0.03005558208984674,not_random,,,report_only
validation,same_seed_matched_delay_3d_same_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_same_seed_matched_delay_3d_same_fail_fast_h20,11.0,11.0,0.0,not_random,,,report_only
validation,same_seed_no_fail_fast_hold_h20,gate,mean_return_r_diff_vs_same_seed_no_fail_fast_hold_h20,-0.12753469070574414,-0.1774505092336551,0.049915818527910966,not_random,,,report_only
validation,same_seed_no_fail_fast_hold_h20,gate,p05_return_r_diff_vs_same_seed_no_fail_fast_hold_h20,-0.5839815949286955,-1.2273457719667804,0.6433641770380849,not_random,,,report_only
validation,same_seed_no_fail_fast_hold_h20,gate,failed_seed_average_loss_r_diff_vs_same_seed_no_fail_fast_hold_h20,0.2506034933274489,0.340197324225979,-0.08959383089853007,not_random,,,report_only
