split,baseline_id,baseline_role,metric_name,candidate_value,baseline_value,diff_value,random_replicate_stat,comparison,threshold,status
train,ep2_detector_probe_with_simple_stop_bridge,gate,mean_return_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,-0.028292724748123648,0.014896103530872305,-0.04318882827899595,not_random,,,report_only
train,ep2_detector_probe_with_simple_stop_bridge,gate,p05_return_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,-0.7194315375448417,-0.845629660868799,0.1261981233239573,not_random,,,report_only
train,ep2_detector_probe_with_simple_stop_bridge,gate,failed_seed_average_loss_r_diff_vs_ep2_detector_probe_with_simple_stop_bridge,0.27736830846766364,0.24717521714437263,0.03019309132329101,not_random,,,report_only
train,ep2_detector_probe_with_simple_stop_bridge,gate,failed_seed_median_holding_days_diff_vs_ep2_detector_probe_with_simple_stop_bridge,22.0,12.0,10.0,not_random,,,report_only
train,matched_random_same_density_no_fail_fast_h20,gate,mean_return_r_diff_vs_matched_random_same_density_no_fail_fast_h20,-0.028292724748123648,0.03165235323896296,-0.059945077987086606,p50,,,report_only
train,matched_random_same_density_no_fail_fast_h20,gate,p05_return_r_diff_vs_matched_random_same_density_no_fail_fast_h20,-0.7194315375448417,-1.5653073761009126,0.845875838556071,p50,,,report_only
train,matched_random_same_density_no_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_matched_random_same_density_no_fail_fast_h20,0.27736830846766364,0.0,0.27736830846766364,p50,,,report_only
train,matched_random_same_density_no_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_matched_random_same_density_no_fail_fast_h20,22.0,0.0,22.0,p50,,,report_only
train,matched_random_same_density_same_fail_fast_h20,gate,mean_return_r_diff_vs_matched_random_same_density_same_fail_fast_h20,-0.028292724748123648,-0.04708534150228341,0.018792616754159764,p50,,,report_only
train,matched_random_same_density_same_fail_fast_h20,gate,p05_return_r_diff_vs_matched_random_same_density_same_fail_fast_h20,-0.7194315375448417,-0.6034774396535211,-0.1159540978913206,p50,,,report_only
train,matched_random_same_density_same_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_matched_random_same_density_same_fail_fast_h20,0.27736830846766364,0.0,0.27736830846766364,p50,,,report_only
train,matched_random_same_density_same_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_matched_random_same_density_same_fail_fast_h20,22.0,0.0,22.0,p50,,,report_only
train,same_seed_matched_delay_1d_no_fail_fast_h20,gate,mean_return_r_diff_vs_same_seed_matched_delay_1d_no_fail_fast_h20,-0.028292724748123648,-0.007546725304543701,-0.020745999443579948,not_random,,,report_only
train,same_seed_matched_delay_1d_no_fail_fast_h20,gate,p05_return_r_diff_vs_same_seed_matched_delay_1d_no_fail_fast_h20,-0.7194315375448417,-1.1907909422157688,0.4713594046709271,not_random,,,report_only
train,same_seed_matched_delay_1d_no_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_same_seed_matched_delay_1d_no_fail_fast_h20,0.27736830846766364,0.30294365430780673,-0.025575345840143093,not_random,,,report_only
train,same_seed_matched_delay_1d_no_fail_fast_h20,gate,failed_seed_median_holding_days_diff_vs_same_seed_matched_delay_1d_no_fail_fast_h20,22.0,22.0,0.0,not_random,,,report_only
train,same_seed_matched_delay_1d_same_fail_fast_h20,gate,mean_return_r_diff_vs_same_seed_matched_delay_1d_same_fail_fast_h20,-0.028292724748123648,-0.016826148804325924,-0.011466575943797724,not_random,,,report_only
train,same_seed_matched_delay_1d_same_fail_fast_h20,gate,p05_return_r_diff_vs_same_seed_matched_delay_1d_same_fail_fast_h20,-0.7194315375448417,-0.6659982695928258,-0.05343326795201586,not_random,,,report_only
train,same_seed_matched_delay_1d_same_fail_fast_h20,gate,failed_seed_average_loss_r_diff_vs_same_seed_matched_delay_1d_same_fail_fast_h20,0.27736830846766364,0.24535631502718702,0.032011993440476616,not_random,,,report_only
