model_family,target_id,split_bucket,baseline_feature_set_metric_auc,augmented_feature_set_metric_auc,auc_delta,baseline_feature_set_utility_proxy,augmented_feature_set_utility_proxy,utility_delta,baseline_logloss,augmented_logloss,logloss_delta,incremental_status
low_capacity_logistic_l2,winner_positive,validation,0.6378586702691252,0.6453020575325589,0.007443387263433632,-0.014805734160042128,-0.004134324884093553,0.010671409275948576,0.3239201052104492,0.322756165882062,0.001163939328387209,pass
low_capacity_logistic_l2,winner_positive,robustness,0.6360439828044229,0.6448462084483398,0.008802225643916972,0.0002188365562189126,0.0011814963043201485,0.000962659748101236,0.38573326331853675,0.3842552737167571,0.001477989601779639,pass
low_capacity_logistic_l2,lower_first,validation,0.5921601926518583,0.6085465557524558,0.01638636310059749,-0.02541651157346536,-0.02801073306377434,-0.002594221490308978,0.675979319678186,0.6725086438414638,0.0034706758367222257,auc_only_no_utility
low_capacity_logistic_l2,lower_first,robustness,0.6269535845314694,0.649824444147758,0.02287085961628854,-0.01650759027660046,-0.04082731379122015,-0.02431972351461969,0.6699454836899431,0.6648205638729839,0.0051249198169591725,auc_only_no_utility
low_capacity_logistic_l2,fast_fail,validation,0.6739495499050666,0.6995037465075662,0.02555419660249958,-0.024375017377942645,-0.023536053323908596,0.0008389640540340491,0.16864976523576306,0.16779796258576304,0.0008518026500000109,pass
low_capacity_logistic_l2,fast_fail,robustness,0.6361191202023853,0.6735985440832819,0.037479423880896645,-0.010956468656577173,-0.02032304028518806,-0.009366571628610888,0.1688080646091713,0.1693993961986222,-0.0005913315894509052,auc_only_no_utility
low_capacity_logistic_l2,utility_positive_50bps,validation,0.6378586702691252,0.6453020575325589,0.007443387263433632,-0.014805734160042128,-0.004134324884093553,0.010671409275948576,0.3239201052104492,0.322756165882062,0.001163939328387209,pass
low_capacity_logistic_l2,utility_positive_50bps,robustness,0.6360439828044229,0.6448462084483398,0.008802225643916972,0.0002188365562189126,0.0011814963043201485,0.000962659748101236,0.38573326331853675,0.3842552737167571,0.001477989601779639,pass
