artifact_id,resolved_path,row_count,column_count,sha256,schema_status,read_status,required_flag,lineage_role
requirement,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/requirement_13c_morphology_orthogonal_residual_importance_diagnostic.md,,,807718a7467b160dafe861c3f2dbc6ccfeebe08211ab6a22ba8849448a1bbcb9,pass,pass,True,run_config_input
upstream_requirement_13a,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/requirement_13a_full_pit_native_token_cartography_preflight.md,,,e64f9b1cb360e3361ce109e63a794a3ac40d84e9bb09f6e9c371d5377886293f,pass,pass,True,run_config_input
upstream_requirement_13a2,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/requirement_13a2_compression_directional_disambiguation_preflight.md,,,afd5b2758f4d1ac884ccf98700dff85824010c34ad30cd8e71204fce4352c13a,pass,pass,True,run_config_input
upstream_requirement_13a3,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/requirement_13a3_compression_repair_state_cost_and_native_feasibility_diagnostic.md,,,586a5f300ea3a2be49ff8ae6c169c7a68c7ae34e79c7aa9f3983dad9d71b03e3,pass,pass,True,run_config_input
upstream_report_13a,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/reports/native_token_cartography_preflight_report.md,,,a8672cdcdd082afcaf425bcbb9a6211f15b9aac1a39f7952c4e7f03e7f160e7a,pass,pass,True,lineage_report_only_not_row_truth
upstream_report_13a2,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/reports/compression_directional_disambiguation_preflight_report.md,,,34ddeecd0fce3c821be43fb9191fd893f755579c746a12cc2d2277cf1b80c361,pass,pass,True,lineage_report_only_not_row_truth
upstream_report_13a3,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/reports/compression_repair_state_cost_and_native_feasibility_diagnostic_report.md,,,008d0780ecd59fb1c74f9f216964837fcaaf8e7f6f876488f57c12eb63645c51,pass,pass,True,lineage_report_only_not_row_truth
upstream_requirement_12a7g,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/12_multi_k_winner_failure_path_morphology_research_v0/requirement_12a7g_vol_scaled_label_panel_c0_separability_triage.md,,,07786959ad687ff18ba6b2737008666d8fdb2a0dc591ee45741c23be31c452d4,pass,pass,True,upstream_12a7g_label_lineage
pit_topn_400_100_executable_daily,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/processed/universe/pit_topn_400_100_executable_daily.csv,1140000.0,33.0,e73968ddf54b646ab2d831467a0e2882970e5f96880df12c41bd01a39c243965,pass,pass,True,raw_pit_rebuild_input
pit_topn_400_100_membership_daily,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/processed/universe/pit_topn_400_100_membership_daily.csv,1140500.0,32.0,982cc6930b27c4b255f019af5180ef835667280b841154af8c2ca9b0138a863b,pass,pass,True,raw_pit_rebuild_input
stock_daily_qfq_dir,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/data/raw/akshare/day/qfq,4598.0,,,directory,pass,True,raw_pit_rebuild_input
global_regime_calendar,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/11_archetype_proxy_validation_system_v0/outputs/publishable/tables/11A0_regime_pit_availability_audit/regime_daily_series_audit.csv,1912.0,7.0,8ec181dd392b20c1677c61c5a74f4d6bfa5609f78782057958c96ec63e600898,pass,pass,True,raw_pit_rebuild_input
upstream_13a_manifest,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/manifests/13A_full_pit_native_token_cartography_preflight_manifest.json,,,46df13114235ff6d596bebe4311fd812bc1ba46152278a29acfbb2c3b374fa44,pass,pass,True,upstream_13a_lineage
upstream_13a_token_dictionary,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_token_dictionary.csv,80.0,11.0,b323a3fd0fcba8e5fecaaacfd0a256494ff5f91750888c9e4c187137764bb3ae,pass,pass,True,upstream_13a_lineage
upstream_13a_morphology,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_token_morphology_collinearity_audit.csv,15.0,13.0,6296b3c0b32d35f47c4e95392ab4f88fc996bb8e62cf5006159c9de2176d58c7,pass,pass,True,upstream_13a_lineage
upstream_13a_native_thresholds,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_universe_frozen_thresholds.csv,4.0,10.0,0a40b16a6771d0cf6c7a5ef46c23985726f541b318ec329dce975603207cc1bc,pass,pass,True,upstream_13a_lineage
upstream_13a_label_portability,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/publishable/tables/13A_full_pit_native_token_cartography_preflight/native_label_portability_audit.csv,4.0,17.0,89c6a1a0ca5886793f66291e5ae706d6771bb3544ecfe124723a2891d8a4eaf9,pass,pass,True,upstream_13a_lineage
upstream_13a_native_universe_cache,/home/xiaolv/code/a_share/topics/02_AFML_BIG_WINNER/experiments/pending/13_full_pit_native_event_discovery_v0/outputs/local_cache/13A_full_pit_native_token_cartography_preflight/native_universe_panel.parquet,431239.0,81.0,a9557622571efe0a06ac20f9d0fcddc1a987810febc850d0f973df242e74cd2e,pass,pass,True,upstream_13a_lineage
