state_id,split_bucket,residualization_method,treated_n,control_n,cell_count,supported_cell_count,unsupported_cell_count,cell_support_status,raw_winner_diff,residual_winner_diff,raw_lower_first_diff,residual_lower_first_diff,raw_fast_fail_diff,residual_fast_fail_diff,raw_utility_per_entry,residual_utility_per_entry,raw_utility_total_indexed,residual_utility_total_indexed,residual_utility_margin_vs_broad,compression_base_residual_utility_per_entry,residual_control_definition,broad_morphology_baseline_threshold_train_frozen,broad_morphology_baseline_n,comparator_overlap_caveat,residual_winner_gate_status,residual_badside_readout_status
repair_range_participation_core_30,train,cell_mean_residualization,3653,11195,545,77,468,pass,0.09148170567620975,0.10250890929408865,-0.05089279743031816,-0.045787090360944395,-0.012803709762983971,-0.008204461066748575,0.010310957608080738,0.010886656727423859,0.00017374063923502928,0.000183441225427269,0.016884473011955344,-0.0016269200369145483,primary_same_cell_native_complement,1.5158424432301527,6232,False,pass,no_badside_residual_caveat
repair_range_participation_core_30,validation,cell_mean_residualization,2589,38861,9,5,4,pass,0.10355736093568733,0.08282845714462195,0.03624582127490089,0.011678384423883921,0.010094837520409891,0.0028321459807616692,-0.0076084518735124,-0.002009770052180306,-0.0003213055915396872,-8.487276599890409e-05,0.006890531196622812,-0.008400293227624218,primary_same_cell_native_complement,1.5158424432301527,611,False,residual_readout_probability_only_no_utility,caveat_left_tail_residual_positive
repair_range_participation_core_30,robustness,cell_mean_residualization,4801,99361,7,6,1,pass,0.08703628684691556,0.05836725582137481,0.06144004617751547,0.03136681435249589,0.019649274758227468,0.01064692779656148,0.0017730875019513783,0.007408816212510622,6.517366512677482e-05,0.00027232706016402144,-0.009593768506038089,0.003995560621235437,primary_same_cell_native_complement,1.5158424432301527,3218,False,pass,caveat_left_tail_residual_positive
repair_sma_participation_core_30,train,cell_mean_residualization,4657,13239,498,93,405,pass,0.0934920175444188,0.09443522584801359,-0.03233973880341923,-0.03290185765711371,-0.01134819701870874,-0.009085652621279626,0.008380338002243012,0.009292596925499516,0.00018001989942731676,0.00019961633570140893,0.014698387990881929,-0.001639858892956004,primary_same_cell_native_complement,1.4534297333501611,6974,False,pass,no_badside_residual_caveat
repair_sma_participation_core_30,validation,cell_mean_residualization,2935,38515,7,5,2,pass,0.10995202869034189,0.08824302355140434,0.032285436701247616,0.006027183301158111,0.01413104609124833,0.006704554825151962,-0.007133068726639785,-0.0015862086612832233,-0.0003414872153699866,-7.593786061732364e-05,0.008160130249031198,-0.008573749957262176,primary_same_cell_native_complement,1.4534297333501611,705,False,residual_readout_probability_only_no_utility,caveat_left_tail_residual_positive
repair_sma_participation_core_30,robustness,cell_mean_residualization,5824,83066,7,5,2,pass,0.08136148704604809,0.06148833451953066,0.05083405642223332,0.027496001030958533,0.02115499296468345,0.014057450291858412,0.0019805646673955518,0.007480641338580414,8.831219182409002e-05,0.0003335573151108789,-0.009137762391262613,0.003895204497960358,primary_same_cell_native_complement,1.4534297333501611,3572,False,pass,caveat_left_tail_residual_positive
repair_close_position_participation_core_30,train,cell_mean_residualization,4728,14011,480,96,384,pass,0.08646374476616814,0.08707279246291562,-0.03135758331530908,-0.03256374597390477,-0.014216274474213586,-0.012042794725216736,0.008031470468088957,0.008571702950570862,0.00017515610382724887,0.00018693788366052122,0.01416319582772676,-0.0015188520535133123,primary_same_cell_native_complement,1.4620664161736654,6876,False,pass,no_badside_residual_caveat
repair_close_position_participation_core_30,validation,cell_mean_residualization,2978,38472,7,5,2,pass,0.109693533405925,0.08710019264469696,0.03487980617828024,0.007460667224715854,0.01150572067903239,0.0038000838884244773,-0.007390096387991389,-0.0019248474147311784,-0.00035897543581382804,-9.349985484641964e-05,0.007424431466987104,-0.008510619848183885,primary_same_cell_native_complement,1.4620664161736654,691,False,residual_readout_probability_only_no_utility,caveat_left_tail_residual_positive
repair_close_position_participation_core_30,robustness,cell_mean_residualization,5805,83085,7,5,2,pass,0.08180822261191062,0.061296771875788456,0.049060494848291336,0.024645786432706776,0.019151987651884785,0.011927616466455319,0.00192689563483924,0.007380153391007213,8.563882248642403e-05,0.0003280030504754228,-0.009575218590244884,0.003915453643547689,primary_same_cell_native_complement,1.4620664161736654,3529,False,pass,caveat_left_tail_residual_positive
repair_range_participation_broad_40,train,cell_mean_residualization,6014,12850,649,103,546,pass,0.08833776958821116,0.09077458963483567,-0.023722080385714772,-0.02942114296985024,-0.012174472275455837,-0.008799143906132512,0.008068232677205923,0.008436187936321468,0.00022381777780158317,0.00023402508486875702,0.013328414812454534,-0.0022358560204353496,primary_same_cell_native_complement,1.2671293502159424,9815,False,pass,no_badside_residual_caveat
repair_range_participation_broad_40,validation,cell_mean_residualization,4258,50601,10,8,2,pass,0.10143331732193872,0.06967615842850652,0.05186370489004921,0.022226108993921974,0.01586845330030172,0.006490491228751205,-0.009426109724233484,-0.003348469411035726,-0.0006546785066270765,-0.00023256369993948685,0.004810071031680602,-0.00864720991730576,primary_same_cell_native_complement,1.2671293502159424,1013,False,residual_readout_probability_only_no_utility,caveat_left_tail_residual_positive
repair_range_participation_broad_40,robustness,cell_mean_residualization,8234,100897,9,7,2,pass,0.08621657176949338,0.05756106429299197,0.0583682271409956,0.030295735004133614,0.02303163070781926,0.014351564248451026,0.001423830131641423,0.007265143697649718,8.975927009306413e-05,0.0004579998561137993,-0.008566163047314421,0.003725155034086751,primary_same_cell_native_complement,1.2671293502159424,4900,False,pass,caveat_left_tail_residual_positive
