target_id,split_bucket,residualization_method,cell_scope,cell_count,row_count,predicted_mean_from_train,realized_mean_in_split,calibration_error,abs_calibration_error,weighted_abs_calibration_error,max_abs_cell_calibration_error,calibration_status
winner_positive,validation,cell_mean_residualization,fallback_level_2,10,61307,0.15836979496716502,0.09591074428694929,-0.06245905068021573,0.0642753391079591,0.06245905068021573,0.11825882517370817,residual_drift_caveat
winner_positive,robustness,cell_mean_residualization,fallback_level_2,10,130614,0.1586252084693575,0.1363712925107569,-0.022253915958600615,0.02234377261861048,0.022253915958600615,0.036976527381644655,residual_drift_caveat
lower_first,validation,cell_mean_residualization,fallback_level_2,10,61307,0.3584492121682059,0.3992855628231686,0.04083635065496268,0.05657149870702458,0.04083635065496268,0.10475871673179427,residual_drift_caveat
lower_first,robustness,cell_mean_residualization,fallback_level_2,10,130614,0.35806322810976454,0.26961887699634035,-0.08844435111342419,0.08896552486393583,0.08844435111342419,0.11236532574480401,residual_drift_caveat
fast_fail,validation,cell_mean_residualization,fallback_level_2,10,61307,0.046208398025246726,0.03591759505439836,-0.01029080297084837,0.011175786963000181,0.010609334348018081,0.03327077177009291,calibration_pass
fast_fail,robustness,cell_mean_residualization,fallback_level_2,10,130614,0.0461139908309652,0.03578483164132482,-0.010329159189640376,0.01359481926458827,0.010916767889475364,0.03863762340396993,calibration_pass
row_utility_component_50bps,validation,cell_mean_residualization,fallback_level_2,10,61307,-0.011488497030291778,-0.024006932178807,-0.012518435148515219,0.014346371374350231,0.012518435148515219,0.027792672731034446,residual_drift_caveat
row_utility_component_50bps,robustness,cell_mean_residualization,fallback_level_2,10,130614,-0.011409560425960493,-0.0059464006254356366,0.005463159800524857,0.006683742006628644,0.0055657911667319595,0.013890454332774877,residual_drift_caveat
