state_id,split_bucket,cost_buffer_return,cost_tier_label,treated_n,row_component_utility_per_entry,row_component_utility_total_indexed,median_barrier_utility_per_entry_from_13a3,median_barrier_utility_total_indexed_from_13a3,per_entry_delta_row_vs_13a3,total_indexed_delta_row_vs_13a3,reconciliation_status
repair_range_participation_core_30,train,0.0,0bps,6232,0.012545543542116287,0.00036063649065227224,0.0129976915543497,0.0003736340201606,-0.0004521480122334134,-1.2997529508327753e-05,reported_not_decision_gate
repair_range_participation_core_30,train,0.0025,25bps,6232,0.010045543542116286,0.00028877103312115974,0.0104976915543497,0.0003017685626295,-0.0004521480122334134,-1.2997529508340276e-05,reported_not_decision_gate
repair_range_participation_core_30,train,0.005,50bps,6232,0.007545543542116283,0.00021690557559004713,0.0079976915543497,0.0002299031050984,-0.000452148012233416,-1.299752950835288e-05,reported_not_decision_gate
repair_range_participation_core_30,train,0.0075,75bps,6232,0.005045543542116285,0.00014504011805893468,0.0054976915543497,0.0001580376475673,-0.0004521480122334151,-1.299752950836532e-05,reported_not_decision_gate
repair_range_participation_core_30,train,0.01,100bps,6232,0.002545543542116288,7.31746605278223e-05,0.0029976915543497,8.617219003619797e-05,-0.00045214801223341207,-1.2997529508375675e-05,reported_not_decision_gate
repair_range_participation_core_30,validation,0.0,0bps,2627,-0.002495126859471198,-0.00010691598446883451,-0.0018100887780868,-7.75621579923043e-05,-0.0006850380813843981,-2.9353826476530214e-05,reported_not_decision_gate
repair_range_participation_core_30,validation,0.0025,25bps,2627,-0.0049951268594712,-0.0002140407826158651,-0.0043100887780868,-0.0001846869561393,-0.0006850380813843999,-2.935382647656511e-05,reported_not_decision_gate
repair_range_participation_core_30,validation,0.005,50bps,2627,-0.0074951268594711995,-0.0003211655807628956,-0.0068100887780868,-0.0002918117542863,-0.0006850380813843999,-2.9353826476595632e-05,reported_not_decision_gate
repair_range_participation_core_30,validation,0.0075,75bps,2627,-0.0099951268594712,-0.0004282903789099262,-0.0093100887780868,-0.0003989365524333,-0.0006850380813844016,-2.9353826476626152e-05,reported_not_decision_gate
repair_range_participation_core_30,validation,0.01,100bps,2627,-0.012495126859471196,-0.0005354151770569565,-0.0118100887780868,-0.0005060613505804,-0.0006850380813843964,-2.9353826476556438e-05,reported_not_decision_gate
repair_range_participation_core_30,robustness,0.0,0bps,4813,0.006793059148472901,0.0002503176817309023,0.0074444356564684,0.0002743202781829,-0.0006513765079954985,-2.4002596451997674e-05,reported_not_decision_gate
repair_range_participation_core_30,robustness,0.0025,25bps,4813,0.004293059148472899,0.0001581950915032084,0.0049444356564684,0.0001821976879552,-0.0006513765079955011,-2.4002596451991602e-05,reported_not_decision_gate
repair_range_participation_core_30,robustness,0.005,50bps,4813,0.001793059148472899,6.60725012755146e-05,0.0024444356564684,9.007509772752211e-05,-0.0006513765079955011,-2.4002596452007513e-05,reported_not_decision_gate
