required_state_n,selected_state_id,posthoc_after_13a3_report,validation_seen_before_requirement,robustness_seen_before_requirement,feature_cluster_n,anchor_n,model_family_n,target_n,effective_search_space_n,hyperparameter_search_used,validation_used_for_selection,robustness_used_for_selection,confirmatory_status,search_accounting_status
6,repair_range_participation_core_30,True,True,True,5,8,1,4,960,False,False,False,False,diagnostic_posthoc_not_confirmatory
