decision_state,next_allowed_requirement,sequence_mining_authorized,meta_labeling_authorized,bet_sizing_authorized,selected_state_id,effect_interpretation,confirmatory_status,input_gate_status,upstream_lineage_gate_status,row_level_rebuild_gate_status,morphology_anchor_gate_status,residualization_gate_status,residual_winner_gate_status,residual_badside_readout_status,residual_calibration_status,clustered_mda_gate_status,incremental_utility_gate_status,sample_uniqueness_gate_status,downstream_requirement_requires_exact_t1_rebuild,residual_drift_caveat_from_13c,calibration_recheck_required,search_accounting_status,primary_failure_reason
13C_stop_residual_probability_only_no_utility,none,False,False,False,repair_range_participation_core_30,none,False,pass,pass,pass,pass,pass,residual_readout_probability_only_no_utility,caveat_left_tail_residual_positive,residual_drift_caveat,pass,pass,pass_with_exact_t1,False,True,True,diagnostic_posthoc_not_confirmatory,residual_winner_positive_but_utility_non_positive
