test_id,estimator,arm_id,formation_sessions,holding_sessions,return_semantics,weighting,bucket_count,series_role,fold_id,calendar_slot_n,evaluable_week_n,null_value,alternative,hac_lag_weeks,block_method,block_length_weeks,bootstrap_repetitions,finite_bootstrap_repetitions,bootstrap_seed,scope_seed,bootstrap_rng,ci_method,estimate,standard_error,ci_low,ci_high,nominal_pvalue,holm_family_id,holm_family_size,holm_adjusted_pvalue,inference_status,failure_reason
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K10::favorable_minus_unfavorable::EARLY,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,10,favorable_minus_unfavorable,EARLY,213,170,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20021,numpy.random.PCG64,percentile_linear_2.5_97.5,-0.000956417822939,,-0.00579534191317,0.00430786991739,0.70325934813,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K10::favorable_minus_unfavorable::EARLY,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,10,favorable_minus_unfavorable,EARLY,213,170,0,two_sided,4,,,,,,,,normal_1.959963984540054,-0.000956417822939,0.00255923103314,-0.00597241847602,0.00405958283014,0.708617876878,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K10::favorable_minus_unfavorable::FULL,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,10,favorable_minus_unfavorable,FULL,426,362,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20020,numpy.random.PCG64,percentile_linear_2.5_97.5,-0.000949506067511,,-0.00493932039016,0.00233941854886,0.606878624275,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K10::favorable_minus_unfavorable::FULL,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,10,favorable_minus_unfavorable,FULL,426,362,0,two_sided,4,,,,,,,,normal_1.959963984540054,-0.000949506067511,0.00194964909314,-0.00477074807256,0.00287173593754,0.626248531812,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K10::favorable_minus_unfavorable::LATE,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,10,favorable_minus_unfavorable,LATE,213,192,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20022,numpy.random.PCG64,percentile_linear_2.5_97.5,-0.00094338628406,,-0.00702136594338,0.00309551826822,0.74525094981,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K10::favorable_minus_unfavorable::LATE,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,10,favorable_minus_unfavorable,LATE,213,192,0,two_sided,4,,,,,,,,normal_1.959963984540054,-0.00094338628406,0.00288772878488,-0.00660323069955,0.00471645813143,0.743903892301,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K10::middle_bucket_mean::EARLY,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,10,middle_bucket_mean,EARLY,213,181,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20021,numpy.random.PCG64,percentile_linear_2.5_97.5,0.000974998409854,,-0.00401785088239,0.00836374941792,0.756648670266,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K10::middle_bucket_mean::EARLY,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,10,middle_bucket_mean,EARLY,213,181,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.000974998409854,0.00330705951725,-0.00550671913869,0.0074567159584,0.768128817879,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K10::middle_bucket_mean::FULL,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,10,middle_bucket_mean,FULL,426,379,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20020,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00283499573123,,-0.00141108778034,0.00776536186572,0.225354929014,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K10::middle_bucket_mean::FULL,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,10,middle_bucket_mean,FULL,426,379,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00283499573123,0.00248570809635,-0.00203690261369,0.00770689407616,0.254070406446,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K10::middle_bucket_mean::LATE,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,10,middle_bucket_mean,LATE,213,198,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20022,numpy.random.PCG64,percentile_linear_2.5_97.5,0.0045352963129,,-0.00141504201256,0.0123412088979,0.19876024795,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K10::middle_bucket_mean::LATE,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,10,middle_bucket_mean,LATE,213,198,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.0045352963129,0.00365231315347,-0.00262310592817,0.011693698554,0.214325132016,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K10::unfavorable_bucket::EARLY,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,10,unfavorable_bucket,EARLY,213,192,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20021,numpy.random.PCG64,percentile_linear_2.5_97.5,0.000481089522646,,-0.00670463744043,0.00902797449523,0.901819636073,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K10::unfavorable_bucket::EARLY,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,10,unfavorable_bucket,EARLY,213,192,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.000481089522646,0.00384378191616,-0.00705258459744,0.00801476364274,0.900396517349,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K10::unfavorable_bucket::FULL,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,10,unfavorable_bucket,FULL,426,394,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20020,numpy.random.PCG64,percentile_linear_2.5_97.5,0.002959024441,,-0.00241887982668,0.00853855664785,0.299340131974,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K10::unfavorable_bucket::FULL,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,10,unfavorable_bucket,FULL,426,394,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.002959024441,0.00287342835108,-0.00267279163928,0.00859084052128,0.303109141896,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K10::unfavorable_bucket::LATE,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,10,unfavorable_bucket,LATE,213,202,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20022,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00531428931389,,-0.000792295525372,0.0146344145096,0.180763847231,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K10::unfavorable_bucket::LATE,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,10,unfavorable_bucket,LATE,213,202,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00531428931389,0.00419138908788,-0.00290068234356,0.0135292609713,0.204831355777,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::favorable_bucket::EARLY,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,favorable_bucket,EARLY,213,177,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20021,numpy.random.PCG64,percentile_linear_2.5_97.5,0.000404352635286,,-0.00533012670352,0.00943373975016,0.917416516697,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::favorable_bucket::EARLY,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,favorable_bucket,EARLY,213,177,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.000404352635286,0.00374913345812,-0.00694381391586,0.00775251918643,0.914112862005,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::favorable_bucket::FULL,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,favorable_bucket,FULL,426,370,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20020,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00291137950538,,-0.00204114667621,0.0080213639611,0.262147570486,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::favorable_bucket::FULL,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,favorable_bucket,FULL,426,370,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00291137950538,0.00268398457699,-0.00234913360059,0.00817189261135,0.278044406928,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::favorable_bucket::LATE,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,favorable_bucket,LATE,213,193,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20022,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00521056995101,,-0.00186993945748,0.0120341615799,0.143771245751,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::favorable_bucket::LATE,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,favorable_bucket,LATE,213,193,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00521056995101,0.0038044984883,-0.0022461100653,0.0126672499673,0.170817643099,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::favorable_minus_middle::EARLY,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,favorable_minus_middle,EARLY,213,152,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20021,numpy.random.PCG64,percentile_linear_2.5_97.5,0.000248172521123,,-0.00367931816397,0.0045813712595,0.909218156369,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::favorable_minus_middle::EARLY,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,favorable_minus_middle,EARLY,213,152,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.000248172521123,0.0020933873526,-0.00385479129567,0.00435113633791,0.905631331138,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::favorable_minus_middle::FULL,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,favorable_minus_middle,FULL,426,331,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20020,numpy.random.PCG64,percentile_linear_2.5_97.5,0.000411838586846,,-0.00253224492352,0.00268681037836,0.777644471106,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::favorable_minus_middle::FULL,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,favorable_minus_middle,FULL,426,331,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.000411838586846,0.00149848021862,-0.00252512867319,0.00334880584688,0.783441070984,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::favorable_minus_middle::LATE,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,favorable_minus_middle,LATE,213,179,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20022,numpy.random.PCG64,percentile_linear_2.5_97.5,0.000550817592376,,-0.00326292162515,0.00362363735394,0.758848230354,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::favorable_minus_middle::LATE,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,favorable_minus_middle,LATE,213,179,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.000550817592376,0.00213679766531,-0.00363722887388,0.00473886405863,0.796578907505,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::favorable_minus_unfavorable::EARLY,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,favorable_minus_unfavorable,EARLY,213,151,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20021,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00117036191555,,-0.00289877891702,0.00609888691521,0.612277544491,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::favorable_minus_unfavorable::EARLY,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,favorable_minus_unfavorable,EARLY,213,151,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00117036191555,0.0023688814125,-0.00347256033659,0.00581328416769,0.621266082287,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::favorable_minus_unfavorable::FULL,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,favorable_minus_unfavorable,FULL,426,332,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20020,numpy.random.PCG64,percentile_linear_2.5_97.5,0.000510214200542,,-0.00299884234293,0.00340272360732,0.765446910618,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::favorable_minus_unfavorable::FULL,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,favorable_minus_unfavorable,FULL,426,332,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.000510214200542,0.00176569444887,-0.00295048332694,0.00397091172803,0.772612363695,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::favorable_minus_unfavorable::LATE,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,favorable_minus_unfavorable,LATE,213,181,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20022,numpy.random.PCG64,percentile_linear_2.5_97.5,-4.05167661264e-05,,-0.00541601506601,0.00360526575325,0.988202359528,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::favorable_minus_unfavorable::LATE,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,favorable_minus_unfavorable,LATE,213,181,0,two_sided,4,,,,,,,,normal_1.959963984540054,-4.05167661264e-05,0.00258339359613,-0.00510387517243,0.00502284164018,0.987486855681,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::middle_bucket_mean::EARLY,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,middle_bucket_mean,EARLY,213,181,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20021,numpy.random.PCG64,percentile_linear_2.5_97.5,0.000926683538624,,-0.00385135673908,0.00819655311002,0.758048390322,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::middle_bucket_mean::EARLY,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,middle_bucket_mean,EARLY,213,181,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.000926683538624,0.00323839824164,-0.00542046038258,0.00727382745983,0.774759481351,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::middle_bucket_mean::FULL,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,middle_bucket_mean,FULL,426,379,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20020,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00287910925856,,-0.00128487107236,0.00775232736992,0.211957608478,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::middle_bucket_mean::FULL,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,middle_bucket_mean,FULL,426,379,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00287910925856,0.00243920000821,-0.00190163490863,0.00765985342575,0.237861116261,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::middle_bucket_mean::LATE,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,middle_bucket_mean,LATE,213,198,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20022,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00466390246719,,-0.00117555913473,0.0123144969287,0.181363727255,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::middle_bucket_mean::LATE,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,middle_bucket_mean,LATE,213,198,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00466390246719,0.00358741949753,-0.00236731054541,0.0116951154798,0.193576405382,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::unfavorable_bucket::EARLY,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,unfavorable_bucket,EARLY,213,179,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20021,numpy.random.PCG64,percentile_linear_2.5_97.5,0.000577849106222,,-0.00662815585879,0.00904829741051,0.887422515497,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::unfavorable_bucket::EARLY,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,unfavorable_bucket,EARLY,213,179,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.000577849106222,0.00378603718987,-0.00684264743005,0.0079983456425,0.87869292979,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::unfavorable_bucket::FULL,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,unfavorable_bucket,FULL,426,376,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20020,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00345283382734,,-0.00173584873246,0.00895045488203,0.20775844831,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::unfavorable_bucket::FULL,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,unfavorable_bucket,FULL,426,376,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00345283382734,0.00274168708512,-0.00192077411637,0.00882644177105,0.207892063521,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::unfavorable_bucket::LATE,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,unfavorable_bucket,LATE,213,197,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20022,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00606512958917,,-0.000238563601176,0.0149370909704,0.111377724455,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::project_conservative_close_to_close_proxy::VW::K5::unfavorable_bucket::LATE,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,project_conservative_close_to_close_proxy,VW,5,unfavorable_bucket,LATE,213,197,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00606512958917,0.00389897603694,-0.00157672301983,0.0137069821982,0.119810411555,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::qfq_complete_case_sensitivity::EW::K10::favorable_bucket::EARLY,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,qfq_complete_case_sensitivity,EW,10,favorable_bucket,EARLY,213,213,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20021,numpy.random.PCG64,percentile_linear_2.5_97.5,-0.00169403575493,,-0.0089716405565,0.00838639933469,0.71025794841,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::qfq_complete_case_sensitivity::EW::K10::favorable_bucket::EARLY,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,qfq_complete_case_sensitivity,EW,10,favorable_bucket,EARLY,213,213,0,two_sided,4,,,,,,,,normal_1.959963984540054,-0.00169403575493,0.00445017898188,-0.0104162262842,0.00702815477431,0.703450446632,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::qfq_complete_case_sensitivity::EW::K10::favorable_bucket::FULL,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,qfq_complete_case_sensitivity,EW,10,favorable_bucket,FULL,426,425,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20020,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00118792232217,,-0.004799944285,0.00684517982736,0.701059788042,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::qfq_complete_case_sensitivity::EW::K10::favorable_bucket::FULL,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,qfq_complete_case_sensitivity,EW,10,favorable_bucket,FULL,426,425,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00118792232217,0.00309454356733,-0.00487727161838,0.00725311626273,0.701070040166,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::qfq_complete_case_sensitivity::EW::K10::favorable_bucket::LATE,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,qfq_complete_case_sensitivity,EW,10,favorable_bucket,LATE,213,212,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20022,numpy.random.PCG64,percentile_linear_2.5_97.5,0.00408347454115,,-0.004025142551,0.0114695772444,0.315936812637,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::qfq_complete_case_sensitivity::EW::K10::favorable_bucket::LATE,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,qfq_complete_case_sensitivity,EW,10,favorable_bucket,LATE,213,212,0,two_sided,4,,,,,,,,normal_1.959963984540054,0.00408347454115,0.0042562584244,-0.00425863867956,0.0124255877619,0.337354884116,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::qfq_complete_case_sensitivity::EW::K10::favorable_minus_middle::EARLY,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,qfq_complete_case_sensitivity,EW,10,favorable_minus_middle,EARLY,213,213,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20021,numpy.random.PCG64,percentile_linear_2.5_97.5,-0.00205388601715,,-0.00532544418025,0.00170669204525,0.272545490902,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::qfq_complete_case_sensitivity::EW::K10::favorable_minus_middle::EARLY,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,qfq_complete_case_sensitivity,EW,10,favorable_minus_middle,EARLY,213,213,0,two_sided,4,,,,,,,,normal_1.959963984540054,-0.00205388601715,0.00171687141606,-0.00541889215871,0.00131112012441,0.231581157874,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::qfq_complete_case_sensitivity::EW::K10::favorable_minus_middle::FULL,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,qfq_complete_case_sensitivity,EW,10,favorable_minus_middle,FULL,426,425,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20020,numpy.random.PCG64,percentile_linear_2.5_97.5,-0.000860750291387,,-0.00377002224634,0.00156837193235,0.525294941012,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::qfq_complete_case_sensitivity::EW::K10::favorable_minus_middle::FULL,newey_west_bartlett,SRC3_MKT_RESID_CONT_5D,5,10,qfq_complete_case_sensitivity,EW,10,favorable_minus_middle,FULL,426,425,0,two_sided,4,,,,,,,,normal_1.959963984540054,-0.000860750291387,0.00130563758911,-0.0034197529429,0.00169825236013,0.509730960647,,,,pass,
MEAN::SRC3_MKT_RESID_CONT_5D::F5::H10::qfq_complete_case_sensitivity::EW::K10::favorable_minus_middle::LATE,moving_calendar_week_block_bootstrap,SRC3_MKT_RESID_CONT_5D,5,10,qfq_complete_case_sensitivity,EW,10,favorable_minus_middle,LATE,213,212,0,two_sided,,non_circular_contiguous,13,5000,5000,20020,20022,numpy.random.PCG64,percentile_linear_2.5_97.5,0.000338013433083,,-0.00456211348701,0.0034258821168,0.880023995201,,,,pass,
