residual_arm_id,total_arm_id,formation_sessions,holding_sessions,return_semantics,weighting,bucket_count,fold_id,registered_pair_week_n,paired_evaluable_week_n,SRC_favorable_mean,Total_favorable_mean,paired_favorable_delta,SRC_spread_mean,Total_spread_mean,paired_spread_delta,SRC_favorable_volatility,Total_favorable_volatility,paired_volatility_delta,paired_volatility_ratio,SRC_ES10_loss,Total_ES10_loss,paired_ES10_loss_delta,paired_ES10_loss_ratio,minimum_paired_favorable_delta,paired_favorable_nondegradation_tolerance,minimum_paired_spread_delta,maximum_paired_volatility_ratio,maximum_paired_ES10_loss_ratio,residualization_value,classification_reason
SRC3_MKT_RESID_CONT_5D,SRC1_TOTAL_CONT_5D,5,5,project_conservative_close_to_close_proxy,EW,5,EARLY,213,156,-0.00104222693458,-0.000564131159949,-0.000478095774636,-0.00331895899259,-0.00255040746949,-0.000768551523099,0.0292765723852,0.0299316496268,-0.000655077241567,0.978114228593,0.0523211283718,0.0529423527106,-0.000621224338843,0.988266023192,0.0005,-0.00025,0.0005,0.95,0.95,not_applicable,fold_metric_only
SRC3_MKT_RESID_CONT_5D,SRC1_TOTAL_CONT_5D,5,5,project_conservative_close_to_close_proxy,EW,5,FULL,426,344,-8.47409316875e-05,0.000343382576014,-0.000428123507701,-0.00271824640307,-0.00185819061354,-0.000860055789522,0.0278004970564,0.0279122734261,-0.000111776369686,0.995995440143,0.0477043669957,0.0474939993327,0.00021036766297,1.00442935246,0.0005,-0.00025,0.0005,0.95,0.95,False,materiality_or_fold_nondegradation_not_met
SRC3_MKT_RESID_CONT_5D,SRC1_TOTAL_CONT_5D,5,5,project_conservative_close_to_close_proxy,EW,5,LATE,213,188,0.000709768730291,0.00109642588883,-0.000386657158543,-0.00221978276495,-0.00128379790329,-0.000935984861661,0.0265662994203,0.0261760221551,0.000390277265218,1.01490972398,0.0438165679421,0.0428664810944,0.000950086847756,1.02216386378,0.0005,-0.00025,0.0005,0.95,0.95,not_applicable,fold_metric_only
SRC3_MKT_RESID_CONT_5D,SRC1_TOTAL_CONT_5D,5,5,project_conservative_close_to_close_proxy,EW,10,EARLY,213,177,-0.000624236250614,0.000713287367987,-0.0013375236186,-0.00334129032836,-0.00117252166933,-0.00216876865903,0.0312142775305,0.0315145945243,-0.000300316993846,0.990470542351,0.0572543396049,0.0557723963562,0.00148194324875,1.02657126725,0.0005,-0.00025,0.0005,0.95,0.95,not_applicable,fold_metric_only
SRC3_MKT_RESID_CONT_5D,SRC1_TOTAL_CONT_5D,5,5,project_conservative_close_to_close_proxy,EW,10,FULL,426,373,-0.000131987047442,0.000430609663563,-0.000562596711005,-0.00261634379858,-0.00141321691584,-0.00120312688274,0.0298458995835,0.0294883525005,0.000357547082923,1.01212502743,0.0524335380928,0.0510177610435,0.00141577704932,1.02775066997,0.0005,-0.00025,0.0005,0.95,0.95,False,materiality_or_fold_nondegradation_not_met
SRC3_MKT_RESID_CONT_5D,SRC1_TOTAL_CONT_5D,5,5,project_conservative_close_to_close_proxy,EW,10,LATE,213,196,0.000312544120728,0.00017533438967,0.000137209731059,-0.0019616726977,-0.00163057945988,-0.000331093237824,0.0286271715319,0.0276101647634,0.00101700676852,1.0368345056,0.0476202652227,0.0465170171012,0.00110324812151,1.02371708657,0.0005,-0.00025,0.0005,0.95,0.95,not_applicable,fold_metric_only
SRC3_MKT_RESID_CONT_5D,SRC1_TOTAL_CONT_5D,5,5,project_conservative_close_to_close_proxy,VW,5,EARLY,213,156,-1.60545868349e-06,0.000427055342028,-0.000428660800712,-0.00192937670556,-0.00101327147114,-0.00091610523442,0.03000024194,0.0299519238315,4.83181085145e-05,1.00161318882,0.0534913604149,0.0523366418269,0.00115471858804,1.02206329156,0.0005,-0.00025,0.0005,0.95,0.95,not_applicable,fold_metric_only
SRC3_MKT_RESID_CONT_5D,SRC1_TOTAL_CONT_5D,5,5,project_conservative_close_to_close_proxy,VW,5,FULL,426,344,0.00034781538397,0.000982320198794,-0.000634504814823,-0.00188189344174,-0.000939931551719,-0.000941961890018,0.0265055241901,0.0259025172193,0.00060300697078,1.02327985986,0.0458934116862,0.0440023365937,0.00189107509251,1.04297669712,0.0005,-0.00025,0.0005,0.95,0.95,False,materiality_or_fold_nondegradation_not_met
SRC3_MKT_RESID_CONT_5D,SRC1_TOTAL_CONT_5D,5,5,project_conservative_close_to_close_proxy,VW,5,LATE,213,188,0.000637760338513,0.00144307188845,-0.000805311549937,-0.00184249243559,-0.000879075022839,-0.000963417412748,0.0232902039333,0.022058660011,0.00123154392238,1.05583040501,0.0391236494953,0.0362973547233,0.00282629477195,1.07786503434,0.0005,-0.00025,0.0005,0.95,0.95,not_applicable,fold_metric_only
SRC3_MKT_RESID_CONT_5D,SRC1_TOTAL_CONT_5D,5,5,project_conservative_close_to_close_proxy,VW,10,EARLY,213,177,-0.000134392540647,0.000369862347173,-0.000504254887821,-0.00197064612113,-0.000913469768571,-0.00105717635255,0.0324226800918,0.0321695460287,0.000253134063091,1.00786874838,0.0573818261962,0.0563473504221,0.00103447577406,1.01835890714,0.0005,-0.00025,0.0005,0.95,0.95,not_applicable,fold_metric_only
SRC3_MKT_RESID_CONT_5D,SRC1_TOTAL_CONT_5D,5,5,project_conservative_close_to_close_proxy,VW,10,FULL,426,373,-0.000110567958876,0.000344044539021,-0.000454612497897,-0.00209791218026,-0.00116165918355,-0.000936252996716,0.0286264838327,0.0279443054596,0.000682178373066,1.02441207115,0.0502213944381,0.0485145854613,0.0017068089768,1.03518135754,0.0005,-0.00025,0.0005,0.95,0.95,False,materiality_or_fold_nondegradation_not_met
SRC3_MKT_RESID_CONT_5D,SRC1_TOTAL_CONT_5D,5,5,project_conservative_close_to_close_proxy,VW,10,LATE,213,196,-8.90529028896e-05,0.000320729477577,-0.000409782380466,-0.00221284122347,-0.00138578942054,-0.000827051802923,0.024789184042,0.0235720254639,0.00121715857804,1.05163572303,0.0420068932155,0.0401609821354,0.00184591108003,1.04596279727,0.0005,-0.00025,0.0005,0.95,0.95,not_applicable,fold_metric_only
SRC3_MKT_RESID_CONT_5D,SRC1_TOTAL_CONT_5D,5,5,qfq_complete_case_sensitivity,EW,5,EARLY,213,213,-0.00176925856077,-0.00137627494557,-0.000392983615195,-0.00300673268381,-0.00217543679539,-0.000831295888419,0.0331081251971,0.0337039126795,-0.0005957874824,0.982322898589,0.0633060311846,0.0642695691592,-0.000963537974592,0.985007866286,0.0005,-0.00025,0.0005,0.95,0.95,not_applicable,fold_metric_only
