arm_id,formation_sessions,holding_sessions,matrix_role,return_semantics,weighting,bucket_count,series_role,fold_id,registered_decision_week_n,signal_ready_week_n,project_evaluable_week_n,distinct_calendar_month_n,distinct_calendar_year_n,mean_return,median_return,annualized_arithmetic_mean,unannualized_horizon_volatility,annualized_volatility,diagnostic_sharpe,positive_rate,p10,ES10_loss,worst_single_cohort_return,mean_raw_stock_spearman,mean_aligned_bucket_spearman,nominal_hac_ci_low,nominal_hac_ci_high,nominal_hac_pvalue,block_bootstrap_ci_low,block_bootstrap_ci_high,block_bootstrap_pvalue,holm_adjusted_pvalue,summary_status,failure_reason
SRC0_ALL_ELIGIBLE_BASELINE,0,5,all_eligible_baseline,project_conservative_close_to_close_proxy,EW,0,all_eligible_baseline,EARLY,213,213,127,46,5,0.00203566412898,-0.000529887942451,0.102597472101,0.0274721799479,0.195033130065,0.526051507589,0.496062992126,-0.0286268593384,0.0458347860637,-0.0792950064319,,,-0.00319664459693,0.00726797285489,0.445739639815,-0.002069096768020241,0.008140917645650444,0.4521095780843831,,pass,
SRC0_ALL_ELIGIBLE_BASELINE,0,5,all_eligible_baseline,project_conservative_close_to_close_proxy,EW,0,all_eligible_baseline,FULL,426,426,292,96,9,0.00256798990243,0.000983460705863,0.129426691083,0.0276850839404,0.196544598472,0.658510547167,0.513698630137,-0.0285157193427,0.0433402074475,-0.0792950064319,,,-0.000903364072982,0.00603934387785,0.147082262266,-0.0008472270945185325,0.006084580493701421,0.15396920615876825,,pass,
SRC0_ALL_ELIGIBLE_BASELINE,0,5,all_eligible_baseline,project_conservative_close_to_close_proxy,EW,0,all_eligible_baseline,LATE,213,213,165,50,5,0.00297771943715,0.00121647232859,0.150077059632,0.0279243855341,0.198243471257,0.75703405858,0.527272727273,-0.0280977055894,0.0414282939809,-0.0720713518864,,,-0.00161874389507,0.00757418276937,0.204184275121,-0.0014669288209910392,0.0077707753468618974,0.21315736852629474,,pass,
SRC0_ALL_ELIGIBLE_BASELINE,0,5,all_eligible_baseline,qfq_complete_case_sensitivity,EW,0,all_eligible_baseline,EARLY,213,213,213,51,5,9.83660140406e-05,0.00139042696914,0.00495764710765,0.032190324479,0.228528633434,0.0216937677925,0.521126760563,-0.0413612111236,0.0600471866116,-0.119727426882,,,-0.00426735676265,0.00446408879073,0.964776222334,-0.003232880753725097,0.0050804865282457565,0.967006598680264,,pass,
SRC0_ALL_ELIGIBLE_BASELINE,0,5,all_eligible_baseline,qfq_complete_case_sensitivity,EW,0,all_eligible_baseline,FULL,426,426,426,101,9,0.000928396963077,0.00130344964886,0.0467912069391,0.0297976731512,0.211542494056,0.221190579925,0.523474178404,-0.0332425530411,0.0534993160312,-0.119727426882,,,-0.00204432374301,0.00390111766917,0.540466642082,-0.0018184722978318308,0.0037594903432604555,0.5190961807638472,,pass,
SRC0_ALL_ELIGIBLE_BASELINE,0,5,all_eligible_baseline,qfq_complete_case_sensitivity,EW,0,all_eligible_baseline,LATE,213,213,213,51,5,0.00175842791211,0.00121647232859,0.0886247667705,0.0272468249875,0.193433268555,0.458167136567,0.525821596244,-0.0274297258567,0.0443584573706,-0.0975691736393,,,-0.0022491028791,0.00576595870332,0.389791945271,-0.0016811183640945894,0.005526667389991042,0.33633273345330933,,pass,
SRC0_ALL_ELIGIBLE_BASELINE,0,10,all_eligible_baseline,project_conservative_close_to_close_proxy,EW,0,all_eligible_baseline,EARLY,213,213,101,42,5,0.00260033515529,-0.000358953417716,0.0655284459134,0.0380041221061,0.190779178858,0.343477974408,0.485148514851,-0.0400948723912,0.0595144045107,-0.135886967948,,,-0.00791072319045,0.013111393501,0.627764083317,-0.005541022688013043,0.014838587311695019,0.6156768646270746,,pass,
SRC0_ALL_ELIGIBLE_BASELINE,0,10,all_eligible_baseline,project_conservative_close_to_close_proxy,EW,0,all_eligible_baseline,FULL,426,426,237,87,9,0.00427821006708,-0.00170421129975,0.10781089369,0.0436903814834,0.219323974387,0.491560003833,0.472573839662,-0.036702592137,0.05402056112,-0.135886967948,,,-0.00354735939191,0.0121037795261,0.283942375101,-0.0029482356796940953,0.012782392471991796,0.28534293141371725,,pass,
SRC0_ALL_ELIGIBLE_BASELINE,0,10,all_eligible_baseline,project_conservative_close_to_close_proxy,EW,0,all_eligible_baseline,LATE,213,213,136,46,5,0.00552427893538,-0.00387846500792,0.139211829172,0.0475754083343,0.238826654396,0.582899046691,0.463235294118,-0.0329968265409,0.0476675415643,-0.0783948340729,,,-0.00562083603718,0.0166693939079,0.33130343685,-0.004120127788349166,0.018421917908094748,0.33813237352529496,,pass,
SRC0_ALL_ELIGIBLE_BASELINE,0,10,all_eligible_baseline,qfq_complete_case_sensitivity,EW,0,all_eligible_baseline,EARLY,213,213,213,51,5,0.000441468555077,0.00043335587897,0.0111250075879,0.0436890895655,0.219317489011,0.0507255834366,0.507042253521,-0.0489341576104,0.0777044568694,-0.144125946803,,,-0.00749226769466,0.00837520480481,0.913153981934,-0.006124528883810906,0.010151386475677105,0.9196160767846431,,pass,
