arm_id,formation_sessions,holding_sessions,weighting,bucket_count,bucket_id,return_semantics,cost_transition_scope_id,valid_transition_n,gross_return_week_n,turnover_week_n,same_population_gate,mean_target_turnover,mean_gross_return,break_even_one_way_cost_bps,commission_buy_bps,commission_sell_bps,slippage_buy_bps,slippage_sell_bps,mean_transfer_fee_buy_bps,mean_transfer_fee_sell_bps,mean_stamp_tax_sell_bps,stamp_tax_proxy_mode,historical_stamp_tax_schedule_replication,minimum_commission_included,turnover_weighted_frozen_one_way_cost_bps,break_even_cost_multiple_proxy,break_even_one_way_cost_multiple_floor,frozen_cost_contract_gate,cost_feasible,failure_reason
SRC1_TOTAL_CONT_5D,5,5,EW,5,FAVORABLE,project_conservative_close_to_close_proxy,C_H::SRC1_TOTAL_CONT_5D::H5::project_conservative_close_to_close_proxy::EW::K5,388,388,388,True,0.788460084752,-0.000247784424952,-1.57131876263,2.5,2.5,5,5,0.149484536082,0.149484536082,5,current_5bps_applied_uniformly_to_history,False,False,10.1492626521,-0.154820977296,1.25,pass,False,nonpositive_gross_or_break_even_multiple_below_floor
SRC1_TOTAL_CONT_5D,5,5,EW,5,FAVORABLE,qfq_complete_case_sensitivity,C_H::SRC1_TOTAL_CONT_5D::H5::qfq_complete_case_sensitivity::EW::K5,425,425,425,True,0.792116191931,0.000139186984272,0.878576815435,2.5,2.5,5,5,0.151058823529,0.151058823529,5,current_5bps_applied_uniformly_to_history,False,False,10.1509058202,0.0865515680072,1.25,pass,False,nonpositive_gross_or_break_even_multiple_below_floor
SRC1_TOTAL_CONT_5D,5,5,EW,10,FAVORABLE,project_conservative_close_to_close_proxy,C_H::SRC1_TOTAL_CONT_5D::H5::project_conservative_close_to_close_proxy::EW::K10,404,404,404,True,0.888218832087,-8.27737937795e-05,-0.465953832486,2.5,2.5,5,5,0.150495049505,0.150495049505,5,current_5bps_applied_uniformly_to_history,False,False,10.1503381072,-0.0459052523733,1.25,pass,False,nonpositive_gross_or_break_even_multiple_below_floor
SRC1_TOTAL_CONT_5D,5,5,EW,10,FAVORABLE,qfq_complete_case_sensitivity,C_H::SRC1_TOTAL_CONT_5D::H5::qfq_complete_case_sensitivity::EW::K10,425,425,425,True,0.889128451381,1.10326701849e-05,0.0620420489736,2.5,2.5,5,5,0.151058823529,0.151058823529,5,current_5bps_applied_uniformly_to_history,False,False,10.1508714038,0.00611199240987,1.25,pass,False,nonpositive_gross_or_break_even_multiple_below_floor
SRC1_TOTAL_CONT_5D,5,5,VW,5,FAVORABLE,project_conservative_close_to_close_proxy,C_H::SRC1_TOTAL_CONT_5D::H5::project_conservative_close_to_close_proxy::VW::K5,388,388,388,True,0.819711551289,0.000736632850547,4.49324429666,2.5,2.5,5,5,0.149484536082,0.149484536082,5,current_5bps_applied_uniformly_to_history,False,False,10.1494364052,0.442708749263,1.25,pass,False,nonpositive_gross_or_break_even_multiple_below_floor
SRC1_TOTAL_CONT_5D,5,5,VW,5,FAVORABLE,qfq_complete_case_sensitivity,C_H::SRC1_TOTAL_CONT_5D::H5::qfq_complete_case_sensitivity::VW::K5,425,425,425,True,0.82352449387,0.000829151085407,5.03416165262,2.5,2.5,5,5,0.151058823529,0.151058823529,5,current_5bps_applied_uniformly_to_history,False,False,10.151200895,0.495917843089,1.25,pass,False,nonpositive_gross_or_break_even_multiple_below_floor
SRC1_TOTAL_CONT_5D,5,5,VW,10,FAVORABLE,project_conservative_close_to_close_proxy,C_H::SRC1_TOTAL_CONT_5D::H5::project_conservative_close_to_close_proxy::VW::K10,404,404,404,True,0.912209604165,0.000171978146751,0.942645999153,2.5,2.5,5,5,0.150495049505,0.150495049505,5,current_5bps_applied_uniformly_to_history,False,False,10.1502976181,0.0928688039132,1.25,pass,False,nonpositive_gross_or_break_even_multiple_below_floor
SRC1_TOTAL_CONT_5D,5,5,VW,10,FAVORABLE,qfq_complete_case_sensitivity,C_H::SRC1_TOTAL_CONT_5D::H5::qfq_complete_case_sensitivity::VW::K10,425,425,425,True,0.912901819217,0.000313506341429,1.71708684784,2.5,2.5,5,5,0.151058823529,0.151058823529,5,current_5bps_applied_uniformly_to_history,False,False,10.150839216,0.169157131868,1.25,pass,False,nonpositive_gross_or_break_even_multiple_below_floor
SRC1_TOTAL_CONT_5D,5,10,EW,5,FAVORABLE,project_conservative_close_to_close_proxy,C_H::SRC1_TOTAL_CONT_5D::H10::project_conservative_close_to_close_proxy::EW::K5,359,359,359,True,0.789453588813,0.00124128003519,7.8616403344,2.5,2.5,5,5,0.14791086351,0.14791086351,5,current_5bps_applied_uniformly_to_history,False,False,10.1476863437,0.774722440973,1.25,pass,False,nonpositive_gross_or_break_even_multiple_below_floor
SRC1_TOTAL_CONT_5D,5,10,EW,5,FAVORABLE,qfq_complete_case_sensitivity,C_H::SRC1_TOTAL_CONT_5D::H10::qfq_complete_case_sensitivity::EW::K5,424,424,424,True,0.792357032007,0.00219908834024,13.8768777926,2.5,2.5,5,5,0.151179245283,0.151179245283,5,current_5bps_applied_uniformly_to_history,False,False,10.1510103716,1.36704399705,1.25,pass,True,
