record_type,decision_date,src_arm_id,common_total_population_n,common_lowvol_population_n,common_size_population_n,spearman_SRC_vs_total,spearman_SRC_vs_negative_VOL20,spearman_SRC_vs_log_market_cap,top_decile_jaccard_SRC_vs_total,top_decile_jaccard_SRC_vs_lowvol,favorable_bucket_weighted_mean_beta,beta_attribution_weighting,valid_lowvol_spearman_week_n,valid_lowvol_jaccard_week_n,valid_size_spearman_week_n,warning_minimum_week_n,full_history_median_spearman_SRC_vs_negative_VOL20,full_history_median_lowvol_jaccard,full_history_median_spearman_SRC_vs_log_market_cap,arm_scale_dependence_warning,arm_size_dependence_warning,overall_scale_dependence_warning,overall_size_dependence_warning,style_status,failure_reason
WEEKLY,2018-06-15 00:00:00,SRC3_MKT_RESID_CONT_5D,432,426,432,0.960632159785,0.195234356961,0.273627402124,0.72,0.0493827160494,1.05527001882,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-06-15 00:00:00,SRC4_MKT_RESID_CONT_10D,429,425,429,0.956404126193,-0.0160425817949,0.181783832338,0.826086956522,0.0493827160494,1.05280545881,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-06-22 00:00:00,SRC3_MKT_RESID_CONT_5D,430,427,430,0.890729181249,0.184320724408,0.270553263711,0.535714285714,0.0897435897436,1.0152782001,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-06-22 00:00:00,SRC4_MKT_RESID_CONT_10D,428,425,428,0.910257354106,0.161700770662,0.268315719825,0.555555555556,0.103896103896,1.04276586217,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-06-29 00:00:00,SRC3_MKT_RESID_CONT_5D,429,426,429,0.879557499662,-0.0448878031933,-0.316979738366,0.183098591549,0.0240963855422,0.883108606169,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-06-29 00:00:00,SRC4_MKT_RESID_CONT_10D,427,426,427,0.84088351158,0.0851263026568,0.0170657775364,0.423728813559,0.197183098592,0.846088062428,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-07-06 00:00:00,SRC3_MKT_RESID_CONT_5D,430,427,430,0.825164033614,0.0701307585054,-0.0313947639799,0.246376811594,0.103896103896,0.892859074813,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-07-06 00:00:00,SRC4_MKT_RESID_CONT_10D,428,425,428,0.844515374315,0.0208602335433,-0.21648996017,0.253731343284,0.0365853658537,0.919207543246,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-07-13 00:00:00,SRC3_MKT_RESID_CONT_5D,431,428,431,0.880467274591,-0.131849918122,-0.0283590232438,0.535714285714,0.0240963855422,0.933245820942,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-07-13 00:00:00,SRC4_MKT_RESID_CONT_10D,427,425,427,0.933439768379,0.000157102437042,-0.043945456098,0.584905660377,0.0759493670886,0.874317417271,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-07-20 00:00:00,SRC3_MKT_RESID_CONT_5D,430,429,430,0.942335029671,0.231166073657,0.0211000675793,0.622641509434,0.148648648649,0.7897222916,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-07-20 00:00:00,SRC4_MKT_RESID_CONT_10D,429,428,429,0.888526817673,-0.0192384603293,-0.00218879143026,0.423728813559,0.0493827160494,0.826791367869,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-07-27 00:00:00,SRC3_MKT_RESID_CONT_5D,433,431,433,0.967701138416,0.25403904147,-0.0171797045819,0.563636363636,0.115384615385,0.958072184385,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-07-27 00:00:00,SRC4_MKT_RESID_CONT_10D,431,429,431,0.953652943398,0.311903918729,-0.00704703921533,0.535714285714,0.118421052632,0.844587951247,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-08-03 00:00:00,SRC3_MKT_RESID_CONT_5D,435,435,435,0.732855203904,0.315865888558,0.215132439276,0.323076923077,0.12987012987,0.990716129631,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-08-03 00:00:00,SRC4_MKT_RESID_CONT_10D,433,433,433,0.902853015849,0.353942800145,0.107700860523,0.409836065574,0.0875,1.00630943992,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-08-10 00:00:00,SRC3_MKT_RESID_CONT_5D,443,443,443,0.904421392272,0.0175160963237,-0.00607758203031,0.375,0.0348837209302,0.952867588063,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-08-10 00:00:00,SRC4_MKT_RESID_CONT_10D,440,440,440,0.901400833682,0.214539566085,0.147136560153,0.41935483871,0.142857142857,0.876608293588,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-08-17 00:00:00,SRC3_MKT_RESID_CONT_5D,439,438,439,0.627926029099,0.252024218719,-0.0880219961023,0.228571428571,0.0740740740741,0.989117046781,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-08-17 00:00:00,SRC4_MKT_RESID_CONT_10D,439,438,439,0.892173994446,0.188744163589,-0.0737065162815,0.34375,0.0609756097561,0.943138943333,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-08-24 00:00:00,SRC3_MKT_RESID_CONT_5D,440,438,440,0.816156216059,-0.103785708334,0.188446087078,0.44262295082,0.0609756097561,0.88026784862,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-08-24 00:00:00,SRC4_MKT_RESID_CONT_10D,438,438,438,0.873882460537,0.116181260947,0.0806954831107,0.409836065574,0.101265822785,0.928501463271,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-08-31 00:00:00,SRC3_MKT_RESID_CONT_5D,442,439,442,0.943542202434,0.0464943534638,0.170954785804,0.62962962963,0.0481927710843,0.918180215688,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-08-31 00:00:00,SRC4_MKT_RESID_CONT_10D,439,437,439,0.91186070459,-0.0285343791529,0.248089453842,0.535714285714,0.0481927710843,0.863869038224,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-09-07 00:00:00,SRC3_MKT_RESID_CONT_5D,440,437,440,0.858108677308,0.223498788827,-0.173274843174,0.294117647059,0.12987012987,0.777821912529,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-09-07 00:00:00,SRC4_MKT_RESID_CONT_10D,440,437,440,0.882627070294,0.156732597897,-0.00237045739812,0.466666666667,0.12987012987,0.837036308783,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-09-14 00:00:00,SRC3_MKT_RESID_CONT_5D,442,441,442,0.914870202292,0.409828686719,0.0130089194907,0.543859649123,0.141025641026,0.74668962314,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-09-14 00:00:00,SRC4_MKT_RESID_CONT_10D,440,439,440,0.868678181565,0.370099881708,-0.114359108729,0.275362318841,0.191780821918,0.765301539818,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-09-21 00:00:00,SRC3_MKT_RESID_CONT_5D,446,446,446,0.693045354005,-0.129916072721,0.259487427816,0.222222222222,0.0595238095238,0.849372830771,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-09-21 00:00:00,SRC4_MKT_RESID_CONT_10D,442,442,442,0.912918666338,0.213556302882,0.175155528438,0.353846153846,0.155844155844,0.65997291165,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-09-28 00:00:00,SRC3_MKT_RESID_CONT_5D,443,443,443,0.840830181887,-0.023017542736,0.323092686059,0.294117647059,0.0595238095238,0.788105287668,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-09-28 00:00:00,SRC4_MKT_RESID_CONT_10D,442,442,442,0.846700687568,-0.0541151345067,0.345596755806,0.44262295082,0.0853658536585,0.806545434562,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-10-12 00:00:00,SRC3_MKT_RESID_CONT_5D,444,444,444,0.849870886942,0.235337424827,0.238443541571,0.44262295082,0.0470588235294,0.970797845254,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-10-12 00:00:00,SRC4_MKT_RESID_CONT_10D,444,444,444,0.951351077153,0.282742173528,0.326354487493,0.543859649123,0.0470588235294,0.9227259608,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-10-19 00:00:00,SRC3_MKT_RESID_CONT_5D,445,444,445,0.953432134205,0.0438523744532,0.00398930194365,0.571428571429,0.0987654320988,0.903903821053,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-10-19 00:00:00,SRC4_MKT_RESID_CONT_10D,441,441,441,0.893487325,0.102469799108,0.223081540308,0.6,0.0853658536585,0.919795793414,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-10-26 00:00:00,SRC3_MKT_RESID_CONT_5D,448,447,448,0.939480671867,0.130178528434,-0.0646284114908,0.313432835821,0.0470588235294,0.891292976627,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-10-26 00:00:00,SRC4_MKT_RESID_CONT_10D,444,444,444,0.963352182172,0.071101639088,-0.0782972842729,0.571428571429,0.0722891566265,0.927396070278,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-11-02 00:00:00,SRC3_MKT_RESID_CONT_5D,446,444,446,0.823258667058,-0.186914304164,-0.221695906571,0.222222222222,0.0470588235294,0.878218837073,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-11-02 00:00:00,SRC4_MKT_RESID_CONT_10D,444,443,444,0.91252365816,0.0169106984271,-0.183101167467,0.396825396825,0.0229885057471,0.841531355175,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-11-09 00:00:00,SRC3_MKT_RESID_CONT_5D,448,445,448,0.789160609387,0.163101101807,-0.303665384032,0.41935483871,0.141025641026,0.903371340295,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-11-09 00:00:00,SRC4_MKT_RESID_CONT_10D,447,445,447,0.930189088908,0.00977777293593,-0.348226512217,0.44262295082,0.0595238095238,0.859978295522,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-11-16 00:00:00,SRC3_MKT_RESID_CONT_5D,445,441,445,0.876729276261,0.0190393639973,-0.392605458787,0.275362318841,0.0229885057471,0.910847745922,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-11-16 00:00:00,SRC4_MKT_RESID_CONT_10D,442,440,442,0.936287624965,0.0649553505395,-0.474438012746,0.375,0.0352941176471,0.924826387501,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-11-23 00:00:00,SRC3_MKT_RESID_CONT_5D,446,440,446,0.88748367968,-0.0524564599085,0.137069724331,0.396825396825,0.1,1.05545301371,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-11-23 00:00:00,SRC4_MKT_RESID_CONT_10D,442,439,442,0.956491712851,-0.188742386892,-0.166640783766,0.491525423729,0.0235294117647,0.975953365364,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-11-30 00:00:00,SRC3_MKT_RESID_CONT_5D,447,440,447,0.918180916767,-0.034667111823,-0.0158948563776,0.491525423729,0.0864197530864,0.968084175676,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-11-30 00:00:00,SRC4_MKT_RESID_CONT_10D,444,439,444,0.949749485707,-0.02926241855,0.097883532961,0.62962962963,0.0609756097561,1.04956698968,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-12-07 00:00:00,SRC3_MKT_RESID_CONT_5D,449,442,449,0.937627797221,0.0596428882371,-0.0706851203733,0.375,0.0348837209302,0.856030397297,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-12-07 00:00:00,SRC4_MKT_RESID_CONT_10D,447,442,447,0.931683140647,-0.0240245429653,-0.0696867650663,0.51724137931,0.0348837209302,0.897419312002,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-12-14 00:00:00,SRC3_MKT_RESID_CONT_5D,450,446,450,0.939080127145,0.0899308569618,0.188854858543,0.5,0.0595238095238,0.999212960278,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-12-14 00:00:00,SRC4_MKT_RESID_CONT_10D,448,444,448,0.944622197618,0.0503253703903,0.0807229552409,0.375,0.0595238095238,0.91842537738,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-12-21 00:00:00,SRC3_MKT_RESID_CONT_5D,451,448,451,0.680344302075,0.170450153425,-0.197534812838,0.267605633803,0.1125,1.00455145933,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-12-21 00:00:00,SRC4_MKT_RESID_CONT_10D,449,447,449,0.864495307031,0.138890516104,0.00869750238626,0.375,0.0987654320988,0.886272828004,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-12-28 00:00:00,SRC3_MKT_RESID_CONT_5D,454,453,454,0.97265227989,0.0353373001479,0.0997570856952,0.636363636364,0.0963855421687,0.871182702528,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2018-12-28 00:00:00,SRC4_MKT_RESID_CONT_10D,451,450,451,0.863198398838,0.187265385673,-0.0614271791954,0.475409836066,0.125,0.807719100614,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-01-04 00:00:00,SRC3_MKT_RESID_CONT_5D,454,453,454,0.944026029693,0.0233996789818,0.0633628354899,0.5,0.0705882352941,0.986283880317,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-01-04 00:00:00,SRC4_MKT_RESID_CONT_10D,450,449,450,0.944462343024,0.0250531604624,-0.095658546462,0.5,0.0348837209302,0.940815503249,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-01-11 00:00:00,SRC3_MKT_RESID_CONT_5D,455,455,455,0.884803036055,-0.0936294056048,-0.167949822031,0.475409836066,0.0224719101124,1.04111405738,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-01-11 00:00:00,SRC4_MKT_RESID_CONT_10D,454,454,454,0.912947617776,-0.108361067412,-0.0580932910192,0.451612903226,0.0581395348837,0.965373019267,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-01-18 00:00:00,SRC3_MKT_RESID_CONT_5D,455,455,456,0.869597154526,-0.0983970006344,0.169117879702,0.363636363636,0,1.03007406569,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-01-18 00:00:00,SRC4_MKT_RESID_CONT_10D,454,454,454,0.85845915324,-0.128295621291,0.010845128265,0.451612903226,0.0111111111111,1.02668299225,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-01-25 00:00:00,SRC3_MKT_RESID_CONT_5D,457,456,457,0.949874070047,-0.184108647313,0.0314321967283,0.698113207547,0.0340909090909,0.996501229197,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-01-25 00:00:00,SRC4_MKT_RESID_CONT_10D,454,453,454,0.915894777102,-0.203253503923,0.135765340357,0.525423728814,0,0.993070896052,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-02-01 00:00:00,SRC3_MKT_RESID_CONT_5D,458,456,458,0.899586738845,0.0137136731747,0.213462304838,0.607142857143,0.0833333333333,0.959363968881,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-02-01 00:00:00,SRC4_MKT_RESID_CONT_10D,454,453,454,0.928439632253,-0.129114804143,0.165306438463,0.636363636364,0.0833333333333,0.996681757984,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-02-15 00:00:00,SRC3_MKT_RESID_CONT_5D,458,456,458,0.896194014093,-0.312619201598,-0.314358831292,0.285714285714,0.0340909090909,0.941815553095,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-02-15 00:00:00,SRC4_MKT_RESID_CONT_10D,457,456,457,0.805380387416,-0.186451484712,-0.0167098586959,0.525423728814,0.0705882352941,0.955700824567,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-02-22 00:00:00,SRC3_MKT_RESID_CONT_5D,460,458,460,0.824252600849,-0.515541088823,-0.135276179698,0.508196721311,0,1.05668469816,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-02-22 00:00:00,SRC4_MKT_RESID_CONT_10D,459,457,459,0.888936912655,-0.569657394085,-0.252791148736,0.5,0,1.04082679633,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-03-01 00:00:00,SRC3_MKT_RESID_CONT_5D,455,453,455,0.795676755426,-0.0632621890217,0.00877273665356,0.384615384615,0.0459770114943,0.90864583772,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-03-01 00:00:00,SRC4_MKT_RESID_CONT_10D,455,453,455,0.747416448611,-0.461550883858,-0.0511629803074,0.40625,0,1.03247982993,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-03-08 00:00:00,SRC3_MKT_RESID_CONT_5D,459,458,459,0.964530539765,-0.313546186154,-0.407089523994,0.525423728814,0.0340909090909,1.07343670974,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-03-08 00:00:00,SRC4_MKT_RESID_CONT_10D,457,457,457,0.951900189448,-0.369487484202,-0.322195606835,0.607142857143,0.0340909090909,0.990665285472,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-03-15 00:00:00,SRC3_MKT_RESID_CONT_5D,459,458,459,0.895907307927,0.172282455515,0.0125308524777,0.475409836066,0.0111111111111,1.02035889626,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-03-15 00:00:00,SRC4_MKT_RESID_CONT_10D,458,457,458,0.963809936716,-0.307029571914,-0.334121496693,0.764705882353,0.0224719101124,0.989479813647,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-03-22 00:00:00,SRC3_MKT_RESID_CONT_5D,456,455,456,0.925496201369,-0.0439038123944,-0.14218284307,0.5,0.0705882352941,0.914101878503,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-03-22 00:00:00,SRC4_MKT_RESID_CONT_10D,455,454,455,0.909628315112,0.0879779379823,-0.0321458509031,0.578947368421,0.0340909090909,1.02342659675,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-03-29 00:00:00,SRC3_MKT_RESID_CONT_5D,456,456,456,0.921085916272,-0.0882030442205,0.0203154325808,0.636363636364,0.0459770114943,1.07237136563,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-03-29 00:00:00,SRC4_MKT_RESID_CONT_10D,455,455,455,0.943964579358,-0.185334524043,-0.0675541361027,0.607142857143,0.0340909090909,0.99716468824,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-04-04 00:00:00,SRC3_MKT_RESID_CONT_5D,454,454,454,0.67808907841,-0.225963778614,-0.017403205366,0.428571428571,0,0.973653961314,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-04-04 00:00:00,SRC4_MKT_RESID_CONT_10D,453,453,453,0.92188704157,-0.142410181909,-0.00818913892827,0.666666666667,0.0340909090909,1.00175799765,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-04-12 00:00:00,SRC3_MKT_RESID_CONT_5D,456,452,456,0.929292301618,0.0769455778397,0.036897790681,0.698113207547,0.0705882352941,0.944126033693,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-04-12 00:00:00,SRC4_MKT_RESID_CONT_10D,450,450,450,0.909963538915,-0.107561420056,0.0246682370448,0.607142857143,0.0344827586207,0.920500352543,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-04-19 00:00:00,SRC3_MKT_RESID_CONT_5D,458,452,458,0.826830891932,-0.100206057817,-0.0361497807663,0.636363636364,0.0459770114943,1.0223264423,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-04-19 00:00:00,SRC4_MKT_RESID_CONT_10D,453,450,453,0.949562788949,-0.106587588087,0.00321224712461,0.764705882353,0.0588235294118,0.981755399015,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-04-26 00:00:00,SRC3_MKT_RESID_CONT_5D,457,451,457,0.806487429384,-0.0767152640151,0.0546590813651,0.451612903226,0.0459770114943,1.14935277822,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-04-26 00:00:00,SRC4_MKT_RESID_CONT_10D,456,450,456,0.950648418724,-0.19955370973,0.0107534869829,0.764705882353,0.0227272727273,1.11912386013,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-04-30 00:00:00,SRC3_MKT_RESID_CONT_5D,457,453,457,0.944758165708,0.125980139421,0.14161461914,0.525423728814,0.0705882352941,1.01171591055,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-04-30 00:00:00,SRC4_MKT_RESID_CONT_10D,456,452,456,0.928347168207,-0.0658737874108,0.106258281624,0.8,0.0459770114943,1.02490889638,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-05-10 00:00:00,SRC3_MKT_RESID_CONT_5D,459,457,459,0.888641076328,-0.0643150522001,-0.1392611041,0.40625,0.0963855421687,0.994898080784,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-05-10 00:00:00,SRC4_MKT_RESID_CONT_10D,456,456,456,0.909550428841,0.0680506180449,0.0419649105933,0.525423728814,0.0833333333333,0.991464023486,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-05-17 00:00:00,SRC3_MKT_RESID_CONT_5D,459,456,459,0.92313417741,0.0488405410091,0.0393112374372,0.525423728814,0.0340909090909,1.04309266281,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-05-17 00:00:00,SRC4_MKT_RESID_CONT_10D,457,455,457,0.879456519717,-0.0146834385184,-0.0674514825184,0.698113207547,0,1.04389845868,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-05-24 00:00:00,SRC3_MKT_RESID_CONT_5D,459,456,459,0.93210816888,0.145631668803,0.0476116552564,0.475409836066,0.1375,0.952662950331,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-05-24 00:00:00,SRC4_MKT_RESID_CONT_10D,457,454,457,0.890548564756,0.135542334959,0.0924205909555,0.451612903226,0.1375,0.928188569253,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-05-31 00:00:00,SRC3_MKT_RESID_CONT_5D,461,459,461,0.963064361838,-0.0295043376505,-0.0227781649643,0.672727272727,0.0340909090909,0.950152607389,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-05-31 00:00:00,SRC4_MKT_RESID_CONT_10D,458,457,458,0.945593870163,0.0840122268731,0.0355730850082,0.551724137931,0.0833333333333,0.907243618867,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-06-06 00:00:00,SRC3_MKT_RESID_CONT_5D,461,459,461,0.895726031961,0.270990915194,0.305650446884,0.533333333333,0.22972972973,0.905152557534,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-06-06 00:00:00,SRC4_MKT_RESID_CONT_10D,460,459,460,0.966549237822,0.183416413208,0.264595357461,0.769230769231,0.151898734177,0.86621940417,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-06-14 00:00:00,SRC3_MKT_RESID_CONT_5D,461,458,461,0.905272950194,-0.0801246747031,-0.100387907857,0.533333333333,0.0340909090909,0.977385661064,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-06-14 00:00:00,SRC4_MKT_RESID_CONT_10D,459,457,459,0.95495507234,0.107893529846,0.144710126314,0.698113207547,0.1375,0.888911538628,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-06-21 00:00:00,SRC3_MKT_RESID_CONT_5D,463,460,463,0.660929857362,-0.239062689743,-0.126390999334,0.194805194805,0,1.07861712084,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-06-21 00:00:00,SRC4_MKT_RESID_CONT_10D,461,459,461,0.748688866542,-0.213999238073,-0.161615372273,0.352941176471,0.0111111111111,1.00547065525,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-06-28 00:00:00,SRC3_MKT_RESID_CONT_5D,463,461,463,0.964676717488,-0.026255494953,0.141253594473,0.642857142857,0.0108695652174,1.07925077158,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-06-28 00:00:00,SRC4_MKT_RESID_CONT_10D,460,459,460,0.89615801176,-0.213138657146,0.0182074502284,0.483870967742,0,1.084659143,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-07-05 00:00:00,SRC3_MKT_RESID_CONT_5D,465,461,465,0.91451123566,0.11121711449,-0.077055693737,0.373134328358,0.0108695652174,0.955397052303,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-07-05 00:00:00,SRC4_MKT_RESID_CONT_10D,461,460,461,0.948027696156,0.0362406989266,0.0448798490013,0.614035087719,0.0222222222222,1.02946167515,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-07-12 00:00:00,SRC3_MKT_RESID_CONT_5D,463,459,463,0.896038124384,-0.0145011919077,0.149625101197,0.4375,0.0224719101124,1.07918712381,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-07-12 00:00:00,SRC4_MKT_RESID_CONT_10D,462,458,462,0.946564401056,0.0105810618834,0.0426208864668,0.769230769231,0.0111111111111,0.965726451224,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-07-19 00:00:00,SRC3_MKT_RESID_CONT_5D,464,460,464,0.964535468976,0.0658990950274,0.0565781033402,0.586206896552,0.0454545454545,1.00698402569,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-07-19 00:00:00,SRC4_MKT_RESID_CONT_10D,463,460,463,0.924802249586,-0.0229147133719,0.151762440286,0.559322033898,0.0222222222222,1.07524512526,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-07-26 00:00:00,SRC3_MKT_RESID_CONT_5D,464,462,464,0.933445008493,-0.121040922693,-0.0237666281469,0.672727272727,0.0449438202247,0.976387655946,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-07-26 00:00:00,SRC4_MKT_RESID_CONT_10D,463,461,463,0.938301895096,-0.0766821690994,0.00462880569196,0.803921568627,0.0568181818182,0.937119055495,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-08-02 00:00:00,SRC3_MKT_RESID_CONT_5D,464,461,464,0.821977022706,0.061112451634,-0.204157607325,0.483870967742,0.0813953488372,0.938350708501,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-08-02 00:00:00,SRC4_MKT_RESID_CONT_10D,462,460,462,0.937150287576,-0.029341430684,-0.123678446711,0.769230769231,0.0222222222222,0.962311192778,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-08-09 00:00:00,SRC3_MKT_RESID_CONT_5D,465,464,465,0.901381482525,-0.055520893145,0.129963311643,0.460317460317,0.0568181818182,1.02416169229,EW_decile_favorable,,,,52,,,,,,,,pass,
WEEKLY,2019-08-09 00:00:00,SRC4_MKT_RESID_CONT_10D,463,462,463,0.880490366861,-0.0638921757206,-0.0265776991311,0.393939393939,0.0568181818182,0.984011437246,EW_decile_favorable,,,,52,,,,,,,,pass,
