risk_on_r_series_density_compression_decision,density_binding_preflight_decision,selected_compression_arm_id,recall_gate_pass,bridge_gate_pass,density_gate_pass,p95_density_gate_pass,label_execution_gate_pass,overfit_gate_pass,gate_failures,train_risk_on_incremental_recall_over_e1,robustness_risk_on_incremental_recall_over_e1,train_risk_on_bridge_recall_delta_vs_e1,robustness_risk_on_bridge_recall_delta_vs_e1,density_vs_e1_full_denominator,events_per_instrument_year_p95,single_family_density_share_max,downstream_entry_family_share_35pct_pass,validation_risk_on_sample_small_flag
risk_on_r_series_no_compression_candidate,risk_on_r_series_density_binding_confirmed,,True,True,True,True,True,True,train_no_candidate,,,,,,,,False,True
