instrument,signal_date,order_date,deal_date,entry_type,amount,entry_price,entry_value,entry_cost,exit_signal_date,exit_date,exit_price,exit_value,exit_cost,gross_pnl,net_pnl,initial_stop,current_stop,R,exit_reason,holding_days,cost_before_return,cost_after_return
SZ000963,2025-06-12,2025-06-13,2025-06-13,breakout,1000,44.7400016784668,44740.0016784668,22.3700008392334,2025-06-18,2025-06-19,41.15999984741211,41159.99984741211,61.739999771118164,-3580.0018310546875,-3664.111831665039,41.160801544189454,41.160801544189454,3.579200134277343,stop_loss,6,-0.08001791901536136,-0.08185696365501081
SH601009,2025-06-25,2025-06-26,2025-06-26,breakout,4100,11.5600004196167,47396.00172042847,23.698000860214233,2025-07-08,2025-07-09,11.489999771118164,47108.99906158447,70.66349859237671,-287.00265884399414,-381.36415829658216,10.635200386047364,10.635200386047364,0.9248000335693352,time_stop,13,-0.006055419200482711,-0.008042314914224814
SH600160,2025-06-30,2025-07-01,2025-07-01,breakout,1600,28.510000228881836,45616.00036621094,22.80800018310547,2025-07-10,2025-07-11,26.690000534057617,42704.00085449219,64.05600128173828,-2911.99951171875,-2998.863513183592,26.22920021057129,26.22920021057129,2.280800018310547,ema60_exit,10,-0.06383723887102892,-0.06570862869837316
SH603799,2025-07-01,2025-07-02,2025-07-02,breakout,1200,37.810001373291016,45372.00164794922,22.68600082397461,2025-07-15,2025-07-16,37.02000045776367,44424.000549316406,66.63600082397461,-948.0010986328125,-1037.3231002807588,34.78520126342774,34.78520126342774,3.0248001098632784,time_stop,14,-0.02089396685622446,-0.022851200305787165
SH601998,2025-07-04,2025-07-07,2025-07-07,breakout,5600,8.520000457763672,47712.00256347656,23.856001281738283,2025-07-17,2025-07-18,8.279999732971191,46367.99850463867,69.55199775695802,-1344.0040588378906,-1437.4120578765855,7.838400421142579,7.838400421142579,0.6816000366210933,time_stop,11,-0.02816909764057405,-0.03011178810006313
SZ002142,2025-07-10,2025-07-11,2025-07-11,breakout,1700,27.75,47175.0,23.587500000000002,2025-07-21,2025-07-22,27.059999465942383,46001.99909210205,69.00299863815307,-1173.0009078979492,-1265.5914065361053,25.53,25.53,2.219999999999999,time_stop,11,-0.024864884110184404,-0.026814179694172102
SZ002600,2025-07-17,2025-07-18,2025-07-18,breakout,5100,9.34000015258789,47634.00077819824,23.81700038909912,2025-07-28,2025-07-29,9.100000381469727,46410.001945495605,69.6150029182434,-1223.9988327026367,-1317.4308360099822,8.59280014038086,8.59280014038086,0.7472000122070312,time_stop,11,-0.025695906552171292,-0.02764354092188216
SZ002709,2025-07-17,2025-07-18,2025-07-18,breakout,2400,19.3700008392334,46488.002014160156,23.24400100708008,2025-07-31,2025-08-01,18.760000228881836,45024.000549316406,67.5360008239746,-1464.00146484375,-1554.7814666748031,17.82040077209473,17.82040077209473,1.5496000671386696,time_stop,14,-0.03149202808066085,-0.03342807600053956
SZ002460,2025-07-18,2025-07-21,2025-07-21,breakout,1300,36.099998474121094,46929.99801635742,23.46499900817871,2025-07-31,2025-08-01,36.099998474121094,46929.99801635742,70.39499702453614,0.0,-93.8599960327163,33.21199859619141,33.21199859619141,2.887999877929687,time_stop,11,0.0,-0.0019990004997501557
SZ000538,2025-07-30,2025-07-31,2025-07-31,breakout,900,54.599998474121094,49139.998626708984,24.569999313354494,2025-07-31,2025-08-01,53.5,48150.0,72.22500000000001,-989.9986267089844,-1086.7936260223373,50.23199859619141,50.23199859619141,4.367999877929684,ema60_exit,1,-0.020146492763043995,-0.02210522041369255
SH601601,2025-07-25,2025-07-28,2025-07-28,breakout,1300,37.52000045776367,48776.00059509277,24.388000297546387,2025-08-07,2025-08-08,37.2400016784668,48412.002182006836,72.61800327301026,-363.9984130859375,-461.0044166564956,34.51840042114258,34.51840042114258,3.0016000366210918,time_stop,11,-0.007462653941384412,-0.009446736592176276
SH600958,2025-08-15,2025-08-18,2025-08-18,breakout,4200,12.09000015258789,50778.00064086914,25.389000320434572,2025-08-28,2025-08-29,11.550000190734863,48510.000801086426,72.76500120162964,-2267.999839782715,-2366.1538413047806,11.12280014038086,11.12280014038086,0.9672000122070301,time_stop,11,-0.0446650086879808,-0.04657472381304234
SH601377,2025-08-13,2025-08-14,2025-08-14,breakout,7500,6.699999809265137,50249.998569488525,25.124999284744263,2025-09-01,2025-09-02,6.659999847412109,49949.99885559082,74.92499828338623,-299.9997138977051,-400.04971146583557,6.163999824523926,6.163999824523926,0.5359999847412107,time_stop,19,-0.00597014373011073,-0.007957209909560784
SH600372,2025-07-17,2025-07-18,2025-07-18,breakout,3900,12.140000343322754,47346.00133895874,23.67300066947937,2025-09-03,2025-09-04,12.050000190734863,46995.00074386597,70.49250111579896,-351.00059509277344,-445.1660968780503,11.168800315856934,11.168800315856934,0.9712000274658195,time_stop,48,-0.00741352142031796,-0.009397702287043931
SH601318,2025-07-23,2025-07-24,2025-07-24,breakout,800,57.029998779296875,45623.9990234375,22.81199951171875,2025-09-03,2025-09-04,56.84000015258789,45472.00012207031,68.20800018310547,-151.9989013671875,-243.0189010620117,52.467598876953126,52.467598876953126,4.562399902343749,time_stop,42,-0.003331555861403209,-0.005323896579321444
SZ002736,2025-08-15,2025-08-18,2025-08-18,breakout,3500,14.329999923706055,50154.99973297119,25.077499866485596,2025-09-03,2025-09-04,13.899999618530273,48649.99866485596,72.97499799728394,-1505.0010681152344,-1603.053565979004,13.18359992980957,13.18359992980957,1.146399993896484,time_stop,17,-0.03000699982310772,-0.03194601631521545
SH601995,2025-08-15,2025-08-18,2025-08-18,breakout,1300,38.11000061035156,49543.00079345703,24.771500396728516,2025-09-03,2025-09-04,37.2599983215332,48437.997817993164,72.65699672698975,-1105.0029754638672,-1202.4314725875854,35.06120056152344,35.06120056152344,3.04880004882812,time_stop,17,-0.02230391695631406,-0.024258331914922125
SZ002049,2025-08-28,2025-08-29,2025-08-29,breakout,600,83.0,49800.0,24.900000000000002,2025-09-03,2025-09-04,76.0,45600.0,68.4,-4200.0,-4293.300000000001,76.36,76.36,6.640000000000001,stop_loss,6,-0.08433734939759036,-0.08616775949374712
SH601012,2025-09-03,2025-09-04,2025-09-04,breakout,3000,17.170000076293945,51510.000228881836,25.755000114440918,2025-09-15,2025-09-16,17.290000915527344,51870.00274658203,77.80500411987305,360.0025177001953,256.44251346588135,15.79640007019043,15.79640007019043,1.3736000061035156,time_stop,12,0.006988983034372821,0.00497601155404424
SH600000,2025-06-18,2025-06-19,2025-06-19,breakout,3800,12.399999618530273,47119.99855041504,23.55999927520752,2025-09-16,2025-09-17,13.149999618530273,49969.99855041504,74.95499782562256,2850.0,2751.485002899167,11.407999649047852,11.407999649047852,0.9919999694824213,ema60_exit,90,0.06048387282844891,0.058363965036687816
SH601336,2025-07-22,2025-07-23,2025-07-23,breakout,800,59.540000915527344,47632.000732421875,23.81600036621094,2025-09-16,2025-09-17,60.75,48600.0,72.9,967.999267578125,871.2832672119126,54.776800842285155,54.776800842285155,4.763200073242189,ema60_exit,56,0.02032245659836902,0.018282831497722574
SH601288,2025-06-18,2025-06-19,2025-06-19,breakout,8500,5.539999961853027,47089.99967575073,23.544999837875366,2025-09-19,2025-09-22,6.5,55250.0,82.875,8160.000324249268,8053.580324411392,5.096799964904785,5.096799964904785,0.4431999969482421,ema60_exit,95,0.17328520663488786,0.17093980892047528
SH601059,2025-08-15,2025-08-18,2025-08-18,breakout,2700,18.399999618530273,49679.99897003174,24.83999948501587,2025-09-26,2025-09-29,18.270000457763672,49329.001235961914,73.99350185394287,-350.9977340698242,-449.83123540878006,16.92799964904785,16.92799964904785,1.4719999694824217,time_stop,42,-0.007065171927269063,-0.009050049144805698
SZ000657,2025-07-14,2025-07-15,2025-07-15,breakout,3700,12.569999694824219,46508.99887084961,23.254499435424805,2025-10-16,2025-10-17,16.8700008392334,62419.003105163574,93.62850465774537,15910.004234313965,15793.121230220793,11.564399719238281,11.564399719238281,1.0055999755859375,ema60_exit,94,0.34208442711257453,0.3394015996720696
SH600522,2025-09-18,2025-09-19,2025-09-19,breakout,3200,16.799999237060547,53759.99755859375,26.879998779296876,2025-11-03,2025-11-04,16.780000686645508,53696.002197265625,80.54400329589843,-63.995361328125,-171.41936340332322,15.455999298095703,15.455999298095703,1.3439999389648438,time_stop,46,-0.001190389959716341,-0.0031870108693421496
SH600031,2025-09-19,2025-09-22,2025-09-22,breakout,2500,21.610000610351562,54025.001525878906,27.012500762939453,2025-11-10,2025-11-11,21.149999618530273,52874.99904632568,79.31249856948853,-1150.0024795532227,-1256.3274788856506,19.88120056152344,19.88120056152344,1.7288000488281234,time_stop,50,-0.02128648675747564,-0.023242935559559648
SZ000988,2025-07-15,2025-07-16,2025-07-16,breakout,900,48.27000045776367,43443.000411987305,21.721500205993653,2025-11-11,2025-11-12,72.30999755859375,65078.997802734375,97.61849670410156,21635.99739074707,21516.657393836973,44.40840042114258,44.40840042114258,3.861600036621091,ema60_exit,119,0.4980318390894799,0.4950372726944983
SZ002074,2025-08-28,2025-08-29,2025-08-29,breakout,1500,33.16999816894531,49754.99725341797,24.877498626708984,2025-11-19,2025-11-20,40.939998626708984,61409.99794006348,92.11499691009521,11655.000686645508,11538.008191108704,30.51639831542969,30.51639831542969,2.6535998535156224,ema60_exit,83,0.2342478410215339,0.23178057897051632
SH600183,2025-07-04,2025-07-07,2025-07-07,breakout,1500,30.530000686645508,45795.00102996826,22.89750051498413,2025-11-21,2025-11-24,53.27000045776367,79905.00068664551,119.85750102996826,34109.999656677246,33967.244655132294,28.08760063171387,28.08760063171387,2.442400054931639,ema60_exit,140,0.7448411156133756,0.7413531773512799
SZ002475,2025-08-20,2025-08-21,2025-08-21,breakout,1200,39.970001220703125,47964.00146484375,23.982000732421877,2025-11-21,2025-11-24,53.02000045776367,63624.000549316406,95.43600082397461,15659.999084472656,15540.58108291626,36.772401123046876,36.772401123046876,3.197600097656249,ema60_exit,95,0.3264948420942525,0.32384317824199016
SZ002460,2025-11-13,2025-11-14,2025-11-14,breakout,700,71.30000305175781,49910.00213623047,24.955001068115234,2025-11-21,2025-11-24,62.0,43400.0,65.1,-6510.002136230469,-6600.057137298582,65.5960028076172,65.5960028076172,5.704000244140616,stop_loss,10,-0.1304348198275222,-0.13217308105725226
SZ002466,2025-07-17,2025-07-18,2025-07-18,breakout,1300,34.66999816894531,45070.997619628906,22.535498809814452,2025-12-15,2025-12-16,50.4900016784668,65637.00218200684,98.45550327301025,20566.00456237793,20445.0135602951,31.89639831542969,31.89639831542969,2.7735998535156234,ema60_exit,151,0.45630240395258553,0.4533912547192969
SZ002028,2025-12-26,2025-12-29,2025-12-29,breakout,300,161.0,48300.0,24.150000000000002,2026-01-08,2026-01-09,152.00999450683594,45602.99835205078,68.40449752807618,-2697.0016479492188,-2789.5561454772965,148.12,148.12,12.879999999999995,time_stop,11,-0.05583854343580163,-0.0577259226593183
SH601628,2026-01-05,2026-01-06,2026-01-06,breakout,1100,48.27000045776367,53097.00050354004,26.54850025177002,2026-01-16,2026-01-19,47.5,52250.0,78.375,-847.0005035400391,-951.9240037918091,44.40840042114258,44.40840042114258,3.861600036621091,time_stop,13,-0.015951946353044342,-0.017919058904062746
