run_id,created_at,requirement_file_hash,config_file_hash,freeze_manifest_hash,forward_manifest_hash,validation_stress_manifest_hash,validation_preoutcome_freeze_manifest_hash,contract_gate,lineage_gate,output_contract_gate,spent_design_arm_role_gate,outcome_access_gate,primary_arm_id,forward_preoutcome_evaluability_gate,earliest_evaluable_forward_month,pipeline_dry_run_only,forward_evaluability_state,forward_candidate_n,forward_support_gate,forward_primary_left_tail_gate,forward_incremental_frontier_gate,forward_right_tail_budget_gate,forward_placebo_gate,forward_absolute_left_tail_burden_gate,validation_stress_authorized,validation_preoutcome_boundary_gate,validation_stress_gate,validation_stress_state,final_decision_state,blocking_reason,R2_positive_exposure_ratio_50_primary_arm_calendar_matched,R2_positive_exposure_ratio_50_legacy_bridge,R2_positive_exposure_ratio_denominator_bridge_delta,R2_right_tail_capture_retention,R2_weighted_ES10_MAE20,R2_weighted_MAE20_p10,R2_weighted_p_left_tail_20,R2_ES10_improvement_vs_R0,R2_ES10_improvement_vs_R1,R2_ES10_improvement_vs_R1_ci_low,R2_placebo_p_value,R3_diagnostic_right_tail_capture_retention,R3_diagnostic_ES10_improvement_vs_R2,R3_diagnostic_MAE_p10_improvement_vs_R2,next_allowed_requirement,model_training_authorized,entry_policy_authorized,exit_policy_authorized,holding_policy_authorized,portfolio_backtest_authorized,model_deployment_authorized,production_signal_authorized,live_trading_authorized,19C_replay_authorized,EP20_policy_preflight_authorized
19B3_b2_positive_exposure_left_tail_budget_frontier,2026-07-10T03:59:16.949838Z,ae4e6db942a668f848654f51c67380dc3aa65187481d077300827ba2d094d53f,ec42b10d50e6ffaf735f5062c95ba8b66cb6f93fe9445b00f09fa8ab381092f0,01620c7a1f83a376ff43dc67fedc09e9411232b8a55785635b128f44ca00a00d,17c43c38eead75b81330ed3a4f60c0c931d4f3e528bf1bb0c3137e0d1adbebd3,,,pass,pass,pass,pass,pass,R2_VOL60_TOP30_TRIM,fail,not_yet_observed,True,not_evaluable,0,fail,not_evaluated,not_evaluated,not_evaluated,not_evaluated,not_evaluated,False,not_applicable,not_run,not_authorized,19B3_forward_oos_underpowered_not_pass,forward_preoutcome_evaluability_gate_failed,,,,,,,,,,,,,,,none,False,False,False,False,False,False,False,False,False,False
