decision_state,next_allowed_requirement,input_gate_status,lineage_gate_status,lineage_failure_reasons,global_regime_calendar_status,global_regime_calendar_reason,missing_regime_date_bypassed_row_n,missing_regime_date_bypassed_unique_date_n,retained_primary_scope_n,selected_label_id,selected_label_type,active_band_cartography_gate_eligible,deployable_stage2_recall_vs_entry,recall_adjusted_utility_deterioration_vs_entry
12A7g_baserate_only_not_separable_stop_winner_selection,defense_overlay_plus_rule_based_participation_summary,pass,pass,,pass_with_missing_date_bypass,missing_regime_date_bypassed,184500,369,431239,vol20d_kup2p0_kdn1p0_H20,vol_scaled,False,0.2474003466204506,0.0
