auc,rank_ic,rank_ic_ci95_low,rank_ic_ci95_high,top_decile_winner_rate,base_winner_rate,top_decile_lift_abs,top_decile_lift_ratio,top_decile_lift_ci95_low,top_decile_lift_ci95_high,bottom_decile_winner_rate,top_minus_bottom_spread,positive_n,denominator_n,horizon_complete_n,horizon_complete_rate,censored_n,censored_rate,rank_evaluable_n,rank_not_evaluable_rate,top_decile_positive_n,raw_separability_status,search_adjusted_status,denominator_id,label_id,feature_id,selected_feature_id,selected_orientation,orientation,feature_time_bucket,label_reference_view,split,label_grid_size,feature_grid_size,effective_search_size,instrument_n,instrument_month_block_n,effective_block_n
0.6078291166668425,0.12877264979852668,0.12231399348910663,0.13523130610794673,0.21721083387440868,0.13785163215757387,0.0793592017168348,1.5756856155763306,0.07064806920826172,0.08807033422540789,0.07037844355811149,0.1468323903162972,59447,431239,431239,1.0,0,0.0,431239,0.0,9367,pass,pass,full_pit_risk_on_universe_raw_diagnostic,vol20d_kup2p0_kdn1p0_H20,max_drawdown_20d,max_drawdown_20d,desc,desc,t0_pit,full_universe_next_open,all,75,15,2250,1489,33903,33903
0.6045264563402936,0.1288711480258424,0.12007767805601777,0.13766461799566704,0.23014099037138927,0.14881791609353506,0.08132307427785421,1.5464602408942552,0.06920719211058647,0.09343895644512194,0.07552441540577717,0.1546165749656121,34621,232640,232640,1.0,0,0.0,232640,0.0,5354,pass,pass,full_pit_risk_on_universe_raw_diagnostic,vol20d_kup2p0_kdn1p0_H20,max_drawdown_20d,max_drawdown_20d,desc,desc,t0_pit,full_universe_next_open,train,75,15,2250,1156,18007,18007
0.6120595702393531,0.11759012420067749,0.10076219172803837,0.1344180566733166,0.2088776955768928,0.10220850976750043,0.10666918580939239,2.0436429026510505,0.08444561158288813,0.12889276003589664,0.052416181331654335,0.15646151424523846,6493,63527,63527,1.0,0,0.0,63527,0.0,1327,pass,pass,full_pit_risk_on_universe_raw_diagnostic,vol20d_kup2p0_kdn1p0_H20,max_drawdown_20d,max_drawdown_20d,desc,desc,t0_pit,full_universe_next_open,validation,75,15,2250,772,6784,6784
0.6301066494908463,0.15436524998892076,0.14282482408607175,0.16590567589176977,0.2180189517323068,0.1357276119402985,0.08229133979200828,1.606297706233903,0.06671376925367269,0.09786891033034388,0.057891619780870596,0.1601273319514362,18333,135072,135072,1.0,0,0.0,135072,0.0,2945,pass,pass,full_pit_risk_on_universe_raw_diagnostic,vol20d_kup2p0_kdn1p0_H20,max_drawdown_20d,max_drawdown_20d,desc,desc,t0_pit,full_universe_next_open,robustness,75,15,2250,782,9112,9112
0.5989645669059257,0.11818646722708208,0.11172781091766203,0.12464512353650213,0.19448566923290975,0.13785163215757387,0.056634037075335875,1.41083327189481,0.04824911120678631,0.06501896294388544,0.06634356738706984,0.1281421018458399,59447,431239,431239,1.0,0,0.0,431239,0.0,8387,pass,pass,full_pit_risk_on_universe_raw_diagnostic,vol20d_kup2p0_kdn1p0_H20,distance_to_20d_high,max_drawdown_20d,desc,desc,t0_pit,full_universe_next_open,all,75,15,2250,1489,33903,33903
0.5963882490463349,0.11883767671713612,0.11004420674731148,0.12763114668696074,0.21002407152682256,0.14881791609353506,0.0612061554332875,1.4112821697813467,0.0494551452832348,0.0729571655833402,0.0702372764786795,0.13978679504814306,34621,232640,232640,1.0,0,0.0,232640,0.0,4886,pass,pass,full_pit_risk_on_universe_raw_diagnostic,vol20d_kup2p0_kdn1p0_H20,distance_to_20d_high,max_drawdown_20d,desc,desc,t0_pit,full_universe_next_open,train,75,15,2250,1156,18007,18007
0.5999035103964535,0.10483414248708826,0.08800621001444914,0.12166207495972739,0.16606327719187786,0.10220850976750043,0.06385476742437743,1.6247500092666602,0.043406998166436894,0.08430253668231796,0.054147646781048324,0.11191563041082953,6493,63527,63527,1.0,0,0.0,63527,0.0,1055,pass,pass,full_pit_risk_on_universe_raw_diagnostic,vol20d_kup2p0_kdn1p0_H20,distance_to_20d_high,max_drawdown_20d,desc,desc,t0_pit,full_universe_next_open,validation,75,15,2250,772,6784,6784
0.6134253363424297,0.13457381235033883,0.1230333864474898,0.14611423825318784,0.18640805448623038,0.1357276119402985,0.050680442545931875,1.3733981746339448,0.035929536981379316,0.06543134811048444,0.05811371039384069,0.12829434409238968,18333,135072,135072,1.0,0,0.0,135072,0.0,2518,pass,pass,full_pit_risk_on_universe_raw_diagnostic,vol20d_kup2p0_kdn1p0_H20,distance_to_20d_high,max_drawdown_20d,desc,desc,t0_pit,full_universe_next_open,robustness,75,15,2250,782,9112,9112
0.6020314411183593,0.12184889784697653,0.11539024153755648,0.12830755415639658,0.2077729338651331,0.13785163215757387,0.06992130170755922,1.5072214279453318,0.061341089510142416,0.07850151390497603,0.06497541971987757,0.14279751414525554,59447,431239,431239,1.0,0,0.0,431239,0.0,8960,pass,pass,full_pit_risk_on_universe_raw_diagnostic,vol20d_kup2p0_kdn1p0_H20,volatility_60d,max_drawdown_20d,desc,asc,t0_pit,full_universe_next_open,all,75,15,2250,1489,33903,33903
0.5944323741996207,0.11642610756861715,0.10763263759879252,0.1252195775384418,0.2123882393397524,0.14881791609353506,0.06357032324621734,1.4271684815574364,0.05177447179910882,0.07536617469332585,0.07131189821182944,0.14107634112792294,34621,232640,232640,1.0,0,0.0,232640,0.0,4941,pass,pass,full_pit_risk_on_universe_raw_diagnostic,vol20d_kup2p0_kdn1p0_H20,volatility_60d,max_drawdown_20d,desc,asc,t0_pit,full_universe_next_open,train,75,15,2250,1156,18007,18007
