denominator_id,recall_vs_entry,recall_cost,recall_adjusted_utility_deterioration_vs_entry
c0_posthoc_no_fast_fail_survivor,0.9640381282495667,0.035961871750433305,
c0_deployable_stage2_reference,0.2474003466204506,0.7525996533795494,0.0
