denominator_id,split,label_id,horizon_sessions,row_n,horizon_complete_n,horizon_complete_rate
full_pit_risk_on_universe_raw_diagnostic,all,vol20d_kup2p0_kdn1p0_H20,20,431239,431239,1.0
full_pit_risk_on_universe_raw_diagnostic,train,vol20d_kup2p0_kdn1p0_H20,20,232640,232640,1.0
full_pit_risk_on_universe_raw_diagnostic,validation,vol20d_kup2p0_kdn1p0_H20,20,63527,63527,1.0
full_pit_risk_on_universe_raw_diagnostic,robustness,vol20d_kup2p0_kdn1p0_H20,20,135072,135072,1.0
