model_id,ablation_id,capacity_id,threshold_id,selected_flag,selection_rank,train_selection_utility,selected_train_constrained_utility,train_false_repair_capture_lift_vs_random,train_exposure_days_lift_vs_random,train_winner_retention,train_e1_missed_retention,train_bridge_retention,validation_false_repair_capture_lift_vs_random,validation_winner_retention,robustness_false_repair_capture_lift_vs_random,robustness_winner_retention,oos_rejected_fraction_spread,train_cv_selected_reject_fraction_std,decision_block_reason
regularized_logistic_false_repair_20d_l2_v1,full,keep_8000,keep_8000,False,,-1.0300551387567431,,0.1252892561983471,0.11869681264886475,0.7940979208584842,0.718865598027127,0.867195242814668,0.17630465444287727,0.6645962732919255,0.19630484988452657,0.742713567839196,7.955449482893728e-05,,not_selected
regularized_logistic_false_repair_20d_l2_v1,full,keep_8250,keep_8250,False,,-0.594910005258545,,0.12099173553719009,0.11360997737854431,0.8222669349429913,0.750924784217016,0.889990089197225,0.155148095909732,0.6832298136645962,0.17782909930715937,0.778894472361809,3.0413187157962707e-05,,not_selected
regularized_logistic_false_repair_20d_l2_v1,full,keep_8500,keep_8500,False,,-0.21560886232912568,,0.1090909090909091,0.10160504614058816,0.8484238765928906,0.7780517879161529,0.9137760158572844,0.13258110014104374,0.7080745341614907,0.1608929946112394,0.8130653266331658,0.00025739160499993474,,not_selected
regularized_logistic_false_repair_20d_l2_v1,full,keep_8750,keep_8750,False,,-0.04923876708457284,,0.09818181818181819,0.09171863217991837,0.8732394366197183,0.8113440197287299,0.929633300297324,0.1297602256699577,0.7391304347826086,0.1424172440338722,0.8462311557788944,0.000147423923013007,,not_selected
regularized_logistic_false_repair_20d_l2_v1,full,keep_9000,keep_9000,False,,0.07951531713940434,,0.07801652892561983,0.06896551724137931,0.8960429242119383,0.843403205918619,0.9454905847373637,0.07475317348377998,0.7577639751552795,0.10931485758275597,0.8713567839195979,0.00023866348448686736,,not_selected
regularized_logistic_false_repair_20d_l2_v1,no_label_mechanism_overlap,keep_8000,keep_8000,False,,-1.4530768129365221,,0.10347107438016531,0.09295144166896072,0.7712944332662642,0.6868064118372379,0.8553022794846382,0.15937940761636107,0.670807453416149,0.14857582755966126,0.7195979899497487,7.955449482893728e-05,,not_selected
regularized_logistic_false_repair_20d_l2_v1,no_label_mechanism_overlap,keep_8250,keep_8250,False,,-1.1084095295744525,,0.10016528925619836,0.08730206226286372,0.7934272300469484,0.7127003699136868,0.8780971258671952,0.14245416078984485,0.6832298136645962,0.1262509622786759,0.7608040201005025,3.0413187157962707e-05,,not_selected
regularized_logistic_false_repair_20d_l2_v1,no_label_mechanism_overlap,keep_8500,keep_8500,False,,-0.6520835469453712,,0.08793388429752066,0.07662569270727357,0.8229376257545271,0.7484586929716399,0.9018830525272548,0.12693935119887167,0.7018633540372671,0.12240184757505773,0.7839195979899498,0.00025739160499993474,,not_selected
regularized_logistic_false_repair_20d_l2_v1,no_label_mechanism_overlap,keep_8750,keep_8750,False,,-0.20809821299351666,,0.08330578512396693,0.07502184346910197,0.857813547954393,0.7842170160295932,0.929633300297324,0.11847672778561354,0.7267080745341614,0.10700538876058507,0.8140703517587939,0.000147423923013007,,not_selected
regularized_logistic_false_repair_20d_l2_v1,no_label_mechanism_overlap,keep_9000,keep_9000,False,,-0.03706896216124077,,0.06578512396694214,0.057547068187530664,0.8879946344735077,0.8236744759556104,0.9534192269573836,0.07475317348377998,0.7515527950310559,0.08083140877598152,0.8512562814070352,0.00023866348448686736,,not_selected
