fold_id,fold_start_date,fold_end_date,fit_rows,holdout_rows,holdout_false_repair_positive_n,holdout_winner_n,selected_capacity_id,selected_reject_fraction,fold_train_selection_utility,fold_status
summary,,,0,0,0,0,,,,not_selected
