split,anchor_family_id,baseline_id,diagnostic_axis,diagnostic_bucket,predeclared_partition_id,diagnostic_bucket_source,anchor_event_count,baseline_event_count,unique_instrument_year_count,anchor_mean_after_cost_return_H20,baseline_mean_after_cost_return_H20,mean_diff_vs_baseline,anchor_p05_after_cost_return_H20,baseline_p05_after_cost_return_H20,p05_diff_vs_baseline,anchor_max_adverse_excursion_mean_H20,baseline_max_adverse_excursion_mean_H20,mae_worsening_vs_baseline,anchor_instrument_year_positive_rate,baseline_instrument_year_positive_rate,instrument_year_positive_rate_diff,interpretation_status
train,failed_lookalike_avoidance,all_launch_direct_baseline,industry_bucket,电力设备,DF_PART_aa9b187cf43c,baseline_event,16,44,12,0.04397067826950019,0.025238616235605558,0.018732062033894634,-0.18272656893328076,-0.1899801774824507,0.0072536085491699265,-0.10362638985533026,-0.10346530132120722,-0.00016108853412304114,0.5833333333333334,0.6363636363636364,-0.05303030303030298,too_sparse
train,failed_lookalike_avoidance,all_launch_direct_baseline,industry_bucket,电子,DF_PART_04e3b00e8be3,baseline_event,19,91,16,-0.04976610042861795,-0.038514713849934414,-0.011251386578683534,-0.16992046166115785,-0.2367344526774673,0.06681399101630944,-0.13359457497896968,-0.13665638528366625,0.0030618103046965717,0.3125,0.3191489361702128,-0.0066489361702127825,too_sparse
train,failed_lookalike_avoidance,all_launch_direct_baseline,industry_bucket,石油石化,DF_PART_2c209aa829a3,baseline_event,5,17,3,-0.01903311941370913,-0.055859953987224965,0.036826834573515835,-0.23280318139268896,-0.20084215068655675,-0.03196103070613221,-0.12821836077404242,-0.11990822553689598,-0.008310135237146438,0.3333333333333333,0.2857142857142857,0.047619047619047616,too_sparse
train,failed_lookalike_avoidance,all_launch_direct_baseline,industry_bucket,社会服务,DF_PART_29a1218a829f,baseline_event,1,4,1,0.27563071931195826,0.14225696352052525,0.133373755791433,0.27563071931195826,-0.043373936293859126,0.31900465560581737,-0.031271450635078746,-0.07021427064639624,0.03894282001131749,1.0,0.6666666666666666,0.33333333333333337,too_sparse
train,failed_lookalike_avoidance,all_launch_direct_baseline,industry_bucket,计算机,DF_PART_e368778eff6f,baseline_event,9,34,9,0.0005130581051101165,0.0009163416099729319,-0.00040328350486281534,-0.1280352692149098,-0.19808863960711426,0.07005337039220447,-0.11278702406485237,-0.10780791378204042,-0.004979110282811949,0.4444444444444444,0.5217391304347826,-0.07729468599033817,too_sparse
train,failed_lookalike_avoidance,all_launch_direct_baseline,industry_bucket,轻工制造,DF_PART_083c23182254,baseline_event,0,2,0,,-0.10708789486094972,,,-0.13717671781052337,,,-0.13083355717436274,,,0.0,,too_sparse
train,failed_lookalike_avoidance,all_launch_direct_baseline,industry_bucket,通信,DF_PART_27c29d6a144d,baseline_event,2,12,2,0.08992882548326153,-0.03923252896178417,0.1291613544450457,0.08341506718035037,-0.17958420716599496,0.26299927434634535,-0.03300017168360203,-0.12226130598764028,0.08926113430403824,1.0,0.14285714285714285,0.8571428571428572,too_sparse
train,failed_lookalike_avoidance,all_launch_direct_baseline,industry_bucket,钢铁,DF_PART_6a58113b3dfd,baseline_event,6,20,4,-0.005340618208569643,0.015414802058437056,-0.020755420267006698,-0.14114623359713177,-0.21269920225161001,0.07155296865447824,-0.10980999399056941,-0.08960809653772099,-0.020201897452848422,0.25,0.36363636363636365,-0.11363636363636365,too_sparse
train,failed_lookalike_avoidance,all_launch_direct_baseline,industry_bucket,银行,DF_PART_c77d25466aa4,baseline_event,13,105,11,-0.048985785933327426,-0.03023999420150171,-0.018745791731825716,-0.09926002642876582,-0.12739226718954996,0.028132240760784147,-0.10787774480235253,-0.07800643967515179,-0.029871305127200737,0.09090909090909091,0.28125,-0.1903409090909091,too_sparse
train,failed_lookalike_avoidance,all_launch_direct_baseline,industry_bucket,非银金融,DF_PART_97e00ff6b48c,baseline_event,40,134,35,-0.024562032879781877,-0.01648108174564605,-0.008080951134135827,-0.1680912984554525,-0.17629606686231863,0.008204768406866125,-0.11546019514345104,-0.09858371529307759,-0.016876479850373452,0.2571428571428571,0.3333333333333333,-0.0761904761904762,interpretable
train,failed_lookalike_avoidance,all_launch_direct_baseline,industry_bucket,食品饮料,DF_PART_57278a420900,baseline_event,12,66,10,0.004887541260290469,0.010822851976594192,-0.005935310716303723,-0.12582634188153669,-0.13666215876758428,0.010835816886047595,-0.08440050618091256,-0.08491779345726559,0.000517287276353029,0.5,0.53125,-0.03125,too_sparse
train,failed_lookalike_avoidance,all_launch_direct_baseline,year_bucket,2017,DF_PART_321b8a3983a2,baseline_event,2,46,2,0.06669780922231971,-0.03811895213185578,0.1048167613541755,0.0025274037291866175,-0.13790206462958038,0.140429468358767,-0.03898476436794074,-0.09617134107305352,0.05718657670511278,0.5,0.2558139534883721,0.2441860465116279,too_sparse
train,failed_lookalike_avoidance,all_launch_direct_baseline,year_bucket,2018,DF_PART_4e8ab5052e91,baseline_event,27,133,23,-0.050236425149297326,-0.03642004757128059,-0.013816377578016736,-0.21203963457932626,-0.17863450511385354,-0.03340512946547272,-0.1254809349450467,-0.10646522479860855,-0.019015710146438145,0.21739130434782608,0.2608695652173913,-0.043478260869565216,interpretable
train,failed_lookalike_avoidance,all_launch_direct_baseline,year_bucket,2019,DF_PART_b7701708d7fb,baseline_event,63,297,57,-0.001738529011216987,-0.0066886529164906896,0.004950123905273702,-0.167547039491673,-0.17481387352713965,0.007266834035466657,-0.09686442178133053,-0.08375253727076247,-0.013111884510568064,0.42105263157894735,0.4228187919463087,-0.0017661603673613802,interpretable
train,failed_lookalike_avoidance,all_launch_direct_baseline,year_bucket,2020,DF_PART_4d869d22ac24,baseline_event,76,345,63,0.015905526048891967,0.007326564612990078,0.008578961435901889,-0.1535488790767719,-0.1594001247577685,0.005851245680996597,-0.10470831239471616,-0.0982356397000976,-0.006472672694618556,0.5079365079365079,0.4419889502762431,0.06594755766026483,interpretable
train,failed_lookalike_avoidance,all_launch_direct_baseline,year_bucket,2021,DF_PART_b2220a4036c4,baseline_event,85,305,70,-0.013090915300433922,-0.002478303097814066,-0.010612612202619855,-0.23406897964024048,-0.2096765074844242,-0.024392472155816275,-0.12946848001358693,-0.1097246969855862,-0.019743783028000728,0.2857142857142857,0.4301675977653631,-0.14445331205107742,interpretable
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,all,all,DF_PART_42f22869d5af,baseline_event,253,365,215,-0.0048870474668543575,-0.0017164500086170973,-0.0031705974582372605,-0.19218401404643143,-0.21397698651703387,0.02179297247060244,-0.11277101141355447,-0.09782909744149694,-0.014941913972057533,0.3813953488372093,0.432,-0.05060465116279067,interpretable
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,failure_margin_bucket,all,DF_PART_f34bb3075d54,baseline_event,0,365,0,,-0.0017164500086170973,,,-0.21397698651703387,,,-0.09782909744149694,,,0.432,,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,failure_margin_bucket,q0,DF_PART_da5d5f67f5b7,baseline_event,59,0,58,0.0007040510539236313,,,-0.24994377000228166,,,-0.12110432764346028,,,0.46551724137931033,,,interpretable
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,failure_margin_bucket,q1,DF_PART_06cb96bf1e79,baseline_event,37,0,37,-0.03260953194258406,,,-0.16536668050490366,,,-0.1200600558685445,,,0.24324324324324326,,,interpretable
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,failure_margin_bucket,q2,DF_PART_3bca00e18198,baseline_event,61,0,59,0.0017684252986993737,,,-0.1674990977458537,,,-0.11188047198866434,,,0.3728813559322034,,,interpretable
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,failure_margin_bucket,q3,DF_PART_5b97e8770cdd,baseline_event,96,0,90,-0.0018675341941739425,,,-0.18807492868332942,,,-0.10540603852312976,,,0.43333333333333335,,,interpretable
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,money_bucket,0,DF_PART_68fa1c9f93ab,baseline_event,0,13,0,,-0.010651447515946214,,,-0.17557500394697037,,,-0.09013076582937997,,,0.5,,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,money_bucket,1,DF_PART_7aaf34d6a00e,baseline_event,11,17,11,0.1025006066207662,0.035721654953601134,0.06677895166716506,-0.09023137088488825,-0.08083843057064632,-0.009392940314241927,-0.070094957116491,-0.058403859089264515,-0.011691098027226482,0.7272727272727273,0.5882352941176471,0.13903743315508021,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,money_bucket,2,DF_PART_a238923dd11b,baseline_event,17,45,16,0.03714155206005341,0.04365349610772173,-0.006511944047668319,-0.18485294989950682,-0.1786440780511259,-0.006208871848380926,-0.10380112501649905,-0.07643749913902138,-0.027363625877477663,0.4375,0.5609756097560976,-0.12347560975609762,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,money_bucket,3,DF_PART_a4a19dbcd4e5,baseline_event,61,89,60,-0.005335198690373217,-0.006020063157960829,0.0006848644675876122,-0.1674990977458537,-0.2144439835702159,0.04694488582436221,-0.10044232562297131,-0.09437818875659428,-0.006064136866377037,0.35,0.4794520547945205,-0.12945205479452054,interpretable
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,money_bucket,4,DF_PART_cb6a354c79ca,baseline_event,162,201,142,-0.015359628944098806,-0.012556842156408574,-0.0028027867876902323,-0.2121536046195977,-0.2297880752258128,0.01763447060621509,-0.12063736298398586,-0.10797865047390098,-0.01265871251008488,0.38028169014084506,0.3945578231292517,-0.014276132988406631,interpretable
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,money_bucket,unavailable,DF_PART_ee71d68c8681,baseline_event,2,0,1,-0.0908145289533579,,,-0.19630343362749267,,,-0.16258378383021843,,,0.0,,,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,vol20_bucket,0,DF_PART_d5a410446d44,baseline_event,0,5,0,,-0.06213393095918014,,,-0.15461447808673692,,,-0.10065620379910419,,,0.4,,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,vol20_bucket,1,DF_PART_ec72e6a06441,baseline_event,0,52,0,,0.0032373292406983356,,,-0.15611714039791524,,,-0.07673488420839393,,,0.37777777777777777,,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,vol20_bucket,2,DF_PART_89b12538325d,baseline_event,0,95,0,,0.005003143257294726,,,-0.17899491226563288,,,-0.08756417637599957,,,0.47368421052631576,,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,vol20_bucket,3,DF_PART_1e2440d3bf48,baseline_event,0,103,0,,0.006822627547653997,,,-0.1691910646441374,,,-0.09528659063722705,,,0.4642857142857143,,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,vol20_bucket,4,DF_PART_9e15c5d6cf6e,baseline_event,0,110,0,,-0.015110954233791043,,,-0.2552046562175676,,,-0.11891827251781845,,,0.45555555555555555,,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,vol20_bucket,unavailable,DF_PART_6a3dbf4511a7,baseline_event,253,0,215,-0.0048870474668543575,,,-0.19218401404643143,,,-0.11277101141355447,,,0.3813953488372093,,,interpretable
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,ret_60d_bucket,2,DF_PART_e759d2eefdb9,baseline_event,0,11,0,,0.006144828703117713,,,-0.14710305797526546,,,-0.0864228039713749,,,0.36363636363636365,,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,ret_60d_bucket,3,DF_PART_ce9737d8ce0a,baseline_event,0,78,0,,0.010639821983744984,,,-0.15368130194430932,,,-0.08422208896882614,,,0.5147058823529411,,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,ret_60d_bucket,4,DF_PART_d07e301e1fdd,baseline_event,0,276,0,,-0.005521751752216103,,,-0.23139084852388947,,,-0.10212915501048123,,,0.4230769230769231,,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,ret_60d_bucket,unavailable,DF_PART_fbf589e5d807,baseline_event,253,0,215,-0.0048870474668543575,,,-0.19218401404643143,,,-0.11277101141355447,,,0.3813953488372093,,,interpretable
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,UNKNOWN,DF_PART_5a0ad4466844,baseline_event,1,0,1,0.27759516136416673,,,0.27759516136416673,,,-0.0154935608731398,,,1.0,,,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,交通运输,DF_PART_b4bad822ff07,baseline_event,16,26,14,-0.05001710300809507,-0.01252567111087662,-0.037491431897218444,-0.18543548098471402,-0.1858660888101233,0.00043060782540926823,-0.11747918981419947,-0.09980832151325368,-0.01767086830094579,0.14285714285714285,0.2777777777777778,-0.13492063492063494,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,传媒,DF_PART_4f4f182f7498,baseline_event,4,11,3,0.028449136520703994,0.0729451846359339,-0.044496048115229905,-0.07864635405635115,-0.13368819413818062,0.05504184008182947,-0.09862231827171389,-0.0667034105401205,-0.03191890773159339,0.6666666666666666,0.6666666666666666,0.0,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,公用事业,DF_PART_1bce4b8f4a70,baseline_event,10,8,9,0.03548915551970298,-0.04005476547294645,0.07554392099264944,-0.10246698393078793,-0.11472086697661137,0.012253883045823435,-0.11208057675046365,-0.09003301846773139,-0.022047558282732263,0.3333333333333333,0.3333333333333333,0.0,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,农林牧渔,DF_PART_8bf72369f997,baseline_event,4,7,3,0.16236695262879747,0.21662151644109442,-0.05425456381229696,0.019746982936911364,0.03708791130046106,-0.017340928363549696,-0.05443153582913743,-0.030522390385885684,-0.023909145443251744,1.0,1.0,0.0,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,医药生物,DF_PART_cd2c662e7084,baseline_event,16,29,15,-0.06915673031690986,-0.04643728760943275,-0.02271944270747711,-0.2636352863327943,-0.24626747176206515,-0.017367814570729168,-0.13394534137779585,-0.11681796633389738,-0.01712737504389847,0.3333333333333333,0.3333333333333333,0.0,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,商贸零售,DF_PART_0fbd20df09c1,baseline_event,0,3,0,,-0.04329043365127874,,,-0.13138315045768675,,,-0.12676783071389916,,,0.3333333333333333,,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,国防军工,DF_PART_de4b2cc4ae31,baseline_event,8,3,7,0.04465539294590207,-0.15410435735488617,0.19875975030078824,-0.18290750691327237,-0.2199232655068142,0.037015758593541837,-0.12910282622092473,-0.18660506577429117,0.05750223955336645,0.5714285714285714,0.0,0.5714285714285714,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,基础化工,DF_PART_e4ba8de021c4,baseline_event,9,12,8,0.03918448840050063,0.11422458561760507,-0.07504009721710445,-0.12529440634298825,-0.1182469544345091,-0.007047451908479149,-0.07153869930395845,-0.05737002777807788,-0.014168671525880576,0.625,0.7777777777777778,-0.1527777777777778,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,家用电器,DF_PART_55842ea7a014,baseline_event,4,5,3,-0.040726462852064604,-0.04419034655121821,0.003463883699153604,-0.08230950078260535,-0.14104611456601213,0.05873661378340678,-0.08876620658216614,-0.09282714366952524,0.004060937087359107,0.3333333333333333,0.25,0.08333333333333331,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,建筑材料,DF_PART_1249037274ff,baseline_event,2,5,2,0.06886444653468715,-0.0004895591332545413,0.0693540056679417,0.035544404473486266,-0.09233163678483067,0.12787604125831692,-0.09428402787889134,-0.09318111545255214,-0.0011029124263391976,1.0,0.6666666666666666,0.33333333333333337,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,建筑装饰,DF_PART_1dc8b80d78cb,baseline_event,8,1,7,-0.04278014477170877,-0.046595072633068384,0.0038149278613596113,-0.2161958791103071,-0.046595072633068384,-0.1696008064772387,-0.1291784301984159,-0.05450498148980698,-0.07467344870860892,0.14285714285714285,0.0,0.14285714285714285,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,房地产,DF_PART_a29da0727722,baseline_event,13,23,13,-0.004792377405870061,0.0006096605908446435,-0.005402037996714705,-0.25346710276385376,-0.17721026945714613,-0.07625683330670763,-0.12560766007397112,-0.10864694218897912,-0.016960717884991997,0.5384615384615384,0.5,0.038461538461538436,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,有色金属,DF_PART_3c8dcfeaa686,baseline_event,15,18,10,0.04065783296176098,0.026627621402883703,0.014030211558877279,-0.17024259838609915,-0.2524295741544475,0.08218697576834835,-0.11580900341789802,-0.12444612424665108,0.008637120828753064,0.5,0.6363636363636364,-0.13636363636363635,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,机械设备,DF_PART_0b0a6b7251c1,baseline_event,5,8,4,-0.10094576553135401,-0.0052432408892195675,-0.09570252464213444,-0.1800320327179953,-0.16496200866002472,-0.015070024057970588,-0.17282218758522144,-0.1017751919468726,-0.07104699563834885,0.0,0.5,-0.5,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,汽车,DF_PART_57f629b1593c,baseline_event,11,23,9,0.010233667168501846,-0.002396614360768538,0.012630281529270385,-0.17471768228891577,-0.2009513631942684,0.026233680905352635,-0.11823721566286777,-0.0993485900794252,-0.018888625583442564,0.3333333333333333,0.5333333333333333,-0.2,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,煤炭,DF_PART_8b3f7b0b2d93,baseline_event,4,7,4,0.06162205876224422,-0.017091406045151452,0.07871346480739567,-0.06247338348956383,-0.12219803826245607,0.05972465477289224,-0.08225549278169086,-0.09497680418953801,0.012721311407847144,0.5,0.2,0.3,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,电力设备,DF_PART_aa9b187cf43c,baseline_event,16,16,12,0.04397067826950019,0.057824832330456336,-0.013854154060956143,-0.18272656893328076,-0.28093794377702,0.09821137484373926,-0.10362638985533026,-0.0931876604376766,-0.01043872941765367,0.5833333333333334,0.7,-0.11666666666666659,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,电子,DF_PART_04e3b00e8be3,baseline_event,19,36,16,-0.04976610042861795,-0.02796256462033817,-0.02180353580827978,-0.16992046166115785,-0.18224786834399956,0.012327406682841713,-0.13359457497896968,-0.10527100607527251,-0.028323568903697166,0.3125,0.4583333333333333,-0.14583333333333331,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,石油石化,DF_PART_2c209aa829a3,baseline_event,5,5,3,-0.01903311941370913,0.059098743039488366,-0.0781318624531975,-0.23280318139268896,-0.09276456112394149,-0.14003862026874747,-0.12821836077404242,-0.06143954351791427,-0.06677881725612814,0.3333333333333333,0.5,-0.16666666666666669,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,社会服务,DF_PART_29a1218a829f,baseline_event,1,2,1,0.27563071931195826,0.14834863003763776,0.1272820892743205,0.27563071931195826,0.030964160858906388,0.24466655845305188,-0.031271450635078746,-0.0326588005198819,0.0013873498848031574,1.0,1.0,0.0,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,计算机,DF_PART_e368778eff6f,baseline_event,9,16,9,0.0005130581051101165,-0.07925818857672959,0.0797712466818397,-0.1280352692149098,-0.2552046562175676,0.1271693870026578,-0.11278702406485237,-0.13858234818650406,0.025795324121651683,0.4444444444444444,0.18181818181818182,0.2626262626262626,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,轻工制造,DF_PART_083c23182254,baseline_event,0,1,0,,0.14496334937420652,,,0.14496334937420652,,,-0.01633785417548983,,,1.0,,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,通信,DF_PART_27c29d6a144d,baseline_event,2,3,2,0.08992882548326153,0.08960683046429603,0.0003219950189655013,0.08341506718035037,0.01209127350343425,0.07132379367691612,-0.03300017168360203,-0.03464160617665827,0.0016414344930562388,1.0,1.0,0.0,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,钢铁,DF_PART_6a58113b3dfd,baseline_event,6,7,4,-0.005340618208569643,0.03371314636772636,-0.03905376457629601,-0.14114623359713177,-0.06928222631174286,-0.07186400728538891,-0.10980999399056941,-0.06916909791410096,-0.04064089607646845,0.25,0.5,-0.25,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,银行,DF_PART_c77d25466aa4,baseline_event,13,21,11,-0.048985785933327426,-0.019705645513890757,-0.02928014041943667,-0.09926002642876582,-0.1543505922581081,0.05509056582934228,-0.10787774480235253,-0.08109564419945461,-0.026782100602897915,0.09090909090909091,0.15384615384615385,-0.06293706293706294,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,非银金融,DF_PART_97e00ff6b48c,baseline_event,40,38,35,-0.024562032879781877,-0.04659192260343561,0.02202988972365373,-0.1680912984554525,-0.1763716804073798,0.00828038195192729,-0.11546019514345104,-0.1204997543141718,0.005039559170720756,0.2571428571428571,0.2222222222222222,0.03492063492063491,interpretable
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,industry_bucket,食品饮料,DF_PART_57278a420900,baseline_event,12,31,10,0.004887541260290469,0.017881880065853954,-0.012994338805563485,-0.12582634188153669,-0.14440589421559413,0.018579552334057448,-0.08440050618091256,-0.07045534250840776,-0.013945163672504798,0.5,0.5789473684210527,-0.07894736842105265,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,year_bucket,2017,DF_PART_321b8a3983a2,baseline_event,2,13,2,0.06669780922231971,-0.005319953841599502,0.07201776306391922,0.0025274037291866175,-0.13472760191910543,0.13725500564829204,-0.03898476436794074,-0.09504774431909127,0.05606297995115053,0.5,0.38461538461538464,0.11538461538461536,too_sparse
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,year_bucket,2018,DF_PART_4e8ab5052e91,baseline_event,27,39,23,-0.050236425149297326,-0.04283507740040139,-0.007401347748895934,-0.21203963457932626,-0.1825165894910822,-0.02952304508824405,-0.1254809349450467,-0.11450445312065503,-0.010976481824391662,0.21739130434782608,0.2962962962962963,-0.0789049919484702,interpretable
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,year_bucket,2019,DF_PART_b7701708d7fb,baseline_event,63,97,57,-0.001738529011216987,0.00432018786597118,-0.006058716877188166,-0.167547039491673,-0.21993269484236888,0.05238565535069589,-0.09686442178133053,-0.08367012216764336,-0.013194299613687177,0.42105263157894735,0.4461538461538462,-0.025101214574898834,interpretable
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,year_bucket,2020,DF_PART_4d869d22ac24,baseline_event,76,140,63,0.015905526048891967,0.00482887125289359,0.011076654795998377,-0.1535488790767719,-0.18204940097736977,0.028500521900597875,-0.10470831239471616,-0.09569701713141589,-0.009011295263300273,0.5079365079365079,0.4731182795698925,0.03481822836661541,interpretable
train,failed_lookalike_avoidance,stopped_ac_anchor_baseline,year_bucket,2021,DF_PART_b2220a4036c4,baseline_event,85,76,70,-0.013090915300433922,0.00023846009219604658,-0.01332937539262997,-0.23406897964024048,-0.2479446661285629,0.013875686488322408,-0.12946848001358693,-0.11174660486359246,-0.017721875149994473,0.2857142857142857,0.4230769230769231,-0.13736263736263737,interpretable
validation,failed_lookalike_avoidance,matched_delay_baseline,all,all,DF_PART_42f22869d5af,linked_deferred_event,99,98,86,-0.03308972700349181,-0.012463737978334949,-0.02062598902515686,-0.19124326205468792,-0.1892415982765491,-0.002001663778138818,-0.11101880012386084,-0.1042042051330242,-0.006814594990836642,0.313953488372093,0.37209302325581395,-0.05813953488372092,interpretable
validation,failed_lookalike_avoidance,matched_delay_baseline,failure_margin_bucket,all,DF_PART_f34bb3075d54,linked_deferred_event,0,98,0,,-0.012463737978334949,,,-0.1892415982765491,,,-0.1042042051330242,,,0.37209302325581395,,too_sparse
validation,failed_lookalike_avoidance,matched_delay_baseline,failure_margin_bucket,q0,DF_PART_da5d5f67f5b7,linked_deferred_event,22,0,22,-0.051030422475768805,,,-0.18418776945733162,,,-0.12037253840838937,,,0.2727272727272727,,,interpretable
validation,failed_lookalike_avoidance,matched_delay_baseline,failure_margin_bucket,q1,DF_PART_06cb96bf1e79,linked_deferred_event,4,0,3,-0.0636511423738593,,,-0.12885136104524747,,,-0.16312392448216592,,,0.3333333333333333,,,too_sparse
validation,failed_lookalike_avoidance,matched_delay_baseline,failure_margin_bucket,q2,DF_PART_3bca00e18198,linked_deferred_event,26,0,26,-0.03554633318901996,,,-0.20600186582188745,,,-0.11696964854620795,,,0.34615384615384615,,,interpretable
validation,failed_lookalike_avoidance,matched_delay_baseline,failure_margin_bucket,q3,DF_PART_5b97e8770cdd,linked_deferred_event,47,0,42,-0.02073200949933659,,,-0.18900532077588858,,,-0.09891401717335287,,,0.3333333333333333,,,interpretable
validation,failed_lookalike_avoidance,matched_delay_baseline,money_bucket,1,DF_PART_7aaf34d6a00e,linked_deferred_event,1,1,1,-0.10898922825474922,0.06103142714578591,-0.17002065540053513,-0.10898922825474922,0.06103142714578591,-0.17002065540053513,-0.17507165011598647,-0.05391363007447347,-0.12115802004151299,0.0,1.0,-1.0,too_sparse
validation,failed_lookalike_avoidance,matched_delay_baseline,money_bucket,2,DF_PART_a238923dd11b,linked_deferred_event,9,9,8,-0.050099187293055736,0.009876186733065364,-0.0599753740261211,-0.22867461208125622,-0.16832687139896754,-0.06034774068228868,-0.11565417518008446,-0.1035737851088905,-0.012080390071193964,0.125,0.375,-0.25,too_sparse
validation,failed_lookalike_avoidance,matched_delay_baseline,money_bucket,3,DF_PART_a4a19dbcd4e5,linked_deferred_event,18,18,16,-0.027944745893337515,-0.04163826079566939,0.013693514902331873,-0.1415551183752326,-0.19616965056065336,0.054614532185420755,-0.0926714343484574,-0.09614969581915613,0.0034782614706987264,0.3125,0.25,0.0625,too_sparse
validation,failed_lookalike_avoidance,matched_delay_baseline,money_bucket,4,DF_PART_cb6a354c79ca,linked_deferred_event,70,69,61,-0.03141536542948476,-0.007953691066186664,-0.023461674363298095,-0.19434984531110142,-0.1696335883400202,-0.024716256971081207,-0.11512908411732986,-0.10735311725892727,-0.007775966858402594,0.36065573770491804,0.39344262295081966,-0.03278688524590162,interpretable
validation,failed_lookalike_avoidance,matched_delay_baseline,money_bucket,unavailable,DF_PART_ee71d68c8681,linked_deferred_event,1,1,1,-0.013920053309430136,-0.07307005173127035,0.05914999842184021,-0.013920053309430136,-0.07307005173127035,0.05914999842184021,-0.047780279040154694,-0.08787479137109455,0.04009451233093986,0.0,0.0,0.0,too_sparse
validation,failed_lookalike_avoidance,matched_delay_baseline,vol20_bucket,unavailable,DF_PART_6a3dbf4511a7,linked_deferred_event,99,98,86,-0.03308972700349181,-0.012463737978334949,-0.02062598902515686,-0.19124326205468792,-0.1892415982765491,-0.002001663778138818,-0.11101880012386084,-0.1042042051330242,-0.006814594990836642,0.313953488372093,0.37209302325581395,-0.05813953488372092,interpretable
