split,anchor_family_id,event_type,diagnostic_axis,diagnostic_bucket,predeclared_partition_id,trigger_rate_type,event_count,canonical_launch_episode_count,trigger_rate_per_launch_episode,unique_instrument_count,unique_instrument_year_count,trigger_rate_band,interpretation_status
train,failed_lookalike_avoidance,clean_avoidance_state,lookalike_source_family,C-like,DF_PART_9bac6c7f24b9,diagnostic_clean_avoidance_state,231,1153,0.20034692107545535,139,198,all,interpretable
train,failed_lookalike_avoidance,clean_avoidance_state,failure_condition_id,none,DF_PART_04328f30e081,diagnostic_clean_avoidance_state,236,1153,0.204683434518647,142,202,all,interpretable
train,failed_lookalike_avoidance,clean_avoidance_state,failure_margin_bucket,unavailable,DF_PART_198663e9892d,diagnostic_clean_avoidance_state,236,1153,0.204683434518647,142,202,all,interpretable
train,failed_lookalike_avoidance,clean_avoidance_state,money_bucket,1,DF_PART_7aaf34d6a00e,diagnostic_clean_avoidance_state,4,1153,0.003469210754553339,4,4,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,money_bucket,2,DF_PART_a238923dd11b,diagnostic_clean_avoidance_state,16,1153,0.013876843018213356,14,15,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,money_bucket,3,DF_PART_a4a19dbcd4e5,diagnostic_clean_avoidance_state,55,1153,0.047701647875108416,47,52,all,interpretable
train,failed_lookalike_avoidance,clean_avoidance_state,money_bucket,4,DF_PART_cb6a354c79ca,diagnostic_clean_avoidance_state,161,1153,0.1396357328707719,105,138,all,interpretable
train,failed_lookalike_avoidance,clean_avoidance_state,vol20_bucket,unavailable,DF_PART_6a3dbf4511a7,diagnostic_clean_avoidance_state,236,1153,0.204683434518647,142,202,all,interpretable
train,failed_lookalike_avoidance,clean_avoidance_state,ret_60d_bucket,unavailable,DF_PART_fbf589e5d807,diagnostic_clean_avoidance_state,236,1153,0.204683434518647,142,202,all,interpretable
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,UNKNOWN,DF_PART_5a0ad4466844,diagnostic_clean_avoidance_state,1,1153,0.0008673026886383347,1,1,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,交通运输,DF_PART_b4bad822ff07,diagnostic_clean_avoidance_state,9,1153,0.007805724197745013,7,9,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,传媒,DF_PART_4f4f182f7498,diagnostic_clean_avoidance_state,3,1153,0.0026019080659150044,2,2,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,公用事业,DF_PART_1bce4b8f4a70,diagnostic_clean_avoidance_state,9,1153,0.007805724197745013,7,9,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,农林牧渔,DF_PART_8bf72369f997,diagnostic_clean_avoidance_state,2,1153,0.0017346053772766695,1,1,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,医药生物,DF_PART_cd2c662e7084,diagnostic_clean_avoidance_state,12,1153,0.010407632263660017,9,11,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,商贸零售,DF_PART_0fbd20df09c1,diagnostic_clean_avoidance_state,3,1153,0.0026019080659150044,2,3,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,国防军工,DF_PART_de4b2cc4ae31,diagnostic_clean_avoidance_state,6,1153,0.005203816131830009,5,5,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,基础化工,DF_PART_e4ba8de021c4,diagnostic_clean_avoidance_state,9,1153,0.007805724197745013,5,8,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,家用电器,DF_PART_55842ea7a014,diagnostic_clean_avoidance_state,3,1153,0.0026019080659150044,3,3,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,建筑材料,DF_PART_1249037274ff,diagnostic_clean_avoidance_state,2,1153,0.0017346053772766695,2,2,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,建筑装饰,DF_PART_1dc8b80d78cb,diagnostic_clean_avoidance_state,8,1153,0.006938421509106678,6,6,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,房地产,DF_PART_a29da0727722,diagnostic_clean_avoidance_state,19,1153,0.01647875108412836,7,17,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,有色金属,DF_PART_3c8dcfeaa686,diagnostic_clean_avoidance_state,13,1153,0.011274934952298352,6,9,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,机械设备,DF_PART_0b0a6b7251c1,diagnostic_clean_avoidance_state,6,1153,0.005203816131830009,4,6,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,汽车,DF_PART_57f629b1593c,diagnostic_clean_avoidance_state,12,1153,0.010407632263660017,5,9,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,煤炭,DF_PART_8b3f7b0b2d93,diagnostic_clean_avoidance_state,5,1153,0.004336513443191674,3,4,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,电力设备,DF_PART_aa9b187cf43c,diagnostic_clean_avoidance_state,15,1153,0.013009540329575022,9,11,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,电子,DF_PART_04e3b00e8be3,diagnostic_clean_avoidance_state,19,1153,0.01647875108412836,12,16,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,石油石化,DF_PART_2c209aa829a3,diagnostic_clean_avoidance_state,2,1153,0.0017346053772766695,1,1,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,社会服务,DF_PART_29a1218a829f,diagnostic_clean_avoidance_state,1,1153,0.0008673026886383347,1,1,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,计算机,DF_PART_e368778eff6f,diagnostic_clean_avoidance_state,12,1153,0.010407632263660017,6,10,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,通信,DF_PART_27c29d6a144d,diagnostic_clean_avoidance_state,3,1153,0.0026019080659150044,2,3,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,钢铁,DF_PART_6a58113b3dfd,diagnostic_clean_avoidance_state,8,1153,0.006938421509106678,3,5,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,银行,DF_PART_c77d25466aa4,diagnostic_clean_avoidance_state,15,1153,0.013009540329575022,10,14,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,非银金融,DF_PART_97e00ff6b48c,diagnostic_clean_avoidance_state,32,1153,0.027753686036426712,18,29,all,interpretable
train,failed_lookalike_avoidance,clean_avoidance_state,industry_bucket,食品饮料,DF_PART_57278a420900,diagnostic_clean_avoidance_state,7,1153,0.006071118820468344,6,7,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,year_bucket,2017,DF_PART_321b8a3983a2,diagnostic_clean_avoidance_state,4,1153,0.003469210754553339,4,4,all,too_sparse
train,failed_lookalike_avoidance,clean_avoidance_state,year_bucket,2018,DF_PART_4e8ab5052e91,diagnostic_clean_avoidance_state,22,1153,0.019080659150043366,20,20,all,interpretable
train,failed_lookalike_avoidance,clean_avoidance_state,year_bucket,2019,DF_PART_b7701708d7fb,diagnostic_clean_avoidance_state,55,1153,0.047701647875108416,50,50,all,interpretable
train,failed_lookalike_avoidance,clean_avoidance_state,year_bucket,2020,DF_PART_4d869d22ac24,diagnostic_clean_avoidance_state,74,1153,0.06418039895923677,63,63,all,interpretable
train,failed_lookalike_avoidance,clean_avoidance_state,year_bucket,2021,DF_PART_b2220a4036c4,diagnostic_clean_avoidance_state,81,1153,0.07025151777970512,65,65,all,interpretable
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,all,all,DF_PART_42f22869d5af,raw_recovery_event,101,536,0.1884328358208955,80,88,all,interpretable
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,lookalike_source_family,A-like,DF_PART_3d89ea2216bb,raw_recovery_event,9,536,0.016791044776119403,9,9,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,lookalike_source_family,C-like,DF_PART_9bac6c7f24b9,raw_recovery_event,92,536,0.17164179104477612,76,82,all,interpretable
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,failure_condition_id,none,DF_PART_04328f30e081,raw_recovery_event,101,536,0.1884328358208955,80,88,all,interpretable
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,failure_margin_bucket,q0,DF_PART_da5d5f67f5b7,raw_recovery_event,24,536,0.04477611940298507,24,24,all,interpretable
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,failure_margin_bucket,q1,DF_PART_06cb96bf1e79,raw_recovery_event,4,536,0.007462686567164179,3,3,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,failure_margin_bucket,q2,DF_PART_3bca00e18198,raw_recovery_event,26,536,0.048507462686567165,26,26,all,interpretable
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,failure_margin_bucket,q3,DF_PART_5b97e8770cdd,raw_recovery_event,47,536,0.08768656716417911,41,42,all,interpretable
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,money_bucket,1,DF_PART_7aaf34d6a00e,raw_recovery_event,1,536,0.0018656716417910447,1,1,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,money_bucket,2,DF_PART_a238923dd11b,raw_recovery_event,9,536,0.016791044776119403,7,8,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,money_bucket,3,DF_PART_a4a19dbcd4e5,raw_recovery_event,19,536,0.03544776119402985,17,17,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,money_bucket,4,DF_PART_cb6a354c79ca,raw_recovery_event,71,536,0.13246268656716417,55,62,all,interpretable
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,money_bucket,unavailable,DF_PART_ee71d68c8681,raw_recovery_event,1,536,0.0018656716417910447,1,1,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,vol20_bucket,unavailable,DF_PART_6a3dbf4511a7,raw_recovery_event,101,536,0.1884328358208955,80,88,all,interpretable
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,ret_60d_bucket,unavailable,DF_PART_fbf589e5d807,raw_recovery_event,101,536,0.1884328358208955,80,88,all,interpretable
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,交通运输,DF_PART_b4bad822ff07,raw_recovery_event,5,536,0.009328358208955223,5,5,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,传媒,DF_PART_4f4f182f7498,raw_recovery_event,2,536,0.0037313432835820895,1,1,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,公用事业,DF_PART_1bce4b8f4a70,raw_recovery_event,3,536,0.005597014925373134,2,3,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,医药生物,DF_PART_cd2c662e7084,raw_recovery_event,3,536,0.005597014925373134,3,3,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,国防军工,DF_PART_de4b2cc4ae31,raw_recovery_event,5,536,0.009328358208955223,3,4,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,家用电器,DF_PART_55842ea7a014,raw_recovery_event,4,536,0.007462686567164179,3,3,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,建筑装饰,DF_PART_1dc8b80d78cb,raw_recovery_event,7,536,0.013059701492537313,5,6,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,房地产,DF_PART_a29da0727722,raw_recovery_event,1,536,0.0018656716417910447,1,1,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,有色金属,DF_PART_3c8dcfeaa686,raw_recovery_event,2,536,0.0037313432835820895,1,2,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,机械设备,DF_PART_0b0a6b7251c1,raw_recovery_event,5,536,0.009328358208955223,4,4,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,汽车,DF_PART_57f629b1593c,raw_recovery_event,8,536,0.014925373134328358,6,7,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,煤炭,DF_PART_8b3f7b0b2d93,raw_recovery_event,1,536,0.0018656716417910447,1,1,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,电力设备,DF_PART_aa9b187cf43c,raw_recovery_event,5,536,0.009328358208955223,5,5,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,电子,DF_PART_04e3b00e8be3,raw_recovery_event,3,536,0.005597014925373134,3,3,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,石油石化,DF_PART_2c209aa829a3,raw_recovery_event,4,536,0.007462686567164179,4,4,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,社会服务,DF_PART_29a1218a829f,raw_recovery_event,1,536,0.0018656716417910447,1,1,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,计算机,DF_PART_e368778eff6f,raw_recovery_event,12,536,0.022388059701492536,9,10,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,轻工制造,DF_PART_083c23182254,raw_recovery_event,1,536,0.0018656716417910447,1,1,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,通信,DF_PART_27c29d6a144d,raw_recovery_event,7,536,0.013059701492537313,4,6,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,银行,DF_PART_c77d25466aa4,raw_recovery_event,7,536,0.013059701492537313,6,6,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,非银金融,DF_PART_97e00ff6b48c,raw_recovery_event,12,536,0.022388059701492536,10,10,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,食品饮料,DF_PART_57278a420900,raw_recovery_event,3,536,0.005597014925373134,2,2,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,year_bucket,2022,DF_PART_7d75dd5ede5f,raw_recovery_event,35,536,0.06529850746268656,34,34,all,interpretable
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,year_bucket,2023,DF_PART_cb63a95d78e3,raw_recovery_event,66,536,0.12313432835820895,54,54,all,interpretable
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,all,all,DF_PART_42f22869d5af,gate_eligible_h20_recovery_event,99,536,0.18470149253731344,78,86,all,interpretable
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,lookalike_source_family,A-like,DF_PART_3d89ea2216bb,gate_eligible_h20_recovery_event,9,536,0.016791044776119403,9,9,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,lookalike_source_family,C-like,DF_PART_9bac6c7f24b9,gate_eligible_h20_recovery_event,90,536,0.16791044776119404,74,80,all,interpretable
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,failure_condition_id,none,DF_PART_04328f30e081,gate_eligible_h20_recovery_event,99,536,0.18470149253731344,78,86,all,interpretable
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,failure_margin_bucket,q0,DF_PART_da5d5f67f5b7,gate_eligible_h20_recovery_event,22,536,0.041044776119402986,22,22,all,interpretable
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,failure_margin_bucket,q1,DF_PART_06cb96bf1e79,gate_eligible_h20_recovery_event,4,536,0.007462686567164179,3,3,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,failure_margin_bucket,q2,DF_PART_3bca00e18198,gate_eligible_h20_recovery_event,26,536,0.048507462686567165,26,26,all,interpretable
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,failure_margin_bucket,q3,DF_PART_5b97e8770cdd,gate_eligible_h20_recovery_event,47,536,0.08768656716417911,41,42,all,interpretable
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,money_bucket,1,DF_PART_7aaf34d6a00e,gate_eligible_h20_recovery_event,1,536,0.0018656716417910447,1,1,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,money_bucket,2,DF_PART_a238923dd11b,gate_eligible_h20_recovery_event,9,536,0.016791044776119403,7,8,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,money_bucket,3,DF_PART_a4a19dbcd4e5,gate_eligible_h20_recovery_event,18,536,0.033582089552238806,16,16,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,money_bucket,4,DF_PART_cb6a354c79ca,gate_eligible_h20_recovery_event,70,536,0.13059701492537312,54,61,all,interpretable
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,money_bucket,unavailable,DF_PART_ee71d68c8681,gate_eligible_h20_recovery_event,1,536,0.0018656716417910447,1,1,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,vol20_bucket,unavailable,DF_PART_6a3dbf4511a7,gate_eligible_h20_recovery_event,99,536,0.18470149253731344,78,86,all,interpretable
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,ret_60d_bucket,unavailable,DF_PART_fbf589e5d807,gate_eligible_h20_recovery_event,99,536,0.18470149253731344,78,86,all,interpretable
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,交通运输,DF_PART_b4bad822ff07,gate_eligible_h20_recovery_event,5,536,0.009328358208955223,5,5,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,传媒,DF_PART_4f4f182f7498,gate_eligible_h20_recovery_event,2,536,0.0037313432835820895,1,1,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,公用事业,DF_PART_1bce4b8f4a70,gate_eligible_h20_recovery_event,3,536,0.005597014925373134,2,3,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,医药生物,DF_PART_cd2c662e7084,gate_eligible_h20_recovery_event,2,536,0.0037313432835820895,2,2,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,国防军工,DF_PART_de4b2cc4ae31,gate_eligible_h20_recovery_event,5,536,0.009328358208955223,3,4,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,家用电器,DF_PART_55842ea7a014,gate_eligible_h20_recovery_event,4,536,0.007462686567164179,3,3,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,建筑装饰,DF_PART_1dc8b80d78cb,gate_eligible_h20_recovery_event,7,536,0.013059701492537313,5,6,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,房地产,DF_PART_a29da0727722,gate_eligible_h20_recovery_event,1,536,0.0018656716417910447,1,1,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,有色金属,DF_PART_3c8dcfeaa686,gate_eligible_h20_recovery_event,2,536,0.0037313432835820895,1,2,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,机械设备,DF_PART_0b0a6b7251c1,gate_eligible_h20_recovery_event,5,536,0.009328358208955223,4,4,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,汽车,DF_PART_57f629b1593c,gate_eligible_h20_recovery_event,8,536,0.014925373134328358,6,7,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,煤炭,DF_PART_8b3f7b0b2d93,gate_eligible_h20_recovery_event,1,536,0.0018656716417910447,1,1,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,电力设备,DF_PART_aa9b187cf43c,gate_eligible_h20_recovery_event,5,536,0.009328358208955223,5,5,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,电子,DF_PART_04e3b00e8be3,gate_eligible_h20_recovery_event,3,536,0.005597014925373134,3,3,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,石油石化,DF_PART_2c209aa829a3,gate_eligible_h20_recovery_event,4,536,0.007462686567164179,4,4,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,社会服务,DF_PART_29a1218a829f,gate_eligible_h20_recovery_event,1,536,0.0018656716417910447,1,1,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,计算机,DF_PART_e368778eff6f,gate_eligible_h20_recovery_event,12,536,0.022388059701492536,9,10,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,轻工制造,DF_PART_083c23182254,gate_eligible_h20_recovery_event,1,536,0.0018656716417910447,1,1,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,通信,DF_PART_27c29d6a144d,gate_eligible_h20_recovery_event,7,536,0.013059701492537313,4,6,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,银行,DF_PART_c77d25466aa4,gate_eligible_h20_recovery_event,7,536,0.013059701492537313,6,6,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,非银金融,DF_PART_97e00ff6b48c,gate_eligible_h20_recovery_event,11,536,0.020522388059701493,9,9,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,industry_bucket,食品饮料,DF_PART_57278a420900,gate_eligible_h20_recovery_event,3,536,0.005597014925373134,2,2,all,too_sparse
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,year_bucket,2022,DF_PART_7d75dd5ede5f,gate_eligible_h20_recovery_event,34,536,0.06343283582089553,33,33,all,interpretable
validation,failed_lookalike_avoidance,recovery_after_failed_lookalike,year_bucket,2023,DF_PART_cb63a95d78e3,gate_eligible_h20_recovery_event,65,536,0.12126865671641791,53,53,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,all,all,DF_PART_42f22869d5af,diagnostic_failure_state,884,536,1.6492537313432836,233,343,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,lookalike_source_family,A-like,DF_PART_3d89ea2216bb,diagnostic_failure_state,512,536,0.9552238805970149,229,335,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,lookalike_source_family,C-like,DF_PART_9bac6c7f24b9,diagnostic_failure_state,372,536,0.6940298507462687,199,265,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,failure_condition_id,pullback_atr_floor_failure,DF_PART_91adc6f51c98,diagnostic_failure_state,85,536,0.15858208955223882,73,78,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,failure_condition_id,pullback_depth_failure,DF_PART_ac6441906d69,diagnostic_failure_state,219,536,0.4085820895522388,149,185,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,failure_condition_id,pullback_window_failure,DF_PART_f6a8fe140480,diagnostic_failure_state,9,536,0.016791044776119403,9,9,all,too_sparse
validation,failed_lookalike_avoidance,failure_lookalike_state,failure_condition_id,restrengthen_failure,DF_PART_8be7a607eff0,diagnostic_failure_state,199,536,0.3712686567164179,135,168,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,failure_condition_id,second_breakout_consolidation_failure,DF_PART_f10b935c09d2,diagnostic_failure_state,2,536,0.0037313432835820895,2,2,all,too_sparse
validation,failed_lookalike_avoidance,failure_lookalike_state,failure_condition_id,second_breakout_gap_failure,DF_PART_e2ab98a416ed,diagnostic_failure_state,29,536,0.054104477611940295,28,29,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,failure_condition_id,second_breakout_liquidity_failure,DF_PART_90cfb5feebd4,diagnostic_failure_state,77,536,0.14365671641791045,65,70,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,failure_condition_id,second_breakout_return_failure,DF_PART_ad88a731a584,diagnostic_failure_state,264,536,0.4925373134328358,158,198,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,failure_margin_bucket,q0,DF_PART_da5d5f67f5b7,diagnostic_failure_state,136,536,0.2537313432835821,101,118,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,failure_margin_bucket,q1,DF_PART_06cb96bf1e79,diagnostic_failure_state,163,536,0.3041044776119403,115,132,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,failure_margin_bucket,q2,DF_PART_3bca00e18198,diagnostic_failure_state,259,536,0.4832089552238806,153,184,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,failure_margin_bucket,q3,DF_PART_5b97e8770cdd,diagnostic_failure_state,326,536,0.6082089552238806,160,210,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,money_bucket,1,DF_PART_7aaf34d6a00e,diagnostic_failure_state,95,536,0.17723880597014927,58,67,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,money_bucket,2,DF_PART_a238923dd11b,diagnostic_failure_state,159,536,0.2966417910447761,96,113,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,money_bucket,3,DF_PART_a4a19dbcd4e5,diagnostic_failure_state,224,536,0.417910447761194,125,153,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,money_bucket,4,DF_PART_cb6a354c79ca,diagnostic_failure_state,369,536,0.6884328358208955,136,179,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,money_bucket,unavailable,DF_PART_ee71d68c8681,diagnostic_failure_state,37,536,0.06902985074626866,26,30,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,vol20_bucket,unavailable,DF_PART_6a3dbf4511a7,diagnostic_failure_state,884,536,1.6492537313432836,233,343,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,ret_60d_bucket,unavailable,DF_PART_fbf589e5d807,diagnostic_failure_state,884,536,1.6492537313432836,233,343,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,UNKNOWN,DF_PART_5a0ad4466844,diagnostic_failure_state,4,536,0.007462686567164179,4,4,all,too_sparse
validation,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,交通运输,DF_PART_b4bad822ff07,diagnostic_failure_state,50,536,0.09328358208955224,15,20,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,传媒,DF_PART_4f4f182f7498,diagnostic_failure_state,8,536,0.014925373134328358,2,4,all,too_sparse
validation,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,公用事业,DF_PART_1bce4b8f4a70,diagnostic_failure_state,38,536,0.0708955223880597,14,18,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,农林牧渔,DF_PART_8bf72369f997,diagnostic_failure_state,6,536,0.011194029850746268,3,3,all,too_sparse
validation,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,医药生物,DF_PART_cd2c662e7084,diagnostic_failure_state,53,536,0.09888059701492537,14,22,all,interpretable
validation,failed_lookalike_avoidance,failure_lookalike_state,industry_bucket,商贸零售,DF_PART_0fbd20df09c1,diagnostic_failure_state,4,536,0.007462686567164179,1,1,all,too_sparse
