declared_robustness_end_date,last_available_trading_date,last_h3_label_complete_signal_date,robustness_window_actual_end_date,robustness_end_date_data_available,robustness_window_truncated_by_data_availability,robustness_actual_evaluable_year_count,robustness_actual_evaluable_years,robustness_actual_signal_date_count
2025-12-31,2026-04-30,2025-12-19,2025-12-19,False,True,2,2024;2025,102
