source,candidate_row_count,h3_decision_event_count,instrument_count,signal_date_count,min_signal_date,max_signal_date,primary_horizon,status
r06_candidate_base/r06_horizon_label_panel,85846,83756,489,430,2017-08-04,2025-12-31,H3,passed
