family,split,fold_id,contribution_scope,contribution_denominator,contribution_denominator_zero,top1_instrument_id,top1_instrument_event_count,top1_instrument_contribution_share,top5_instrument_contribution_share,top1_industry,top1_industry_contribution_share,top1_industry_universe_weight,top1_industry_contribution_minus_universe_weight,top1_industry_contribution_to_weight_ratio
vwap_deviation,train_oof_unseen,0,fold_unseen,19.589839592047717,False,SH601865,15,0.07899893185709309,0.2962285393171306,sw_801080,0.12086088376579497,0.05531914893617021,0.06554173482962476,2.184792898843217
vwap_deviation,train_oof_unseen,1,fold_unseen,19.6784998685331,False,SH601919,51,0.056927035803991194,0.24646275110393595,sw_801790,0.16623018414123925,0.247715911049819,-0.08148572690857975,0.6710517036905559
vwap_deviation,train_oof_unseen,2,fold_unseen,20.23658527763041,False,SH600741,80,0.07824968570033697,0.312310663848436,sw_801880,0.20781002111096064,0.16716522963223648,0.04064479147872416,1.243141421024831
vwap_deviation,train_oof_unseen,3,fold_unseen,28.052477252266435,False,SH600406,73,0.07053691955074642,0.26396849574594605,sw_801780,0.16215356667127442,0.17762076897798226,-0.015467202306707839,0.9129200802602924
vwap_deviation,train_oof_unseen,4,fold_unseen,25.962203670524616,False,SH603806,15,0.07112388650454543,0.2846521947785218,sw_801030,0.1025041242697788,0.03943661971830986,0.06306750455146894,2.599211722555105
vwap_deviation,train_oof_unseen,aggregate,aggregate_oof_unseen,113.51960566100227,False,SH600406,73,0.0174307805213071,0.07741911583419891,sw_801080,0.0958748235000112,0.0736373352333452,0.022237488266665995,1.3019865968288895
vwap_deviation,validation_oof_unseen,0,fold_unseen,17.993962073420498,False,SZ002920,37,0.11341621668315767,0.38360392466267584,sw_801730,0.16256437700240192,0.14294117647058824,0.019623200531813684,1.1372816498110423
vwap_deviation,validation_oof_unseen,1,fold_unseen,18.134237941194463,False,SH600196,45,0.11580892064657741,0.38672307781723714,sw_801740,0.1588019720248355,0.05875031117749564,0.10005166084733987,2.7029979729820517
vwap_deviation,validation_oof_unseen,2,fold_unseen,16.547690983931524,False,SZ002594,40,0.06410317211713493,0.25257992443242727,sw_801880,0.13266104408968085,0.12408204608761712,0.008578998002063729,1.0691397206329585
vwap_deviation,validation_oof_unseen,3,fold_unseen,21.485532775923836,False,SH600010,35,0.17506147142240125,0.37723581744790813,sw_801040,0.17506147142240125,0.021581149526536007,0.15348032189586525,8.111776956419632
vwap_deviation,validation_oof_unseen,4,fold_unseen,18.43898592636074,False,SZ002459,36,0.1028597943476226,0.3880706455188372,sw_801730,0.2021174550333257,0.07579003749330476,0.12632741754002094,2.6668076929132094
vwap_deviation,validation_oof_unseen,aggregate,aggregate_oof_unseen,92.60040970083105,False,SH600010,35,0.04061849179932624,0.1251064697153219,sw_801730,0.09856943738105574,0.07143220813604195,0.027137229245013786,1.3799018671427767
vwap_deviation,robustness_oof_unseen,0,fold_unseen,14.6094801252751,False,SZ000063,38,0.07959358799298391,0.3126201055052564,sw_801120,0.11657235279720944,0.09389383246394599,0.022678520333263452,1.2415336528304104
vwap_deviation,robustness_oof_unseen,1,fold_unseen,19.515754641370997,False,SH603259,34,0.08058635639502933,0.3130210315148172,sw_801150,0.23187790552330004,0.09241223103057758,0.13946567449272246,2.5091690021700237
