run_id,contract_version,decision_state,artifact_profile_id,reached_stage,upstream_integrity_gate,arm_registry_gate,board_formula_gate,execution_contract_gate,stop_path_gate,cost_shadow_gate,metric_completeness_gate,determinism_gate,seal_integrity_gate,execution_path_n,economic_series_n,decision_month_n,sector_weighting_semantics,board_reference_universe_dependency,market_trading_crowding_claim_allowed,historical_PIT_sector_claim_allowed,historical_support_claim_allowed,model_repair_claim_allowed,parameter_selection_authorized,deployment_authorized,blocking_reason
20B_P4_d8_d10_sector_crowding_cost_stoploss_sensitivity_v6,20B_P4_PORTSENS_v6,20B_P4_PORTSENS_sensitivity_materialized,P5_SENSITIVITY_MATERIALIZED,determinism,True,True,True,True,True,True,True,True,True,90,540,21,bucket_overrepresentation_sector_concentration_tilt,retrospective_full_sample_universe_dependency,False,False,False,False,False,False,
