aggregate_r08_3_final_decision,authorized_strategy_requirement,allowed_next_requirement,tested_family_count,all_pre_registered_families_reported,no_family_winner_selection,no_cross_family_score
r08_3_no_family_h3_transferability_support,False,,3,True,True,True
