,,risk
excess_return_without_cost,mean,0.001164052057281234
excess_return_without_cost,std,0.005187056629600523
excess_return_without_cost,annualized_return,0.2770443896329337
excess_return_without_cost,information_ratio,3.462102262861444
excess_return_without_cost,max_drawdown,-0.05270284482051696
excess_return_with_cost,mean,0.0007762368553798336
excess_return_with_cost,std,0.005192591944177183
excess_return_with_cost,annualized_return,0.1847443715804004
excess_return_with_cost,information_ratio,2.3062083608939554
excess_return_with_cost,max_drawdown,-0.06437639075270019
benchmark,mean,0.0006773731551573942
benchmark,std,0.009719353201924266
benchmark,annualized_return,0.16121481092745982
benchmark,information_ratio,1.0751748451146768
benchmark,max_drawdown,-0.10799944400787354
strategy_return_without_cost,mean,0.0018414252124386286
strategy_return_without_cost,std,0.010909695753400818
strategy_return_without_cost,annualized_return,0.4382592005603936
strategy_return_without_cost,information_ratio,2.603933712777342
strategy_return_without_cost,max_drawdown,-0.11194147211870753
strategy_return_with_cost,mean,0.001453610010537228
strategy_return_with_cost,std,0.010906652387489845
strategy_return_with_cost,annualized_return,0.34595918250786023
strategy_return_with_cost,information_ratio,2.0561032141803612
strategy_return_with_cost,max_drawdown,-0.1177304733300853
