split,month_count,active_factor_count_mean,active_factor_count_median,active_factor_count_min,annualized_mean_return,monthly_mean_return,monthly_volatility,annualized_volatility,sharpe_ratio,t_stat_monthly_mean,positive_month_share,max_drawdown,winner_leg_annualized_mean_return,loser_leg_annualized_mean_return,winner_factor_count_mean,loser_factor_count_mean,annualized_mean_return_after_cost,monthly_mean_return_after_cost,sharpe_ratio_after_cost,positive_month_share_after_cost,mean_buy_turnover,mean_sell_turnover,months_requiring_short_exposure,first_evaluable_holding_month,last_evaluable_holding_month
train,28,4.0,4.0,4.0,0.03096092354024742,0.002580076961687285,0.03857156028923318,0.13361580429631592,0.23171602867866045,0.35395208038483994,0.5,-0.17230093324405427,0.08636052390355402,0.007301744688916678,2.0357142857142856,1.9642857142857142,-0.04158822884776672,-0.0034656857373138936,-0.30945164258886193,0.4642857142857143,0.5496147908182889,0.5496147908182889,28,2018-08,2021-12
validation,24,4.0,4.0,4.0,0.08677473003084327,0.0072312275025702725,0.031055224288210698,0.10757845261525589,0.8066181277135936,1.1407302958685575,0.5833333333333334,-0.12188233577091834,0.003688418397817979,-0.14071752156126013,1.4583333333333333,2.5416666666666665,0.023543927580323205,0.0019619939650269338,0.21073836072585886,0.5833333333333334,0.47902123068575825,0.47902123068575825,24,2022-01,2023-12
robustness,24,4.0,4.0,4.0,0.15020710298307433,0.01251725858192286,0.044875842194481014,0.15545447742656868,0.9662449449487678,1.366476705720992,0.6666666666666666,-0.10015689777092296,0.15236687832621112,-0.15500660726239157,1.5833333333333333,2.4166666666666665,0.09947080903217745,0.008289234086014787,0.6434906374654883,0.5833333333333334,0.38436586326437033,0.38436586326437033,24,2024-01,2025-12
