,,risk
excess_return_without_cost,mean,0.0013653810175043113
excess_return_without_cost,std,0.0055727115887426815
excess_return_without_cost,annualized_return,0.3249606821660261
excess_return_without_cost,information_ratio,3.7798605011890527
excess_return_without_cost,max_drawdown,-0.056485035530194405
excess_return_with_cost,mean,0.0011662119499838944
excess_return_with_cost,std,0.00557409163755555
excess_return_with_cost,annualized_return,0.27755844409616687
excess_return_with_cost,information_ratio,3.227690333511989
excess_return_with_cost,max_drawdown,-0.05881421463807618
benchmark,mean,0.0006773731551573942
benchmark,std,0.009719353201924266
benchmark,annualized_return,0.16121481092745982
benchmark,information_ratio,1.0751748451146768
benchmark,max_drawdown,-0.10799944400787354
strategy_return_without_cost,mean,0.0020427541726617056
strategy_return_without_cost,std,0.011544984121340005
strategy_return_without_cost,annualized_return,0.48617549309348596
strategy_return_without_cost,information_ratio,2.7296769022011382
strategy_return_without_cost,max_drawdown,-0.11371533088896169
strategy_return_with_cost,mean,0.0018435851051412885
strategy_return_with_cost,std,0.011543636359680106
strategy_return_with_cost,annualized_return,0.4387732550236267
strategy_return_with_cost,information_ratio,2.4638203148431455
strategy_return_with_cost,max_drawdown,-0.11663688005117784
