sleeve_id,split,market_state,active_day_count,active_day_share,sleeve_period_return,all_day_period_return,active_only_period_return,sleeve_daily_mean,sleeve_monthly_p10,sleeve_monthly_p90,sleeve_max_drawdown,sleeve_return_contribution,allocation_status,decomposition_status,blocking_reason
r04e_union_primary_sleeve,train,risk_on,348,0.8635235732009926,0.1849782717384849,0.1849782717384849,0.1849782717384849,0.00047787832436629933,-0.035733634718488345,0.05166428374400378,0.17413120676124583,0.1849782717384849,allocation eligible,available,
r04e_union_primary_sleeve,train,risk_neutral,369,0.984,0.06451680533012039,0.06451680533012039,0.06451680533012039,0.00024050067323032594,-0.04185848150857208,0.0374775699046535,0.2193954806456646,0.06451680533012039,allocation eligible,available,
r04e_union_primary_sleeve,train,risk_off,319,1.0,0.10899092120055842,0.10899092120055842,0.10899092120055842,0.00041633784647242695,-0.035706588076379296,0.046289066599555194,0.16039167793102538,0.10899092120055842,allocation eligible,available,
r04e_union_primary_sleeve,validation,risk_on,104,1.0,-0.07910662144092218,-0.07910662144092218,-0.07910662144092218,-0.0007419972681611705,-0.05405118724032988,0.054457353526983256,0.09064137658545413,-0.07910662144092218,allocation eligible,available,
r04e_union_primary_sleeve,validation,risk_neutral,239,1.0,-0.14521592265456296,-0.14521592265456296,-0.14521592265456296,-0.0006221047443826044,-0.032191302647538556,0.020098932508506806,0.15270236392878722,-0.14521592265456296,allocation eligible,available,
r04e_union_primary_sleeve,validation,risk_off,141,1.0,-0.019331432888933686,-0.019331432888933686,-0.019331432888933686,-3.1415971897268106e-05,-0.04747637573218744,0.06413274166897698,0.18516941558557642,-0.019331432888933686,allocation eligible,available,
r04e_union_primary_sleeve,robustness,risk_neutral,234,1.0,-0.06854130867004915,-0.06854130867004915,-0.06854130867004915,-0.00022678676614652682,-0.057095464828744766,0.03230487626676934,0.17244203323676766,-0.06854130867004915,allocation eligible,available,
r04e_union_primary_sleeve,robustness,risk_off,44,1.0,0.24851450381477203,0.24851450381477203,0.24851450381477203,0.005100325850725596,0.008051918760794764,0.04233573534210171,0.022883337296198847,0.24851450381477203,allocation eligible,available,
r04e_union_primary_sleeve,robustness,risk_on,207,1.0,0.1787858824829478,0.1787858824829478,0.1787858824829478,0.0008281461386886481,-0.012763864775237499,0.046320451329818636,0.04618125730766043,0.1787858824829478,allocation eligible,available,
base_breakout_vcp_secondary_sleeve,train,risk_on,330,0.8188585607940446,0.44589281199316044,0.44589281199316044,0.44589281199316044,0.00106347086543364,-0.041569939157061114,0.07885247476683685,0.21922137805216713,0.44589281199316044,capped secondary only,available,
base_breakout_vcp_secondary_sleeve,train,risk_neutral,240,0.64,0.0138743424587493,0.0138743424587493,0.0138743424587493,0.00014954580791254083,-0.05610762510285593,0.040738287390907985,0.25396182593046723,0.0138743424587493,capped secondary only,available,
base_breakout_vcp_secondary_sleeve,train,risk_off,160,0.5015673981191222,0.03447448522068508,0.03447448522068508,0.03447448522068508,0.0001678521263416195,-0.019730407352646227,0.029730889072594857,0.09756435361748672,0.03447448522068508,capped secondary only,available,
base_breakout_vcp_secondary_sleeve,validation,risk_on,95,0.9134615384615384,-0.1099849523771046,-0.1099849523771046,-0.1099849523771046,-0.0010536958713082039,-0.0759089759156893,0.029713003623375513,0.16943326351302368,-0.1099849523771046,capped secondary only,available,
base_breakout_vcp_secondary_sleeve,validation,risk_neutral,193,0.8075313807531381,-0.09586187690121528,-0.09586187690121528,-0.09586187690121528,-0.00033345565831730065,-0.04609945630782353,0.034070395878949666,0.2607270303570003,-0.09586187690121528,capped secondary only,available,
base_breakout_vcp_secondary_sleeve,validation,risk_off,123,0.8723404255319149,-0.058103564321716594,-0.058103564321716594,-0.058103564321716594,-0.00030920107674541953,-0.03701972180467117,0.03314147581166749,0.16942400046992234,-0.058103564321716594,capped secondary only,available,
base_breakout_vcp_secondary_sleeve,robustness,risk_neutral,217,0.9273504273504274,0.05925926732680886,0.05925926732680886,0.05925926732680886,0.0003559473405040613,-0.07340157795945837,0.04737809602461982,0.1954951948837521,0.05925926732680886,capped secondary only,available,
base_breakout_vcp_secondary_sleeve,robustness,risk_off,35,0.7954545454545454,0.23204923541374156,0.23204923541374156,0.23204923541374156,0.0047936340150458575,-0.002530113858516525,0.034317960069002534,0.011707806053411596,0.23204923541374156,capped secondary only,available,
base_breakout_vcp_secondary_sleeve,robustness,risk_on,188,0.9082125603864735,0.16066606707170372,0.16066606707170372,0.16066606707170372,0.0007854348908455946,-0.027445252709564237,0.06302899780030238,0.08044424007007889,0.16066606707170372,capped secondary only,available,
low_vol_uptrend_diagnostic_sleeve,train,risk_on,402,0.9975186104218362,0.1883254160924177,0.1883254160924177,0.1883254160924177,0.00048167424657679167,-0.04370155341191832,0.0738564199675115,0.1854051031263052,0.1883254160924177,no allocation,available,
low_vol_uptrend_diagnostic_sleeve,train,risk_neutral,375,1.0,0.20986091159456377,0.20986091159456377,0.20986091159456377,0.000581404420430326,-0.03805342427725956,0.03910848144847018,0.11897164629192725,0.20986091159456377,no allocation,available,
low_vol_uptrend_diagnostic_sleeve,train,risk_off,319,1.0,0.04123678253674479,0.04123678253674479,0.04123678253674479,0.00020588607280185183,-0.0397336027521822,0.039347146536692156,0.13779358129875763,0.04123678253674479,no allocation,available,
low_vol_uptrend_diagnostic_sleeve,validation,risk_on,104,1.0,-0.04457987041169076,-0.04457987041169076,-0.04457987041169076,-0.0003967872420620642,-0.039444693974219715,0.026870501224785154,0.10616097462827256,-0.04457987041169076,no allocation,available,
low_vol_uptrend_diagnostic_sleeve,validation,risk_neutral,239,1.0,-0.027096368836932228,-0.027096368836932228,-0.027096368836932228,-7.951991126897455e-05,-0.022049150150421304,0.024237038650968268,0.11686084747260883,-0.027096368836932228,no allocation,available,
low_vol_uptrend_diagnostic_sleeve,validation,risk_off,141,1.0,-0.11301312093560412,-0.11301312093560412,-0.11301312093560412,-0.0007767951942409269,-0.04591562489879841,0.020056484862907453,0.14795268053138177,-0.11301312093560412,no allocation,available,
low_vol_uptrend_diagnostic_sleeve,robustness,risk_neutral,234,1.0,0.05262307938759725,0.05262307938759725,0.05262307938759725,0.0002754458281237426,-0.04526612252777137,0.03409231196847002,0.135551174868758,0.05262307938759725,no allocation,available,
low_vol_uptrend_diagnostic_sleeve,robustness,risk_off,44,1.0,0.19279099684494083,0.19279099684494083,0.19279099684494083,0.004043961493753658,0.00832241705967165,0.03638890278152562,0.0190704196726873,0.19279099684494083,no allocation,available,
low_vol_uptrend_diagnostic_sleeve,robustness,risk_on,206,0.9951690821256038,-5.427089947862562e-05,-5.427089947862562e-05,-5.427089947862562e-05,3.3004482810804945e-05,-0.03167224581385444,0.03141223687808524,0.08899968349765064,-5.427089947862562e-05,no allocation,available,
low_beta_low_vol_diagnostic_sleeve,train,risk_on,306,0.7593052109181141,0.08000817197208598,0.08000817197208598,0.08000817197208598,0.00022989202762868657,-0.042149522459533094,0.042089059575978784,0.15923617867193296,0.08000817197208598,no allocation,available,
low_beta_low_vol_diagnostic_sleeve,train,risk_neutral,352,0.9386666666666666,-0.02774748664716087,-0.02774748664716087,-0.02774748664716087,-2.2569384203804388e-05,-0.02554505756608873,0.027680500403343158,0.16507305868977917,-0.02774748664716087,no allocation,available,
low_beta_low_vol_diagnostic_sleeve,train,risk_off,319,1.0,0.058066832836151994,0.058066832836151994,0.058066832836151994,0.00023882355527401968,-0.02699225205412945,0.03235962688617233,0.1492734234857226,0.058066832836151994,no allocation,available,
low_beta_low_vol_diagnostic_sleeve,validation,risk_on,104,1.0,-0.08471446103651181,-0.08471446103651181,-0.08471446103651181,-0.0008177055005921379,-0.03835800178086289,0.01969521040281607,0.10313470287406024,-0.08471446103651181,no allocation,available,
low_beta_low_vol_diagnostic_sleeve,validation,risk_neutral,239,1.0,-0.01276645391597031,-0.01276645391597031,-0.01276645391597031,-2.657857225841989e-05,-0.020763798258554123,0.020961806159868646,0.09211434878090619,-0.01276645391597031,no allocation,available,
low_beta_low_vol_diagnostic_sleeve,validation,risk_off,141,1.0,-0.15361611863515967,-0.15361611863515967,-0.15361611863515967,-0.0011168874330609061,-0.03941915164482668,0.00188770354615575,0.20017767050028823,-0.15361611863515967,no allocation,available,
low_beta_low_vol_diagnostic_sleeve,robustness,risk_neutral,234,1.0,0.034330898220028994,0.034330898220028994,0.034330898220028994,0.000197239403146866,-0.0458930911876948,0.03129089455154209,0.14208943675796992,0.034330898220028994,no allocation,available,
low_beta_low_vol_diagnostic_sleeve,robustness,risk_off,44,1.0,0.15933223780392525,0.15933223780392525,0.15933223780392525,0.003393308690202894,0.007947872063708384,0.026719346597168278,0.014872057930251259,0.15933223780392525,no allocation,available,
low_beta_low_vol_diagnostic_sleeve,robustness,risk_on,206,0.9951690821256038,0.0199396086416459,0.0199396086416459,0.0199396086416459,0.00011769834890606448,-0.026818736319656564,0.02534597036115005,0.06804241408783362,0.0199396086416459,no allocation,available,
cash_sleeve,train,risk_on,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,allocation eligible,available,
cash_sleeve,train,risk_neutral,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,allocation eligible,available,
cash_sleeve,train,risk_off,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,allocation eligible,available,
cash_sleeve,validation,risk_on,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,allocation eligible,available,
cash_sleeve,validation,risk_neutral,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,allocation eligible,available,
cash_sleeve,validation,risk_off,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,allocation eligible,available,
cash_sleeve,robustness,risk_neutral,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,allocation eligible,available,
cash_sleeve,robustness,risk_off,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,allocation eligible,available,
cash_sleeve,robustness,risk_on,0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,allocation eligible,available,
benchmark_reporting_sleeve,train,risk_on,0,0.0,0.21979248816144836,0.21979248816144836,,0.0005564035907868416,-0.03341228595204463,0.05876026895920305,0.15479847973765293,0.21979248816144836,no allocation,available,
benchmark_reporting_sleeve,train,risk_neutral,0,0.0,0.10003865428478576,0.10003865428478576,,0.0003337305386861165,-0.03945201503614659,0.038591405014356116,0.21111192259996836,0.10003865428478576,no allocation,available,
