classifier_id,fit_split,index_instrument,feature_set_json,thresholds_json,state_rule_text,state_rule_hash,state_count,signal_timing,execution_timing,active_flag
sh000300_train_frozen_vol70_drawdown10_v1,train,SH000300,"[""index_close"",""index_ma20"",""index_ma60"",""index_ret20"",""index_realized_vol20"",""index_drawdown60""]","{""drawdown60_hard_threshold"":-0.1,""vol20_high_quantile"":0.7,""vol20_high_threshold"":0.013030161177792095}",drawdown60<=-10% => risk_off; trend_negative and vol20>=train_q70 => risk_off; trend_positive and vol20<train_q70 => risk_on; else risk_neutral,747ea51fcf3a52dd77a37505a5def57b09029038d59219296a9e04fa09a05e8d,3,D close,next tradable open after D,True
