trade_date,split,state_signal_date,exposure_effective_date,market_state,index_close,index_ma20,index_ma60,index_ret20,index_realized_vol20,index_drawdown60,classifier_id
2019-10-23,train,2019-10-22,2019-10-23,risk_on,3895.881,3889.5968994140626,3833.4301188151044,0.0011975765,0.006984184334586585,-0.019397911719241323,sh000300_train_frozen_vol70_drawdown10_v1
2019-10-24,train,2019-10-23,2019-10-24,risk_neutral,3871.085,3887.6469482421876,3834.782967122396,-0.009973943,0.007029192217050357,-0.025639156908031868,sh000300_train_frozen_vol70_drawdown10_v1
2019-10-25,train,2019-10-24,2019-10-25,risk_neutral,3870.668,3884.9612426757812,3835.6302164713543,-0.013687253,0.006966117817153463,-0.025744114785080652,sh000300_train_frozen_vol70_drawdown10_v1
2019-10-28,train,2019-10-25,2019-10-28,risk_neutral,3896.792,3883.0182983398436,3836.392301432292,-0.009873569,0.007114228946454489,-0.01916863897962262,sh000300_train_frozen_vol70_drawdown10_v1
2019-10-29,train,2019-10-28,2019-10-29,risk_on,3926.585,3884.8144409179686,3837.5258992513022,0.009233117,0.006854887932145049,-0.011669681337930227,sh000300_train_frozen_vol70_drawdown10_v1
2019-10-30,train,2019-10-29,2019-10-30,risk_on,3910.226,3885.2719482421876,3838.4585001627606,0.002345562,0.0069074379171041355,-0.015787250137419218,sh000300_train_frozen_vol70_drawdown10_v1
2019-10-31,train,2019-10-30,2019-10-31,risk_on,3891.226,3886.2840576171875,3838.8069661458335,0.0052292347,0.006771812160286385,-0.02056959312538198,sh000300_train_frozen_vol70_drawdown10_v1
2019-11-01,train,2019-10-31,2019-11-01,risk_on,3886.752,3888.5647094726564,3839.6635172526044,0.011874914,0.00653128226425209,-0.021695739527486713,sh000300_train_frozen_vol70_drawdown10_v1
2019-11-04,train,2019-11-01,2019-11-04,risk_on,3952.387,3893.551403808594,3842.1454833984376,0.025887012,0.007425269191156589,-0.00517525906867089,sh000300_train_frozen_vol70_drawdown10_v1
2019-11-05,train,2019-11-04,2019-11-05,risk_on,3978.122,3901.731103515625,3845.9902180989584,0.04288709,0.007038607908333024,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2019-11-06,train,2019-11-05,2019-11-06,risk_on,4002.813,3909.9878051757814,3851.4423014322915,0.043029666,0.007042520064917813,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2019-11-07,train,2019-11-06,2019-11-07,risk_on,3984.882,3917.069958496094,3857.2515177408854,0.0368551,0.007188352297058466,-0.004479576801519336,sh000300_train_frozen_vol70_drawdown10_v1
2019-11-08,train,2019-11-07,2019-11-08,risk_on,3991.875,3922.9317626953125,3863.4255859375,0.030257344,0.007040203452329748,-0.0027325753946717546,sh000300_train_frozen_vol70_drawdown10_v1
2019-11-11,train,2019-11-08,2019-11-11,risk_on,3973.011,3925.996057128906,3868.4875366210936,0.0156672,0.006910652977505917,-0.007445264627744086,sh000300_train_frozen_vol70_drawdown10_v1
2019-11-12,train,2019-11-11,2019-11-12,risk_neutral,3902.978,3923.48291015625,3872.978336588542,-0.012714386,0.007611206913366061,-0.02494120040825787,sh000300_train_frozen_vol70_drawdown10_v1
2019-11-13,train,2019-11-12,2019-11-13,risk_neutral,3903.689,3921.8548583984375,3876.3880696614583,-0.008272111,0.007565175037346966,-0.024763590936598412,sh000300_train_frozen_vol70_drawdown10_v1
2019-11-14,train,2019-11-13,2019-11-14,risk_neutral,3899.982,3920.7197021484376,3880.2919026692707,-0.0057876706,0.007534194748692774,-0.0256896974673938,sh000300_train_frozen_vol70_drawdown10_v1
2019-11-15,train,2019-11-14,2019-11-15,risk_neutral,3905.857,3919.7514526367186,3884.016149902344,-0.0049334764,0.0075417043248721,-0.024221979635659086,sh000300_train_frozen_vol70_drawdown10_v1
2019-11-18,train,2019-11-15,2019-11-18,risk_neutral,3877.089,3920.13701171875,3887.067618815104,0.0019928217,0.007035747459065522,-0.031408881034711844,sh000300_train_frozen_vol70_drawdown10_v1
2019-11-19,train,2019-11-18,2019-11-19,risk_on,3907.929,3921.491455078125,3890.357450358073,0.0069801807,0.007218187356850443,-0.023704338294322058,sh000300_train_frozen_vol70_drawdown10_v1
2019-11-20,train,2019-11-19,2019-11-20,risk_on,3947.039,3924.049353027344,3892.9565185546876,0.013131261,0.007485701223436281,-0.013933682623828658,sh000300_train_frozen_vol70_drawdown10_v1
2019-11-21,train,2019-11-20,2019-11-21,risk_on,3907.864,3925.8883056640625,3894.9587198893228,0.00950098,0.0076906648584520445,-0.02372056223644481,sh000300_train_frozen_vol70_drawdown10_v1
2019-11-22,train,2019-11-21,2019-11-22,risk_neutral,3889.598,3926.8348022460937,3896.7560506184896,0.004890561,0.007772740071743475,-0.028283881415913426,sh000300_train_frozen_vol70_drawdown10_v1
2019-11-25,train,2019-11-22,2019-11-25,risk_neutral,3849.995,3924.4949584960937,3897.6975341796874,-0.012009084,0.0079415867624549,-0.03817761947439058,sh000300_train_frozen_vol70_drawdown10_v1
2019-11-26,train,2019-11-25,2019-11-26,risk_neutral,3878.206,3922.0760131835937,3898.6532348632813,-0.012320876,0.00792542303892202,-0.031129841428653493,sh000300_train_frozen_vol70_drawdown10_v1
2019-11-27,train,2019-11-26,2019-11-27,risk_neutral,3891.653,3921.14736328125,3900.7489379882813,-0.0047498345,0.00792773406961292,-0.027770448540766157,sh000300_train_frozen_vol70_drawdown10_v1
2019-11-28,train,2019-11-27,2019-11-28,risk_neutral,3875.619,3920.3670043945312,3901.7268188476564,-0.004010856,0.00790766390921991,-0.03177617644622721,sh000300_train_frozen_vol70_drawdown10_v1
2019-11-29,train,2019-11-28,2019-11-29,risk_neutral,3862.303,3919.1445556640624,3902.722135416667,-0.0062903166,0.007937470387372053,-0.03510281648855096,sh000300_train_frozen_vol70_drawdown10_v1
2019-12-02,train,2019-11-29,2019-12-02,risk_neutral,3828.671,3912.9587524414064,3903.363533528646,-0.031301618,0.007083218183882452,-0.04350492774795456,sh000300_train_frozen_vol70_drawdown10_v1
2019-12-03,train,2019-12-02,2019-12-03,risk_neutral,3836.059,3905.855603027344,3903.9714192708334,-0.03571105,0.006889802327331387,-0.041659179866307405,sh000300_train_frozen_vol70_drawdown10_v1
2019-12-04,train,2019-12-03,2019-12-04,risk_neutral,3851.087,3898.2692993164064,3904.0175333658854,-0.03790486,0.006774006137335631,-0.037904862071485135,sh000300_train_frozen_vol70_drawdown10_v1
2019-12-05,train,2019-12-04,2019-12-05,risk_neutral,3849.819,3891.516149902344,3903.9543334960936,-0.033893824,0.006755571538802837,-0.038221594896460154,sh000300_train_frozen_vol70_drawdown10_v1
2019-12-06,train,2019-12-05,2019-12-06,risk_neutral,3879.364,3885.8906005859376,3903.843717447917,-0.02818501,0.007024746668669106,-0.03084055512230721,sh000300_train_frozen_vol70_drawdown10_v1
2019-12-09,train,2019-12-06,2019-12-09,risk_neutral,3902.385,3882.3593017578123,3903.461417643229,-0.01777643,0.007155664504943397,-0.025089350616589123,sh000300_train_frozen_vol70_drawdown10_v1
2019-12-10,train,2019-12-09,2019-12-10,risk_neutral,3895.447,3881.9827514648437,3902.5770670572915,-0.0019295812,0.006047954464288122,-0.026822628764122336,sh000300_train_frozen_vol70_drawdown10_v1
2019-12-11,train,2019-12-10,2019-12-11,risk_neutral,3900.384,3881.8175048828125,3901.367667643229,-0.0008466244,0.006054912315397011,-0.025589243209212853,sh000300_train_frozen_vol70_drawdown10_v1
2019-12-12,train,2019-12-11,2019-12-12,risk_on,3902.749,3881.955859375,3900.4257364908854,0.0007095337,0.006052514885788636,-0.024998411151532673,sh000300_train_frozen_vol70_drawdown10_v1
2019-12-13,train,2019-12-12,2019-12-13,risk_neutral,3891.024,3881.214208984375,3899.7744669596354,-0.0037976503,0.006078170720106743,-0.027927625604113104,sh000300_train_frozen_vol70_drawdown10_v1
2019-12-16,train,2019-12-13,2019-12-16,risk_on,3968.221,3885.77080078125,3899.7051513671877,0.02350521,0.007247726816535446,-0.008641932839954736,sh000300_train_frozen_vol70_drawdown10_v1
2019-12-17,train,2019-12-16,2019-12-17,risk_on,3987.546,3889.7516479492188,3900.2023315429688,0.020373225,0.007134042966798774,-0.003814090213169141,sh000300_train_frozen_vol70_drawdown10_v1
2019-12-18,train,2019-12-17,2019-12-18,risk_on,4041.8,3894.489697265625,3902.711983235677,0.024008155,0.007398533151250062,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2019-12-19,train,2019-12-18,2019-12-19,risk_on,4032.783,3900.73564453125,3904.7569661458333,0.03196609,0.006998531953612473,-0.002230958913062575,sh000300_train_frozen_vol70_drawdown10_v1
2019-12-20,train,2019-12-19,2019-12-20,risk_on,4027.15,3907.613244628906,3906.469763183594,0.03536403,0.006887214977270588,-0.003624658891431931,sh000300_train_frozen_vol70_drawdown10_v1
2019-12-23,train,2019-12-20,2019-12-23,risk_on,4017.253,3915.9761352539062,3907.829797363281,0.04344368,0.006406370491433584,-0.006073313584065598,sh000300_train_frozen_vol70_drawdown10_v1
2019-12-24,train,2019-12-23,2019-12-24,risk_on,3967.096,3920.4206298828126,3909.103694661458,0.02292037,0.00703047296586253,-0.01848287907863222,sh000300_train_frozen_vol70_drawdown10_v1
2019-12-25,train,2019-12-24,2019-12-25,risk_on,3992.958,3925.485876464844,3910.6350626627604,0.026031375,0.007111584761818693,-0.012084229903897903,sh000300_train_frozen_vol70_drawdown10_v1
2019-12-26,train,2019-12-25,2019-12-26,risk_on,3990.867,3931.2482788085936,3912.6331136067706,0.029736638,0.0070168190935785985,-0.012601589602018404,sh000300_train_frozen_vol70_drawdown10_v1
2019-12-27,train,2019-12-26,2019-12-27,risk_on,4025.988,3939.4325317382813,3915.713932291667,0.042380214,0.0070936195840903115,-0.003912121215232878,sh000300_train_frozen_vol70_drawdown10_v1
2019-12-30,train,2019-12-27,2019-12-30,risk_on,4022.028,3949.100390625,3918.5368489583334,0.05050242,0.006693530247187725,-0.004891873031171556,sh000300_train_frozen_vol70_drawdown10_v1
2019-12-31,train,2019-12-30,2019-12-31,risk_on,4081.633,3961.3790893554688,3922.9885986328127,0.064017296,0.00720935745416268,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2020-01-02,train,2019-12-31,2020-01-02,risk_on,4096.582,3973.653845214844,3927.3036499023438,0.06374693,0.007208184091394216,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2020-01-03,train,2020-01-02,2020-01-03,risk_on,4152.241,3988.774951171875,3932.4536865234377,0.07855487,0.007507055089823227,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2020-01-06,train,2020-01-03,2020-01-06,risk_on,4144.965,4002.0549926757812,3936.959118652344,0.068464994,0.007545860688028241,-0.0017523951085339773,sh000300_train_frozen_vol70_drawdown10_v1
2020-01-07,train,2020-01-06,2020-01-07,risk_on,4129.295,4013.40048828125,3940.585282389323,0.058146477,0.007675120003607161,-0.0055262418286434745,sh000300_train_frozen_vol70_drawdown10_v1
2020-01-08,train,2020-01-07,2020-01-08,risk_on,4160.227,4026.6394897460937,3944.035050455729,0.06797171,0.007660949560895782,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2020-01-09,train,2020-01-08,2020-01-09,risk_on,4112.317,4037.2361328125,3946.9694986979166,0.05433643,0.008311439388049466,-0.011516235932604424,sh000300_train_frozen_vol70_drawdown10_v1
2020-01-10,train,2020-01-09,2020-01-10,risk_on,4164.37,4050.3171875,3950.9975830078124,0.06703508,0.008571791308378564,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2020-01-13,train,2020-01-10,2020-01-13,risk_on,4163.185,4063.925244140625,3954.9636352539064,0.06994593,0.008492121905486432,-0.00028457090998201817,sh000300_train_frozen_vol70_drawdown10_v1
2020-01-14,train,2020-01-13,2020-01-14,risk_on,4203.988,4075.713586425781,3960.5404663085938,0.05941379,0.007773129611993356,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2020-01-15,train,2020-01-14,2020-01-15,risk_on,4189.886,4085.830603027344,3965.6912353515627,0.050743103,0.007875961937627995,-0.0033543300300693524,sh000300_train_frozen_vol70_drawdown10_v1
2020-01-16,train,2020-01-15,2020-01-16,risk_on,4166.734,4092.077294921875,3970.205448404948,0.030910492,0.007627993492838066,-0.008861563849521081,sh000300_train_frozen_vol70_drawdown10_v1
2020-01-17,train,2020-01-16,2020-01-17,risk_on,4149.043,4097.890295410156,3974.8380818684896,0.02882874,0.007690342418829096,-0.013069691665291261,sh000300_train_frozen_vol70_drawdown10_v1
2020-01-20,train,2020-01-17,2020-01-20,risk_on,4154.853,4104.275451660156,3979.574499511719,0.031710505,0.0076626539638952615,-0.011687656588151518,sh000300_train_frozen_vol70_drawdown10_v1
2020-01-21,train,2020-01-20,2020-01-21,risk_on,4185.83,4112.704309082032,3984.3918009440104,0.04196334,0.007705211805219357,-0.004319164502361139,sh000300_train_frozen_vol70_drawdown10_v1
2020-01-22,train,2020-01-21,2020-01-22,risk_on,4114.309,4120.064965820313,3987.520536295573,0.03710854,0.008190283125206433,-0.021331820013247738,sh000300_train_frozen_vol70_drawdown10_v1
2020-01-23,train,2020-01-22,2020-01-23,risk_on,4131.931,4127.013623046875,3991.2156209309896,0.034804583,0.008140990808572645,-0.017140068947278153,sh000300_train_frozen_vol70_drawdown10_v1
2020-02-03,train,2020-01-23,2020-02-03,risk_on,4003.901,4127.665319824218,3993.093534342448,0.003265977,0.010828843611010004,-0.047594551629562054,sh000300_train_frozen_vol70_drawdown10_v1
2020-02-04,train,2020-02-03,2020-02-04,risk_off,3688.358,4110.7838134765625,3989.7869669596353,-0.08386266,0.020166589047495936,-0.12265256423315518,sh000300_train_frozen_vol70_drawdown10_v1
2020-02-05,train,2020-02-04,2020-02-05,risk_off,3785.638,4098.964306640625,3987.0078165690106,-0.058773875,0.021235116214336783,-0.09951262328004928,sh000300_train_frozen_vol70_drawdown10_v1
2020-02-06,train,2020-02-05,2020-02-06,risk_off,3828.527,4086.3090087890623,3984.5145670572915,-0.062010944,0.021103613835974144,-0.08931060503727917,sh000300_train_frozen_vol70_drawdown10_v1
2020-02-07,train,2020-02-06,2020-02-07,risk_off,3899.775,4076.46865234375,3982.797265625,-0.04804176,0.02158428100062175,-0.07236293386336701,sh000300_train_frozen_vol70_drawdown10_v1
2020-02-10,train,2020-02-07,2020-02-10,risk_off,3899.869,4063.8500366210938,3981.380379231771,-0.06077981,0.021288113048131385,-0.0723405755347386,sh000300_train_frozen_vol70_drawdown10_v1
2020-02-11,train,2020-02-10,2020-02-11,risk_off,3916.005,4052.4020385742188,3980.1158772786457,-0.055238068,0.021342562335293087,-0.0685023183554212,sh000300_train_frozen_vol70_drawdown10_v1
2020-02-12,train,2020-02-11,2020-02-12,risk_off,3952.464,4043.560498046875,3979.773429361979,-0.042823493,0.02149654063357876,-0.05982978401157657,sh000300_train_frozen_vol70_drawdown10_v1
2020-02-13,train,2020-02-12,2020-02-13,risk_off,3984.433,4034.77080078125,3981.1310139973957,-0.04225588,0.021510046158348076,-0.05222533896678039,sh000300_train_frozen_vol70_drawdown10_v1
2020-02-14,train,2020-02-13,2020-02-14,risk_off,3959.919,4027.1509033203124,3982.068180338542,-0.03705889,0.021421946056566964,-0.05805650722023026,sh000300_train_frozen_vol70_drawdown10_v1
2020-02-17,train,2020-02-14,2020-02-17,risk_off,3987.734,4018.319091796875,3983.530712890625,-0.042416096,0.02126846279982925,-0.05144018415364782,sh000300_train_frozen_vol70_drawdown10_v1
2020-02-18,train,2020-02-17,2020-02-18,risk_off,4077.424,4014.031042480469,3986.390165201823,-0.020599842,0.0219257050167774,-0.030105634682100035,sh000300_train_frozen_vol70_drawdown10_v1
2020-02-19,train,2020-02-18,2020-02-19,risk_off,4057.511,4006.7072021484373,3989.3971964518228,-0.034842372,0.0218042426918937,-0.03484234823079413,sh000300_train_frozen_vol70_drawdown10_v1
2020-02-20,train,2020-02-19,2020-02-20,risk_off,4051.311,3999.7784423828125,3991.786897786458,-0.033073723,0.02180021718593005,-0.03631712681655608,sh000300_train_frozen_vol70_drawdown10_v1
2020-02-21,train,2020-02-20,2020-02-21,risk_off,4144.656,3998.6745361328126,3995.0805094401044,-0.005298674,0.022412580294860124,-0.014113273913219704,sh000300_train_frozen_vol70_drawdown10_v1
2020-02-24,train,2020-02-21,2020-02-24,risk_neutral,4149.49,3998.6968994140625,3999.1076131184896,0.0001077652,0.02239242088315303,-0.012963300865168614,sh000300_train_frozen_vol70_drawdown10_v1
2020-02-25,train,2020-02-24,2020-02-25,risk_off,4132.839,3997.59619140625,4003.161629231771,-0.0052984357,0.022409765186863433,-0.01692415137366665,sh000300_train_frozen_vol70_drawdown10_v1
2020-02-26,train,2020-02-25,2020-02-26,risk_off,4123.854,3994.4973876953127,4007.7259440104167,-0.014806151,0.022347637417653925,-0.019061375296218763,sh000300_train_frozen_vol70_drawdown10_v1
2020-02-27,train,2020-02-26,2020-02-27,risk_off,4073.015,3992.4326782226562,4010.9727579752603,-0.010036707,0.022194458534376797,-0.031154443552305233,sh000300_train_frozen_vol70_drawdown10_v1
2020-02-28,train,2020-02-27,2020-02-28,risk_off,4084.876,3990.0799194335937,4014.1931396484374,-0.011388183,0.022182467493282673,-0.02833305477372383,sh000300_train_frozen_vol70_drawdown10_v1
2020-03-02,train,2020-02-28,2020-03-02,risk_off,3940.049,3986.8873291015625,4015.2669759114583,-0.015947402,0.022510332763466197,-0.06278294174511345,sh000300_train_frozen_vol70_drawdown10_v1
2020-03-03,train,2020-03-02,2020-03-03,risk_neutral,4069.666,4005.952734375,4018.723026529948,0.103381515,0.015004641727878146,-0.03195103886086581,sh000300_train_frozen_vol70_drawdown10_v1
2020-03-04,train,2020-03-03,2020-03-04,risk_neutral,4091.362,4021.2389404296873,4023.101212565104,0.08075893,0.014187498802113532,-0.02679021395120218,sh000300_train_frozen_vol70_drawdown10_v1
2020-03-05,train,2020-03-04,2020-03-05,risk_neutral,4115.052,4035.5651733398436,4027.7510904947917,0.07483935,0.014095314659990888,-0.021155160180292953,sh000300_train_frozen_vol70_drawdown10_v1
2020-03-06,train,2020-03-05,2020-03-06,risk_neutral,4206.725,4050.9126831054687,4033.6783935546873,0.07870972,0.014310144784141263,0.0,sh000300_train_frozen_vol70_drawdown10_v1
2020-03-09,train,2020-03-06,2020-03-09,risk_neutral,4138.507,4062.844580078125,4038.489855957031,0.06119132,0.014953256645460768,-0.01621647722042907,sh000300_train_frozen_vol70_drawdown10_v1
2020-03-10,train,2020-03-09,2020-03-10,risk_off,3997.133,4066.900988769531,4040.452673339844,0.020717025,0.017007131235314034,-0.04982308949362957,sh000300_train_frozen_vol70_drawdown10_v1
2020-03-11,train,2020-03-10,2020-03-11,risk_neutral,4082.732,4073.4143798828127,4043.458455403646,0.032958627,0.017494427520549895,-0.029474986167168815,sh000300_train_frozen_vol70_drawdown10_v1
2020-03-12,train,2020-03-11,2020-03-12,risk_off,4028.429,4075.6141723632813,4045.6748209635416,0.01104188,0.017728076153882267,-0.042383597320742816,sh000300_train_frozen_vol70_drawdown10_v1
2020-03-13,train,2020-03-12,2020-03-13,risk_off,3950.911,4075.16376953125,4046.5169352213543,-0.0022748113,0.018204476792051786,-0.06081077395023993,sh000300_train_frozen_vol70_drawdown10_v1
2020-03-16,train,2020-03-13,2020-03-16,risk_off,3895.313,4070.542724609375,4046.393001302083,-0.023176312,0.01838028552431212,-0.07402720694739506,sh000300_train_frozen_vol70_drawdown10_v1
2020-03-17,train,2020-03-16,2020-03-17,risk_off,3727.84,4053.063525390625,4043.673270670573,-0.08573645,0.019689513912581894,-0.11383796151368031,sh000300_train_frozen_vol70_drawdown10_v1
2020-03-18,train,2020-03-17,2020-03-18,risk_off,3709.682,4035.6720703125,4039.364286295573,-0.08572477,0.019689494359417824,-0.11815443161892125,sh000300_train_frozen_vol70_drawdown10_v1
2020-03-19,train,2020-03-18,2020-03-19,risk_off,3636.257,4014.9193725585938,4033.50947265625,-0.1024493,0.019962532997350024,-0.13560858015085364,sh000300_train_frozen_vol70_drawdown10_v1
2020-03-20,train,2020-03-19,2020-03-20,risk_off,3589.093,3987.1412353515625,4025.96435546875,-0.13404316,0.018932540865912013,-0.14682016669504616,sh000300_train_frozen_vol70_drawdown10_v1
2020-03-23,train,2020-03-20,2020-03-23,risk_off,3653.224,3962.3279296875,4019.6383748372396,-0.1195969,0.019629417054287345,-0.13157526667736852,sh000300_train_frozen_vol70_drawdown10_v1
2020-03-24,train,2020-03-23,2020-03-24,risk_off,3530.306,3932.201281738281,4011.3576416015626,-0.14579153,0.02051045355314242,-0.16079472125002592,sh000300_train_frozen_vol70_drawdown10_v1
2020-03-25,train,2020-03-24,2020-03-25,risk_off,3625.115,3907.2643310546873,4004.8220092773436,-0.12094003,0.021830396072966673,-0.13825721765035592,sh000300_train_frozen_vol70_drawdown10_v1
2020-03-26,train,2020-03-25,2020-03-26,risk_off,3722.518,3889.7394897460936,4000.745711263021,-0.08605343,0.02292306314378785,-0.1151030837550504,sh000300_train_frozen_vol70_drawdown10_v1
2020-03-27,train,2020-03-26,2020-03-27,risk_off,3698.047,3870.398046875,3995.830529785156,-0.09469783,0.022868548641759173,-0.12092018534774984,sh000300_train_frozen_vol70_drawdown10_v1
2020-03-30,train,2020-03-27,2020-03-30,risk_off,3710.061,3858.898645019531,3991.150431315104,-0.058371842,0.02179658993908046,-0.11806430203312146,sh000300_train_frozen_vol70_drawdown10_v1
2020-03-31,train,2020-03-30,2020-03-31,risk_off,3674.111,3839.1208984375,3985.2858154296873,-0.09719592,0.020232839050942513,-0.12661013051901526,sh000300_train_frozen_vol70_drawdown10_v1
2020-04-01,train,2020-03-31,2020-04-01,risk_off,3686.155,3818.860546875,3979.6879313151044,-0.099039614,0.020185853766060486,-0.12374710880190565,sh000300_train_frozen_vol70_drawdown10_v1
2020-04-02,train,2020-04-01,2020-04-02,risk_off,3675.076,3796.8617553710938,3972.9119791666667,-0.10691863,0.020041357342328522,-0.12638077306693507,sh000300_train_frozen_vol70_drawdown10_v1
2020-04-03,train,2020-04-02,2020-04-03,risk_off,3734.531,3773.25205078125,3966.877795410156,-0.11224741,0.019660079734208632,-0.11224743258359215,sh000300_train_frozen_vol70_drawdown10_v1
2020-04-07,train,2020-04-03,2020-04-07,risk_off,3713.218,3751.9876098632812,3959.5607421875,-0.10276383,0.019512972145788808,-0.11731384119991095,sh000300_train_frozen_vol70_drawdown10_v1
2020-04-08,train,2020-04-07,2020-04-08,risk_off,3798.021,3742.0320068359374,3953.7783447265624,-0.049813747,0.01923784032224995,-0.09715493455709923,sh000300_train_frozen_vol70_drawdown10_v1
2020-04-09,train,2020-04-08,2020-04-09,risk_off,3780.345,3726.9126586914062,3947.962512207031,-0.07406485,0.018449412336856586,-0.10135678397209269,sh000300_train_frozen_vol70_drawdown10_v1
2020-04-10,train,2020-04-09,2020-04-10,risk_off,3792.811,3715.1317626953123,3941.8389119466146,-0.058488786,0.018370645757408374,-0.09839341836969795,sh000300_train_frozen_vol70_drawdown10_v1
2020-04-13,train,2020-04-10,2020-04-13,risk_off,3769.178,3706.0451171875,3936.1199300130206,-0.04599774,0.018004967795476584,-0.10401134112243315,sh000300_train_frozen_vol70_drawdown10_v1
2020-04-14,train,2020-04-13,2020-04-14,risk_off,3753.257,3698.9423217773438,3929.2680460611978,-0.036468446,0.017806815102876426,-0.10779597122492546,sh000300_train_frozen_vol70_drawdown10_v1
2020-04-15,train,2020-04-14,2020-04-15,risk_off,3825.699,3703.8352661132812,3923.643277994792,0.02625084,0.015625395300864497,-0.09057547479372052,sh000300_train_frozen_vol70_drawdown10_v1
2020-04-16,train,2020-04-15,2020-04-16,risk_off,3797.362,3708.219274902344,3916.866182454427,0.023635507,0.015686092602911546,-0.09731157316113881,sh000300_train_frozen_vol70_drawdown10_v1
2020-04-17,train,2020-04-16,2020-04-17,risk_off,3802.381,3716.5254760742187,3910.407763671875,0.04568541,0.014923521588210085,-0.09611847333829893,sh000300_train_frozen_vol70_drawdown10_v1
2020-04-20,train,2020-04-17,2020-04-20,risk_off,3839.487,3729.0451782226564,3904.953649902344,0.06976533,0.014575132060342574,-0.0872978453747737,sh000300_train_frozen_vol70_drawdown10_v1
2020-04-21,train,2020-04-20,2020-04-21,risk_off,3853.455,3739.0567260742187,3900.0271850585937,0.054809332,0.014198019031540186,-0.08397744357673198,sh000300_train_frozen_vol70_drawdown10_v1
2020-04-22,train,2020-04-21,2020-04-22,risk_neutral,3808.047,3752.9437866210938,3894.2470865885416,0.07867336,0.012027725155863969,-0.09477157866525343,sh000300_train_frozen_vol70_drawdown10_v1
2020-04-23,train,2020-04-22,2020-04-23,risk_neutral,3839.383,3763.657189941406,3888.472969563802,0.05910659,0.010877629848273212,-0.08732256862239163,sh000300_train_frozen_vol70_drawdown10_v1
2020-04-24,train,2020-04-23,2020-04-24,risk_neutral,3829.753,3769.018933105469,3883.7303670247397,0.028807044,0.009434105026140668,-0.08961179045875323,sh000300_train_frozen_vol70_drawdown10_v1
2020-04-27,train,2020-04-24,2020-04-27,risk_neutral,3796.972,3773.9651733398437,3878.147713216146,0.026750565,0.009528172578349724,-0.09740431435760244,sh000300_train_frozen_vol70_drawdown10_v1
2020-04-28,train,2020-04-27,2020-04-28,risk_neutral,3822.769,3779.6005737304686,3875.1288492838544,0.030379057,0.00959430343022393,-0.09127196233987778,sh000300_train_frozen_vol70_drawdown10_v1
2020-04-29,train,2020-04-28,2020-04-29,risk_neutral,3849.147,3788.3523681640627,3877.8086669921877,0.047640324,0.00929991212997467,-0.08500154317172337,sh000300_train_frozen_vol70_drawdown10_v1
2020-04-30,train,2020-04-29,2020-04-30,risk_neutral,3867.032,3797.3962158203126,3879.165234375,0.049069285,0.009311349037159874,-0.08075001511832391,sh000300_train_frozen_vol70_drawdown10_v1
2020-05-06,train,2020-04-30,2020-05-06,risk_on,3912.577,3809.2712646484374,3880.566064453125,0.06462479,0.009435577935553077,-0.06992332195019302,sh000300_train_frozen_vol70_drawdown10_v1
2020-05-07,train,2020-05-06,2020-05-07,risk_on,3936.254,3819.3574096679686,3881.1740478515626,0.054015636,0.00898549380407676,-0.06429495275480235,sh000300_train_frozen_vol70_drawdown10_v1
2020-05-08,train,2020-05-07,2020-05-08,risk_on,3924.895,3829.941259765625,3881.5911499023437,0.05700636,0.00887426835684518,-0.06699512603807167,sh000300_train_frozen_vol70_drawdown10_v1
2020-05-11,train,2020-05-08,2020-05-11,risk_on,3963.622,3838.2213134765625,3882.3847696940106,0.04360199,0.00779566571017848,-0.05778914041214467,sh000300_train_frozen_vol70_drawdown10_v1
2020-05-12,train,2020-05-11,2020-05-12,risk_on,3960.18,3847.2130615234373,3882.5133666992188,0.047571063,0.0076727550183703745,-0.058607387051030746,sh000300_train_frozen_vol70_drawdown10_v1
2020-05-13,train,2020-05-12,2020-05-13,risk_on,3960.238,3855.5844116210938,3882.110115559896,0.0441432,0.007685955745576479,-0.05859357453240854,sh000300_train_frozen_vol70_drawdown10_v1
2020-05-14,train,2020-05-13,2020-05-14,risk_on,3968.253,3865.5381591796877,3882.249015299479,0.05281651,0.0074402909980055545,-0.05668831749942804,sh000300_train_frozen_vol70_drawdown10_v1
2020-05-15,train,2020-05-14,2020-05-15,risk_on,3925.218,3874.1362060546876,3881.2070841471354,0.04581642,0.007871536611833463,-0.06691834468455404,sh000300_train_frozen_vol70_drawdown10_v1
2020-05-18,train,2020-05-15,2020-05-18,risk_on,3912.816,3878.492053222656,3878.463614908854,0.022771478,0.006904963491092393,-0.06986650490930568,sh000300_train_frozen_vol70_drawdown10_v1
2020-05-19,train,2020-05-18,2020-05-19,risk_on,3922.912,3884.7695556640624,3876.2203002929687,0.033062458,0.00662344562662767,-0.0674664927450036,sh000300_train_frozen_vol70_drawdown10_v1
