allocator_policy_id,month,split,monthly_return,full_exposure_primary_monthly_return,monthly_return_delta_vs_full_exposure,average_gross_exposure,cash_only_day_share,risk_on_day_count,risk_neutral_day_count,risk_off_day_count
full_exposure_primary_baseline,2017-07,train,0.0,0.0,0.0,0.0,1.0,20,0,0
market_state_cash_allocator_v1,2017-07,train,0.0,0.0,0.0,0.0,1.0,20,0,0
market_state_cash_plus_basebreakout_secondary_v1,2017-07,train,0.0068126648014310565,0.0,0.0068126648014310565,0.15000000000000005,0.25,20,0,0
full_exposure_primary_baseline,2017-08,train,0.0,0.0,0.0,0.0,1.0,18,5,0
market_state_cash_allocator_v1,2017-08,train,0.0,0.0,0.0,0.0,1.0,18,5,0
market_state_cash_plus_basebreakout_secondary_v1,2017-08,train,0.006094935592535711,0.0,0.006094935592535711,0.15652173913043485,0.21739130434782608,18,5,0
full_exposure_primary_baseline,2017-09,train,0.014606850367232083,0.014606850367232083,0.0,0.14285714285714285,0.8571428571428571,18,3,0
market_state_cash_allocator_v1,2017-09,train,0.008269659831200649,0.014606850367232083,-0.006337190536031434,0.09523809523809523,0.8571428571428571,18,3,0
market_state_cash_plus_basebreakout_secondary_v1,2017-09,train,0.014046282409455824,0.014606850367232083,-0.000560567957776259,0.2285714285714286,0.19047619047619047,18,3,0
full_exposure_primary_baseline,2017-10,train,0.05189253750647915,0.05189253750647915,0.0,1.0,0.0,17,0,0
market_state_cash_allocator_v1,2017-10,train,0.05189253750647915,0.05189253750647915,0.0,1.0,0.0,17,0,0
market_state_cash_plus_basebreakout_secondary_v1,2017-10,train,0.05189253750647915,0.05189253750647915,0.0,1.0,0.0,17,0,0
full_exposure_primary_baseline,2017-11,train,-0.005609430280317351,-0.005609430280317351,0.0,1.0,0.0,22,0,0
market_state_cash_allocator_v1,2017-11,train,-0.005609430280317351,-0.005609430280317351,0.0,1.0,0.0,22,0,0
market_state_cash_plus_basebreakout_secondary_v1,2017-11,train,-0.005609430280317351,-0.005609430280317351,0.0,1.0,0.0,22,0,0
full_exposure_primary_baseline,2017-12,train,0.010381566223553573,0.010381566223553573,0.0,1.0,0.0,3,18,0
market_state_cash_allocator_v1,2017-12,train,0.010250771613074638,0.010381566223553573,-0.00013079461047893481,0.5714285714285714,0.0,3,18,0
market_state_cash_plus_basebreakout_secondary_v1,2017-12,train,0.010250771613074638,0.010381566223553573,-0.00013079461047893481,0.5714285714285714,0.0,3,18,0
full_exposure_primary_baseline,2018-01,train,0.05156646070294291,0.05156646070294291,0.0,1.0,0.0,22,0,0
market_state_cash_allocator_v1,2018-01,train,0.05156646070294291,0.05156646070294291,0.0,1.0,0.0,22,0,0
market_state_cash_plus_basebreakout_secondary_v1,2018-01,train,0.05156646070294291,0.05156646070294291,0.0,1.0,0.0,22,0,0
full_exposure_primary_baseline,2018-02,train,-0.05213144330560482,-0.05213144330560482,0.0,1.0,0.0,4,3,8
market_state_cash_allocator_v1,2018-02,train,-0.06454466058420782,-0.05213144330560482,-0.012413217278603006,0.36666666666666664,0.5333333333333333,4,3,8
market_state_cash_plus_basebreakout_secondary_v1,2018-02,train,-0.06454466058420782,-0.05213144330560482,-0.012413217278603006,0.36666666666666664,0.5333333333333333,4,3,8
full_exposure_primary_baseline,2018-03,train,-0.029001388413621876,-0.029001388413621876,0.0,1.0,0.0,0,5,17
market_state_cash_allocator_v1,2018-03,train,-0.020124491720285187,-0.029001388413621876,0.008876896693336689,0.11363636363636363,0.7727272727272727,0,5,17
market_state_cash_plus_basebreakout_secondary_v1,2018-03,train,-0.020124491720285187,-0.029001388413621876,0.008876896693336689,0.11363636363636363,0.7727272727272727,0,5,17
full_exposure_primary_baseline,2018-04,train,-0.03607439068415774,-0.03607439068415774,0.0,1.0,0.0,0,0,18
market_state_cash_allocator_v1,2018-04,train,0.0,-0.03607439068415774,0.03607439068415774,0.0,1.0,0,0,18
market_state_cash_plus_basebreakout_secondary_v1,2018-04,train,0.0,-0.03607439068415774,0.03607439068415774,0.0,1.0,0,0,18
full_exposure_primary_baseline,2018-05,train,0.011408714969837197,0.011408714969837197,0.0,1.0,0.0,0,17,5
market_state_cash_allocator_v1,2018-05,train,-0.01205252747703034,0.011408714969837197,-0.023461242446867536,0.38636363636363635,0.22727272727272727,0,17,5
market_state_cash_plus_basebreakout_secondary_v1,2018-05,train,-0.01205252747703034,0.011408714969837197,-0.023461242446867536,0.38636363636363635,0.22727272727272727,0,17,5
full_exposure_primary_baseline,2018-06,train,-0.07700991235923849,-0.07700991235923849,0.0,1.0,0.0,0,16,4
market_state_cash_allocator_v1,2018-06,train,-0.041939253373649676,-0.07700991235923849,0.03507065898558881,0.4,0.2,0,16,4
market_state_cash_plus_basebreakout_secondary_v1,2018-06,train,-0.041939253373649676,-0.07700991235923849,0.03507065898558881,0.4,0.2,0,16,4
full_exposure_primary_baseline,2018-07,train,0.006274371371166376,0.006274371371166376,0.0,1.0,0.0,0,0,22
market_state_cash_allocator_v1,2018-07,train,0.0,0.006274371371166376,-0.006274371371166376,0.0,1.0,0,0,22
market_state_cash_plus_basebreakout_secondary_v1,2018-07,train,0.0,0.006274371371166376,-0.006274371371166376,0.0,1.0,0,0,22
full_exposure_primary_baseline,2018-08,train,-0.05390099296641815,-0.05390099296641815,0.0,1.0,0.0,0,0,23
market_state_cash_allocator_v1,2018-08,train,0.0,-0.05390099296641815,0.05390099296641815,0.0,1.0,0,0,23
market_state_cash_plus_basebreakout_secondary_v1,2018-08,train,0.0,-0.05390099296641815,0.05390099296641815,0.0,1.0,0,0,23
full_exposure_primary_baseline,2018-09,train,0.034611375805439826,0.034611375805439826,0.0,1.0,0.0,2,6,11
market_state_cash_allocator_v1,2018-09,train,0.02483654443498695,0.034611375805439826,-0.009774831370452874,0.2631578947368421,0.5789473684210527,2,6,11
market_state_cash_plus_basebreakout_secondary_v1,2018-09,train,0.02483654443498695,0.034611375805439826,-0.009774831370452874,0.2631578947368421,0.5789473684210527,2,6,11
full_exposure_primary_baseline,2018-10,train,-0.08817612709854517,-0.08817612709854517,0.0,1.0,0.0,1,0,17
market_state_cash_allocator_v1,2018-10,train,-0.04150144608748674,-0.08817612709854517,0.04667468101105843,0.05555555555555555,0.9444444444444444,1,0,17
market_state_cash_plus_basebreakout_secondary_v1,2018-10,train,-0.04150144608748674,-0.08817612709854517,0.04667468101105843,0.05555555555555555,0.9444444444444444,1,0,17
full_exposure_primary_baseline,2018-11,train,0.00556543509032692,0.00556543509032692,0.0,1.0,0.0,0,2,20
market_state_cash_allocator_v1,2018-11,train,-0.006629345354819294,0.00556543509032692,-0.012194780445146214,0.045454545454545456,0.9090909090909091,0,2,20
market_state_cash_plus_basebreakout_secondary_v1,2018-11,train,-0.006629345354819294,0.00556543509032692,-0.012194780445146214,0.045454545454545456,0.9090909090909091,0,2,20
full_exposure_primary_baseline,2018-12,train,-0.03496977898760145,-0.03496977898760145,0.0,1.0,0.0,2,8,10
market_state_cash_allocator_v1,2018-12,train,-0.015348093763676185,-0.03496977898760145,0.019621685223925267,0.3,0.5,2,8,10
market_state_cash_plus_basebreakout_secondary_v1,2018-12,train,-0.015348093763676185,-0.03496977898760145,0.019621685223925267,0.3,0.5,2,8,10
full_exposure_primary_baseline,2019-01,train,0.040409650772003536,0.040409650772003536,0.0,1.0,0.0,7,14,1
market_state_cash_allocator_v1,2019-01,train,0.008995334055411641,0.040409650772003536,-0.031414316716591895,0.6363636363636364,0.045454545454545456,7,14,1
market_state_cash_plus_basebreakout_secondary_v1,2019-01,train,0.008995334055411641,0.040409650772003536,-0.031414316716591895,0.6363636363636364,0.045454545454545456,7,14,1
full_exposure_primary_baseline,2019-02,train,0.1563725320073266,0.1563725320073266,0.0,1.0,0.0,12,3,0
market_state_cash_allocator_v1,2019-02,train,0.16332993215690128,0.1563725320073266,0.0069574001495746884,0.9,0.0,12,3,0
market_state_cash_plus_basebreakout_secondary_v1,2019-02,train,0.16332993215690128,0.1563725320073266,0.0069574001495746884,0.9,0.0,12,3,0
full_exposure_primary_baseline,2019-03,train,0.04725293933853414,0.04725293933853414,0.0,1.0,0.0,0,21,0
market_state_cash_allocator_v1,2019-03,train,0.024167179496281443,0.04725293933853414,-0.023085759842252696,0.5,0.0,0,21,0
market_state_cash_plus_basebreakout_secondary_v1,2019-03,train,0.024167179496281443,0.04725293933853414,-0.023085759842252696,0.5,0.0,0,21,0
full_exposure_primary_baseline,2019-04,train,0.0055727274682284555,0.0055727274682284555,0.0,1.0,0.0,0,21,0
market_state_cash_allocator_v1,2019-04,train,0.0031974635440497057,0.0055727274682284555,-0.00237526392417875,0.5,0.0,0,21,0
market_state_cash_plus_basebreakout_secondary_v1,2019-04,train,0.0031974635440497057,0.0055727274682284555,-0.00237526392417875,0.5,0.0,0,21,0
full_exposure_primary_baseline,2019-05,train,-0.06438596176279598,-0.06438596176279598,0.0,1.0,0.0,0,1,19
market_state_cash_allocator_v1,2019-05,train,-0.02891776696474313,-0.06438596176279598,0.035468194798052854,0.025,0.95,0,1,19
market_state_cash_plus_basebreakout_secondary_v1,2019-05,train,-0.02891776696474313,-0.06438596176279598,0.035468194798052854,0.025,0.95,0,1,19
full_exposure_primary_baseline,2019-06,train,0.05347764246200226,0.05347764246200226,0.0,1.0,0.0,5,3,11
market_state_cash_allocator_v1,2019-06,train,0.008135178970055224,0.05347764246200226,-0.04534246349194704,0.34210526315789475,0.5789473684210527,5,3,11
market_state_cash_plus_basebreakout_secondary_v1,2019-06,train,0.008135178970055224,0.05347764246200226,-0.04534246349194704,0.34210526315789475,0.5789473684210527,5,3,11
full_exposure_primary_baseline,2019-07,train,0.009201494883630978,0.009201494883630978,0.0,1.0,0.0,16,7,0
market_state_cash_allocator_v1,2019-07,train,0.004511984229942367,0.009201494883630978,-0.004689510653688611,0.8478260869565217,0.0,16,7,0
market_state_cash_plus_basebreakout_secondary_v1,2019-07,train,0.004511984229942367,0.009201494883630978,-0.004689510653688611,0.8478260869565217,0.0,16,7,0
full_exposure_primary_baseline,2019-08,train,-0.014269751006655285,-0.014269751006655285,0.0,1.0,0.0,1,21,0
market_state_cash_allocator_v1,2019-08,train,-0.006701640598760106,-0.014269751006655285,0.007568110407895179,0.5227272727272727,0.0,1,21,0
market_state_cash_plus_basebreakout_secondary_v1,2019-08,train,-0.006701640598760106,-0.014269751006655285,0.007568110407895179,0.5227272727272727,0.0,1,21,0
full_exposure_primary_baseline,2019-09,train,-0.0009594478151879748,-0.0009594478151879748,0.0,1.0,0.0,20,0,0
market_state_cash_allocator_v1,2019-09,train,-0.0009594478151879748,-0.0009594478151879748,0.0,1.0,0.0,20,0,0
market_state_cash_plus_basebreakout_secondary_v1,2019-09,train,-0.0009594478151879748,-0.0009594478151879748,0.0,1.0,0.0,20,0,0
full_exposure_primary_baseline,2019-10,train,0.015046307190053287,0.015046307190053287,0.0,1.0,0.0,5,13,0
market_state_cash_allocator_v1,2019-10,train,-0.007693649617667164,0.015046307190053287,-0.02273995680772045,0.6388888888888888,0.0,5,13,0
market_state_cash_plus_basebreakout_secondary_v1,2019-10,train,-0.007693649617667164,0.015046307190053287,-0.02273995680772045,0.6388888888888888,0.0,5,13,0
full_exposure_primary_baseline,2019-11,train,-0.014944894726484637,-0.014944894726484637,0.0,1.0,0.0,10,11,0
market_state_cash_allocator_v1,2019-11,train,-0.0093885890053379,-0.014944894726484637,0.005556305721146737,0.7380952380952381,0.0,10,11,0
market_state_cash_plus_basebreakout_secondary_v1,2019-11,train,-0.0093885890053379,-0.014944894726484637,0.005556305721146737,0.7380952380952381,0.0,10,11,0
full_exposure_primary_baseline,2019-12,train,0.07243668709133466,0.07243668709133466,0.0,1.0,0.0,13,9,0
market_state_cash_allocator_v1,2019-12,train,0.05331111539760802,0.07243668709133466,-0.01912557169372664,0.7954545454545454,0.0,13,9,0
market_state_cash_plus_basebreakout_secondary_v1,2019-12,train,0.05331111539760802,0.07243668709133466,-0.01912557169372664,0.7954545454545454,0.0,13,9,0
full_exposure_primary_baseline,2020-01,train,-0.023945120182718993,-0.023945120182718993,0.0,1.0,0.0,16,0,0
market_state_cash_allocator_v1,2020-01,train,-0.023945120182718993,-0.023945120182718993,0.0,1.0,0.0,16,0,0
market_state_cash_plus_basebreakout_secondary_v1,2020-01,train,-0.023945120182718993,-0.023945120182718993,0.0,1.0,0.0,16,0,0
full_exposure_primary_baseline,2020-02,train,-0.01285012301564692,-0.01285012301564692,0.0,1.0,0.0,1,1,18
market_state_cash_allocator_v1,2020-02,train,-0.08473428268722194,-0.01285012301564692,-0.07188415967157502,0.075,0.9,1,1,18
market_state_cash_plus_basebreakout_secondary_v1,2020-02,train,-0.08473428268722194,-0.01285012301564692,-0.07188415967157502,0.075,0.9,1,1,18
full_exposure_primary_baseline,2020-03,train,-0.05358470810230276,-0.05358470810230276,0.0,1.0,0.0,0,6,16
market_state_cash_allocator_v1,2020-03,train,-0.015293939513956745,-0.05358470810230276,0.038290768588346014,0.13636363636363635,0.7272727272727273,0,6,16
market_state_cash_plus_basebreakout_secondary_v1,2020-03,train,-0.015293939513956745,-0.05358470810230276,0.038290768588346014,0.13636363636363635,0.7272727272727273,0,6,16
full_exposure_primary_baseline,2020-04,train,0.051797768126148336,0.051797768126148336,0.0,1.0,0.0,0,7,14
market_state_cash_allocator_v1,2020-04,train,0.01233099956128747,0.051797768126148336,-0.039466768564860866,0.16666666666666666,0.6666666666666666,0,7,14
market_state_cash_plus_basebreakout_secondary_v1,2020-04,train,0.01233099956128747,0.051797768126148336,-0.039466768564860866,0.16666666666666666,0.6666666666666666,0,7,14
full_exposure_primary_baseline,2020-05,train,-0.013771674498492592,-0.013771674498492592,0.0,1.0,0.0,15,3,0
market_state_cash_allocator_v1,2020-05,train,-0.020556493785024776,-0.013771674498492592,-0.006784819286532184,0.9166666666666666,0.0,15,3,0
market_state_cash_plus_basebreakout_secondary_v1,2020-05,train,-0.020556493785024776,-0.013771674498492592,-0.006784819286532184,0.9166666666666666,0.0,15,3,0
full_exposure_primary_baseline,2020-06,train,0.07781515459281119,0.07781515459281119,0.0,1.0,0.0,20,0,0
market_state_cash_allocator_v1,2020-06,train,0.07781515459281119,0.07781515459281119,0.0,1.0,0.0,20,0,0
market_state_cash_plus_basebreakout_secondary_v1,2020-06,train,0.07781515459281119,0.07781515459281119,0.0,1.0,0.0,20,0,0
full_exposure_primary_baseline,2020-07,train,0.13030430781886593,0.13030430781886593,0.0,1.0,0.0,4,19,0
market_state_cash_allocator_v1,2020-07,train,0.12833404288525863,0.13030430781886593,-0.001970264933607302,0.5869565217391305,0.0,4,19,0
market_state_cash_plus_basebreakout_secondary_v1,2020-07,train,0.12833404288525863,0.13030430781886593,-0.001970264933607302,0.5869565217391305,0.0,4,19,0
full_exposure_primary_baseline,2020-08,train,0.032448705229827235,0.032448705229827235,0.0,1.0,0.0,6,9,6
market_state_cash_allocator_v1,2020-08,train,0.026442132866244084,0.032448705229827235,-0.006006572363583151,0.5,0.2857142857142857,6,9,6
market_state_cash_plus_basebreakout_secondary_v1,2020-08,train,0.026442132866244084,0.032448705229827235,-0.006006572363583151,0.5,0.2857142857142857,6,9,6
full_exposure_primary_baseline,2020-09,train,-0.052293144162448346,-0.052293144162448346,0.0,1.0,0.0,7,15,0
market_state_cash_allocator_v1,2020-09,train,-0.05578679574505563,-0.052293144162448346,-0.0034936515826072823,0.6590909090909091,0.0,7,15,0
market_state_cash_plus_basebreakout_secondary_v1,2020-09,train,-0.05578679574505563,-0.052293144162448346,-0.0034936515826072823,0.6590909090909091,0.0,7,15,0
full_exposure_primary_baseline,2020-10,train,0.010732124056274106,0.010732124056274106,0.0,1.0,0.0,11,5,0
market_state_cash_allocator_v1,2020-10,train,-0.017990702808738046,0.010732124056274106,-0.028722826865012152,0.84375,0.0,11,5,0
market_state_cash_plus_basebreakout_secondary_v1,2020-10,train,-0.017990702808738046,0.010732124056274106,-0.028722826865012152,0.84375,0.0,11,5,0
full_exposure_primary_baseline,2020-11,train,0.052427223930730404,0.052427223930730404,0.0,1.0,0.0,20,1,0
market_state_cash_allocator_v1,2020-11,train,0.051306760016639696,0.052427223930730404,-0.001120463914090708,0.9761904761904762,0.0,20,1,0
market_state_cash_plus_basebreakout_secondary_v1,2020-11,train,0.051306760016639696,0.052427223930730404,-0.001120463914090708,0.9761904761904762,0.0,20,1,0
full_exposure_primary_baseline,2020-12,train,0.01890446551582592,0.01890446551582592,0.0,1.0,0.0,21,2,0
market_state_cash_allocator_v1,2020-12,train,0.009195531758207975,0.01890446551582592,-0.009708933757617944,0.9565217391304348,0.0,21,2,0
market_state_cash_plus_basebreakout_secondary_v1,2020-12,train,0.009195531758207975,0.01890446551582592,-0.009708933757617944,0.9565217391304348,0.0,21,2,0
full_exposure_primary_baseline,2021-01,train,0.016844336343452948,0.016844336343452948,0.0,1.0,0.0,17,3,0
market_state_cash_allocator_v1,2021-01,train,0.03134014823565545,0.016844336343452948,0.014495811892202504,0.925,0.0,17,3,0
market_state_cash_plus_basebreakout_secondary_v1,2021-01,train,0.03134014823565545,0.016844336343452948,0.014495811892202504,0.925,0.0,17,3,0
full_exposure_primary_baseline,2021-02,train,0.004591402320096805,0.004591402320096805,0.0,1.0,0.0,2,9,4
market_state_cash_allocator_v1,2021-02,train,0.0023434025233326494,0.004591402320096805,-0.002247999796764155,0.43333333333333335,0.26666666666666666,2,9,4
market_state_cash_plus_basebreakout_secondary_v1,2021-02,train,0.0023434025233326494,0.004591402320096805,-0.002247999796764155,0.43333333333333335,0.26666666666666666,2,9,4
full_exposure_primary_baseline,2021-03,train,-0.03484838199156293,-0.03484838199156293,0.0,1.0,0.0,0,0,23
market_state_cash_allocator_v1,2021-03,train,0.0,-0.03484838199156293,0.03484838199156293,0.0,1.0,0,0,23
market_state_cash_plus_basebreakout_secondary_v1,2021-03,train,0.0,-0.03484838199156293,0.03484838199156293,0.0,1.0,0,0,23
full_exposure_primary_baseline,2021-04,train,0.013863773629226861,0.013863773629226861,0.0,1.0,0.0,0,0,21
market_state_cash_allocator_v1,2021-04,train,0.0,0.013863773629226861,-0.013863773629226861,0.0,1.0,0,0,21
market_state_cash_plus_basebreakout_secondary_v1,2021-04,train,0.0,0.013863773629226861,-0.013863773629226861,0.0,1.0,0,0,21
full_exposure_primary_baseline,2021-05,train,0.041287189903263855,0.041287189903263855,0.0,1.0,0.0,7,0,11
market_state_cash_allocator_v1,2021-05,train,0.026516062851749345,0.041287189903263855,-0.01477112705151451,0.3888888888888889,0.6111111111111112,7,0,11
market_state_cash_plus_basebreakout_secondary_v1,2021-05,train,0.026516062851749345,0.041287189903263855,-0.01477112705151451,0.3888888888888889,0.6111111111111112,7,0,11
full_exposure_primary_baseline,2021-06,train,-0.008123946449489994,-0.008123946449489994,0.0,1.0,0.0,10,11,0
