allocator_policy_id,month,split,monthly_return,full_exposure_primary_monthly_return,monthly_return_delta_vs_full_exposure,average_gross_exposure,cash_only_day_share,risk_on_day_count,risk_neutral_day_count,risk_off_day_count
market_state_cash_plus_basebreakout_secondary_v1,2023-03,validation,-0.005584211269371142,9.404082987218843e-05,-0.0056782520992433305,0.5217391304347826,0.0,1,22,0
full_exposure_primary_baseline,2023-04,validation,3.0279202084981804e-05,3.0279202084981804e-05,0.0,1.0,0.0,11,8,0
market_state_cash_allocator_v1,2023-04,validation,-0.00981726050737508,3.0279202084981804e-05,-0.009847539709460063,0.7894736842105263,0.0,11,8,0
market_state_cash_plus_basebreakout_secondary_v1,2023-04,validation,-0.00981726050737508,3.0279202084981804e-05,-0.009847539709460063,0.7894736842105263,0.0,11,8,0
full_exposure_primary_baseline,2023-05,validation,-0.042797178651788115,-0.042797178651788115,0.0,1.0,0.0,0,20,0
market_state_cash_allocator_v1,2023-05,validation,-0.021472843480780046,-0.042797178651788115,0.02132433517100807,0.5,0.0,0,20,0
market_state_cash_plus_basebreakout_secondary_v1,2023-05,validation,-0.021472843480780046,-0.042797178651788115,0.02132433517100807,0.5,0.0,0,20,0
full_exposure_primary_baseline,2023-06,validation,0.01583424794667554,0.01583424794667554,0.0,1.0,0.0,0,20,0
market_state_cash_allocator_v1,2023-06,validation,0.008053774315607498,0.01583424794667554,-0.007780473631068041,0.5,0.0,0,20,0
market_state_cash_plus_basebreakout_secondary_v1,2023-06,validation,0.008053774315607498,0.01583424794667554,-0.007780473631068041,0.5,0.0,0,20,0
full_exposure_primary_baseline,2023-07,validation,0.04927072111588959,0.04927072111588959,0.0,1.0,0.0,4,17,0
market_state_cash_allocator_v1,2023-07,validation,0.03673330800152752,0.04927072111588959,-0.012537413114362073,0.5952380952380952,0.0,4,17,0
market_state_cash_plus_basebreakout_secondary_v1,2023-07,validation,0.03673330800152752,0.04927072111588959,-0.012537413114362073,0.5952380952380952,0.0,4,17,0
full_exposure_primary_baseline,2023-08,validation,-0.06364442157872852,-0.06364442157872852,0.0,1.0,0.0,9,14,0
market_state_cash_allocator_v1,2023-08,validation,-0.04806166108543608,-0.06364442157872852,0.015582760493292436,0.6956521739130435,0.0,9,14,0
market_state_cash_plus_basebreakout_secondary_v1,2023-08,validation,-0.04806166108543608,-0.06364442157872852,0.015582760493292436,0.6956521739130435,0.0,9,14,0
full_exposure_primary_baseline,2023-09,validation,-0.007229238318410491,-0.007229238318410491,0.0,1.0,0.0,0,20,0
market_state_cash_allocator_v1,2023-09,validation,-0.0034912120606303,-0.007229238318410491,0.0037380262577801915,0.5,0.0,0,20,0
market_state_cash_plus_basebreakout_secondary_v1,2023-09,validation,-0.0034912120606303,-0.007229238318410491,0.0037380262577801915,0.5,0.0,0,20,0
full_exposure_primary_baseline,2023-10,validation,-0.02598309409887567,-0.02598309409887567,0.0,1.0,0.0,0,8,9
market_state_cash_allocator_v1,2023-10,validation,-0.009799400529432734,-0.02598309409887567,0.016183693569442936,0.23529411764705882,0.5294117647058824,0,8,9
market_state_cash_plus_basebreakout_secondary_v1,2023-10,validation,-0.009799400529432734,-0.02598309409887567,0.016183693569442936,0.23529411764705882,0.5294117647058824,0,8,9
full_exposure_primary_baseline,2023-11,validation,-0.018155413221306427,-0.018155413221306427,0.0,1.0,0.0,0,18,4
market_state_cash_allocator_v1,2023-11,validation,-0.014619880465210455,-0.018155413221306427,0.0035355327560959715,0.4090909090909091,0.18181818181818182,0,18,4
market_state_cash_plus_basebreakout_secondary_v1,2023-11,validation,-0.014619880465210455,-0.018155413221306427,0.0035355327560959715,0.4090909090909091,0.18181818181818182,0,18,4
full_exposure_primary_baseline,2023-12,validation,-0.03990892990218464,-0.03990892990218464,0.0,1.0,0.0,0,10,11
market_state_cash_allocator_v1,2023-12,validation,-0.014591233390472413,-0.03990892990218464,0.02531769651171223,0.23809523809523808,0.5238095238095238,0,10,11
market_state_cash_plus_basebreakout_secondary_v1,2023-12,validation,-0.014591233390472413,-0.03990892990218464,0.02531769651171223,0.23809523809523808,0.5238095238095238,0,10,11
full_exposure_primary_baseline,2024-01,robustness,-0.036984508899221336,-0.036984508899221336,0.0,1.0,0.0,0,18,4
market_state_cash_allocator_v1,2024-01,robustness,-0.030633154303080556,-0.036984508899221336,0.006351354596140779,0.4090909090909091,0.18181818181818182,0,18,4
market_state_cash_plus_basebreakout_secondary_v1,2024-01,robustness,-0.030633154303080556,-0.036984508899221336,0.006351354596140779,0.4090909090909091,0.18181818181818182,0,18,4
full_exposure_primary_baseline,2024-02,robustness,0.08046844804381914,0.08046844804381914,0.0,1.0,0.0,5,4,6
market_state_cash_allocator_v1,2024-02,robustness,0.03290971656483199,0.08046844804381914,-0.04755873147898715,0.4666666666666667,0.4,5,4,6
market_state_cash_plus_basebreakout_secondary_v1,2024-02,robustness,0.03290971656483199,0.08046844804381914,-0.04755873147898715,0.4666666666666667,0.4,5,4,6
full_exposure_primary_baseline,2024-03,robustness,0.00581381577235085,0.00581381577235085,0.0,1.0,0.0,21,0,0
market_state_cash_allocator_v1,2024-03,robustness,0.00581381577235085,0.00581381577235085,0.0,1.0,0.0,21,0,0
market_state_cash_plus_basebreakout_secondary_v1,2024-03,robustness,0.00581381577235085,0.00581381577235085,0.0,1.0,0.0,21,0,0
full_exposure_primary_baseline,2024-04,robustness,0.0232779026617298,0.0232779026617298,0.0,1.0,0.0,6,14,0
market_state_cash_allocator_v1,2024-04,robustness,0.007860289477133797,0.0232779026617298,-0.015417613184596002,0.65,0.0,6,14,0
market_state_cash_plus_basebreakout_secondary_v1,2024-04,robustness,0.007860289477133797,0.0232779026617298,-0.015417613184596002,0.65,0.0,6,14,0
full_exposure_primary_baseline,2024-05,robustness,0.0048657727064505,0.0048657727064505,0.0,1.0,0.0,19,1,0
market_state_cash_allocator_v1,2024-05,robustness,0.006077494615464252,0.0048657727064505,0.001211721909013752,0.975,0.0,19,1,0
market_state_cash_plus_basebreakout_secondary_v1,2024-05,robustness,0.006077494615464252,0.0048657727064505,0.001211721909013752,0.975,0.0,19,1,0
full_exposure_primary_baseline,2024-06,robustness,-0.021937125527814683,-0.021937125527814683,0.0,1.0,0.0,0,19,0
market_state_cash_allocator_v1,2024-06,robustness,-0.010948666953739195,-0.021937125527814683,0.010988458574075488,0.5,0.0,0,19,0
market_state_cash_plus_basebreakout_secondary_v1,2024-06,robustness,-0.010948666953739195,-0.021937125527814683,0.010988458574075488,0.5,0.0,0,19,0
full_exposure_primary_baseline,2024-07,robustness,-0.003922469676869822,-0.003922469676869822,0.0,1.0,0.0,0,23,0
market_state_cash_allocator_v1,2024-07,robustness,-0.0017357259233566902,-0.003922469676869822,0.0021867437535131318,0.5,0.0,0,23,0
market_state_cash_plus_basebreakout_secondary_v1,2024-07,robustness,-0.0017357259233566902,-0.003922469676869822,0.0021867437535131318,0.5,0.0,0,23,0
full_exposure_primary_baseline,2024-08,robustness,-0.0424396621027201,-0.0424396621027201,0.0,1.0,0.0,0,21,1
market_state_cash_allocator_v1,2024-08,robustness,-0.026022613013914953,-0.0424396621027201,0.016417049088805147,0.4772727272727273,0.045454545454545456,0,21,1
market_state_cash_plus_basebreakout_secondary_v1,2024-08,robustness,-0.026022613013914953,-0.0424396621027201,0.016417049088805147,0.4772727272727273,0.045454545454545456,0,21,1
full_exposure_primary_baseline,2024-09,robustness,0.18543969662732995,0.18543969662732995,0.0,1.0,0.0,2,14,3
market_state_cash_allocator_v1,2024-09,robustness,0.11042667996314015,0.18543969662732995,-0.0750130166641898,0.47368421052631576,0.15789473684210525,2,14,3
market_state_cash_plus_basebreakout_secondary_v1,2024-09,robustness,0.11042667996314015,0.18543969662732995,-0.0750130166641898,0.47368421052631576,0.15789473684210525,2,14,3
full_exposure_primary_baseline,2024-10,robustness,-0.033093705640708126,-0.033093705640708126,0.0,1.0,0.0,0,17,1
market_state_cash_allocator_v1,2024-10,robustness,-0.027663176752951935,-0.033093705640708126,0.005430528887756192,0.4722222222222222,0.05555555555555555,0,17,1
market_state_cash_plus_basebreakout_secondary_v1,2024-10,robustness,-0.027663176752951935,-0.033093705640708126,0.005430528887756192,0.4722222222222222,0.05555555555555555,0,17,1
full_exposure_primary_baseline,2024-11,robustness,0.010326891031986252,0.010326891031986252,0.0,1.0,0.0,5,10,6
market_state_cash_allocator_v1,2024-11,robustness,-0.027870105001455037,0.010326891031986252,-0.03819699603344129,0.47619047619047616,0.2857142857142857,5,10,6
market_state_cash_plus_basebreakout_secondary_v1,2024-11,robustness,-0.027870105001455037,0.010326891031986252,-0.03819699603344129,0.47619047619047616,0.2857142857142857,5,10,6
full_exposure_primary_baseline,2024-12,robustness,0.004735581484435203,0.004735581484435203,0.0,1.0,0.0,7,13,2
market_state_cash_allocator_v1,2024-12,robustness,0.006880013136027152,0.004735581484435203,0.0021444316515919493,0.6136363636363636,0.09090909090909091,7,13,2
market_state_cash_plus_basebreakout_secondary_v1,2024-12,robustness,0.006880013136027152,0.004735581484435203,0.0021444316515919493,0.6136363636363636,0.09090909090909091,7,13,2
full_exposure_primary_baseline,2025-01,robustness,-0.02519993057991532,-0.02519993057991532,0.0,1.0,0.0,0,17,1
market_state_cash_allocator_v1,2025-01,robustness,-0.02531144463103774,-0.02519993057991532,-0.00011151405112241886,0.4722222222222222,0.05555555555555555,0,17,1
market_state_cash_plus_basebreakout_secondary_v1,2025-01,robustness,-0.02531144463103774,-0.02519993057991532,-0.00011151405112241886,0.4722222222222222,0.05555555555555555,0,17,1
full_exposure_primary_baseline,2025-02,robustness,0.011892192189973505,0.011892192189973505,0.0,1.0,0.0,12,6,0
market_state_cash_allocator_v1,2025-02,robustness,0.0006084074891015145,0.011892192189973505,-0.01128378470087199,0.8333333333333334,0.0,12,6,0
market_state_cash_plus_basebreakout_secondary_v1,2025-02,robustness,0.0006084074891015145,0.011892192189973505,-0.01128378470087199,0.8333333333333334,0.0,12,6,0
full_exposure_primary_baseline,2025-03,robustness,0.0033604612282240875,0.0033604612282240875,0.0,1.0,0.0,14,7,0
market_state_cash_allocator_v1,2025-03,robustness,0.00013281312547253066,0.0033604612282240875,-0.003227648102751557,0.8333333333333334,0.0,14,7,0
market_state_cash_plus_basebreakout_secondary_v1,2025-03,robustness,0.00013281312547253066,0.0033604612282240875,-0.003227648102751557,0.8333333333333334,0.0,14,7,0
full_exposure_primary_baseline,2025-04,robustness,-0.02626356552555653,-0.02626356552555653,0.0,1.0,0.0,0,4,17
market_state_cash_allocator_v1,2025-04,robustness,-0.03405660042930103,-0.02626356552555653,-0.0077930349037445,0.09523809523809523,0.8095238095238095,0,4,17
market_state_cash_plus_basebreakout_secondary_v1,2025-04,robustness,-0.03405660042930103,-0.02626356552555653,-0.0077930349037445,0.09523809523809523,0.8095238095238095,0,4,17
full_exposure_primary_baseline,2025-05,robustness,0.018953782683420517,0.018953782683420517,0.0,1.0,0.0,10,6,3
market_state_cash_allocator_v1,2025-05,robustness,-0.003966182054540246,0.018953782683420517,-0.022919964737960763,0.6842105263157895,0.15789473684210525,10,6,3
market_state_cash_plus_basebreakout_secondary_v1,2025-05,robustness,-0.003966182054540246,0.018953782683420517,-0.022919964737960763,0.6842105263157895,0.15789473684210525,10,6,3
full_exposure_primary_baseline,2025-06,robustness,0.025364686481788468,0.025364686481788468,0.0,1.0,0.0,8,12,0
market_state_cash_allocator_v1,2025-06,robustness,0.018418681881755772,0.025364686481788468,-0.006946004600032696,0.7,0.0,8,12,0
market_state_cash_plus_basebreakout_secondary_v1,2025-06,robustness,0.018418681881755772,0.025364686481788468,-0.006946004600032696,0.7,0.0,8,12,0
full_exposure_primary_baseline,2025-07,robustness,0.043281454889499305,0.043281454889499305,0.0,1.0,0.0,23,0,0
market_state_cash_allocator_v1,2025-07,robustness,0.043281454889499305,0.043281454889499305,0.0,1.0,0.0,23,0,0
market_state_cash_plus_basebreakout_secondary_v1,2025-07,robustness,0.043281454889499305,0.043281454889499305,0.0,1.0,0.0,23,0,0
full_exposure_primary_baseline,2025-08,robustness,0.07481343938293405,0.07481343938293405,0.0,1.0,0.0,21,0,0
market_state_cash_allocator_v1,2025-08,robustness,0.07481343938293405,0.07481343938293405,0.0,1.0,0.0,21,0,0
market_state_cash_plus_basebreakout_secondary_v1,2025-08,robustness,0.07481343938293405,0.07481343938293405,0.0,1.0,0.0,21,0,0
full_exposure_primary_baseline,2025-09,robustness,0.015715419472173364,0.015715419472173364,0.0,1.0,0.0,22,0,0
market_state_cash_allocator_v1,2025-09,robustness,0.015715419472173364,0.015715419472173364,0.0,1.0,0.0,22,0,0
market_state_cash_plus_basebreakout_secondary_v1,2025-09,robustness,0.015715419472173364,0.015715419472173364,0.0,1.0,0.0,22,0,0
full_exposure_primary_baseline,2025-10,robustness,0.015408968324594374,0.015408968324594374,0.0,1.0,0.0,16,1,0
market_state_cash_allocator_v1,2025-10,robustness,0.013394550767227509,0.015408968324594374,-0.0020144175573668655,0.9705882352941176,0.0,16,1,0
market_state_cash_plus_basebreakout_secondary_v1,2025-10,robustness,0.013394550767227509,0.015408968324594374,-0.0020144175573668655,0.9705882352941176,0.0,16,1,0
full_exposure_primary_baseline,2025-11,robustness,-0.014296501248872162,-0.014296501248872162,0.0,1.0,0.0,9,11,0
market_state_cash_allocator_v1,2025-11,robustness,-0.015023341184613015,-0.014296501248872162,-0.0007268399357408528,0.725,0.0,9,11,0
market_state_cash_plus_basebreakout_secondary_v1,2025-11,robustness,-0.015023341184613015,-0.014296501248872162,-0.0007268399357408528,0.725,0.0,9,11,0
full_exposure_primary_baseline,2025-12,robustness,0.022466145228029477,0.022466145228029477,0.0,1.0,0.0,7,16,0
market_state_cash_allocator_v1,2025-12,robustness,0.013431828133491308,0.022466145228029477,-0.009034317094538169,0.6521739130434783,0.0,7,16,0
market_state_cash_plus_basebreakout_secondary_v1,2025-12,robustness,0.013431828133491308,0.022466145228029477,-0.009034317094538169,0.6521739130434783,0.0,7,16,0
