datetime,gross_return,net_return,universe_equal_weight_return,buy_fraction,sell_fraction,one_way_turnover,cost,holdings,label_lane,seed
2024-02-20,0.006129594054073095,0.005929594054073096,0.010553508065640926,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-02-21,0.0011531412601470947,0.0009531412601470947,0.003373263170942664,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-02-22,-0.009440158493816853,-0.009640158493816853,-0.008290567435324192,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-02-23,0.008211554028093815,0.008011554028093814,0.015507879666984081,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-02-26,-0.01013268157839775,-0.010332681578397751,-0.01714136451482773,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-02-27,0.01288680825382471,0.01268680825382471,0.023073485121130943,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-02-28,0.0022921753115952015,0.0020921753115952014,0.007945225574076176,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-02-29,0.009647838771343231,0.00944783877134323,0.00311417318880558,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-03-01,0.005309405270963907,0.005109405270963908,0.0011657201685011387,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-03-04,0.002150803804397583,0.001950803804397583,-0.0010248878970742226,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-03-05,-0.003096482716500759,-0.003296482716500759,-0.009114340879023075,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-03-06,0.004028483759611845,0.003828483759611845,0.009650293737649918,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-03-07,0.011043238453567028,0.010803238453567027,0.010685345157980919,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-03-08,-0.002641059225425124,-0.002921059225425124,-0.002307340269908309,0.14,0.14,0.14,0.00028000000000000003,50,paper_proxy,20260723
2024-03-11,-0.002792500192299485,-0.0029925001922994853,-0.004462754353880882,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-03-12,-0.0004615223442669958,-0.0006615223442669958,-0.0015710924053564668,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-03-13,0.0029772305861115456,0.0027772305861115455,0.006134793162345886,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-03-14,0.004345688968896866,0.004105688968896866,0.011883391998708248,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-03-15,-0.0066247498616576195,-0.006824749861657619,-0.0066886646673083305,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-03-18,0.0011480319080874324,0.0009480319080874324,0.002699274802580476,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-03-19,-0.004229608923196793,-0.004469608923196792,-0.0019637795630842447,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-03-20,-0.008493014611303806,-0.008733014611303807,-0.010876028798520565,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-03-21,-0.003624752862378955,-0.003824752862378955,-0.010348386131227016,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-03-22,0.003247941844165325,0.003047941844165325,0.001912128645926714,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-03-25,-0.012840205803513527,-0.013080205803513528,-0.017921479418873787,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-03-26,0.009674811735749245,0.009474811735749244,0.009435256011784077,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-03-27,0.009901401586830616,0.009701401586830615,0.006740111391991377,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-03-28,0.015627892687916756,0.015347892687916755,0.016623113304376602,0.14,0.14,0.14,0.00028000000000000003,50,paper_proxy,20260723
2024-03-29,-0.004636863246560097,-0.004836863246560096,-0.005570043344050646,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-04-01,0.0004769671068061143,0.00027696710680611433,-0.0037551759742200375,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-04-02,-0.001572884269990027,-0.001772884269990027,-0.00794451404362917,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-04-03,0.0015824806177988648,0.0013824806177988648,0.002819645684212446,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-04-08,-0.006402087397873402,-0.006602087397873401,-0.009200341999530792,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-04-09,0.006779028102755547,0.006499028102755547,0.0012818356044590473,0.14,0.14,0.14,0.00028000000000000003,50,paper_proxy,20260723
2024-04-10,-0.007951379753649235,-0.008191379753649235,-0.006370974238961935,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-04-11,0.02052449993789196,0.02024449993789196,0.017435558140277863,0.14,0.14,0.14,0.00028000000000000003,50,paper_proxy,20260723
2024-04-12,-0.013150139711797237,-0.013390139711797238,-0.016495661810040474,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-04-15,0.020637447014451027,0.020437447014451028,0.023424245417118073,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-04-16,0.002824106253683567,0.002624106253683567,-0.001152366166934371,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-04-17,-0.010018574073910713,-0.010258574073910714,-0.006966836284846067,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-04-18,-0.00697177043184638,-0.00717177043184638,-0.0075819361954927444,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-04-19,-0.006767997518181801,-0.0069679975181818005,-0.009364696219563484,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-04-22,0.0027210807893425226,0.0025210807893425225,0.007784823887050152,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-04-23,0.0008250677492469549,0.0006250677492469549,-0.000263526919297874,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-04-24,0.009568793699145317,0.009288793699145316,0.01615130715072155,0.14,0.14,0.14,0.00028000000000000003,50,paper_proxy,20260723
2024-04-25,0.007712062448263168,0.007512062448263169,0.012750878930091858,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-04-26,0.0034276461228728294,0.0032276461228728293,-0.004631786607205868,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-04-29,0.01553300954401493,0.01533300954401493,0.01538096647709608,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-04-30,-0.0017173135420307517,-0.0019173135420307518,0.0009166711242869496,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-05-06,-0.0038230239879339933,-0.004023023987933993,-0.008339213207364082,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-05-07,0.00911084283143282,0.008910842831432819,0.012138301506638527,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-05-08,-0.002465503290295601,-0.002665503290295601,0.0004839190805796534,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-05-09,0.0037638985086232424,0.0035638985086232423,0.0009008581400848925,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-05-10,0.0004779899027198553,0.0002779899027198553,-1.941605660249479e-05,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-05-13,-0.012305444106459618,-0.012505444106459618,-0.010096156038343906,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-05-14,-8.928895113058388e-05,-0.00028928895113058386,0.0003778559621423483,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-05-15,0.00580463046208024,0.005604630462080241,0.008459610864520073,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-05-16,0.007058026734739542,0.006818026734739542,0.006684411317110062,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-05-17,-0.0028910040855407715,-0.0030910040855407716,-0.005292424000799656,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-05-20,0.0012299466179683805,0.0010299466179683804,0.0013953509042039514,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-05-21,-0.011315220966935158,-0.011515220966935158,-0.014582361094653606,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-05-22,-0.004708604887127876,-0.004908604887127876,-0.008848984725773335,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-05-23,0.012988128699362278,0.012748128699362277,0.012187600135803223,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-05-24,-0.00865035131573677,-0.008850351315736771,-0.008297556079924107,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-05-27,0.0007728743366897106,0.0005728743366897106,0.0017822111258283257,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-05-28,-0.002792166545987129,-0.0029921665459871293,-0.004398643504828215,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-05-29,-0.002593318233266473,-0.0028333182332664726,-0.0013015451841056347,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-05-30,0.002419512253254652,0.0021795122532546523,-8.237361907958984e-05,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-05-31,0.01082840096205473,0.010628400962054729,0.009423390030860901,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-06-03,-0.011544784530997276,-0.011784784530997277,-0.007566903717815876,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-06-04,0.00843457505106926,0.008234575051069259,-0.001607780926860869,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-06-05,3.668665885925293e-05,-0.00016331334114074708,-0.001685223774984479,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-06-06,-0.009542213752865791,-0.009862213752865792,-0.003931256942451,0.16,0.16,0.16,0.00032,50,paper_proxy,20260723
2024-06-07,0.008469033055007458,0.008229033055007457,0.003773808479309082,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-06-11,-0.008579069748520851,-0.008819069748520852,-0.0032403396908193827,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-06-12,0.0011134136002510786,0.0009134136002510786,0.0014650997472926974,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-06-13,-0.00828474760055542,-0.00852474760055542,-0.0027595912106335163,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-06-14,0.0032265232875943184,0.0029465232875943185,0.004451676271855831,0.14,0.14,0.14,0.00028000000000000003,50,paper_proxy,20260723
2024-06-17,-0.002440894953906536,-0.002640894953906536,-0.0066390386782586575,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-06-18,-0.0036200331524014473,-0.003900033152401447,-0.009697840549051762,0.14,0.14,0.14,0.00028000000000000003,50,paper_proxy,20260723
2024-06-19,0.000523717375472188,0.000283717375472188,0.0001068066485458985,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-06-20,-0.009333427995443344,-0.009533427995443345,-0.012647184543311596,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-06-21,-0.007339712232351303,-0.007579712232351303,-0.007265323307365179,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-06-24,0.012467840686440468,0.012267840686440467,0.011581278406083584,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-06-25,-0.012766064144670963,-0.013046064144670964,-0.012082370929419994,0.14,0.14,0.14,0.00028000000000000003,50,paper_proxy,20260723
2024-06-26,0.006199848838150501,0.0059598488381505015,0.005142092704772949,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-06-27,0.01280595175921917,0.012565951759219169,0.009224462322890759,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-06-28,-0.009146363474428654,-0.009386363474428654,-0.007211550138890743,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-07-01,-0.003991339355707169,-0.004191339355707168,-0.005496368743479252,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-07-02,-0.00491099851205945,-0.00515099851205945,-0.007113236002624035,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-07-03,0.003131849691271782,0.002931849691271782,0.0001367100194329396,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-07-04,-0.01187843643128872,-0.01207843643128872,-0.011829731985926628,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-07-05,0.008737052790820599,0.008537052790820598,0.01474024634808302,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-07-08,-0.008890058845281601,-0.009090058845281601,-0.0037916547153145075,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-07-09,0.01676836796104908,0.01648836796104908,0.01459467876702547,0.14,0.14,0.14,0.00028000000000000003,50,paper_proxy,20260723
2024-07-10,-0.00010485648817848414,-0.0003048564881784841,-0.001464874716475606,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-07-11,0.005802477709949017,0.005562477709949017,-0.0001633763313293457,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-07-12,0.0008847403805702925,0.0006847403805702925,0.00880590919405222,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-07-15,-0.007846939377486706,-0.008086939377486706,-0.002955786418169737,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-07-16,0.009459213353693485,0.009259213353693485,0.0055959178134799,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-07-17,0.0005363106611184776,0.00025631066111847755,0.0037286316510289907,0.14,0.14,0.14,0.00028000000000000003,50,paper_proxy,20260723
2024-07-18,-0.0072833155281841755,-0.007523315528184175,-0.0050108423456549644,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-07-19,-0.018796538934111595,-0.018996538934111594,-0.02355789579451084,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-07-22,-0.0037089490797370672,-0.003908949079737067,-0.0055119311437010765,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-07-23,-0.014189510606229305,-0.014389510606229306,-0.005845234263688326,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-07-24,0.0028025638312101364,0.0025625638312101367,0.0048247636295855045,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-07-25,-0.00012540817260742188,-0.00032540817260742186,-0.003067687386646867,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-07-26,-0.0067504821345210075,-0.006950482134521007,-0.005376221612095833,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-07-29,0.013044417835772038,0.012804417835772037,0.024410812184214592,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-07-30,-0.0032208645716309547,-0.0034608645716309545,-0.004786782432347536,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-07-31,-0.004340657964348793,-0.004540657964348793,-0.010894843377172947,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-08-01,-0.013804176822304726,-0.014004176822304726,-0.018155571073293686,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-08-02,0.0016013943823054433,0.0014013943823054432,0.0059013827703893185,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-08-05,0.00547826150432229,0.005238261504322291,-0.0003118099120911211,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-08-06,-0.0018138266168534756,-0.0020538266168534753,-0.001967144198715687,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-08-07,-0.0014642453752458096,-0.0016642453752458096,-0.004449766129255295,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-08-08,0.0018455099780112505,0.0016455099780112504,-0.0020550796762108803,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-08-09,0.002724232617765665,0.0024842326177656653,0.003377174958586693,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-08-12,-0.007060409989207983,-0.007260409989207983,-0.008723841980099678,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-08-13,0.008021656423807144,0.007821656423807144,0.008932995609939098,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-08-14,0.0020856570918112993,0.0018056570918112992,0.0004725854378193617,0.14,0.14,0.14,0.00028000000000000003,50,paper_proxy,20260723
2024-08-15,0.003190002404153347,0.002990002404153347,0.0040751732885837555,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-08-16,-0.00949180405586958,-0.00969180405586958,-0.0107150012627244,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-08-19,-0.0033276521135121584,-0.003567652113512158,-0.003671215148642659,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-08-20,0.0011377620976418257,0.0009377620976418257,-0.0053830514661967754,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-08-21,-0.0009620928904041648,-0.0011620928904041649,0.0018227442633360624,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-08-22,-0.005566357169300318,-0.005766357169300317,-0.0014769162517040968,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-08-23,-0.006275590509176254,-0.006555590509176254,-0.007348584942519665,0.14,0.14,0.14,0.00028000000000000003,50,paper_proxy,20260723
2024-08-26,-0.0037108338437974453,-0.003910833843797445,-0.0022218655794858932,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-08-27,-0.005761944223195314,-0.006001944223195314,-0.002745232079178095,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-08-28,0.0092294467613101,0.0089894467613101,0.013695118948817253,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-08-29,-0.013475179672241211,-0.013675179672241211,-0.01593312807381153,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-08-30,-0.00634198309853673,-0.0065419830985367295,0.002846428658813238,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-09-02,-0.009724332019686699,-0.0099643320196867,-0.00717060687020421,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-09-03,0.0004230260965414345,0.00022302609654143452,0.002992350608110428,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-09-04,-0.010829448699951172,-0.011069448699951173,-0.01018852274864912,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-09-05,-0.010717305354773998,-0.010917305354773999,-0.010431588627398014,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-09-06,0.0025368868373334408,0.0023368868373334407,0.0007775585982017219,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-09-09,-0.017055053263902664,-0.017255053263902663,-0.004425384104251862,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-09-10,-0.00271147140301764,-0.00291147140301764,-0.00426064245402813,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-09-11,-0.002519975882023573,-0.002719975882023573,-0.00411484157666564,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-09-12,0.00725039467215538,0.0070103946721553805,0.005432493984699249,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-09-13,0.0030453086365014315,0.0028053086365014317,0.008011946454644203,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-09-18,0.0020038627553731203,0.0017638627553731203,0.001359807443805039,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-09-19,0.004433903843164444,0.004233903843164444,0.0030162266921252012,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-09-20,0.04333570599555969,0.043135705995559694,0.03980013355612755,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-09-23,0.006365252658724785,0.006165252658724785,0.012752010487020016,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-09-24,0.031659118831157684,0.03141911883115769,0.03925789147615433,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-09-25,0.04147228226065636,0.04127228226065636,0.04676147550344467,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-09-26,0.09391355514526367,0.09371355514526367,0.09401542693376541,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-09-27,0.045940790325403214,0.045740790325403215,0.06562435626983643,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-09-30,-0.07839348912239075,-0.07859348912239075,-0.07865000516176224,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-10-08,0.00944841280579567,0.009248412805795669,0.0020583393052220345,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-10-09,-0.028133897110819817,-0.028333897110819815,-0.03247971832752228,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-10-10,0.01715383306145668,0.01695383306145668,0.02524571493268013,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-10-11,-0.02871699258685112,-0.02891699258685112,-0.025034066289663315,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-10-14,0.0036014937795698643,0.0033614937795698645,-0.006248323246836662,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-10-15,-0.012661360204219818,-0.012861360204219819,-0.006889335811138153,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-10-16,0.025123542174696922,0.024923542174696924,0.03924401476979256,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-10-17,1.041531595546985e-05,-0.00018958468404453016,0.007917508482933044,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-10-18,0.007706030737608671,0.0075060307376086715,0.007185088936239481,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-10-21,0.0065380181185901165,0.006338018118590117,0.0027291197329759598,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-10-22,-0.010826041921973228,-0.011026041921973229,-0.010883206501603127,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-10-23,-0.0029110622126609087,-0.003111062212660909,0.008639981038868427,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-10-24,-0.00448763370513916,-0.00468763370513916,0.0048329937271773815,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-10-25,-0.005992858204990625,-0.006192858204990625,-0.012569705955684185,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-10-28,-0.011667284183204174,-0.011867284183204175,-0.005337567534297705,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-10-29,-0.007940417155623436,-0.008140417155623436,0.004410083405673504,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-10-30,0.0072908722795546055,0.007090872279554606,-0.01026923581957817,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-10-31,0.009739713743329048,0.009459713743329047,0.018092745915055275,0.14,0.14,0.14,0.00028000000000000003,50,paper_proxy,20260723
2024-11-01,0.01434346754103899,0.01414346754103899,0.029674915596842766,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-11-04,-0.011420010589063168,-0.011660010589063168,-0.0007321842131204903,0.12,0.12,0.12,0.00023999999999999998,50,paper_proxy,20260723
2024-11-05,0.021541861817240715,0.021341861817240716,0.024156106635928154,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-11-06,-0.0133731160312891,-0.013573116031289101,-0.002913534874096513,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
2024-11-07,0.0007760596345178783,0.0005760596345178783,0.013163293711841106,0.1,0.1,0.1,0.0002,50,paper_proxy,20260723
