fold_id,model_task,split,instrument_year,event_effective_year,raw_group_weight_sum,raw_group_weight_share,final_group_weight_sum,final_group_weight_share,top_instrument_year_weight_share,instrument_year_weight_hhi,group_cap_applied,max_instrument_year_weight_share,row_count,positive_count
fold_2020,launch_winner_score,train,ALL,ALL,1154.0,1.0,8476.000000000002,1.0,0.006932409012131715,0.002984629033608618,False,0.08,8476,1019
fold_2020,launch_winner_score,validation,ALL,ALL,573.0,1.0,4051.9999999999995,1.0,0.012216404886561956,0.005838655738603658,False,0.08,4052,1271
fold_2021,launch_winner_score,train,ALL,ALL,1663.0,1.0,12527.999999999998,1.0,0.004810583283223091,0.002027754036550124,False,0.08,12528,2290
fold_2021,launch_winner_score,validation,ALL,ALL,702.0,1.0,4814.0,1.0,0.009971509971509971,0.005401741868978336,False,0.08,4814,769
fold_2022,launch_winner_score,train,ALL,ALL,2269.0,1.0,17342.0,1.0,0.0035257822829440283,0.0015129278108448256,False,0.08,17342,3059
fold_2022,launch_winner_score,validation,ALL,ALL,742.0,1.0,5358.000000000002,1.0,0.009433962264150941,0.005267325869472027,False,0.08,5358,505
fold_2023,launch_winner_score,train,ALL,ALL,2942.0,1.0,22700.0,1.0,0.0027192386131883075,0.0011849229635506634,False,0.08,22700,3564
fold_2023,launch_winner_score,validation,ALL,ALL,768.0,1.0,5040.0,1.0,0.009114583333333334,0.0054931640625,False,0.08,5040,325
fold_2024,launch_winner_score,train,ALL,ALL,3636.0,1.0,27740.0,1.0,0.0022002200220022,0.0009847739185921442,False,0.08,27740,3889
fold_2024,launch_winner_score,validation,ALL,ALL,31.0,1.0,88.00000000000003,1.0,0.032258064516129024,0.03225806451612902,False,0.08,88,14
fold_2020,failure_reject_score,train,ALL,ALL,1158.0,1.0,25164.0,1.0,0.0069084628670120895,0.0029845909228570504,False,0.08,25164,9459
fold_2020,failure_reject_score,validation,ALL,ALL,573.0,1.0,11973.0,1.0,0.012216404886561952,0.005917844600994733,False,0.08,11973,3347
fold_2021,failure_reject_score,train,ALL,ALL,1659.0,1.0,37137.0,1.0,0.004822182037371911,0.0020338171220095286,False,0.08,37137,12806
fold_2021,failure_reject_score,validation,ALL,ALL,712.0,1.0,14521.0,1.0,0.009831460674157301,0.00533392248453478,False,0.08,14521,6105
fold_2022,failure_reject_score,train,ALL,ALL,2273.0,1.0,51657.99999999999,1.0,0.0035195776506819184,0.001515001726686342,False,0.08,51658,18911
fold_2022,failure_reject_score,validation,ALL,ALL,743.0,1.0,15829.0,1.0,0.009421265141318977,0.005244099708540366,False,0.08,15829,6900
fold_2023,failure_reject_score,train,ALL,ALL,2929.0,1.0,67487.0,1.0,0.0027313076135199728,0.0011838132571295751,False,0.08,67487,25811
fold_2023,failure_reject_score,validation,ALL,ALL,737.0,1.0,14547.0,1.0,0.009497964721845319,0.005425567364853296,False,0.08,14547,5389
fold_2024,failure_reject_score,train,ALL,ALL,3593.0,1.0,82034.0,1.0,0.002226551628165878,0.000982851613371057,False,0.08,82034,31200
fold_2024,failure_reject_score,validation,ALL,ALL,80.0,1.0,280.0,1.0,0.012500000000000002,0.012500000000000002,False,0.08,280,75
