launch_stratum_scope,filter_variant,matched_delay_mode,matched_delay_pseudo_reject_set_mode,matched_delay_exact_real_reject_count_used,matched_delay_approximation_used,matched_delay_random_seed,matched_delay_n_repeats,matched_delay_sample_with_replacement,matched_delay_n_jobs,matched_delay_max_sample_per_variant,matched_delay_max_resample_attempts,matched_delay_pseudo_rejected_count_target,matched_delay_sample_count,matched_delay_valid_sample_count,matched_delay_invalid_due_to_horizon_count,matched_delay_reject_precision_nonwinner,matched_delay_winner_false_reject_rate,matched_delay_median_drawdown_avoided_on_pseudo_rejected_nonwinners,matched_delay_mean_drawdown_avoided_on_pseudo_rejected_nonwinners,matched_delay_bootstrap_mean,matched_delay_bootstrap_std
high_vol_destructive_warning:destructive_high_vol_upper_shadow,money_distribution_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,154,3080,2305,775,0.7483766233766234,1.0,0.14880066396970776,0.15940563649234835,0.1489346743378986,0.008550059091396537
high_vol_destructive_warning:destructive_high_vol_upper_shadow,money_distribution_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,171,3420,2567,853,0.7505847953216375,1.0,0.14755275915147809,0.163126918534305,0.15099000420045122,0.010769738978067964
high_vol_destructive_warning:destructive_high_vol_upper_shadow,no_followthrough_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,221,4420,3340,1080,0.7556561085972853,1.0,0.14891826536401231,0.1587032655244129,0.14976789642302216,0.009458566505814774
high_vol_destructive_warning:destructive_high_vol_upper_shadow,no_followthrough_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,290,5800,4424,1376,0.7627586206896553,1.0,0.15176157424927447,0.16232536461832175,0.15060489321946086,0.005079335244186902
high_vol_destructive_warning:destructive_high_vol_upper_shadow,rank_evaporation_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,214,4280,3268,1012,0.7635514018691588,1.0,0.14891325197492689,0.1609691418377865,0.15105625805191294,0.005869916605574735
high_vol_destructive_warning:destructive_high_vol_upper_shadow,rank_evaporation_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,91,1820,1373,447,0.7543956043956045,1.0,0.14994461220550634,0.16178836029010318,0.14926779421919018,0.010514514177543961
high_vol_destructive_warning:destructive_high_vol_upper_shadow,upper_shadow_money_distribution_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,156,3120,2396,724,0.767948717948718,1.0,0.15250816840339576,0.1631265906799514,0.1522397198075206,0.009471087326326736
high_vol_destructive_warning:destructive_high_vol_upper_shadow,upper_shadow_volume_failure_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,62,1240,928,312,0.7483870967741936,1.0,0.15562062554317496,0.16676576618428712,0.15311961703155744,0.013210274134792682
high_vol_destructive_warning:destructive_high_vol_upper_shadow,wide_stop_risk_no_add_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,35,700,535,165,0.7642857142857145,1.0,0.15026364768252543,0.1598769251305095,0.1503443524561855,0.019877713156125118
high_vol_destructive_warning:destructive_high_vol_upper_shadow,wide_stop_risk_no_new_entry_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,84,1680,1264,416,0.7523809523809524,1.0,0.14793424891248352,0.16375903938527592,0.15147622449320508,0.013647620686189781
high_vol_destructive_warning:high_vol_break_median_warning,break_ema20_after_launch_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,260,5200,4004,1196,0.7699999999999998,1.0,0.15169660035625593,0.15866028796066042,0.15074848091365634,0.006280895857170793
high_vol_destructive_warning:high_vol_break_median_warning,break_launch_low_3d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,137,2740,2082,658,0.7598540145985402,1.0,0.15400140290785727,0.15922021525636418,0.15295995783117972,0.009630762875577892
high_vol_destructive_warning:high_vol_break_median_warning,break_launch_low_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,155,3100,2361,739,0.7616129032258065,1.0,0.1504523535721092,0.1589520207100288,0.15139628277700962,0.014957092610600768
high_vol_destructive_warning:high_vol_break_median_warning,break_median20_after_launch_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,291,5820,4441,1379,0.7630584192439864,1.0,0.15320681184713597,0.15911855711479367,0.15262444997178579,0.004213331637471591
high_vol_destructive_warning:high_vol_break_median_warning,destructive_high_vol_3d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,198,3960,3030,930,0.7651515151515151,1.0,0.15677740344231642,0.15975693734245106,0.15340461228415975,0.009004603892137164
high_vol_destructive_warning:high_vol_break_median_warning,destructive_high_vol_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,235,4700,3573,1127,0.7602127659574467,1.0,0.15195955554470517,0.16074024594743727,0.15305535879478918,0.00800712015793238
high_vol_destructive_warning:high_vol_break_median_warning,gap_fade_after_launch_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,21,420,315,105,0.75,1.0,0.17256102862773665,0.16370507040048848,0.1590666764358339,0.041405587873475
high_vol_destructive_warning:high_vol_break_median_warning,gap_fade_break_prior_close_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,13,260,211,49,0.8115384615384617,1.0,0.15197149471734034,0.16788815274297036,0.16352218147223813,0.04155624752729102
high_vol_destructive_warning:high_vol_break_median_warning,industry_breadth_evaporation_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,171,3420,2603,817,0.7611111111111111,1.0,0.15448508534676036,0.16277740949143868,0.15446214237158826,0.00951957970276948
high_vol_destructive_warning:high_vol_break_median_warning,industry_breadth_evaporation_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,123,2460,1870,590,0.7601626016260162,1.0,0.15282547019295073,0.15839909399496394,0.1524271352960609,0.011698066000062419
high_vol_destructive_warning:high_vol_break_median_warning,money_distribution_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,86,1720,1317,403,0.7656976744186047,1.0,0.153107197764697,0.16313875669940509,0.15218475436889778,0.009421294455872049
high_vol_destructive_warning:high_vol_break_median_warning,money_distribution_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,93,1860,1430,430,0.7688172043010753,1.0,0.15809890506665575,0.16026843147879594,0.16083657128913478,0.013492244604153275
high_vol_destructive_warning:high_vol_break_median_warning,no_followthrough_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,117,2340,1792,548,0.7658119658119658,1.0,0.14392860373951005,0.1566874849295352,0.14696504760684234,0.01278253543171227
high_vol_destructive_warning:high_vol_break_median_warning,no_followthrough_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,153,3060,2347,713,0.7669934640522876,1.0,0.15378311696786887,0.16290380303955773,0.1529941475205026,0.005252894605195243
high_vol_destructive_warning:high_vol_break_median_warning,rank_evaporation_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,143,2860,2189,671,0.7653846153846153,1.0,0.15532083152700357,0.16065158854400113,0.1527637015996926,0.009340603991730152
high_vol_destructive_warning:high_vol_break_median_warning,rank_evaporation_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,85,1700,1284,416,0.7552941176470588,1.0,0.15819483437910725,0.16114432723299882,0.1557555286278661,0.011835732280428122
high_vol_destructive_warning:high_vol_break_median_warning,upper_shadow_money_distribution_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,94,1880,1433,447,0.7622340425531915,1.0,0.14813346692632118,0.16242453605770818,0.15025055954487326,0.010453375590391565
high_vol_destructive_warning:high_vol_break_median_warning,upper_shadow_volume_failure_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,32,640,515,125,0.8046875,1.0,0.15002877875896103,0.15498491066956924,0.1511363456555216,0.02624381445266581
high_vol_destructive_warning:high_vol_break_median_warning,wide_stop_risk_no_add_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,72,1440,1105,335,0.7673611111111112,1.0,0.15138169466741366,0.1626297921095835,0.15157666420280008,0.01640119759421054
high_vol_destructive_warning:high_vol_break_median_warning,wide_stop_risk_no_new_entry_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,114,2280,1742,538,0.7640350877192984,1.0,0.150759004554603,0.16033764537955364,0.1497114288829038,0.015049989706233448
high_vol_quality_permit:expansion_high_vol_upper_close,break_ema20_after_launch_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,170,3400,2584,816,0.76,1.0,0.1540603015527704,0.16494127386372165,0.15208335604650633,0.0084172785079614
high_vol_quality_permit:expansion_high_vol_upper_close,break_launch_low_3d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,127,2540,1928,612,0.7590551181102363,1.0,0.14809639886737333,0.16359870161654938,0.15061332557934504,0.00948016008733298
high_vol_quality_permit:expansion_high_vol_upper_close,break_launch_low_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,169,3380,2597,783,0.7683431952662721,1.0,0.14489217348196481,0.1636281800926191,0.1472099165622176,0.009308895205687485
high_vol_quality_permit:expansion_high_vol_upper_close,break_median20_after_launch_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,196,3920,2992,928,0.763265306122449,1.0,0.15333031219692123,0.16433224520002604,0.15216654577023336,0.008023181336524316
high_vol_quality_permit:expansion_high_vol_upper_close,destructive_high_vol_3d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,116,2320,1760,560,0.7586206896551724,1.0,0.15212924799771474,0.16802136884829888,0.15247590099819172,0.009293746236416999
high_vol_quality_permit:expansion_high_vol_upper_close,destructive_high_vol_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,158,3160,2430,730,0.7689873417721519,1.0,0.15029328394120192,0.16382101393102416,0.14917055612414448,0.007250161850932555
high_vol_quality_permit:expansion_high_vol_upper_close,gap_fade_after_launch_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,16,320,239,81,0.746875,1.0,0.13856335810290557,0.15449134808795,0.13853233072903007,0.033032026425980215
high_vol_quality_permit:expansion_high_vol_upper_close,gap_fade_break_prior_close_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,4,80,62,18,0.775,1.0,0.16414993241216919,0.17779080459842628,0.1669043622202528,0.06874079625659849
high_vol_quality_permit:expansion_high_vol_upper_close,industry_breadth_evaporation_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,270,5400,4122,1278,0.7633333333333333,1.0,0.1501527527034675,0.1628662207551423,0.14906103862829279,0.00563432312163982
high_vol_quality_permit:expansion_high_vol_upper_close,industry_breadth_evaporation_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,192,3840,2939,901,0.7653645833333333,1.0,0.14855103409844073,0.1610731990422436,0.14587743454856178,0.009306568680458677
high_vol_quality_permit:expansion_high_vol_upper_close,money_distribution_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,130,2600,2020,580,0.776923076923077,1.0,0.14371680357798677,0.15939680739688714,0.14497734885332966,0.009041227790665327
high_vol_quality_permit:expansion_high_vol_upper_close,money_distribution_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,136,2720,2084,636,0.7661764705882353,1.0,0.15158608407474303,0.1641041653945638,0.14933718499004608,0.011358118840238893
high_vol_quality_permit:expansion_high_vol_upper_close,no_followthrough_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,175,3500,2686,814,0.7674285714285715,1.0,0.1377597063812862,0.15867980226896009,0.1415169385912923,0.009823145697643653
high_vol_quality_permit:expansion_high_vol_upper_close,no_followthrough_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,222,4440,3406,1034,0.767117117117117,1.0,0.15029995873459603,0.16267631425644907,0.14922875548509587,0.006570644673387132
high_vol_quality_permit:expansion_high_vol_upper_close,rank_evaporation_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,201,4020,3110,910,0.7736318407960199,1.0,0.14679230571594107,0.16164997018058602,0.14621992582627516,0.0058606795449523295
high_vol_quality_permit:expansion_high_vol_upper_close,rank_evaporation_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,108,2160,1633,527,0.7560185185185185,1.0,0.15382847639997424,0.16438192259924783,0.1490591593106805,0.010747381108394594
high_vol_quality_permit:expansion_high_vol_upper_close,upper_shadow_money_distribution_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,148,2960,2250,710,0.7601351351351352,1.0,0.14934255435323526,0.16289809573263775,0.14932367524458062,0.009326480205893856
high_vol_quality_permit:expansion_high_vol_upper_close,upper_shadow_volume_failure_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,63,1260,969,291,0.7690476190476189,1.0,0.15297574974854994,0.16923288769093767,0.153480753741975,0.017582560621123403
high_vol_quality_permit:expansion_high_vol_upper_close,wide_stop_risk_no_add_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,74,1480,1138,342,0.7689189189189188,1.0,0.14703024657863162,0.1614341394987041,0.14537435586062936,0.014012007434950187
high_vol_quality_permit:expansion_high_vol_upper_close,wide_stop_risk_no_new_entry_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,126,2520,1914,606,0.7595238095238095,1.0,0.1465205977922766,0.160039893154931,0.14568720899930104,0.009345696292859158
high_vol_quality_permit:high_vol_controlled_drawdown,break_ema20_after_launch_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,203,4060,3170,890,0.7807881773399016,1.0,0.14700514744381452,0.15597298055790837,0.14786566394724315,0.008303525638125307
high_vol_quality_permit:high_vol_controlled_drawdown,break_launch_low_3d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,274,5480,4260,1220,0.7773722627737227,1.0,0.15019893866850204,0.15924326298093988,0.1515025145783487,0.007287739483965471
high_vol_quality_permit:high_vol_controlled_drawdown,break_launch_low_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,343,6860,5332,1528,0.7772594752186588,1.0,0.14829592213311893,0.15764055509389924,0.1485732676281757,0.005136134439411471
high_vol_quality_permit:high_vol_controlled_drawdown,break_median20_after_launch_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,257,5140,4005,1135,0.779182879377432,1.0,0.14858435432580858,0.1557689653362394,0.14624647206299218,0.007440008145497257
high_vol_quality_permit:high_vol_controlled_drawdown,destructive_high_vol_3d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,146,2920,2271,649,0.7777397260273973,1.0,0.1458726096649811,0.1593720917178295,0.14894008018462118,0.009316858734313913
high_vol_quality_permit:high_vol_controlled_drawdown,destructive_high_vol_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,211,4220,3326,894,0.7881516587677725,1.0,0.1483155755236825,0.15751701558021275,0.14947982244714764,0.008683488200727582
high_vol_quality_permit:high_vol_controlled_drawdown,gap_fade_after_launch_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,31,620,485,135,0.7822580645161289,1.0,0.15390156456310097,0.16245268747118122,0.15865929290394604,0.025074556510316075
high_vol_quality_permit:high_vol_controlled_drawdown,gap_fade_break_prior_close_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,15,300,235,65,0.7833333333333334,1.0,0.15184202522336598,0.1565612906114951,0.14675022682592836,0.03164192549572778
high_vol_quality_permit:high_vol_controlled_drawdown,industry_breadth_evaporation_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,504,10080,7882,2198,0.7819444444444443,1.0,0.1450176291721721,0.15558861753673453,0.14595114766424172,0.0034399581090986562
high_vol_quality_permit:high_vol_controlled_drawdown,industry_breadth_evaporation_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,354,7080,5513,1567,0.7786723163841808,1.0,0.14840740643693184,0.15722905081418245,0.1488110814256635,0.005147391946598275
high_vol_quality_permit:high_vol_controlled_drawdown,money_distribution_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,220,4400,3435,965,0.7806818181818181,1.0,0.14920655004595396,0.15692112006131212,0.1477151335486962,0.007633213048441083
high_vol_quality_permit:high_vol_controlled_drawdown,money_distribution_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,235,4700,3678,1022,0.7825531914893616,1.0,0.14752406079085442,0.1571983723441384,0.14686452470253913,0.006920369115860368
high_vol_quality_permit:high_vol_controlled_drawdown,no_followthrough_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,271,5420,4248,1172,0.7837638376383763,1.0,0.14324644507953843,0.1524618952799937,0.14203829883569594,0.003892942456297792
high_vol_quality_permit:high_vol_controlled_drawdown,no_followthrough_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,353,7060,5479,1581,0.7760623229461755,1.0,0.14683070870391585,0.1550208502525784,0.14666481499051187,0.005360367693580121
high_vol_quality_permit:high_vol_controlled_drawdown,rank_evaporation_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,230,4600,3568,1032,0.7756521739130434,1.0,0.1428648834236354,0.15316284967756896,0.14413738553223437,0.007978915393413711
high_vol_quality_permit:high_vol_controlled_drawdown,rank_evaporation_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,91,1820,1429,391,0.7851648351648353,1.0,0.14479426466989187,0.15741032989483023,0.1479688761321361,0.012577980174523978
high_vol_quality_permit:high_vol_controlled_drawdown,upper_shadow_money_distribution_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,244,4880,3791,1089,0.776844262295082,1.0,0.1477570037170819,0.1578224992449128,0.1467547658744109,0.007469685899580416
high_vol_quality_permit:high_vol_controlled_drawdown,upper_shadow_volume_failure_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,104,2080,1650,430,0.7932692307692307,1.0,0.15072095979754788,0.16144321046415702,0.15250099412617352,0.014649452968933389
high_vol_quality_permit:high_vol_controlled_drawdown,wide_stop_risk_no_add_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,88,1760,1365,395,0.7755681818181819,1.0,0.14269534210920837,0.1570489359957204,0.14350046267721153,0.01015927403106102
high_vol_quality_permit:high_vol_controlled_drawdown,wide_stop_risk_no_new_entry_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,167,3340,2571,769,0.7697604790419161,1.0,0.14203565381002214,0.153043364548811,0.1431860783169061,0.009326746055733122
industry_breadth_coherence:industry_breadth_confirmed_launch,break_ema20_after_launch_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,783,15660,13575,2085,0.8668582375478927,1.0,0.10416068963140199,0.11911242018620039,0.10402159540214313,0.0032793408600005846
industry_breadth_coherence:industry_breadth_confirmed_launch,break_launch_low_3d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,854,17080,14763,2317,0.8643442622950819,1.0,0.10272303495778248,0.11877928556113096,0.10203265207391321,0.002627723659307361
industry_breadth_coherence:industry_breadth_confirmed_launch,break_launch_low_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,1067,21340,18452,2888,0.8646672914714152,1.0,0.10378439016714824,0.11887587346683129,0.10329601438142018,0.002114756164941512
industry_breadth_coherence:industry_breadth_confirmed_launch,break_median20_after_launch_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,729,14580,12621,1959,0.8656378600823043,1.0,0.10188554442929182,0.11971376810426113,0.10277855227499569,0.0026673043860341783
industry_breadth_coherence:industry_breadth_confirmed_launch,destructive_high_vol_3d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,63,1260,1106,154,0.8777777777777779,1.0,0.1050556559676118,0.1191840021852854,0.10276603021407615,0.013723554905954234
industry_breadth_coherence:industry_breadth_confirmed_launch,destructive_high_vol_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,96,1920,1664,256,0.8666666666666666,1.0,0.10137691649157093,0.12033203358583991,0.10160303463710489,0.008578603059971593
industry_breadth_coherence:industry_breadth_confirmed_launch,gap_fade_after_launch_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,78,1560,1318,242,0.8448717948717949,1.0,0.10397635293285626,0.11806206474891431,0.10585255281431158,0.012221326283736888
industry_breadth_coherence:industry_breadth_confirmed_launch,gap_fade_break_prior_close_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,24,480,422,58,0.8791666666666667,1.0,0.10603796484930578,0.12221666793735794,0.10949717150718907,0.020467122839725505
industry_breadth_coherence:industry_breadth_confirmed_launch,industry_breadth_evaporation_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,1663,33260,28774,4486,0.8651232711966326,1.0,0.10405902035919978,0.11954308602461354,0.10382358577330475,0.0015262606798850313
industry_breadth_coherence:industry_breadth_confirmed_launch,industry_breadth_evaporation_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,1229,24580,21259,3321,0.8648901545972334,1.0,0.10333665891076649,0.11961102474746683,0.10337598386584301,0.0021257139226474415
industry_breadth_coherence:industry_breadth_confirmed_launch,money_distribution_10d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,902,18040,15678,2362,0.8690687361419067,1.0,0.10359191105874085,0.12022498659398421,0.10366265570256616,0.0034601605445748343
industry_breadth_coherence:industry_breadth_confirmed_launch,money_distribution_5d,bootstrap_empirical_delay_distribution,exact_real_reject_count,True,False,20260505,20,False,24,20000,10,1039,20780,17980,2800,0.8652550529355147,1.0,0.10451982701442958,0.11946288178065752,0.10393049065099355,0.001842338535188575
