fold_id,model_task,inner_validation_mode,early_stopping_uses_outer_validation_fold,early_stopping_uses_inner_train_split_only,inner_validation_fallback_to_outer_allowed,best_iteration,fold_status
fold_2020,launch_winner_score_lgbm,latest_fully_eligible_train_year_after_purge,False,True,False,65,trained
fold_2021,launch_winner_score_lgbm,latest_fully_eligible_train_year_after_purge,False,True,False,35,trained
fold_2022,launch_winner_score_lgbm,latest_fully_eligible_train_year_after_purge,False,True,False,1,trained
fold_2023,launch_winner_score_lgbm,latest_fully_eligible_train_year_after_purge,False,True,False,9,trained
fold_2020,failure_reject_score_lgbm,latest_fully_eligible_train_year_after_purge,False,True,False,17,trained
fold_2021,failure_reject_score_lgbm,latest_fully_eligible_train_year_after_purge,False,True,False,32,trained
fold_2022,failure_reject_score_lgbm,latest_fully_eligible_train_year_after_purge,False,True,False,52,trained
fold_2023,failure_reject_score_lgbm,latest_fully_eligible_train_year_after_purge,False,True,False,28,trained
fold_2024,failure_reject_score_lgbm,latest_fully_eligible_train_year_after_purge,False,True,False,67,trained
