baseline_name,baseline_source_scope,baseline_selected_on_validation,baseline_used_for_p1_gate,source_path
p0_8_lgbm_bucket_diagnostic_reference,p0_8_report_reference_only,False,False,Explore9/outputs/reports/p0_8_lgbm_score_bucket_metrics.csv
