fold_id,validation_fold_role,model_task,validation_event_count,validation_positive_count,auc,binary_logloss,best_iteration,early_stopping_uses_outer_validation_fold,early_stopping_uses_inner_train_split_only
fold_2020,p1_promotion_eligible,launch_winner_score_lgbm,4052,1271,0.6013464978579215,0.6673207354556315,65,False,True
fold_2021,p1_promotion_eligible,launch_winner_score_lgbm,4814,769,0.48864368828571936,0.37404215879806596,35,False,True
fold_2022,p1_promotion_eligible,launch_winner_score_lgbm,5358,505,0.5222897748254116,0.27340496533790065,1,False,True
fold_2023,p1_promotion_eligible,launch_winner_score_lgbm,5040,325,0.5933945672567094,0.22545005165680995,9,False,True
fold_2020,p1_promotion_eligible,failure_reject_score_lgbm,11973,3347,0.6310422710891835,0.6516594014201197,17,False,True
fold_2021,p1_promotion_eligible,failure_reject_score_lgbm,14521,6105,0.5997625033865528,0.6416813035352409,32,False,True
fold_2022,p1_promotion_eligible,failure_reject_score_lgbm,15829,6900,0.5142205742240314,0.7109043457840706,52,False,True
fold_2023,p1_promotion_eligible,failure_reject_score_lgbm,14547,5389,0.6477950279359923,0.6248070309926638,28,False,True
fold_2024,robustness_audit_only,failure_reject_score_lgbm,280,75,0.7404878048780488,0.5140763370179053,67,False,True
