year,stock_day_count,instrument_count,future_50pct_high_120d_rate,future_100pct_high_240d_rate,horizon_120d_observed_reference_overlap_rate,horizon_240d_observed_reference_overlap_rate
2017,18497,187,0.11991133697356328,0.027409850245985835,0.002703141049899984,0.011893820619559929
2018,33698,200,0.0953469048608226,0.050062318238471126,0.005816368923971749,0.0036203929016558846
2019,36651,200,0.12029685411039262,0.12621756568715725,0.0011186597910016098,0.0007093940138058989
2020,48165,292,0.28423128827987126,0.1834734765908855,0.0035087719298245615,0.004879061559223502
2021,59241,359,0.12251650039668473,0.05383096166506305,0.016255633767154505,0.02423996894042977
2022,55241,306,0.08167846346011115,0.028257996777755652,0.013196719827664235,0.016165529226480332
2023,54481,275,0.04719076375250087,0.011728859602430206,0.024926121033020686,0.06082854573153944
2024,51916,279,0.11179597811849912,0.052064874027274825,0.513695199938362,0.9392672779104707
